V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t77	0.459	-2.416	-1.83	1.05	0.576	1.874	-0.283	0.354	0.645	0.098	2.753	-0.292	-0.46	2.447	0.166	0.459	-0.647	-2.209	1.123	0.404	-1.099	0.939	-0.035	-0.565	-0.021	-1.283	-0.576	-0.599	-0.172	-0.865
t108	0.622	-1.431	-1.545	-0.128	0.584	1.421	0.502	0.555	0.423	0.402	1.393	-0.064	0.461	2.579	1.542	-0.15	-1.044	-2.057	1.774	0.477	-1.273	0.915	-0.462	-1.057	-0.576	-0.981	-1.613	0.026	0.502	-1.804
t148	1.381	-2.171	-1.814	0.611	0.664	1.813	-0.406	1.975	0.935	0.511	2.475	-0.298	-0.177	2.859	0.733	-0.978	-1.353	-2.206	1.635	0.286	-1.797	-0.882	0.116	-0.506	0.652	-1.654	-0.84	-0.819	-0.211	-0.539
t119	0.929	-1.857	-1.683	0.303	0.621	1.632	0.043	1.149	0.665	0.424	1.931	-0.182	0.104	2.691	1.066	-0.451	-1.134	-2.131	1.66	0.391	-1.475	0.153	-0.17	-0.775	0.004	-1.294	-1.176	-0.39	0.124	-1.174
t154	3.179	-1.93	-1.771	-0.195	0.858	1.709	-0.661	5.231	1.543	1.366	1.567	-0.284	0.359	3.706	1.824	-3.726	-2.705	-2.178	2.707	0.054	-3.178	-4.53	0.47	-0.357	2.054	-2.384	-1.298	-1.231	-0.435	0.169
t17	0.3	-1.936	-1.717	0.62	0.546	1.684	0.095	0.006	0.457	0.106	2.387	-0.202	-0.123	2.383	0.631	0.51	-0.656	-2.154	1.252	0.464	-1	1.415	-0.285	-0.805	-0.467	-1.061	-0.991	-0.282	0.193	-1.377
t147	1.24	-2.735	-1.983	1.324	0.654	2.079	-0.856	1.769	1.047	0.306	3.288	-0.431	-0.726	2.76	-0.11	-0.556	-1.083	-2.295	1.222	0.25	-1.653	-0.77	0.356	-0.223	0.937	-1.809	-0.218	-1.182	-0.592	-0.016
t93	1.517	-3.249	-2.108	1.746	0.695	2.283	-1.292	2.334	1.287	0.346	3.694	-0.533	-1.074	2.874	-0.553	-0.781	-1.154	-2.358	1.136	0.17	-1.847	-1.497	0.649	0.051	1.506	-2.101	0.206	-1.551	-1.005	0.598
t28	1.238	-1.662	-1.646	0.02	0.648	1.558	0.095	1.686	0.731	0.592	1.7	-0.155	0.299	2.836	1.411	-0.97	-1.403	-2.113	1.903	0.36	-1.728	-0.439	-0.173	-0.81	0.157	-1.377	-1.394	-0.384	0.188	-1.174
t25	0.597	-1.723	-1.668	0.317	0.574	1.599	0.178	0.515	0.509	0.274	2.076	-0.168	0.104	2.527	0.999	0.019	-0.923	-2.128	1.499	0.441	-1.226	0.875	-0.303	-0.866	-0.351	-1.122	-1.217	-0.253	0.278	-1.434
