feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t146	1.163	-0.213	-1.876	0.614	0.501	1.492	1.422	-0.019	-0.374	0.288	-0.336	-0.802	0.772	0.349	-1.13	-1.728	-0.575	-0.387	1.05	-1.801	-3.599	1.518	-0.937	1.682	-0.201	-0.284	0.87	0.535	1.504	0.488
t139	0.693	-0.117	-2.365	0.705	0.192	1.652	1.893	-0.364	-0.681	0.648	-0.524	-0.679	0.692	0.608	-0.535	-2.167	0.397	-0.119	0.958	-2.102	-3.516	1.231	-0.948	1.591	-0.07	0.131	0.527	0.587	0.854	0.813
t65	0.69	0.065	-2.513	0.836	0.033	1.665	1.968	-0.495	-0.743	0.821	-0.16	-0.656	0.546	0.737	0.07	-2.519	-0.392	0.057	0.954	-2.069	-3.021	1.198	-0.894	1.128	0.093	-0.168	0.569	0.717	0.767	0.702
t54	0.972	-0.216	-2.076	0.603	0.442	1.508	1.587	-0.05	-0.561	0.353	-0.673	-0.747	0.903	0.42	-0.874	-1.885	-0.155	-0.333	0.959	-1.898	-3.613	1.471	-1.027	2.36	-0.234	-0.232	0.703	0.521	1.23	0.522
t106	0.533	0.14	-2.846	0.893	-0.145	1.678	2.272	-0.76	-1.03	1.087	0.57	-0.673	0.083	0.884	0.199	-2.352	-0.422	0.315	0.967	-2.237	-2.623	0.927	-0.844	0.651	0.189	-0.028	0.348	0.718	0.305	1.19
t198	-0.079	0.311	-3.16	1.004	-0.478	2.346	2.808	-1.239	-1.27	1.489	-0.057	-0.393	-0.493	0.992	0.657	-2.171	0.797	0.58	0.991	-2.453	-2.931	0.633	-0.873	-0.073	0.257	0.677	-0.086	0.805	-0.473	1.848
t7	0.788	-0.031	-2.336	0.749	0.214	1.644	1.9	-0.41	-0.716	0.718	0.153	-0.708	0.512	0.634	-0.453	-1.951	-0.471	-0.011	1.031	-2.047	-3.184	1.183	-0.892	0.754	0.001	-0.077	0.597	0.618	0.85	0.929
t104	0.616	-0.174	-2.308	0.645	0.408	1.703	1.817	-0.213	-0.681	0.56	-0.202	-0.697	0.433	0.521	-0.592	-1.998	-0.499	-0.224	1.017	-2.026	-3.199	1.36	-0.996	2.154	-0.164	0.075	0.54	0.568	0.864	0.679
t3	1.515	-0.274	-1.808	0.54	0.811	1.115	1.173	0.18	-0.44	0.148	0.34	-0.952	0.745	0.202	-1.743	-0.868	-1.15	-0.445	1.139	-1.705	-3.339	1.66	-0.895	0.893	-0.264	-0.558	1.044	0.457	1.816	0.634
t38	0.709	0.042	-2.506	0.813	0.035	1.647	2.061	-0.591	-0.791	0.848	0.167	-0.682	0.516	0.703	-0.102	-2.136	-0.155	0.114	1.014	-2.112	-3.153	1.165	-0.844	0.29	0.095	-0.051	0.52	0.659	0.68	1.033
t63	0.906	-0.131	-2.104	0.636	0.459	1.641	1.672	-0.082	-0.605	0.462	-0.365	-0.696	0.718	0.374	-0.976	-1.623	-0.338	-0.249	1.057	-1.88	-3.605	1.508	-0.969	1.293	-0.189	-0.211	0.67	0.557	1.135	0.92
t164	0.609	0.004	-2.695	0.766	-0.025	1.59	1.986	-0.546	-0.774	0.763	-0.617	-0.667	0.46	0.695	0.076	-2.532	0.584	-0.014	0.818	-2.133	-3.367	1.083	-1.005	2.568	-0.04	0.081	0.394	0.641	0.614	0.649
t114	1.629	-0.381	-1.593	0.44	0.889	0.983	1.044	0.394	-0.309	-0.027	0.824	-1.065	1.207	0.164	-2.014	-1.331	-1.268	-0.675	1.109	-1.697	-3.213	1.784	-0.93	1.551	-0.303	-1.221	1.185	0.394	2.105	0.269
t89	0.711	-0.152	-2.367	0.667	0.222	1.564	1.923	-0.29	-0.786	0.638	0.524	-0.771	0.661	0.632	-0.344	-2.323	-0.711	-0.111	0.97	-2.086	-2.967	1.299	-0.946	1.618	-0.04	-0.232	0.567	0.554	0.824	0.739
t31	0.596	0.049	-2.589	0.802	0.023	1.732	2.162	-0.648	-0.84	0.912	0.341	-0.668	0.107	0.739	-0.142	-2.157	-0.251	0.156	1.006	-2.174	-3.058	0.92	-0.858	0.847	0.08	0.231	0.42	0.655	0.49	1.104
t95	0.836	-0.126	-2.265	0.71	0.251	1.597	1.81	-0.306	-0.647	0.584	-0.709	-0.68	0.892	0.576	-0.774	-1.87	0.706	-0.154	1.015	-2.054	-3.605	1.425	-0.921	0.838	-0.064	-0.229	0.642	0.599	1.053	0.854
