feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t32	0.036	0.046	0.028	0.044	0.029	0.03	0.033	0.045	0.031	0.024	0.056	0.03	0.028	0.022	0.045	0.028	0.028	0.02	0.025	0.044	0.032	0.034	0.028	0.025	0.028	0.025	0.059	0.024	0.043	0.03
t1	0.036	0.044	0.045	0.057	0.026	0.028	0.045	0.033	0.046	0.016	0.053	0.028	0.029	0.019	0.037	0.036	0.035	0.019	0.03	0.043	0.032	0.041	0.013	0.027	0.028	0.033	0.039	0.024	0.027	0.028
t5	0.039	0.052	0.029	0.069	0.028	0.03	0.029	0.03	0.022	0.023	0.063	0.031	0.03	0.022	0.034	0.037	0.032	0.024	0.031	0.038	0.032	0.035	0.016	0.028	0.028	0.041	0.042	0.027	0.032	0.028
t41	0.038	0.05	0.041	0.059	0.03	0.03	0.03	0.029	0.025	0.015	0.043	0.033	0.03	0.039	0.041	0.034	0.035	0.025	0.028	0.04	0.032	0.039	0.014	0.028	0.021	0.046	0.025	0.03	0.034	0.035
t11	0.036	0.033	0.033	0.058	0.028	0.033	0.042	0.026	0.033	0.019	0.051	0.031	0.035	0.025	0.042	0.043	0.033	0.022	0.029	0.036	0.032	0.035	0.023	0.024	0.026	0.04	0.055	0.029	0.021	0.029
t26	0.036	0.04	0.032	0.055	0.031	0.025	0.033	0.026	0.032	0.018	0.044	0.032	0.03	0.021	0.037	0.032	0.032	0.024	0.028	0.037	0.033	0.04	0.044	0.026	0.031	0.048	0.042	0.032	0.031	0.029
t16	0.033	0.039	0.039	0.054	0.029	0.029	0.035	0.024	0.032	0.018	0.064	0.034	0.032	0.026	0.042	0.032	0.035	0.02	0.034	0.048	0.033	0.04	0.013	0.024	0.028	0.047	0.037	0.019	0.033	0.03
t40	0.029	0.05	0.033	0.063	0.032	0.032	0.039	0.032	0.027	0.018	0.063	0.023	0.034	0.021	0.035	0.033	0.03	0.018	0.027	0.035	0.03	0.032	0.02	0.023	0.025	0.052	0.056	0.031	0.028	0.028
t46	0.037	0.046	0.034	0.065	0.033	0.026	0.043	0.024	0.03	0.021	0.067	0.043	0.029	0.023	0.037	0.032	0.029	0.021	0.029	0.048	0.031	0.038	0.013	0.026	0.024	0.044	0.026	0.026	0.026	0.028
t30	0.037	0.051	0.03	0.05	0.024	0.03	0.033	0.037	0.026	0.019	0.056	0.025	0.037	0.028	0.039	0.042	0.034	0.022	0.027	0.032	0.031	0.032	0.02	0.025	0.024	0.056	0.046	0.027	0.029	0.029
t27	0.038	0.05	0.035	0.06	0.031	0.03	0.023	0.029	0.028	0.023	0.069	0.041	0.032	0.029	0.034	0.028	0.038	0.02	0.031	0.037	0.031	0.045	0.016	0.025	0.03	0.032	0.027	0.029	0.027	0.031
t20	0.042	0.043	0.034	0.04	0.033	0.029	0.033	0.026	0.035	0.02	0.056	0.028	0.031	0.028	0.041	0.035	0.037	0.021	0.029	0.033	0.032	0.046	0.042	0.022	0.032	0.032	0.034	0.026	0.032	0.031
t50	0.037	0.037	0.027	0.059	0.025	0.037	0.031	0.032	0.041	0.012	0.052	0.033	0.032	0.031	0.042	0.034	0.037	0.024	0.032	0.043	0.032	0.044	0.017	0.028	0.027	0.035	0.031	0.027	0.03	0.03
t23	0.04	0.044	0.033	0.059	0.029	0.03	0.04	0.033	0.033	0.017	0.048	0.034	0.035	0.027	0.039	0.038	0.029	0.019	0.035	0.043	0.032	0.041	0.017	0.025	0.025	0.043	0.03	0.023	0.028	0.03
t22	0.03	0.039	0.032	0.071	0.032	0.032	0.043	0.028	0.029	0.014	0.063	0.036	0.032	0.036	0.038	0.033	0.037	0.022	0.029	0.042	0.031	0.037	0.023	0.025	0.029	0.031	0.016	0.032	0.026	0.031
t6	0.032	0.053	0.041	0.055	0.026	0.033	0.033	0.022	0.029	0.019	0.055	0.038	0.034	0.026	0.038	0.032	0.037	0.024	0.03	0.037	0.032	0.035	0.019	0.032	0.03	0.028	0.031	0.03	0.035	0.033
t31	0.034	0.054	0.037	0.043	0.031	0.029	0.03	0.031	0.021	0.016	0.042	0.036	0.028	0.026	0.036	0.032	0.043	0.022	0.031	0.039	0.031	0.041	0.038	0.027	0.019	0.072	0.029	0.022	0.031	0.03
t38	0.037	0.049	0.033	0.055	0.023	0.033	0.032	0.028	0.023	0.015	0.062	0.036	0.03	0.049	0.035	0.041	0.032	0.02	0.033	0.042	0.031	0.03	0.01	0.027	0.032	0.032	0.051	0.024	0.029	0.027
t39	0.039	0.049	0.026	0.06	0.027	0.03	0.04	0.024	0.022	0.018	0.053	0.029	0.03	0.026	0.039	0.035	0.03	0.019	0.032	0.04	0.032	0.037	0.016	0.028	0.031	0.048	0.037	0.038	0.033	0.029
t45	0.036	0.04	0.035	0.059	0.026	0.026	0.028	0.024	0.029	0.015	0.047	0.032	0.026	0.025	0.037	0.038	0.039	0.017	0.028	0.033	0.029	0.033	0.012	0.024	0.026	0.109	0.039	0.027	0.038	0.026
t47	0.041	0.05	0.035	0.054	0.027	0.029	0.044	0.028	0.026	0.016	0.065	0.034	0.036	0.021	0.039	0.043	0.029	0.025	0.031	0.039	0.033	0.043	0.01	0.026	0.025	0.035	0.031	0.022	0.032	0.03
t18	0.037	0.046	0.041	0.057	0.035	0.027	0.037	0.026	0.022	0.017	0.056	0.032	0.038	0.03	0.039	0.028	0.033	0.025	0.031	0.034	0.031	0.035	0.03	0.023	0.018	0.051	0.021	0.032	0.034	0.032
t9	0.038	0.052	0.028	0.051	0.028	0.029	0.032	0.028	0.039	0.015	0.051	0.026	0.03	0.036	0.04	0.036	0.04	0.025	0.029	0.046	0.031	0.039	0.026	0.024	0.028	0.043	0.033	0.024	0.024	0.028
t44	0.036	0.042	0.037	0.05	0.029	0.033	0.029	0.024	0.024	0.017	0.061	0.029	0.04	0.023	0.039	0.029	0.025	0.027	0.027	0.034	0.03	0.035	0.026	0.031	0.024	0.052	0.054	0.028	0.038	0.028
t43	0.043	0.042	0.041	0.05	0.032	0.029	0.03	0.023	0.025	0.019	0.058	0.033	0.028	0.032	0.037	0.027	0.044	0.018	0.035	0.046	0.032	0.032	0.025	0.025	0.025	0.026	0.041	0.031	0.037	0.032
t8	0.036	0.037	0.028	0.058	0.021	0.031	0.031	0.03	0.028	0.021	0.047	0.036	0.03	0.028	0.039	0.035	0.034	0.025	0.03	0.041	0.032	0.032	0.028	0.027	0.027	0.039	0.059	0.033	0.028	0.029
t17	0.037	0.043	0.042	0.052	0.035	0.03	0.042	0.02	0.033	0.02	0.04	0.036	0.033	0.025	0.039	0.034	0.037	0.026	0.027	0.047	0.032	0.034	0.018	0.029	0.026	0.023	0.053	0.026	0.029	0.033
t4	0.035	0.044	0.028	0.059	0.028	0.031	0.032	0.029	0.025	0.018	0.063	0.03	0.03	0.034	0.034	0.035	0.027	0.021	0.028	0.035	0.031	0.039	0.034	0.027	0.021	0.042	0.039	0.025	0.041	0.034
t10	0.036	0.038	0.043	0.045	0.029	0.027	0.025	0.029	0.024	0.015	0.061	0.034	0.031	0.029	0.04	0.042	0.036	0.026	0.027	0.041	0.03	0.04	0.017	0.025	0.021	0.054	0.056	0.025	0.026	0.031
t49	0.036	0.045	0.03	0.037	0.026	0.026	0.037	0.026	0.029	0.017	0.059	0.038	0.029	0.025	0.044	0.033	0.035	0.016	0.03	0.051	0.032	0.045	0.04	0.025	0.026	0.035	0.037	0.027	0.03	0.031
t13	0.032	0.042	0.035	0.045	0.03	0.03	0.038	0.028	0.033	0.017	0.053	0.033	0.028	0.037	0.038	0.043	0.033	0.017	0.029	0.042	0.033	0.041	0.021	0.028	0.036	0.035	0.043	0.028	0.024	0.029
t3	0.037	0.044	0.039	0.053	0.028	0.032	0.034	0.027	0.027	0.017	0.057	0.032	0.027	0.027	0.037	0.037	0.028	0.018	0.035	0.04	0.031	0.035	0.026	0.028	0.036	0.039	0.037	0.028	0.035	0.029
t48	0.037	0.057	0.037	0.041	0.035	0.032	0.039	0.028	0.033	0.018	0.048	0.03	0.031	0.032	0.04	0.033	0.034	0.023	0.031	0.042	0.033	0.037	0.02	0.028	0.024	0.039	0.038	0.022	0.026	0.032
