feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t36	0.301	0.988	0.705	1.521	-0.727	0.446	-1.593	0.541	-0.422	-1.959	-0.339	1.077	-0.054	0.112	-0.561	0.207	0.381	-0.59	0.149	0.509	0.052	-0.6	0.255	0.086	-0.459	0.8	-0.405	0.489	-0.923	0.011
t21	-0.167	-0.375	-0.265	-0.707	2.207	-0.315	0.705	-0.356	-0.21	-1.797	1.365	-1.178	1.023	0.422	0.149	0.042	0.459	0.43	-0.013	-0.465	-0.052	0.225	-0.107	-0.15	0.157	0.773	-0.298	-0.592	-0.58	-0.329
t12	0.502	1.024	0.518	0.563	0.703	0.222	0.162	-0.28	-0.1	-0.418	1.537	-0.115	-0.431	1.992	0.967	0.082	0.762	-0.083	0.272	-0.299	0.21	0.974	-4.065	-0.235	-0.827	0.509	-3.426	-0.302	-0.677	0.258
t2	0.455	0.446	0.561	0.34	-0.249	-0.87	-0.331	0.911	0.085	1.189	0.571	-0.287	-0.015	0.915	0.324	-0.059	0.272	0.133	-0.499	1.206	0.065	0.551	-3.126	-0.563	-0.305	1.259	-2.234	-0.43	-0.157	-0.157
t25	0.706	1.662	0.046	1.312	1.152	-0.013	-0.36	-0.166	-0.719	-0.408	-0.853	0.612	0.254	1.117	0.625	-0.219	0.185	0.846	-0.4	0.093	0.208	0.531	0.374	-0.138	-0.609	-1.563	-2.703	-0.161	-0.972	-0.437
t35	0.549	-0.463	0.05	0.702	-0.38	0.476	0.542	-0.212	-0.15	-1.733	-1.109	1.448	-0.432	-2.927	0.802	-0.205	0.289	-0.271	-0.375	1.059	0.128	0.739	0.224	0.75	-0.83	-1.322	2.102	0.274	0.345	-0.068
t28	0.537	-0.291	0.326	0.914	-0.568	-0.138	0.146	-0.334	0.761	-1.665	0.704	-0.035	-0.73	-0.66	0.522	0.247	-1.13	0.035	0.277	1.153	0.04	1.011	2.296	-0.858	-0.174	-2.064	-1.11	0.861	0.245	-0.316
t32	-0.208	0.456	-0.806	-0.891	-0.347	-0.311	0.112	2.149	0.591	0.881	0.641	-0.461	-0.726	-1.51	1.11	-0.811	-0.918	-1.495	-0.795	1.032	0.132	-0.007	0.878	-0.383	0.671	-2.278	2.7	-0.833	1.489	-0.063
t1	-0.073	0.391	1.163	0.274	-0.854	-0.594	1.477	0.938	2.375	-0.757	0.48	-0.725	-0.472	-2.008	0.398	0.231	0.164	-1.537	-0.107	0.998	0.238	0.732	-2.093	0.009	0.753	-0.957	0.977	-0.863	-0.308	-0.249
t5	0.632	1.034	-0.594	1.742	-0.077	-0.141	-1.024	0.193	-1.343	0.618	0.823	-0.372	-0.091	-0.32	-0.179	0.422	-0.039	0.65	0.131	-0.247	0.015	0.179	-1.554	-0.038	-0.338	0.312	-0.177	0.061	-0.075	-0.203
t41	0.496	0.906	0.769	1.086	0.202	-0.138	-0.917	0.092	-0.958	-1.003	-0.828	-0.135	-0.024	2.092	0.614	0.062	0.265	0.855	-0.311	-0.061	0.1	0.634	-2.097	-0.082	-1.533	0.793	-2.283	0.517	0.203	0.683
t11	0.138	-1.523	-0.262	0.902	-0.434	0.133	0.683	-0.736	0.591	-0.067	-0.53	-0.308	0.513	-0.516	0.617	1.241	-0.164	0.224	-0.387	-0.538	-0.024	0.008	1.019	-0.68	-0.419	-0.317	2.301	0.673	-1.921	-0.218
t26	0.154	-0.788	-0.381	0.612	0.041	-0.964	-0.301	-0.832	0.369	-0.229	-1.209	-0.215	-0.191	-1.289	0.098	-0.02	-0.319	0.699	-0.473	-0.467	0.029	0.518	3.65	-0.456	0.152	0.39	1.106	1.014	-0.422	-0.279
t16	-0.472	-0.185	0.524	-0.064	-0.298	-0.411	0.409	-0.501	0.792	-0.128	1.257	0.072	-0.18	-0.79	0.881	-0.27	0.068	-1.432	0.527	1.474	0.235	0.668	-2.166	-0.563	0.673	0.487	0.762	-1.722	0.415	-0.059
t40	-0.816	1.044	-0.193	1.63	0.769	0.372	0.984	0.56	-0.308	-0.141	1.735	-1.418	0.598	-2.483	-0.312	-0.202	-0.489	-1.039	-0.463	-0.299	-0.177	-0.618	-0.764	-0.74	-0.445	1.764	1.807	0.549	-0.525	-0.38
t46	0.097	0.779	0.002	1.747	0.808	-0.506	1.361	-0.719	0.088	0.409	2.038	1.243	-0.102	-2.017	-0.006	-0.247	-0.631	-0.409	-0.18	1.021	0.011	0.1	-2.572	-0.211	-0.55	1.075	-1.345	-0.064	-0.841	-0.381
t30	0.298	1.214	-0.208	0.273	-1.271	-0.047	-0.635	0.689	-1.223	-0.359	0.508	-1.036	1.054	-0.522	0.226	0.724	0.172	-0.074	-0.625	-1.067	-0.122	-0.945	-0.203	-0.09	-0.735	1.844	1.507	0.309	0.431	-0.087
t27	0.49	0.664	0.16	0.892	0.319	-0.128	-2.161	-0.012	-0.115	0.972	1.28	0.808	0.182	0.441	-0.261	-0.915	0.681	-0.367	0.15	-0.675	-0.09	1.56	-0.56	-0.851	0.322	-1.096	-1.29	0.433	-0.906	0.072
t20	0.798	-0.054	-0.075	-0.827	0.519	-0.458	-0.727	-0.559	0.676	0.16	0.357	-0.812	-0.056	0.22	0.457	-0.034	0.557	-0.366	-0.321	-1.23	-0.127	1.591	3.378	-1.467	0.497	-1.238	-0.476	-0.163	-0.21	-0.009
t50	0.423	-0.731	-1.142	0.979	-0.869	0.88	-0.497	0.566	1.645	-2.242	-0.197	-0.151	0.17	0.855	0.77	0.13	0.395	0.583	0.369	0.296	-0.037	1.267	-0.768	-0.098	-0.411	-0.807	-0.924	-0.024	-0.36	-0.07
t23	0.721	-0.025	-0.329	0.986	-0.341	-0.04	0.46	0.615	0.795	-1.024	-0.482	-0.056	0.643	0.333	0.415	0.642	-0.543	-0.451	0.679	0.326	0.037	1.029	-0.663	-0.611	-0.795	0.021	-1.132	-0.561	-0.655	0.005
t22	-0.763	-0.162	-0.21	1.93	0.236	0.394	0.874	-0.051	-0.494	-1.763	1.212	0.769	0.04	2.508	-0.069	-0.07	0.883	-0.198	-0.264	0.519	-0.158	-0.189	-0.752	-0.397	0.202	-0.212	-3.705	0.433	-0.682	0.139
t6	-0.423	1.328	1.02	0.573	-0.908	0.352	-0.65	-1.438	-0.791	-0.233	0.406	0.608	0.647	-0.8	0.12	-0.49	0.488	0.268	-0.207	-0.594	-0.091	-0.691	-0.534	0.801	0.161	-1.008	-0.144	0.694	1.134	0.402
t31	-0.391	1.187	0.346	-0.107	0.063	-0.008	-0.649	0.377	-1.886	-1.133	-0.47	0.687	-0.492	1.141	-0.287	-0.253	1.398	-0.151	-0.018	0.184	-0.163	0.218	1.242	0.014	-1.511	3.162	-1.23	-1.255	-0.037	0.022
t38	0.066	0.848	-0.013	0.888	-1.098	0.528	-0.263	-0.009	-1.378	-1.308	1.172	0.778	-0.086	3.813	-0.373	0.854	0.355	-0.534	0.32	0.542	-0.018	-1.041	-4.282	-0.05	0.609	-0.127	1.121	-0.77	-0.205	-0.341
t39	0.467	1.11	-1.194	0.723	-0.393	-0.006	0.904	-0.913	-1.476	-0.267	0.146	-0.789	-0.343	-0.351	0.338	0.186	-0.719	-1.335	0.515	0.233	0.051	0.051	-1.426	0.336	1.062	1.102	0.243	1.499	0.458	-0.212
t45	0.421	0.209	0.494	1.38	-0.823	-0.44	-0.723	-0.803	-0.315	-1.462	-0.385	0.52	-0.585	-1.204	0.231	0.911	0.949	-1.163	-0.273	-0.4	-0.204	-0.261	-2.692	-0.222	-0.342	5.161	0.789	0.078	1.647	-0.492
t47	0.85	1.062	0.407	0.914	-0.65	-0.107	0.976	-0.336	-0.782	-1.16	0.837	0.633	0.705	-2.089	0.432	1.284	-0.353	0.356	-0.032	0.15	0.205	0.619	-3.781	-0.024	-0.476	0.402	-0.191	-0.747	0.836	0.059
t18	0.429	0.543	0.67	0.839	0.94	-0.752	0.074	-0.485	-1.313	-0.741	0.295	-0.325	0.909	1.065	0.469	-0.861	0.081	0.944	0.126	-0.683	-0.052	0.148	1.373	-0.88	-2.256	1.319	-3.11	0.823	0.123	0.286
t9	0.517	0.983	-0.869	0.428	-0.016	-0.422	-0.594	-0.139	1.004	-1.146	-0.06	-1.208	-0.106	1.783	0.509	0.235	0.841	0.866	-0.223	0.441	-0.081	0.56	0.776	-0.821	-0.387	0.537	-1.367	-0.445	-1.324	-0.271
t44	0.088	0.403	0.626	0.273	-0.477	0.355	-1.171	-1.082	-1.501	-0.847	0.905	-0.538	1.384	-1.174	0.233	-0.872	-1.02	0.706	-0.544	-0.872	-0.281	-0.607	0.81	0.71	-0.7	1.474	2.147	0.406	1.478	-0.314
t43	0.868	0.374	1.084	0.25	-0.16	-0.115	-1.021	-1.264	-1.342	-0.387	0.681	-0.021	-0.115	0.05	-0.032	-1.061	1.233	-0.982	0.51	0.391	-0.051	-1.026	0.726	-0.2	-0.587	-1.252	0.977	0.896	1.37	0.205
t8	0.107	-1.026	-0.881	0.865	-1.595	-0.129	-0.519	-0.202	-0.083	0.339	-0.91	0.214	-0.145	-0.054	0.314	0.346	-0.01	0.879	-0.242	0.065	-0.068	-0.417	1.7	-0.257	-0.427	-0.571	2.634	1.149	-0.829	-0.248
t17	0.243	-0.412	0.721	0.453	0.516	-0.214	0.696	-1.777	0.542	0.212	-1.584	0.267	0.292	-0.44	0.336	0.192	0.333	0.983	-0.58	0.57	0.011	-0.206	0.048	-0.033	-0.538	-2.692	2.249	0.14	-0.716	0.389
t4	0.094	-0.188	-0.799	0.926	-0.329	-0.043	-0.768	-0.021	-0.744	-0.749	0.83	-0.486	-0.269	1.174	-0.275	0.382	-1.025	0.066	-0.451	-0.571	-0.169	0.635	2.546	-0.334	-1.581	0.141	0.501	-0.113	1.054	0.567
t10	0.191	-0.705	0.909	-0.099	-0.148	-0.616	-1.623	0.066	-0.952	-1.438	0.793	-0.018	0.003	0.566	0.425	1.138	0.112	0.998	-0.579	0.168	-0.223	0.815	-0.216	-0.538	-1.463	1.15	1.995	-0.177	-0.695	0.161
t49	-0.144	0.338	-0.544	-1.693	-0.827	-0.961	0.572	-0.172	0.402	-0.501	0.882	0.532	-0.589	-0.937	1.077	-0.117	0.116	-2.459	-0.135	1.685	0.156	1.179	2.478	-0.348	0.459	-0.775	0.765	-0.357	-0.111	0.029
t13	-0.748	0.058	-0.01	-0.88	-0.34	-0.44	0.66	0.125	0.843	-0.455	0.387	-0.104	-0.775	0.644	0.489	0.934	-0.176	-2.342	-0.299	0.878	0.186	0.788	-0.101	-0.051	1.629	-0.758	1.319	-0.223	-0.923	-0.314
t3	0.225	0.645	0.323	0.117	-0.35	0.172	0.128	-0.515	-0.761	-0.522	0.396	-0.427	-0.809	-0.205	0.006	0.393	-1.006	-1.553	0.779	0.157	-0.033	-0.225	0.366	0.283	1.539	0.19	0.241	0.17	0.57	-0.293
t48	0.237	1.662	0.132	-0.86	0.533	0.244	0.675	-0.425	0.037	-0.28	-0.257	-0.751	-0.251	0.356	0.325	-0.064	-0.305	-0.719	0.304	0.376	0.162	0.006	-0.605	0.182	0.019	0.216	0.344	-0.776	-0.58	0.065
