V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t17	-0.483	0.133	-0.475	-0.849	-1.283	-0.386	0.008	-0.55	2.1	0.851	-2.136	0.029	-0.762	-1.164	1.029	0.818	-1.2	-1.159	-0.877	1.512	1.026	0.169	0.006	1.173	2.261	-2.21	0.946	0.306	0.518	0.646
t61	-0.844	0.343	-0.96	-1.365	-0.691	0.298	0.291	-0.288	1.574	-0.121	-1.439	0.203	-0.374	-0.354	0.788	-0.515	-0.536	-0.925	-0.995	1.402	1.767	-0.394	0.213	0.92	1.859	-1.659	0.611	0.165	0.457	0.568
t141	-0.432	0.174	-0.463	-0.906	-1.167	-0.368	-0.118	-0.691	1.83	0.384	-2.051	0.079	-0.8	-1.085	0.911	0.445	-0.676	-1.172	-0.854	1.492	1.021	0.458	0.165	1.162	2.096	-2.209	0.914	0.453	0.589	0.82
t168	-1.89	0.63	-3.277	-3.117	0.998	1.888	0.922	0.894	-0.086	-2.191	0.467	0.555	0.885	2.062	-0.075	-2.508	1.73	-0.22	-1.576	1.056	3.18	-2.99	0.909	2.978	-0.06	0.008	-0.09	-1.068	-0.498	0.474
t20	-1.083	0.256	0.314	-1.194	-0.75	1.189	1.007	-0.49	1.552	0.116	-0.907	0.198	0.543	0.034	0.655	-1.429	0.114	-1.509	-1.074	1.635	0.682	-0.839	-0.057	1.496	0.323	-1.933	0.295	0.378	0.579	-0.103
t107	-0.582	0.27	-0.84	-1.113	-0.979	-0.244	0	-0.439	1.829	0.235	-1.926	0.125	-0.75	-0.851	0.953	0.356	-0.979	-0.977	-0.904	1.417	1.433	0.074	0.162	0.894	2.422	-1.909	0.812	0.269	0.506	0.735
t13	-0.653	-0.099	2.5	0.306	-2.29	0.756	1.113	-1.445	3.028	2.232	-1.831	-0.113	0.117	-1.619	1.202	-1.14	-1.389	-2.193	-0.682	2.07	0.17	0.692	-0.91	-0.311	0.62	-3.427	0.786	1.52	1.617	-0.633
t79	-0.315	0.108	-0.155	-0.622	-1.491	-0.646	-0.098	-0.71	2.312	1.077	-2.43	-0.014	-0.947	-1.49	1.164	1.198	-1.532	-1.261	-0.796	1.55	0.717	0.533	-0.075	0.926	2.609	-2.417	1.025	0.471	0.63	0.675
t25	-1.07	0.116	0.957	-0.86	-1.107	1.308	1.206	-0.695	1.846	0.715	-0.95	0.112	0.712	-0.199	0.712	-1.45	0.028	-1.781	-1.04	1.789	0.283	-0.769	-0.299	1.563	-0.15	-2.313	0.356	0.603	0.763	-0.387
t45	0.219	-0.191	2.797	1.026	-3.015	-0.928	0.054	-1.994	3.649	2.822	-3.309	-0.279	-1.248	-3.142	1.675	0.951	-2.611	-2.229	-0.332	2.053	-0.41	2.557	-0.909	-1.146	2.667	-4.104	1.363	1.971	1.891	0.127
t123	-0.873	-0.028	1.196	-0.435	-1.607	0.998	0.951	-1.071	2.129	1.121	-1.248	0.021	0.302	-0.811	0.768	-1.603	-0.043	-1.825	-0.886	1.872	0.714	0.075	-0.415	0.943	-0.059	-2.814	0.652	1.038	1.212	-0.276
t130	-0.791	0.303	-1.029	-1.218	-0.897	0.11	0.195	-0.339	1.795	0.157	-1.617	0.16	-0.601	-0.626	0.877	-0.374	-0.885	-0.851	-0.938	1.412	2.112	-0.194	0.138	0.524	2.154	-1.782	0.758	0.266	0.581	0.598
