V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t183	1.578	-1.593	-0.765	0.129	-0.79	-1.104	0.855	-0.233	0.957	1.491	0.155	-1.152	-0.581	1.484	1.412	0.497	-0.266	1.586	-2.46	1.003	-0.91	-0.652	-2.56	0.395	-1.653	2.251	0.234	2.271	-0.089	-1.498
t53	0.106	0.854	-0.88	-0.217	-0.416	-2.607	-1.176	0.239	0.157	-0.203	-0.189	0.737	-0.816	0.227	2.244	-1.44	1.838	1.315	-2.372	0.711	-1.858	-0.779	2.099	0.832	1.125	-0.798	1.493	2.664	-0.594	-2.301
t130	0.293	0.923	-0.758	0.297	-0.61	-0.14	-1.053	-0.01	1.048	-0.683	-0.23	1.497	-0.572	0.683	2.319	-1.805	0.81	1.238	-3.418	0.657	-2.028	-0.685	0.377	1.23	0.121	0.084	0.754	2.398	-0.41	-2.33
t117	0.815	0.259	-1.118	0.266	-0.822	0.824	0.351	-0.732	0.602	0.351	-0.579	1.36	0.089	1.17	1.975	-2.064	-0.836	-0.105	-4.116	0.76	-1.506	-0.353	-0.455	1.971	0.922	0.109	0.181	2.369	-0.539	-1.156
t151	-0.363	0.366	-1.557	-0.16	0.446	0.677	-0.173	-1.386	0.204	-1.576	-0.799	2.588	0.557	0.852	1.916	-4.297	-0.156	0.111	-3.971	1.278	-0.991	-0.019	2.305	2.656	1.619	-1.682	1.493	1.203	-0.422	-0.732
t28	0.71	1.596	-0.556	0.355	-1.42	-2.073	-0.657	0.513	0.617	0.508	0.055	1.256	-0.891	0.088	2.829	-1.13	0.684	0.334	-3.222	0.264	-2.53	-0.649	0.95	1.415	1.28	-1.092	1	3.189	-0.844	-2.585
t144	0.719	1.386	-0.779	0.739	-1.482	1.023	-0.344	-0.292	1.048	-0.828	-0.213	2.705	-0.264	0.46	2.605	-1.965	-0.628	0.079	-4.6	0.346	-2.419	-0.384	0.076	2.257	0.983	-1.004	0.588	2.832	-0.745	-1.911
t111	0.082	-1.803	-1.784	-0.775	0.853	-1.022	-0.175	-1.097	-0.513	0.655	-0.984	-0.293	0.321	1.179	0.897	-1.447	1.17	0.692	-1.653	1.452	-0.086	-0.438	1.101	2.012	0.648	0.37	0.766	0.611	-0.167	-0.575
t161	0.064	0.859	-0.981	0.041	-0.509	-0.937	-0.939	-0.126	0.231	-0.406	-0.379	1.567	-0.515	0.557	2.259	-1.715	0.929	1.011	-3.238	0.688	-1.698	-0.655	1.357	1.247	1.139	-0.566	1.028	2.38	-0.542	-2.156
t73	0.659	-0.453	-1.006	-0.038	-0.087	0.728	-0.218	-0.361	0.688	0.037	-0.31	-0.112	-0.44	1.577	1.443	-0.981	0.077	1.955	-2.934	1.065	-0.903	-0.712	-1.672	-0.133	-1.584	2.002	0.509	2.526	0.003	-1.332
