feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t183	0.75	-0.981	-1.131	-0.074	-0.242	-0.394	0.107	-0.605	0.588	0.485	-0.397	-0.033	-0.142	1.281	1.458	-0.977	0.184	1.055	-2.666	1.104	-0.971	-0.524	-0.652	1.31	-0.42	1.028	0.502	1.744	-0.187	-1.203
t53	0.24	-0.275	-1.225	-0.217	-0.068	-0.766	-0.51	-0.538	0.243	-0.114	-0.561	0.618	-0.159	0.912	1.659	-1.636	0.817	0.952	-2.648	1.044	-1.189	-0.546	0.897	1.468	0.524	0.023	0.921	1.812	-0.339	-1.344
t130	0.307	-0.25	-1.181	-0.031	-0.138	0.136	-0.466	-0.629	0.565	-0.291	-0.577	0.898	-0.069	1.079	1.686	-1.772	0.441	0.924	-3.03	1.024	-1.25	-0.512	0.272	1.613	0.16	0.343	0.652	1.715	-0.272	-1.352
t117	0.469	-0.24	-1.24	-0.037	-0.285	0.09	-0.131	-0.714	0.361	0.102	-0.633	0.895	0.029	1.113	1.694	-1.847	0.096	0.489	-3.219	0.981	-1.204	-0.444	0.222	1.799	0.613	0.187	0.535	1.845	-0.374	-1.158
t151	0.059	-0.171	-1.389	-0.192	0.157	-0.026	-0.3	-0.927	0.201	-0.547	-0.693	1.322	0.178	0.981	1.689	-2.65	0.338	0.552	-3.163	1.155	-1.024	-0.324	1.214	2.017	0.882	-0.479	1.023	1.466	-0.343	-1.015
t28	0.456	0.059	-1.114	-0.005	-0.442	-0.494	-0.317	-0.454	0.348	0.092	-0.491	0.905	-0.181	0.889	1.875	-1.617	0.348	0.588	-3.035	0.875	-1.425	-0.493	0.497	1.636	0.635	-0.113	0.759	2.047	-0.434	-1.404
t144	0.483	0.092	-1.101	0.156	-0.525	0.248	-0.306	-0.581	0.696	-0.278	-0.486	1.259	-0.064	0.894	1.916	-1.799	0.077	0.523	-3.41	0.857	-1.56	-0.44	0.245	1.969	0.49	-0.095	0.611	1.98	-0.431	-1.425
t111	0.35	-0.866	-1.378	-0.282	0.147	-0.405	-0.218	-0.785	0.253	0.244	-0.681	0.304	0.085	1.111	1.422	-1.578	0.573	0.711	-2.512	1.169	-0.861	-0.453	0.436	1.858	0.295	0.346	0.658	1.35	-0.255	-1.043
t161	0.228	-0.231	-1.241	-0.111	-0.151	-0.255	-0.422	-0.644	0.312	-0.18	-0.604	0.917	-0.066	0.974	1.706	-1.699	0.499	0.815	-2.962	1.016	-1.194	-0.502	0.695	1.654	0.58	0.025	0.77	1.748	-0.346	-1.338
t73	0.484	-0.794	-1.251	-0.145	0.03	0.46	-0.113	-0.744	0.508	0.01	-0.574	0.197	-0.034	1.411	1.356	-1.384	0.133	1.22	-2.831	1.178	-0.853	-0.526	-0.606	1.062	-0.589	1.128	0.547	1.81	-0.111	-0.984
t26	0.3	-0.806	-1.372	-0.218	0.151	0.187	-0.341	-0.837	0.236	-0.09	-0.758	0.612	0.084	1.284	1.367	-1.758	0.514	0.992	-2.771	1.18	-0.819	-0.509	0.2	1.569	0.148	0.656	0.564	1.44	-0.179	-1.029
t77	0.05	-0.667	-1.544	-0.398	0.482	0.234	-0.475	-1.047	0.008	-0.335	-0.967	0.695	0.291	1.368	1.283	-2.518	0.622	0.752	-2.741	1.336	-0.743	-0.41	0.928	1.845	0.534	0.298	0.759	1.19	-0.174	-0.665
t108	0.027	-0.601	-1.458	-0.203	0.128	0.505	-0.578	-0.94	0.309	-0.437	-0.894	0.939	0.227	1.105	1.438	-1.778	0.539	0.737	-2.882	1.152	-1.029	-0.473	0.772	2.069	0.568	0.166	0.568	1.316	-0.273	-1.023
t100	0.345	-1.052	-1.408	-0.297	0.188	-0.01	-0.199	-0.918	0.282	-0.001	-0.746	0.19	0.143	1.352	1.246	-1.594	0.433	0.987	-2.575	1.292	-0.768	-0.473	0.199	1.586	-0.014	0.725	0.639	1.403	-0.147	-0.816
t129	-0.068	-1.843	-1.708	-0.622	0.82	-0.098	-0.452	-1.227	-0.064	-0.147	-1.048	-0.105	0.388	1.475	0.818	-1.607	1.047	1.267	-1.94	1.594	-0.248	-0.501	0.788	1.784	0.044	0.898	0.664	0.601	0.023	-0.543
t190	0.266	-1.347	-1.437	-0.269	0.081	-0.435	-0.387	-0.895	0.325	0.173	-0.802	0.213	0.185	1.107	1.269	-0.984	0.8	0.779	-2.274	1.23	-0.896	-0.502	0.601	2.289	0.398	0.446	0.455	0.918	-0.228	-1.084
t189	0.218	-0.779	-1.44	-0.275	0.184	0.087	-0.329	-0.954	0.291	-0.087	-0.844	0.505	0.222	1.271	1.363	-1.935	0.515	0.705	-2.792	1.241	-0.949	-0.457	0.593	2.008	0.537	0.45	0.528	1.286	-0.248	-0.919
t153	0.208	-0.494	-1.329	-0.211	0.109	-0.012	-0.324	-0.783	0.312	-0.266	-0.648	0.782	0.035	1.03	1.518	-1.895	0.499	0.865	-2.804	1.134	-0.965	-0.457	0.575	1.559	0.256	0.151	0.856	1.617	-0.256	-1.066
t146	0.269	-0.378	-1.28	-0.13	0.045	-0.176	-0.381	-0.804	0.508	-0.27	-0.654	0.825	0.107	1.156	1.677	-2.346	0.469	0.772	-3.078	1.175	-1.174	-0.426	0.74	2.045	0.59	0.171	0.662	1.444	-0.288	-1.275
t59	0.516	-0.527	-1.174	-0.069	-0.314	-0.654	-0.178	-0.541	0.519	0.336	-0.48	0.442	-0.097	0.897	1.699	-1.143	0.39	0.575	-2.672	0.966	-1.255	-0.473	0.276	1.893	0.325	0.105	0.657	1.703	-0.374	-1.354
t138	0.411	-0.338	-1.202	-0.109	-0.032	0.026	-0.096	-0.749	0.629	0.014	-0.586	0.474	0.054	1.275	1.621	-2.158	0.12	0.704	-3.003	1.167	-1.181	-0.41	0.085	1.637	0.049	0.479	0.685	1.678	-0.233	-1.015
t45	0.025	-0.021	-1.33	-0.204	0.14	-0.113	-0.535	-0.713	0.139	-0.346	-0.708	1.23	0.021	0.941	1.712	-2.514	0.648	0.673	-2.978	1.063	-1.073	-0.454	1.07	1.7	0.802	-0.23	0.934	1.65	-0.326	-1.209
t152	0.748	-1.059	-1.191	-0.176	-0.146	-0.417	0.176	-0.618	0.523	0.663	-0.443	-0.317	-0.114	1.268	1.357	-0.842	0.138	0.925	-2.42	1.134	-0.869	-0.499	-0.685	1.184	-0.598	1.007	0.595	1.81	-0.169	-0.971
t172	0.328	-0.832	-1.328	-0.218	0.017	-0.192	-0.231	-0.716	0.321	0.251	-0.663	0.316	0.035	1.075	1.426	-1.22	0.467	0.725	-2.458	1.104	-0.916	-0.486	0.18	1.672	0.064	0.389	0.648	1.497	-0.237	-1.02
t116	0.313	-0.338	-1.215	-0.114	-0.145	-0.605	-0.415	-0.589	0.344	0.018	-0.574	0.784	-0.085	0.973	1.723	-1.664	0.634	0.72	-2.8	1.008	-1.206	-0.499	0.696	1.845	0.6	0.039	0.731	1.578	-0.35	-1.412
t3	0.194	-1.167	-1.443	-0.323	0.338	-0.145	-0.437	-0.949	0.452	-0.045	-0.848	0.145	0.252	1.305	1.256	-1.68	0.714	0.851	-2.334	1.351	-0.863	-0.452	0.549	2.116	0.067	0.59	0.573	0.943	-0.126	-0.889
t109	0.209	-1.186	-1.606	-0.342	0.46	0.721	-0.125	-1.29	0.057	-0.185	-1.014	0.543	0.457	1.674	1.073	-2.214	0.133	0.704	-2.848	1.443	-0.516	-0.336	0.274	2.014	0.216	0.728	0.521	0.88	-0.075	-0.378
t55	0.41	-0.711	-1.288	-0.04	-0.189	0.327	-0.226	-0.819	0.453	-0.127	-0.68	0.765	0.102	1.207	1.502	-1.401	0.135	0.786	-2.961	1.082	-1.061	-0.449	0.047	1.85	0.129	0.399	0.524	1.515	-0.244	-1.041
t163	0.206	-0.922	-1.489	-0.301	0.214	0.053	-0.171	-1.031	-0.032	-0.112	-0.832	0.707	0.205	1.308	1.283	-1.874	0.416	0.796	-2.805	1.264	-0.679	-0.435	0.586	1.758	0.568	0.388	0.684	1.254	-0.214	-0.796
t140	0.171	-0.565	-1.386	-0.32	0.25	-0.051	-0.437	-0.808	0.072	-0.13	-0.781	0.518	0.066	1.296	1.38	-2.09	0.641	0.979	-2.681	1.231	-0.851	-0.504	0.563	1.416	0.296	0.49	0.763	1.544	-0.181	-0.898
t136	0.412	-1.036	-1.243	-0.309	0.072	-0.681	-0.33	-0.605	0.47	0.216	-0.57	-0.315	-0.107	1.189	1.314	-1.063	0.773	1.306	-2.135	1.237	-0.946	-0.592	0.094	1.186	-0.421	0.879	0.746	1.663	-0.128	-1.079
t82	0.16	-0.812	-1.461	-0.327	0.163	-0.344	-0.439	-0.846	-0.035	-0.049	-0.813	0.681	0.103	1.04	1.367	-1.661	0.827	0.79	-2.556	1.158	-0.835	-0.506	0.925	1.852	0.75	0.143	0.713	1.338	-0.291	-1.037
t132	0.315	-0.865	-1.36	-0.225	0.048	-0.276	-0.341	-0.85	0.438	0.032	-0.76	0.327	0.163	1.21	1.425	-1.603	0.535	0.724	-2.601	1.216	-1.054	-0.455	0.562	2.092	0.35	0.379	0.569	1.259	-0.242	-1.017
t123	0.632	-0.739	-1.228	-0.096	-0.176	-0.086	0.072	-0.718	0.467	0.288	-0.512	0.342	-0.006	1.178	1.492	-1.353	0.07	0.694	-2.803	1.077	-0.993	-0.425	-0.264	1.589	-0.112	0.523	0.623	1.693	-0.254	-0.981
t14	0.244	-0.512	-1.385	-0.166	0.089	0.201	-0.368	-0.904	0.234	-0.241	-0.794	0.967	0.186	1.225	1.518	-2.176	0.379	0.657	-3.02	1.155	-0.987	-0.408	0.629	2.019	0.581	0.162	0.625	1.335	-0.263	-0.988
t5	0.802	-0.705	-1.137	-0.028	-0.37	-0.117	0.164	-0.574	0.557	0.631	-0.453	0.111	-0.119	1.239	1.542	-0.99	-0.039	0.724	-2.863	0.987	-1.082	-0.503	-0.75	1.381	-0.217	0.884	0.392	1.955	-0.278	-1.151
t192	0.529	-0.756	-1.193	-0.156	-0.202	-0.555	-0.296	-0.586	0.439	0.158	-0.559	0.169	-0.119	1.171	1.481	-1.144	0.531	1.06	-2.553	1.097	-1.109	-0.561	0.126	1.401	-0.028	0.624	0.654	1.786	-0.233	-1.184
