feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t129	-1.349	0.982	0.755	-1.166	-1.634	2.349	-0.565	-0.667	0.37	-1.32	-0.946	-0.918	1.385	0.008	-0.628	0.125	-0.145	2.297	1.181	0.1	0.887	-1.217	0.019	-1.018	1.094	-0.544	-0.53	-0.414	0.451	1.046
t104	-1.545	0.59	1.069	-1.216	-1.775	2.387	-0.56	-0.432	0.561	-0.966	-0.965	-0.631	1.003	0.243	-0.56	-0.026	-0.123	2.396	1.289	0.112	0.822	-1.272	-0.067	-1.008	1.179	-0.695	-0.672	-0.65	0.866	0.634
t158	-1.246	1.59	0.537	-1.017	-1.355	2.374	-0.592	-1.082	0.883	-2.069	-0.827	-1.015	1.67	-0.286	-0.672	0.452	-0.398	2.367	1.15	0.208	0.855	-0.989	0.029	-1.02	1.134	-0.668	-0.589	-0.544	0.208	0.897
t70	-1.628	0.734	0.947	-1.057	-1.841	2.34	-0.471	-0.515	0.247	-0.822	-0.96	-0.61	0.815	0.129	-0.622	-0.117	-0.08	2.297	1.247	0.247	0.912	-1.336	0.047	-1.01	1.211	-0.703	-0.612	-0.56	0.716	1.046
t92	-1.406	1.224	0.551	-1.165	-1.193	2.41	-0.469	-0.776	0.978	-1.897	-0.816	-1.041	1.789	-0.181	-0.576	0.464	-0.208	2.381	1.186	-0.056	0.886	-0.887	-0.066	-1.009	0.945	-0.445	-0.516	-1.096	0.346	0.631
t79	-0.979	1.916	0.25	-0.964	-1.139	2.377	-0.579	-1.323	0.969	-2.487	-0.748	-1.293	2.021	-0.537	-0.715	0.64	-0.443	2.337	1.05	0.192	0.937	-0.835	0.005	-1.026	1.049	-0.513	-0.409	-0.571	-0.208	1
t121	-1.382	1.47	0.438	-1.076	-1.19	2.387	-0.479	-1.087	1.146	-2.082	-0.793	-0.948	1.916	-0.356	-0.635	0.53	-0.25	2.388	1.13	0.048	0.852	-0.933	-0.032	-1.005	0.966	-0.575	-0.518	-0.89	0.164	0.788
t154	-1.696	1.089	0.438	-0.909	-1.285	2.327	-0.281	-0.773	0.641	-1.606	-0.824	-0.869	1.45	-0.372	-0.66	0.87	-0.144	2.27	1.172	0.055	1.07	-1.022	-0.044	-1.038	1.176	-0.575	-0.484	-1.077	0.21	0.881
t163	-2.219	1.019	1.773	-2.238	-2.548	2.412	-0.484	0.302	0.846	-0.666	-1.469	0.485	1.331	0.361	-0.405	0.44	0.364	2.405	1.589	0.479	0.343	-1.703	-0.398	-1.13	0.981	-1.051	-1.351	-1.54	1.694	0.294
t91	-1.975	0.485	1.382	-1.427	-2.275	2.359	-0.427	-0.072	0.394	-0.361	-1.138	-0.225	0.829	0.452	-0.532	-0.511	0.105	2.348	1.403	0.316	0.637	-1.61	0.005	-1.036	1.069	-0.846	-0.836	-0.626	1.258	0.85
t164	-1.737	0.18	1.493	-1.662	-2.422	2.383	-0.657	-0.026	0.465	-0.379	-1.232	-0.135	0.889	0.495	-0.485	-0.18	0.103	2.41	1.431	0.274	0.528	-1.598	-0.142	-1.018	1.115	-0.802	-0.879	-0.527	1.468	0.638
t197	-1.537	0.835	1.104	-1.513	-2.037	2.378	-0.625	-0.447	0.687	-1.105	-1.132	-0.395	1.427	0.079	-0.549	0.266	-0.039	2.383	1.332	0.242	0.604	-1.389	-0.125	-1.049	1.028	-0.735	-0.812	-0.654	0.984	0.781
t23	-1.342	1.014	0.487	-0.981	-1.432	2.349	-0.515	-0.863	0.485	-1.487	-0.851	-0.894	1.357	-0.325	-0.663	0.689	-0.159	2.29	1.152	0.078	1.03	-1.073	-0.013	-1.009	1.203	-0.472	-0.438	-0.867	0.261	0.982
t128	-0.607	1.222	-0.52	-0.002	-0.41	2.31	-0.612	-1.995	0.596	-2.526	-0.307	-2.222	1.822	-0.632	-0.855	0.174	-0.759	2.288	0.763	-0.35	1.347	-0.553	0.437	-0.887	1.12	-0.113	0.236	0.333	-0.896	1.58
t143	-1.422	0.969	0.844	-1.327	-1.566	2.43	-0.646	-0.628	1.052	-1.646	-0.9	-0.956	1.726	0.107	-0.54	-0.025	-0.267	2.467	1.291	0.013	0.614	-1.076	0.057	-0.985	0.955	-0.537	-0.638	-0.688	0.776	0.534
t106	-1.636	0.864	0.886	-1.159	-1.625	2.319	-0.44	-0.639	0.482	-1.196	-0.988	-0.626	1.308	0.107	-0.616	0.181	-0.071	2.306	1.182	0.075	0.885	-1.309	-0.098	-1.036	1.073	-0.786	-0.667	-0.341	0.537	1.014
t93	-1.414	0.759	0.652	-0.881	-1.406	2.356	-0.476	-0.734	0.426	-1.34	-0.799	-1.139	1.2	0.061	-0.629	-0.092	-0.266	2.325	1.168	-0.014	0.964	-1.056	0.098	-0.982	1.096	-0.516	-0.414	-0.393	0.425	1.009
t186	-1.89	1.048	1.086	-1.542	-1.955	2.379	-0.444	-0.384	0.832	-1.015	-1.12	-0.123	1.397	0.007	-0.539	0.283	0.123	2.367	1.354	0.27	0.655	-1.43	-0.133	-1.058	0.998	-0.79	-0.885	-1.179	0.967	0.713
t103	-1.235	1.904	0.18	-0.976	-0.898	2.399	-0.513	-1.215	1.061	-2.466	-0.703	-1.245	2.051	-0.53	-0.666	0.7	-0.347	2.342	1.08	0.003	0.991	-0.75	0.077	-1.003	0.999	-0.387	-0.461	-1.157	-0.104	0.848
t4	-1.036	0.92	0.093	-0.609	-0.965	2.378	-0.549	-1.18	0.728	-1.946	-0.546	-1.65	1.474	-0.286	-0.695	0.145	-0.441	2.342	1.004	-0.113	1.132	-0.708	0.221	-0.908	1.127	-0.191	-0.054	-0.537	-0.134	0.972
t76	-1.53	0.718	0.471	-0.728	-1.451	2.336	-0.361	-0.722	0.276	-1.072	-0.77	-0.916	0.875	-0.288	-0.684	0.475	-0.142	2.255	1.172	0.109	1.202	-1.095	0.065	-1.007	1.347	-0.446	-0.327	-1.001	0.279	0.955
t47	-1.73	0.607	1.727	-1.915	-2.592	2.405	-0.745	-0.052	0.645	-0.474	-1.355	0.176	1.045	0.528	-0.465	-0.177	0.153	2.449	1.478	0.421	0.375	-1.749	-0.215	-1.061	1.066	-0.989	-1.141	-0.623	1.609	0.576
t84	-1.527	0.931	1.061	-1.472	-2.025	2.384	-0.592	-0.423	0.703	-1.263	-1.088	-0.61	1.45	0.1	-0.56	0.141	-0.122	2.38	1.336	0.304	0.589	-1.311	-0.056	-1.04	1.039	-0.712	-0.747	-0.567	0.915	0.77
t74	-1.172	1.261	0.303	-0.863	-1.053	2.371	-0.483	-1.024	0.709	-2.017	-0.745	-1.171	1.59	-0.506	-0.67	1.127	-0.317	2.312	1.109	-0.034	1.152	-0.812	-0.12	-1.036	1.228	-0.43	-0.391	-1.056	-0.012	0.738
t97	-1.787	0.39	1.163	-1.414	-2.028	2.368	-0.534	-0.207	0.423	-0.622	-1.091	-0.321	0.889	0.273	-0.531	0.102	0.099	2.349	1.336	0.187	0.776	-1.425	-0.081	-1.001	1.18	-0.664	-0.743	-0.911	1.093	0.724
t99	-1.934	0.659	1.413	-1.648	-2.08	2.388	-0.499	-0.022	0.544	-0.639	-1.193	-0.144	1.138	0.427	-0.475	-0.09	0.137	2.382	1.427	0.14	0.615	-1.52	-0.147	-1.06	0.997	-0.821	-0.985	-0.939	1.311	0.606
t166	-1.54	0.861	0.636	-1.11	-1.46	2.375	-0.522	-0.726	0.791	-1.457	-0.836	-0.899	1.413	0	-0.605	0.126	-0.148	2.371	1.174	0.032	0.867	-1.097	0.085	-0.955	1.078	-0.504	-0.485	-0.765	0.471	0.815
t107	-2.036	0.186	1.757	-1.854	-2.557	2.395	-0.552	0.271	0.459	-0.104	-1.313	0.057	0.801	0.763	-0.422	-0.645	0.256	2.41	1.496	0.315	0.425	-1.709	-0.126	-1.022	0.972	-0.877	-1.015	-0.698	1.732	0.621
t198	-1.473	0.482	0.812	-1.291	-1.781	2.37	-0.597	-0.444	0.568	-1.184	-0.991	-0.733	1.24	-0.023	-0.576	0.656	-0.085	2.352	1.262	0.102	0.852	-1.174	-0.091	-0.999	1.226	-0.502	-0.546	-0.828	0.737	0.651
t194	-1.228	1.226	0.525	-1.043	-1.489	2.356	-0.604	-0.967	0.583	-1.535	-0.841	-0.889	1.328	-0.203	-0.673	0.195	-0.182	2.305	1.084	0.2	0.982	-1.097	0.058	-0.976	1.14	-0.501	-0.441	-0.612	0.198	1.094
