V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t37	0.223	-0.851	-0.102	-0.693	-0.859	-2.903	0.948	0.074	-0.15	0.507	-1.728	-0.334	-0.667	-0.653	3.255	-1.273	0.753	0.389	-0.041	0.936	-1.122	-0.724	-0.271	0.762	0.291	0.276	0.592	0.859	1.714	0.788
t129	0.129	0.969	-0.331	-0.108	0.695	-1.634	-1.459	0.979	-0.791	1.235	-0.182	0.449	0.191	-0.373	2.942	-0.611	-0.104	-0.69	-1.94	0.649	-2.35	-0.767	0.5	-1.83	-0.489	-0.152	1.37	-0.132	2.436	1.398
t6	-0.386	-0.022	-0.434	-2.652	-0.936	-2.808	-0.709	1.574	-0.549	0.578	-2.078	1.93	-0.325	-0.261	3.344	-1.065	0.43	0.595	-0.055	0.749	-1.701	-1.831	0.374	0.146	0.281	-0.071	0.973	2.131	0.601	2.171
t67	-0.291	0.341	-0.628	-0.857	0.069	-1.923	-0.889	0.913	-1.616	1.094	0.354	2.282	0.006	-0.673	2.612	-0.79	-0.033	-0.015	-1.442	0.629	-0.74	-0.902	0.658	-1.257	-0.613	-0.179	1.324	-0.462	0.685	2.339
t14	0.467	-0.842	-0.182	-0.683	-0.936	-3.189	-0.069	-0.335	0.003	0.879	-1.579	0.277	-0.726	-0.754	3.711	-1.257	0.852	-0.413	0.004	0.949	-2.314	-0.28	-0.207	1.009	0.61	0.391	0.589	0.404	2.464	1.151
t91	0.401	-0.37	-0.541	1.08	-0.185	-2.283	-0.141	-0.976	-1.517	1.461	1.187	2.18	-0.376	-1.36	2.58	-0.994	0.293	-0.897	-1.61	0.82	-1.451	0.747	0.278	-0.452	-0.593	0.212	1.041	-1.783	2.263	0.98
t126	-0.809	1.444	-0.808	-0.676	1.1	-0.957	-1.527	2.12	-2.655	1.261	1.57	3.128	0.621	-0.583	1.91	-0.365	-0.765	0.261	-2.744	0.339	0.283	-1.35	1.296	-3.087	-1.51	-0.595	1.852	-1.323	-0.081	2.644
t87	0.719	-0.579	-0.37	-0.916	-0.878	-3.057	-1.303	-0.68	0.289	1.14	-1.307	0.663	-0.641	-0.599	3.981	-1.187	0.847	-1.231	0.067	1.011	-3.804	-0.09	-0.074	0.707	0.824	0.378	0.776	0.504	2.631	2.168
t7	-1.54	1.537	-0.713	-1.913	0.712	-1.029	-0.564	3.553	-2.803	0.671	0.36	3.285	0.677	-0.224	1.604	-0.384	-0.728	1.799	-2.378	0.341	1.261	-2.724	1.312	-2.915	-1.703	-0.769	1.818	0.873	-1.451	2.022
t4	0.837	-1.518	0.04	-0.004	-1.278	-3.473	1.048	-1.272	0.613	0.647	-2.063	-1.206	-1.058	-0.847	3.822	-1.499	1.239	-0.378	0.496	1.156	-2.312	0.132	-0.735	1.829	0.876	0.623	0.26	0.678	3.024	0.314
t121	0.428	-0.112	-0.333	-0.97	-0.532	-2.742	-1.148	0.162	-0.049	1.064	-1.248	0.764	-0.409	-0.515	3.639	-1.04	0.553	-0.799	-0.409	0.888	-3.305	-0.485	0.137	0.083	0.449	0.21	0.928	0.589	2.373	1.823
t162	-0.161	-0.473	-0.355	-1.681	-0.832	-2.743	-0.337	0.594	-0.539	0.587	-1.673	0.993	-0.425	-0.44	3.422	-1.124	0.582	0.463	-0.099	0.752	-0.473	-1.444	0.012	0.271	0.256	0.013	0.816	1.261	0.825	1.946
t54	-0.502	1.224	-0.45	-1.919	0.257	-1.775	-1.939	2.205	-0.807	0.892	-1.136	1.487	0.307	0.099	3.124	-0.592	-0.076	0.134	-1.334	0.632	-2.344	-2.098	0.709	-1.828	-0.351	-0.371	1.495	1.764	0.959	2.228
t183	0.549	-0.187	0.191	-0.944	-0.818	-3.071	-0.325	0.383	1.22	0.548	-3.405	-1.602	-0.561	-0.031	4.132	-1.16	0.975	-0.27	0.121	1.086	-3.947	-1.148	-0.519	0.737	0.865	0.326	0.586	2.798	3.425	0.027
t30	-1.277	1.739	-0.492	-0.771	1.055	-0.805	-0.723	2.944	-2.312	0.77	0.265	2.027	0.742	-0.101	1.84	-0.3	-0.599	1.348	-2.776	0.424	0.506	-2.493	1.003	-3.269	-1.746	-0.731	1.801	1.197	-0.186	0.911
t175	-0.974	2.232	-0.688	0.195	1.612	-0.388	-1.511	2.515	-2.661	1.337	1.691	2.777	0.938	-0.335	1.54	-0.127	-0.91	0.295	-3.654	0.403	-0.912	-1.599	1.347	-4.126	-2.072	-0.745	2.092	-0.028	0.614	1.128
t71	-0.574	0.298	-0.43	-1.542	-0.28	-2.185	-0.477	1.54	-1.161	0.683	-1.114	1.565	-0.028	-0.274	2.865	-0.858	0.206	0.77	-0.925	0.673	-0.513	-1.889	0.384	-0.858	-0.359	-0.217	1.143	1.433	0.433	1.689
t16	-0.292	1.308	-0.791	-1.146	0.648	-1.457	-2.566	1.512	-1.703	1.477	0.788	2.997	0.421	-0.406	2.7	-0.482	-0.411	-0.73	-2.064	0.497	-2.121	-1.08	1.109	-2.42	-0.737	-0.377	1.73	-0.52	0.973	3.135
