feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t2	-0.099	0.235	-0.395	-0.983	-0.144	-2.257	-0.837	0.891	-0.79	0.913	-0.801	1.159	-0.139	-0.46	3.113	-0.884	0.228	-0.04	-0.995	0.723	-1.58	-1.067	0.351	-0.724	-0.155	-0.068	1.116	0.517	1.433	1.727
t176	-0.247	0.283	-0.504	-1.348	-0.19	-2.219	-1.104	1.059	-1.053	0.946	-0.623	1.766	-0.078	-0.455	3.069	-0.853	0.163	0.036	-0.979	0.666	-1.235	-1.255	0.475	-0.834	-0.21	-0.136	1.191	0.482	0.96	2.211
t32	-0.054	0.144	-0.404	-1.176	-0.313	-2.363	-0.853	0.81	-0.68	0.897	-0.918	1.238	-0.196	-0.45	3.178	-0.93	0.303	-0.101	-0.773	0.769	-1.866	-1.049	0.331	-0.533	-0.041	-0.028	1.097	0.665	1.388	1.895
t26	0.291	-0.103	-0.227	-0.758	-0.445	-2.631	-0.69	0.297	-0.116	0.919	-1.437	0.301	-0.374	-0.469	3.51	-1.022	0.544	-0.403	-0.582	0.864	-2.524	-0.734	0.011	-0.01	0.268	0.155	0.88	0.899	2.352	1.219
t90	-0.382	0.557	-0.467	-1.453	-0.06	-2.062	-1.125	1.462	-1.055	0.885	-0.787	1.681	0.034	-0.317	2.975	-0.78	0.075	0.214	-1.165	0.65	-1.341	-1.542	0.532	-1.135	-0.348	-0.227	1.272	0.987	0.946	1.965
t146	-0.111	0.725	-0.27	-0.903	0.196	-1.985	-1.237	1.281	-0.479	0.889	-1.2	0.421	0.064	-0.155	3.228	-0.73	0.154	-0.081	-1.265	0.717	-2.099	-1.418	0.327	-1.244	-0.21	-0.152	1.223	1.118	1.836	1.349
t20	-0.394	0.428	-0.547	-1.029	0.033	-1.993	-0.798	1.241	-1.512	0.983	-0.104	2.132	0.019	-0.597	2.69	-0.788	-0.036	0.235	-1.426	0.585	-0.651	-1.181	0.628	-1.205	-0.574	-0.22	1.278	0.095	0.779	1.916
t72	0.151	0.335	-0.314	-0.091	0.069	-2.133	-0.91	0.369	-0.741	1.129	-0.437	0.85	-0.104	-0.584	3.115	-0.827	0.229	-0.496	-1.404	0.745	-1.992	-0.599	0.248	-0.926	-0.283	0.001	1.122	0.103	2.304	1.058
t96	0.504	-0.61	-0.314	-0.589	-0.746	-2.948	-0.516	-0.43	-0.224	1.042	-1.013	0.79	-0.603	-0.792	3.572	-1.189	0.665	-0.739	-0.294	0.893	-2.425	-0.128	-0.034	0.541	0.461	0.299	0.75	-0.028	2.447	1.633
t172	-0.236	0.569	-0.371	-0.873	0.095	-2.011	-0.881	1.256	-0.921	0.907	-0.775	1.132	0.026	-0.361	2.943	-0.767	0.095	0.121	-1.332	0.684	-1.481	-1.293	0.433	-1.164	-0.392	-0.161	1.224	0.718	1.398	1.411
t189	-0.33	0.361	-0.365	-1.641	-0.281	-2.28	-0.866	1.433	-0.735	0.739	-1.357	1.24	-0.083	-0.246	3.151	-0.864	0.243	0.356	-0.804	0.712	-1.442	-1.648	0.372	-0.721	-0.13	-0.147	1.14	1.396	1.026	1.759
t66	-0.064	0	-0.386	-1.158	-0.385	-2.458	-0.694	0.742	-0.696	0.869	-1.019	1.161	-0.25	-0.489	3.224	-0.973	0.346	0.002	-0.719	0.75	-1.52	-1.073	0.249	-0.356	0.007	-0.011	1.012	0.687	1.402	1.789
t150	0.115	0.017	-0.411	-0.588	-0.213	-2.352	-0.818	0.328	-0.813	1.057	-0.48	1.236	-0.232	-0.655	3.154	-0.935	0.296	-0.373	-0.992	0.737	-1.619	-0.621	0.275	-0.522	-0.101	0.034	1.051	-0.045	1.758	1.701
t196	0.133	-0.006	-0.314	-1.085	-0.494	-2.613	-0.89	0.521	-0.35	0.934	-1.326	0.971	-0.316	-0.465	3.448	-1.001	0.462	-0.312	-0.604	0.814	-2.32	-0.901	0.151	-0.135	0.197	0.078	0.958	0.9	2.004	1.551
t166	-0.057	0.2	-0.504	-0.739	-0.114	-2.212	-1.017	0.594	-1.159	1.126	-0.166	1.855	-0.12	-0.668	2.992	-0.861	0.155	-0.293	-1.217	0.676	-1.35	-0.744	0.447	-0.824	-0.298	-0.057	1.169	-0.202	1.434	1.942
t120	0.29	-0.082	-0.275	-0.788	-0.385	-2.573	-0.872	0.239	-0.186	0.951	-1.213	0.443	-0.345	-0.473	3.522	-1.011	0.5	-0.51	-0.586	0.845	-2.448	-0.694	0.071	-0.152	0.263	0.126	0.935	0.573	2.222	1.6
t53	0.178	-0.019	-0.348	-1.014	-0.39	-2.564	-0.994	0.452	-0.395	0.974	-1.158	0.91	-0.303	-0.498	3.457	-0.988	0.416	-0.397	-0.655	0.774	-2.148	-0.815	0.179	-0.206	0.21	0.073	0.964	0.568	1.969	1.757
t133	-0.035	0.391	-0.339	-0.87	-0.057	-2.201	-1.102	0.873	-0.653	0.972	-0.959	0.925	-0.073	-0.376	3.233	-0.825	0.238	-0.184	-1.099	0.717	-1.805	-1.126	0.295	-0.846	-0.137	-0.067	1.131	0.686	1.766	1.515
t79	0.022	-0.085	-0.325	-1.251	-0.54	-2.611	-0.66	0.659	-0.454	0.839	-1.336	0.999	-0.329	-0.462	3.359	-1.021	0.458	-0.069	-0.517	0.804	-1.935	-1.038	0.168	-0.098	0.157	0.055	0.95	0.961	1.642	1.645
t139	-0.579	0.695	-0.513	-1.618	0.035	-1.922	-1.109	1.8	-1.312	0.842	-0.682	1.95	0.136	-0.276	2.824	-0.722	-0.038	0.485	-1.291	0.585	-0.85	-1.804	0.644	-1.389	-0.51	-0.316	1.344	1.017	0.49	2.074
t12	0.189	0.04	-0.412	-0.556	-0.189	-2.336	-0.964	0.226	-0.711	1.094	-0.488	1.11	-0.227	-0.625	3.225	-0.931	0.31	-0.524	-0.973	0.749	-1.863	-0.573	0.256	-0.549	-0.039	0.044	1.057	-0.039	1.893	1.793
t31	-0.263	0.55	-0.482	-1.48	-0.019	-2.106	-1.436	1.347	-0.903	0.941	-0.856	1.536	0.025	-0.291	3.16	-0.774	0.094	0.013	-1.094	0.635	-1.509	-1.468	0.516	-1.086	-0.194	-0.196	1.25	0.808	1.072	2.197
t15	-0.004	0.124	-0.276	-1.258	-0.406	-2.494	-0.825	0.842	-0.322	0.811	-1.552	0.69	-0.241	-0.307	3.418	-0.959	0.427	-0.039	-0.641	0.797	-2.086	-1.256	0.142	-0.328	0.129	0.002	0.987	1.363	1.782	1.467
t24	0.272	-0.324	-0.287	-0.975	-0.626	-2.774	-0.572	0.191	-0.183	0.878	-1.382	0.597	-0.465	-0.545	3.528	-1.109	0.58	-0.353	-0.333	0.863	-2.303	-0.68	0.027	0.227	0.371	0.176	0.833	0.661	2.045	1.623
t182	0.179	-0.286	-0.234	-0.953	-0.675	-2.757	-0.328	0.331	-0.223	0.814	-1.518	0.592	-0.45	-0.516	3.436	-1.099	0.6	-0.138	-0.394	0.881	-2.217	-0.832	-0.013	0.217	0.255	0.164	0.827	1.073	2.025	1.205
t11	0.067	-0.062	-0.415	-1.061	-0.524	-2.576	-0.85	0.422	-0.698	1.013	-0.831	1.609	-0.315	-0.614	3.268	-1.008	0.392	-0.335	-0.709	0.792	-2.047	-0.746	0.267	-0.204	0.049	0.054	1.014	0.488	1.75	1.798
t5	-0.046	0.08	-0.428	-0.925	-0.302	-2.32	-0.642	0.657	-0.931	0.965	-0.529	1.531	-0.21	-0.621	3	-0.94	0.243	-0.126	-0.95	0.746	-1.577	-0.825	0.361	-0.567	-0.203	-0.021	1.105	0.264	1.418	1.78
t97	0.125	-0.187	-0.231	-0.301	-0.372	-2.489	-0.042	0.25	-0.565	0.865	-0.949	0.538	-0.357	-0.649	3.118	-1.023	0.468	-0.062	-0.857	0.842	-1.61	-0.639	0.035	-0.168	-0.094	0.115	0.898	0.487	2.043	0.8
t148	-0.344	0.6	-0.557	-1.324	0.106	-1.938	-1.378	1.35	-1.282	1.01	-0.331	1.932	0.097	-0.409	2.919	-0.73	-0.037	0.043	-1.328	0.571	-1.023	-1.384	0.64	-1.355	-0.418	-0.248	1.334	0.326	0.801	2.337
t18	0.019	0.127	-0.386	-1.214	-0.335	-2.451	-1.1	0.709	-0.529	0.943	-1.062	1.157	-0.223	-0.421	3.378	-0.94	0.352	-0.267	-0.719	0.768	-2.096	-1.021	0.28	-0.445	0.094	-0.006	1.062	0.714	1.656	1.943
t48	0.167	-0.026	-0.285	-0.663	-0.358	-2.511	-0.672	0.365	-0.453	0.961	-1.06	0.735	-0.3	-0.543	3.326	-0.981	0.436	-0.319	-0.793	0.816	-2.06	-0.742	0.114	-0.244	0.063	0.091	0.956	0.561	2.115	1.291
t186	-0.434	0.838	-0.578	-0.84	0.341	-1.694	-1.209	1.431	-1.634	1.112	0.23	2.283	0.21	-0.514	2.558	-0.645	-0.193	0.034	-1.82	0.571	-1.069	-1.202	0.782	-1.793	-0.795	-0.304	1.467	-0.018	0.906	1.94
t47	0.156	0.102	-0.262	-1.04	-0.333	-2.494	-0.982	0.601	-0.174	0.873	-1.472	0.431	-0.258	-0.336	3.518	-0.957	0.45	-0.302	-0.614	0.817	-2.328	-1.02	0.113	-0.308	0.221	0.055	0.981	0.945	2.024	1.576
t122	-0.101	0.317	-0.432	-1.103	-0.165	-2.24	-1.074	0.92	-0.843	0.983	-0.73	1.466	-0.103	-0.462	3.135	-0.859	0.198	-0.148	-1.012	0.705	-1.75	-1.073	0.412	-0.793	-0.158	-0.079	1.164	0.507	1.417	1.889
t132	0.107	0.078	-0.206	-0.899	-0.328	-2.467	-0.593	0.681	-0.22	0.802	-1.514	0.227	-0.262	-0.35	3.387	-0.967	0.45	-0.098	-0.666	0.829	-2.136	-1.068	0.069	-0.302	0.126	0.059	0.952	1.074	2.007	1.217
t56	-0.029	0.165	-0.382	-0.945	-0.243	-2.322	-0.847	0.718	-0.717	0.941	-0.854	1.169	-0.18	-0.487	3.173	-0.911	0.289	-0.136	-0.926	0.746	-1.728	-0.99	0.29	-0.592	-0.1	-0.029	1.083	0.605	1.582	1.652
t70	-0.128	0.282	-0.452	-0.636	0.018	-2.089	-0.719	0.806	-1.136	1.009	-0.244	1.441	-0.078	-0.601	2.859	-0.838	0.113	-0.064	-1.299	0.68	-1.213	-0.877	0.447	-0.983	-0.397	-0.096	1.185	-0.006	1.336	1.671
t44	-0.12	0.42	-0.437	-0.65	0.06	-2.053	-0.942	0.885	-1.087	1.055	-0.334	1.478	-0.026	-0.55	2.923	-0.79	0.096	-0.131	-1.38	0.667	-1.43	-0.942	0.455	-1.078	-0.405	-0.102	1.212	0.152	1.469	1.573
t46	0.08	0.063	-0.351	-1.026	-0.395	-2.489	-0.906	0.569	-0.482	0.94	-1.111	1.061	-0.261	-0.472	3.343	-0.968	0.394	-0.277	-0.705	0.795	-2.155	-0.913	0.215	-0.326	0.095	0.039	1.017	0.725	1.813	1.673
t130	-0.072	0.249	-0.44	-0.695	-0.077	-2.168	-0.774	0.742	-1.052	1.028	-0.387	1.504	-0.113	-0.611	2.936	-0.859	0.15	-0.127	-1.24	0.683	-1.371	-0.849	0.407	-0.852	-0.328	-0.066	1.149	0.141	1.481	1.601
t73	0.295	-0.055	-0.291	-0.376	-0.291	-2.484	-0.809	0.074	-0.431	1.051	-0.862	0.656	-0.307	-0.616	3.378	-0.973	0.441	-0.547	-0.875	0.81	-2.082	-0.509	0.078	-0.271	0.073	0.119	0.952	0.206	2.341	1.29
t52	0.088	0.084	-0.309	-0.891	-0.345	-2.462	-0.806	0.572	-0.486	0.94	-1.112	0.906	-0.25	-0.475	3.324	-0.952	0.391	-0.245	-0.798	0.795	-2.083	-0.906	0.181	-0.364	0.038	0.044	1.007	0.74	1.93	1.438
t131	0.088	0.011	-0.378	-0.814	-0.298	-2.408	-0.835	0.433	-0.647	0.973	-0.846	1.044	-0.244	-0.547	3.267	-0.952	0.353	-0.262	-0.84	0.743	-1.662	-0.839	0.211	-0.425	0.004	0.024	1.012	0.44	1.722	1.66
t13	-0.307	0.5	-0.465	-1.385	-0.156	-2.157	-1.243	1.257	-0.988	0.953	-0.803	1.804	-0.005	-0.344	3.08	-0.8	0.148	0.051	-1.105	0.682	-1.615	-1.43	0.484	-1.005	-0.276	-0.176	1.244	0.974	1.14	1.929
t106	-0.152	0.338	-0.46	-1.05	-0.056	-2.159	-1.054	0.99	-1.01	0.998	-0.557	1.483	-0.061	-0.485	3.05	-0.827	0.131	-0.066	-1.155	0.655	-1.335	-1.117	0.443	-0.922	-0.253	-0.115	1.179	0.355	1.271	1.927
t105	0.232	-0.152	-0.346	-0.777	-0.505	-2.63	-0.792	0.16	-0.465	1.027	-0.95	1.094	-0.368	-0.611	3.389	-1.032	0.481	-0.493	-0.66	0.83	-2.27	-0.592	0.133	-0.08	0.159	0.126	0.94	0.448	2.11	1.577
t74	0.135	0.124	-0.337	-0.506	-0.225	-2.362	-0.778	0.39	-0.625	1.043	-0.738	1.015	-0.223	-0.565	3.185	-0.922	0.351	-0.391	-1.028	0.802	-2.169	-0.676	0.216	-0.526	-0.1	0.052	1.048	0.435	2.078	1.284
t124	0.116	-0.21	-0.368	-0.954	-0.544	-2.629	-0.656	0.306	-0.593	0.953	-0.93	1.241	-0.378	-0.636	3.304	-1.041	0.463	-0.286	-0.599	0.811	-1.874	-0.686	0.178	-0.035	0.11	0.101	0.947	0.397	1.782	1.697
t153	-0.322	0.7	-0.372	-0.963	0.111	-1.948	-0.971	1.429	-0.965	0.912	-0.791	1.262	0.08	-0.308	2.906	-0.726	0.072	0.173	-1.417	0.687	-1.648	-1.431	0.474	-1.295	-0.472	-0.201	1.28	1.052	1.371	1.307
t167	-0.247	0.652	-0.557	-1.316	0.107	-1.994	-1.607	1.272	-1.138	1.089	-0.376	1.95	0.083	-0.384	3.032	-0.732	-0.017	-0.201	-1.321	0.602	-1.601	-1.267	0.648	-1.331	-0.32	-0.219	1.339	0.317	1.112	2.403
t119	-0.262	0.767	-0.527	-1.336	0.19	-1.888	-1.605	1.412	-1.039	1.034	-0.466	1.662	0.132	-0.287	3.006	-0.701	-0.037	-0.153	-1.341	0.622	-1.763	-1.38	0.648	-1.481	-0.348	-0.245	1.381	0.539	1.087	2.365
t178	-0.476	0.697	-0.52	-1.182	0.176	-1.85	-1.026	1.586	-1.402	0.938	-0.324	1.919	0.136	-0.403	2.71	-0.705	-0.085	0.311	-1.508	0.583	-0.909	-1.479	0.669	-1.493	-0.612	-0.288	1.36	0.543	0.736	1.885
t180	-0.015	0.085	-0.409	-1.305	-0.45	-2.482	-0.914	0.743	-0.598	0.923	-1.009	1.396	-0.254	-0.468	3.253	-0.976	0.351	-0.214	-0.655	0.801	-2.214	-0.984	0.318	-0.361	0.059	0	1.073	0.775	1.545	1.974
t198	-0.125	0.232	-0.398	-1.063	-0.235	-2.302	-0.741	0.956	-0.82	0.905	-0.844	1.355	-0.157	-0.484	3.06	-0.899	0.234	0.017	-0.976	0.743	-1.699	-1.067	0.367	-0.645	-0.181	-0.059	1.115	0.664	1.412	1.624
t116	-0.038	0.428	-0.391	-0.461	0.034	-2.067	-0.812	0.765	-0.971	1.07	-0.336	1.334	-0.055	-0.561	2.887	-0.81	0.136	-0.252	-1.398	0.742	-1.904	-0.784	0.414	-1.044	-0.415	-0.064	1.214	0.213	1.781	1.334
t179	-0.445	0.717	-0.625	-1.626	0.063	-1.927	-1.591	1.559	-1.346	1.017	-0.349	2.375	0.136	-0.348	2.904	-0.711	-0.077	0.079	-1.323	0.569	-1.244	-1.53	0.746	-1.446	-0.437	-0.301	1.401	0.584	0.59	2.564
t45	-0.246	0.385	-0.542	-1.312	0.002	-2.081	-1.277	1.131	-1.125	0.98	-0.45	1.677	-0.006	-0.435	3.046	-0.804	0.061	-0.007	-1.117	0.604	-1.016	-1.275	0.536	-1.077	-0.251	-0.187	1.24	0.221	0.861	2.45
t155	0.052	0.026	-0.416	-0.773	-0.311	-2.393	-0.663	0.497	-0.808	1.008	-0.581	1.39	-0.257	-0.644	3.081	-0.96	0.299	-0.259	-0.929	0.774	-1.872	-0.676	0.313	-0.444	-0.117	0.03	1.059	0.244	1.667	1.649
t65	-0.328	0.671	-0.507	-1.513	0.047	-1.964	-1.336	1.514	-1.052	0.938	-0.604	1.735	0.085	-0.301	2.963	-0.746	-0.007	0.054	-1.191	0.644	-1.593	-1.458	0.631	-1.313	-0.349	-0.234	1.349	0.64	0.87	2.346
t157	0.479	-0.848	-0.201	-1.422	-1.16	-3.297	-0.461	-0.197	0.378	0.741	-2.242	0.133	-0.749	-0.51	4.001	-1.31	0.926	-0.392	0.422	0.949	-2.51	-0.702	-0.288	1.168	0.914	0.343	0.557	1.242	2.258	1.708
t102	0.103	-0.397	-0.36	-1.645	-0.78	-2.864	-0.81	0.447	-0.26	0.776	-1.651	0.915	-0.459	-0.451	3.655	-1.122	0.593	-0.091	-0.064	0.794	-1.631	-1.086	0.06	0.354	0.491	0.106	0.823	0.926	1.434	2.187
t78	0.229	-0.158	-0.337	-1.108	-0.532	-2.656	-1.025	0.258	-0.268	0.946	-1.281	0.83	-0.366	-0.479	3.594	-1.034	0.515	-0.438	-0.462	0.809	-2.156	-0.822	0.083	-0.025	0.319	0.105	0.917	0.696	1.954	1.877
t173	0.126	-0.227	-0.328	-1.017	-0.583	-2.68	-0.636	0.348	-0.42	0.884	-1.255	0.935	-0.388	-0.542	3.43	-1.052	0.523	-0.177	-0.492	0.821	-1.874	-0.847	0.084	0.059	0.208	0.112	0.887	0.753	1.774	1.562
t35	0.41	-0.553	-0.184	-0.495	-0.785	-2.92	-0.211	-0.281	-0.094	0.91	-1.384	0.392	-0.585	-0.679	3.55	-1.174	0.746	-0.459	-0.317	0.953	-2.393	-0.376	-0.172	0.548	0.365	0.293	0.723	0.617	2.55	0.989
t152	-0.303	0.738	-0.411	-0.905	0.223	-1.864	-1.205	1.34	-0.986	0.956	-0.629	1.21	0.123	-0.281	2.953	-0.697	0.042	0.059	-1.466	0.664	-1.539	-1.424	0.489	-1.453	-0.463	-0.23	1.317	0.834	1.313	1.582
t109	-0.075	0.024	-0.396	-1.476	-0.452	-2.513	-1.002	0.813	-0.534	0.839	-1.286	1.146	-0.244	-0.365	3.411	-0.967	0.404	-0.023	-0.526	0.755	-1.7	-1.263	0.239	-0.306	0.155	-0.018	1.016	0.984	1.29	2.059
t114	0.062	0.33	-0.442	-0.82	-0.039	-2.201	-1.221	0.673	-0.774	1.092	-0.512	1.309	-0.107	-0.503	3.162	-0.85	0.181	-0.458	-1.123	0.715	-2.056	-0.802	0.412	-0.875	-0.128	-0.046	1.175	0.141	1.747	1.96
t174	-0.014	0.121	-0.321	-0.473	-0.164	-2.245	-0.498	0.529	-0.773	0.913	-0.737	0.89	-0.175	-0.536	3.055	-0.906	0.312	-0.04	-1.075	0.771	-1.401	-0.889	0.194	-0.656	-0.242	-0.01	1.054	0.429	1.683	1.192
t17	0.022	0.023	-0.397	-0.974	-0.348	-2.431	-0.856	0.52	-0.686	0.957	-0.841	1.221	-0.241	-0.517	3.253	-0.96	0.355	-0.225	-0.783	0.772	-1.736	-0.903	0.248	-0.422	0.002	0.008	1.04	0.456	1.6	1.834
t191	-0.245	0.374	-0.435	-0.999	-0.027	-2.111	-0.874	1.096	-1.054	0.925	-0.62	1.426	-0.04	-0.454	2.968	-0.818	0.124	0.121	-1.213	0.658	-1.134	-1.232	0.438	-0.99	-0.34	-0.148	1.185	0.52	1.188	1.701
