V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t151	0.411	1.651	-1.563	-0.526	0.451	0.062	0.311	-0.444	-1.112	0.914	0.103	0.567	1.138	-0.206	0.345	-0.856	1.771	-1.288	0.984	0.569	0.483	-0.651	0.451	-0.728	-2.016	-2.303	1.246	-0.236	0.537	-0.068
t114	0.263	0.368	-1.682	-1.316	-0.28	0.948	0.029	1.736	-0.525	0.409	-2.518	0.62	-0.129	0.76	1.535	0.367	-0.668	-3.777	-0.498	0.287	4.195	0.447	-0.036	1.938	-1.91	-1.538	-0.254	0.309	0.136	0.771
t116	0.286	-1.026	0.533	-2.012	0.625	0.184	-0.248	1.14	0.187	2.884	-1.399	0.886	1.23	-1.055	-0.937	-2.557	1.857	1.076	0.489	-1.127	-2.431	-0.773	1.29	2.429	-1.842	-2.44	2.282	-0.854	0.58	0.739
t160	1.021	1.735	-0.46	-1.43	-0.206	2.165	0.286	0.752	-1.105	1.737	-1.81	1.015	0.466	-0.15	-1.152	-2.125	1.292	-1.068	0.031	0.89	-1.697	-0.808	0.991	0.899	-1.903	-2.828	1.764	0.309	1.157	0.226
t55	-1.092	-2.031	-1.664	-1.642	0.014	-3.431	0.313	0.865	-0.439	-0.015	0.034	1.611	-0.837	1.178	2.977	1.879	0.471	-3.602	-0.298	-1.766	6.479	1.165	-0.247	1.971	-2.273	-0.613	-0.605	0.099	0.591	0.819
t23	-0.683	1.15	-1.864	1.069	0.351	-0.68	-0.08	-0.367	-1.611	0.156	2.13	1.867	-0.174	0.55	1.754	0.988	0.836	-2.741	0.862	-1.861	2.617	-0.049	0.298	-0.749	-2.074	-1.605	0.917	-0.278	-0.516	-0.22
t66	-1.28	-2.996	-0.805	-1.721	-0.761	-3.639	0.303	2.523	-0.573	0.157	-1.586	1.361	-1.166	0.726	3.406	2.511	0.298	-3.776	-0.955	-1.775	7.124	1.56	-1.107	4.232	-2.559	-0.623	-1.263	0.046	1.012	1.108
t92	0.406	1.129	-0.607	0.575	1.02	2.405	-0.605	1.335	0.26	1.615	-1.59	0.645	0.509	-0.992	-0.256	-1.6	1.028	-1.201	0.111	-0.993	-0.735	-0.874	1.035	1.547	-2.083	-2.652	1.569	-0.735	-0.28	0.013
t70	-0.205	-0.185	-0.237	1.245	0.233	0.871	-0.063	0.849	-0.355	0.346	-1.26	0.853	-0.274	0.043	1.175	0.545	0.667	-2.402	-0.655	-0.161	2.456	-0.082	0.189	1.957	-2.6	-2.413	-0.294	-1.06	0.734	0.081
t138	0.529	1.22	-1.235	0.188	-0.073	0.276	0.449	-0.3	-0.991	-0.068	-0.493	0.413	0.21	0.497	0.798	0.153	0.833	-2.472	-0.115	0.901	2.731	-0.204	0.21	0.263	-2.198	-2.194	-0.067	-0.148	0.72	0.163
