feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t151	0.242	1.182	-1.035	-0.755	0.085	-0.074	0.125	0.525	-0.583	0.844	-0.456	0.63	0.502	-0.225	0.726	-0.256	0.825	-1.982	0.348	-0.089	1.636	-0.261	0.372	0.695	-2.02	-2.004	0.81	-0.283	0.354	0.105
t114	0.288	0.793	-0.933	-0.988	-0.197	0.396	0.079	1.141	-0.186	0.663	-1.397	0.613	0.078	0.055	0.866	0.051	0.097	-2.749	-0.234	0.017	2.563	0.019	0.294	1.659	-2.015	-1.833	0.264	-0.14	0.363	0.356
t116	0.214	0.272	-0.352	-1.345	0.121	-0.124	-0.029	1.026	-0.183	1.509	-0.938	0.739	0.551	-0.48	0.286	-0.838	0.897	-1.177	0.209	-0.626	0.65	-0.293	0.644	1.717	-1.949	-2.031	1.168	-0.45	0.399	0.396
t160	0.469	1.314	-0.674	-0.907	-0.061	0.815	0.09	0.864	-0.753	1.15	-0.916	0.78	0.319	-0.234	0.175	-0.768	0.669	-1.795	0.101	-0.029	0.722	-0.378	0.6	1.064	-1.943	-2.266	1.127	-0.139	0.453	0.137
t55	-0.016	-0.162	-0.925	-1.306	-0.081	-1.184	0.216	1.078	0.07	0.535	-1.022	0.787	-0.217	0.111	1.334	0.453	0.509	-2.783	-0.305	-0.519	3.542	0.32	0.174	1.98	-2.158	-1.523	0.074	-0.129	0.682	0.421
t23	0.134	1.095	-1.002	-0.208	0.015	-0.119	0.082	0.522	-0.469	0.584	-0.095	0.901	0.047	-0.115	0.84	0.118	0.652	-2.406	0.157	-0.544	2.018	-0.162	0.399	0.866	-2.075	-1.919	0.676	-0.278	0.266	0.005
t66	-0.195	-0.124	-0.614	-0.962	-0.412	-0.949	0.205	1.2	-0.074	0.507	-0.922	0.91	-0.285	0.05	1.266	0.74	0.518	-2.781	-0.403	-0.551	3.238	0.289	0.019	2.299	-2.258	-1.583	-0.091	-0.223	0.704	0.393
t92	0.277	1.128	-0.803	-0.248	0.352	0.849	-0.208	1.023	-0.188	1.136	-0.961	0.709	0.378	-0.501	0.437	-0.618	0.693	-1.884	0.195	-0.603	0.906	-0.4	0.586	1.219	-2.026	-2.164	1.052	-0.457	0.013	0.093
t70	-0.068	0.429	-0.566	-0.164	0.029	0.113	-0.065	1.169	-0.316	0.724	-1.099	0.785	-0.021	-0.173	1.165	0.282	0.396	-2.4	-0.229	-0.487	2.416	-0.003	0.236	1.787	-2.258	-1.997	0.269	-0.601	0.436	0.192
t138	0.278	1.091	-1.036	-0.662	-0.115	-0.167	0.176	0.627	-0.615	0.529	-0.737	0.578	0.208	0.041	0.987	0.097	0.474	-2.433	0.026	0.014	2.546	-0.06	0.245	0.989	-2.068	-1.894	0.376	-0.171	0.429	0.231
t103	0.021	0.43	-0.705	-1.642	-0.138	-0.825	0.045	1.354	-0.327	0.79	-0.775	0.556	0.1	-0.067	1.48	0.411	-0.23	-2.592	-0.08	-0.757	3.625	0.243	0.226	1.753	-1.923	-1.547	0.364	-0.238	0.064	0.35
t106	0.23	1.012	-0.638	-1.317	-0.099	-0.358	-0.03	1.165	-0.156	1.026	-0.77	0.765	0.192	-0.276	0.855	-0.184	0.114	-2.246	0.082	-0.696	2.14	-0.096	0.495	1.483	-1.934	-1.794	0.807	-0.209	0.196	0.238
t13	0.07	1.081	-0.612	-0.063	0.193	0.837	-0.384	1.252	0.478	0.938	-1.009	0.802	0.311	-0.562	0.943	0.054	0.219	-2.542	0.185	-0.869	1.944	-0.214	0.185	1.363	-2.189	-1.962	0.627	-0.522	-0.545	-0.03
t98	0.509	1.093	-0.704	-1.909	-0.38	-0.767	0.353	0.974	-0.19	0.75	-0.759	0.418	0.21	-0.245	0.664	-0.007	0.474	-2.471	-0.016	-0.03	2.421	-0.017	0.295	1.493	-1.915	-1.717	0.554	0.132	0.549	0.231
t87	0.236	1.115	-0.496	-0.675	0.214	0.507	-0.168	1.3	-0.221	1.116	-1.612	0.655	0.284	-0.418	0.854	-0.325	0.329	-2.026	-0.03	-0.293	1.558	-0.201	0.451	1.475	-2.139	-2.144	0.695	-0.638	0.403	0.181
t19	0.232	0.703	-0.744	-1.118	0.15	-0.111	0.027	0.917	0.014	1.005	-1.026	0.56	0.384	-0.265	0.658	-0.426	0.695	-1.98	0.063	-0.307	1.816	-0.178	0.428	1.403	-2.047	-1.921	0.689	-0.221	0.28	0.301
t141	0.349	0.744	-0.607	-1.149	-0.014	0.287	-0.037	1.4	0.745	1.037	-1.779	0.532	0.253	-0.544	0.437	-0.384	0.769	-2.31	-0.138	-0.248	1.599	-0.161	0.32	2.008	-2.15	-1.93	0.553	-0.217	0.329	0.29
t149	0.579	1.446	-0.498	-1.142	-0.072	0.714	0.024	0.741	0.42	0.959	-0.767	0.429	0.452	-0.496	0.074	-0.536	0.402	-1.991	0.064	-0.002	1.084	-0.381	0.621	1.197	-1.863	-2.092	0.878	-0.379	0.03	0.086
t91	0.325	0.762	-0.859	-0.711	0.113	0.478	0.055	0.685	0.362	0.857	-1.064	0.619	0.358	-0.218	0.215	-0.504	0.842	-2.091	-0.034	0.068	1.184	-0.327	0.56	1.451	-2.045	-2.037	0.568	-0.334	0.432	0.277
t31	-0.263	0.28	-0.886	-0.42	0.077	-0.088	-0.214	1.246	-0.225	0.866	-0.899	1.156	-0.02	0.058	1.275	0.198	0.193	-2.496	-0.043	-1.089	2.581	0.042	0.301	1.72	-2.14	-1.746	0.434	-0.347	0.055	0.38
t179	0.312	1.144	-0.762	-0.294	0.232	0.197	-0.183	1.107	-0.338	1.073	-0.99	0.606	0.303	-0.544	0.812	-0.495	0.364	-1.933	0.128	-0.572	1.627	-0.272	0.527	1.295	-2.049	-2.136	0.979	-0.472	0.238	0.077
t197	-0.077	0.669	-0.855	-0.884	-0.356	0.213	-0.025	1.266	-0.27	0.904	-1.153	0.857	-0.066	-0.065	0.739	-0.114	0.189	-2.368	-0.292	-0.442	2.105	-0.009	0.405	2.133	-2.085	-1.762	0.473	-0.095	0.472	0.475
t14	0.226	0.834	-0.609	-0.892	0.012	0.289	0.068	1.086	-0.126	0.633	-1.083	0.474	0.176	-0.064	0.838	0.134	0.585	-2.491	-0.128	-0.061	1.912	-0.082	0.203	1.548	-2.032	-1.922	0.285	-0.377	0.208	0.334
