feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t39	0.053	-0.086	-0.973	-0.043	-1.37	-0.167	-0.013	-1.064	0.485	-0.5	0.736	-0.554	-0.257	2.136	0.802	-1.949	0.677	-0.372	0.067	-0.009	0.468	-1.558	0.263	0.244	-0.203	-0.304	0.455	1.864	0.612	0.555
t185	-0.208	-0.303	-0.827	-1.078	-0.884	-0.965	0.827	-0.989	0.187	-0.81	1.55	-0.598	-0.176	2.078	1.751	-1.71	0.652	-0.893	0.011	0.187	0.738	-2.28	0.039	0.114	-0.503	-0.271	0.565	1.831	0.509	1.449
t193	0.181	-0.856	-0.777	-1.214	-0.982	-0.642	0.575	-0.776	-0.126	-1.075	1.156	-0.452	0.002	1.781	1.063	-1.985	0.681	-0.549	0.198	0.527	1.046	-1.859	0.396	0.266	-0.566	-0.384	0.81	1.73	0.719	1.106
t73	-0.293	0.032	-0.807	-1.47	-1.008	-1.492	1.301	-0.845	-0.019	-1.015	2.04	-0.627	-0.127	2.073	2.038	-1.658	0.672	-1.172	0.017	0.225	0.86	-2.605	-0.163	0.027	-0.633	-0.238	0.643	1.84	0.585	1.776
t124	0.172	-0.928	-0.77	-1.028	-1.031	-0.464	0.437	-1.055	0.055	-0.903	1.005	-0.453	-0.022	1.872	1.113	-1.993	0.664	-0.362	0.188	0.436	0.883	-1.771	0.411	0.314	-0.485	-0.389	0.772	1.756	0.663	0.909
t121	0.45	-1.614	-0.757	-0.639	-0.914	0.318	-0.243	-1.208	0.196	-0.778	0.217	-0.349	0.021	1.763	0.504	-2.193	0.646	0.185	0.275	0.535	0.84	-1.212	0.807	0.502	-0.346	-0.496	0.79	1.714	0.666	0.313
t135	0.254	-0.911	-0.742	-1.051	-1.127	-0.384	0.384	-0.862	-0.085	-1.013	0.941	-0.418	-0.001	1.787	0.894	-2.051	0.695	-0.351	0.242	0.499	0.995	-1.768	0.475	0.337	-0.478	-0.401	0.824	1.733	0.751	0.825
t142	0.014	0.088	-1.025	0.025	-1.367	-0.248	0.013	-1.048	0.537	-0.48	0.798	-0.589	-0.274	2.175	0.83	-1.948	0.671	-0.457	0.037	-0.065	0.416	-1.463	0.16	0.203	-0.201	-0.297	0.401	1.89	0.601	0.597
t169	0.261	-0.87	-0.717	-1.456	-1.065	-0.688	0.675	-0.615	-0.327	-1.274	1.215	-0.41	0.081	1.666	0.956	-2.057	0.704	-0.572	0.277	0.669	1.205	-1.898	0.402	0.282	-0.62	-0.415	0.937	1.7	0.833	1.114
t153	0.382	-0.922	-0.926	-0.624	-1.161	-0.115	0.014	-0.92	0.076	-0.86	0.53	-0.413	-0.022	1.792	0.572	-2.142	0.68	-0.126	0.233	0.491	0.887	-1.318	0.578	0.395	-0.399	-0.417	0.772	1.736	0.745	0.476
