feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t24	0.025	0.025	0.033	0.025	0.012	0.028	0.041	0.027	0.034	0.042	0.03	0.024	0.038	0.039	0.103	0.041	0.033	0.04	0.034	0.018	0.045	0.032	0.04	0.036	0.026	0.025	0.037	0.028	0.018	0.021
t9	0.025	0.026	0.027	0.021	0.01	0.03	0.051	0.031	0.023	0.046	0.027	0.025	0.035	0.04	0.107	0.035	0.045	0.04	0.031	0.018	0.043	0.028	0.04	0.034	0.032	0.023	0.026	0.03	0.021	0.031
t48	0.021	0.026	0.024	0.036	0.013	0.027	0.055	0.023	0.033	0.033	0.028	0.025	0.043	0.034	0.129	0.035	0.033	0.032	0.035	0.015	0.045	0.019	0.036	0.039	0.036	0.022	0.033	0.024	0.02	0.023
t37	0.029	0.025	0.022	0.026	0.012	0.03	0.047	0.032	0.031	0.032	0.027	0.027	0.046	0.05	0.078	0.04	0.046	0.038	0.034	0.021	0.055	0.023	0.041	0.036	0.031	0.024	0.018	0.031	0.018	0.03
t29	0.04	0.023	0.028	0.029	0.012	0.032	0.046	0.031	0.029	0.024	0.024	0.027	0.046	0.045	0.048	0.051	0.044	0.041	0.025	0.019	0.048	0.027	0.042	0.039	0.033	0.028	0.03	0.036	0.021	0.032
t7	0.029	0.025	0.026	0.02	0.017	0.03	0.051	0.031	0.036	0.051	0.035	0.025	0.042	0.037	0.076	0.039	0.041	0.045	0.025	0.012	0.048	0.023	0.037	0.023	0.028	0.025	0.029	0.035	0.03	0.03
t12	0.034	0.027	0.027	0.015	0.007	0.031	0.044	0.027	0.027	0.035	0.023	0.027	0.047	0.035	0.088	0.041	0.039	0.053	0.029	0.016	0.05	0.036	0.045	0.031	0.03	0.027	0.034	0.027	0.027	0.023
t18	0.032	0.027	0.028	0.038	0.015	0.029	0.047	0.033	0.026	0.044	0.027	0.026	0.04	0.033	0.082	0.038	0.038	0.048	0.024	0.019	0.052	0.023	0.039	0.031	0.028	0.025	0.026	0.031	0.023	0.032
t20	0.033	0.026	0.027	0.027	0.01	0.03	0.042	0.035	0.027	0.03	0.031	0.028	0.041	0.043	0.055	0.052	0.04	0.046	0.037	0.018	0.057	0.029	0.041	0.031	0.027	0.025	0.026	0.033	0.023	0.03
t41	0.026	0.028	0.022	0.054	0.008	0.029	0.046	0.025	0.022	0.038	0.026	0.026	0.033	0.044	0.085	0.039	0.042	0.047	0.032	0.021	0.052	0.028	0.038	0.03	0.032	0.023	0.026	0.028	0.028	0.022
t27	0.023	0.027	0.026	0.025	0.014	0.028	0.046	0.035	0.032	0.034	0.033	0.026	0.045	0.036	0.065	0.044	0.048	0.039	0.022	0.018	0.043	0.028	0.042	0.03	0.038	0.027	0.03	0.034	0.032	0.028
t42	0.027	0.028	0.03	0.019	0.015	0.031	0.058	0.029	0.025	0.026	0.032	0.029	0.041	0.036	0.045	0.04	0.043	0.051	0.025	0.019	0.066	0.03	0.041	0.039	0.028	0.027	0.029	0.036	0.027	0.029
t3	0.025	0.029	0.028	0.02	0.014	0.03	0.06	0.029	0.035	0.025	0.029	0.027	0.041	0.042	0.085	0.038	0.044	0.049	0.025	0.022	0.044	0.027	0.042	0.036	0.028	0.025	0.015	0.032	0.025	0.031
t50	0.021	0.029	0.031	0.043	0.013	0.033	0.052	0.03	0.031	0.031	0.031	0.025	0.043	0.047	0.052	0.035	0.049	0.036	0.025	0.017	0.044	0.03	0.044	0.041	0.033	0.026	0.024	0.037	0.022	0.024
t21	0.028	0.027	0.027	0.059	0.011	0.03	0.038	0.028	0.028	0.03	0.031	0.031	0.037	0.046	0.111	0.035	0.047	0.033	0.024	0.014	0.041	0.028	0.04	0.029	0.026	0.025	0.023	0.03	0.023	0.021
t5	0.033	0.026	0.029	0.028	0.015	0.029	0.049	0.028	0.034	0.028	0.026	0.027	0.049	0.036	0.052	0.04	0.039	0.049	0.04	0.018	0.054	0.027	0.043	0.04	0.028	0.028	0.023	0.034	0.024	0.026
t46	0.025	0.026	0.026	0.028	0.011	0.03	0.047	0.031	0.024	0.03	0.036	0.023	0.044	0.045	0.062	0.043	0.048	0.048	0.028	0.019	0.041	0.024	0.037	0.039	0.032	0.029	0.022	0.039	0.029	0.032
t40	0.02	0.027	0.032	0.028	0.01	0.029	0.053	0.029	0.028	0.039	0.034	0.029	0.049	0.041	0.057	0.044	0.045	0.033	0.026	0.019	0.069	0.027	0.038	0.027	0.028	0.028	0.021	0.037	0.026	0.026
t34	0.031	0.027	0.026	0.026	0.018	0.034	0.048	0.04	0.035	0.033	0.026	0.027	0.042	0.041	0.047	0.048	0.049	0.039	0.03	0.017	0.048	0.029	0.041	0.033	0.031	0.027	0.029	0.03	0.023	0.026
t17	0.024	0.032	0.029	0.047	0.012	0.032	0.044	0.047	0.027	0.038	0.031	0.027	0.039	0.042	0.04	0.045	0.047	0.039	0.021	0.018	0.043	0.031	0.041	0.041	0.027	0.027	0.025	0.027	0.029	0.027
t44	0.03	0.03	0.028	0.023	0.008	0.032	0.052	0.033	0.025	0.03	0.023	0.029	0.038	0.041	0.086	0.039	0.035	0.039	0.024	0.022	0.048	0.029	0.045	0.031	0.032	0.027	0.026	0.039	0.029	0.025
t47	0.027	0.027	0.041	0.022	0.008	0.03	0.045	0.034	0.033	0.034	0.031	0.027	0.041	0.036	0.064	0.038	0.046	0.036	0.028	0.017	0.056	0.028	0.037	0.04	0.026	0.027	0.024	0.039	0.026	0.029
t16	0.027	0.026	0.034	0.027	0.009	0.031	0.049	0.032	0.033	0.025	0.029	0.025	0.041	0.045	0.052	0.034	0.046	0.046	0.039	0.019	0.055	0.028	0.046	0.036	0.024	0.026	0.034	0.03	0.027	0.024
t11	0.023	0.03	0.031	0.016	0.01	0.028	0.053	0.03	0.018	0.031	0.033	0.029	0.048	0.037	0.077	0.042	0.044	0.053	0.034	0.018	0.052	0.025	0.044	0.026	0.031	0.024	0.029	0.029	0.026	0.029
t6	0.028	0.033	0.028	0.039	0.015	0.028	0.042	0.022	0.028	0.039	0.026	0.026	0.035	0.038	0.104	0.039	0.042	0.036	0.032	0.018	0.041	0.026	0.038	0.031	0.026	0.025	0.035	0.032	0.021	0.029
t22	0.022	0.025	0.03	0.022	0.01	0.029	0.054	0.037	0.026	0.031	0.028	0.025	0.037	0.039	0.084	0.046	0.039	0.045	0.024	0.021	0.05	0.031	0.038	0.038	0.031	0.027	0.022	0.03	0.035	0.024
t25	0.036	0.026	0.027	0.025	0.009	0.028	0.052	0.029	0.034	0.04	0.024	0.025	0.036	0.04	0.096	0.038	0.045	0.045	0.023	0.022	0.049	0.029	0.041	0.027	0.025	0.027	0.021	0.035	0.024	0.021
t10	0.03	0.028	0.026	0.024	0.013	0.03	0.048	0.038	0.026	0.055	0.027	0.03	0.035	0.035	0.067	0.031	0.045	0.032	0.032	0.018	0.054	0.034	0.041	0.029	0.025	0.028	0.036	0.029	0.023	0.03
t35	0.023	0.027	0.027	0.04	0.012	0.03	0.043	0.029	0.031	0.038	0.03	0.025	0.048	0.038	0.082	0.035	0.04	0.074	0.028	0.014	0.04	0.027	0.046	0.023	0.024	0.024	0.025	0.032	0.018	0.027
t1	0.036	0.028	0.029	0.035	0.01	0.03	0.052	0.026	0.025	0.041	0.024	0.022	0.04	0.042	0.089	0.031	0.045	0.036	0.03	0.015	0.046	0.022	0.043	0.031	0.029	0.026	0.023	0.035	0.03	0.028
t26	0.026	0.028	0.026	0.022	0.01	0.031	0.05	0.027	0.022	0.047	0.027	0.024	0.047	0.046	0.117	0.037	0.045	0.032	0.026	0.018	0.034	0.03	0.038	0.039	0.03	0.024	0.02	0.028	0.025	0.024
t31	0.029	0.029	0.027	0.038	0.01	0.029	0.047	0.031	0.021	0.03	0.029	0.026	0.046	0.036	0.053	0.043	0.043	0.051	0.036	0.022	0.048	0.028	0.047	0.024	0.034	0.025	0.027	0.032	0.024	0.032
t45	0.023	0.024	0.032	0.017	0.013	0.03	0.05	0.027	0.028	0.039	0.022	0.028	0.041	0.037	0.111	0.036	0.041	0.048	0.023	0.016	0.043	0.025	0.04	0.03	0.032	0.025	0.018	0.038	0.034	0.031
t38	0.02	0.024	0.025	0.029	0.012	0.03	0.045	0.025	0.026	0.05	0.021	0.024	0.031	0.041	0.144	0.041	0.038	0.041	0.022	0.018	0.039	0.03	0.038	0.028	0.024	0.024	0.023	0.038	0.025	0.024
