V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t177	-0.485	0.23	1.473	-2.354	0.946	1.286	-0.999	-0.411	-0.012	-0.147	1.2	0.071	0.012	-0.472	-0.325	0.603	1.316	0.111	-1.374	0.444	-0.845	1.268	-0.364	-0.34	-2.194	0.706	1.048	-0.257	0.617	-0.753
t131	-0.378	0.194	1.613	-2.281	0.889	1.34	-1.147	-0.555	-0.127	-0.038	1.404	-0.073	-0.015	-0.572	-0.284	0.676	1.35	0.138	-1.522	0.427	-0.93	1.135	-0.361	-0.205	-2.231	0.795	1.142	-0.158	0.469	-0.695
t33	-0.794	2.127	-2.289	1.302	0.466	0.196	-0.086	0.936	1.005	-1.718	1.284	0.549	0.564	0.994	-1.057	-0.738	-1.739	-3.584	-1.474	0.835	0.389	-2.405	0.017	0.216	0.652	0.712	-1.152	0.548	1.73	2.508
t110	-1.297	1.392	-1.255	-0.983	1.055	0.418	0.363	1.142	1.194	-1.588	-0.014	1.196	0.45	0.859	-0.939	-0.51	-0.416	-1.881	-0.509	0.739	0.286	0.268	-0.194	-0.892	-0.553	0.167	-0.61	-0.472	2.073	0.509
t65	-2.248	3.001	-4.908	1.154	1.117	-0.722	2.028	3.085	2.706	-3.45	-1.356	2.526	1.033	2.548	-1.749	-1.97	-2.885	-4.712	0.425	1.134	1.75	-1.448	0.06	-1.413	1.729	-0.43	-2.821	-0.574	3.872	2.457
t121	-1.373	1.821	-2.111	-0.162	0.949	0.17	0.575	1.453	1.429	-1.948	-0.008	1.312	0.576	1.195	-1.106	-0.817	-1.104	-2.714	-0.523	0.828	0.568	-0.55	-0.109	-0.774	0.09	0.163	-1.11	-0.297	2.332	1.239
t116	-1.492	1.152	-0.93	-1.775	1.286	0.486	0.553	1.245	1.288	-1.566	-0.511	1.454	0.421	0.814	-0.912	-0.448	0.003	-1.305	-0.148	0.713	0.273	1.219	-0.265	-1.303	-0.964	-0.038	-0.447	-0.843	2.224	-0.185
t27	0.582	0.317	2.036	-0.69	0.22	1.58	-2.349	-1.612	-0.976	0.617	3.411	-1.355	-0.138	-1.15	-0.07	1.049	0.938	-0.531	-2.989	0.364	-1.441	-1.078	-0.237	1.237	-1.883	1.65	1.483	1.011	-0.676	0.675
t102	0.62	0.25	2.188	-0.769	0.202	1.623	-2.423	-1.692	-1.046	0.683	3.467	-1.413	-0.166	-1.199	-0.035	1.108	1.064	-0.417	-3.024	0.345	-1.505	-1.021	-0.249	1.261	-1.967	1.673	1.576	1.015	-0.751	0.594
t29	-0.144	1.035	0.198	-0.154	0.433	0.972	-1.217	-0.39	-0.02	-0.447	2.202	-0.359	0.17	-0.174	-0.51	0.256	-0.084	-1.664	-2.12	0.567	-0.606	-1.244	-0.155	0.574	-0.907	1.121	0.347	0.623	0.504	1.19
t4	-0.452	0.071	1.792	-2.65	0.984	1.38	-1.085	-0.532	-0.104	-0.005	1.207	0.022	-0.036	-0.604	-0.261	0.719	1.565	0.418	-1.377	0.411	-0.953	1.564	-0.395	-0.376	-2.432	0.712	1.237	-0.317	0.514	-1.017
t135	-1.2	1.495	-1.376	-0.636	0.973	0.399	0.272	1.082	1.149	-1.58	0.215	1.075	0.466	0.838	-0.951	-0.528	-0.628	-2.125	-0.685	0.752	0.287	-0.144	-0.161	-0.703	-0.393	0.266	-0.673	-0.301	1.994	0.816
t184	-1.734	1.379	-1.523	-1.602	1.34	0.286	0.916	1.643	1.59	-1.929	-0.916	1.78	0.515	1.161	-1.051	-0.708	-0.284	-1.663	0.148	0.774	0.54	1.173	-0.242	-1.525	-0.641	-0.216	-0.809	-0.979	2.608	-0.034
t8	-1.84	2.211	-3.157	0.031	1.116	-0.182	1.283	2.201	2.015	-2.587	-0.817	1.951	0.755	1.775	-1.365	-1.282	-1.643	-3.297	0.058	0.945	1.066	-0.491	-0.071	-1.24	0.607	-0.188	-1.763	-0.592	3.062	1.431
t188	-1.12	1.75	-1.808	0.039	0.807	0.288	0.23	1.121	1.165	-1.704	0.479	0.971	0.516	0.976	-1.013	-0.654	-1.042	-2.681	-0.877	0.791	0.377	-0.898	-0.099	-0.449	0.025	0.373	-0.907	-0.053	1.99	1.402
t181	-1.491	1.66	-1.886	-0.684	1.104	0.221	0.692	1.509	1.486	-1.919	-0.318	1.471	0.557	1.146	-1.085	-0.769	-0.839	-2.332	-0.3	0.811	0.555	0.071	-0.154	-1.034	-0.189	0.036	-0.996	-0.532	2.42	0.788
t5	-1.245	0.968	-0.432	-1.82	1.191	0.663	0.184	0.861	0.988	-1.24	-0.078	1.118	0.334	0.519	-0.781	-0.22	0.241	-1.045	-0.464	0.656	0.024	1.143	-0.279	-1.043	-1.202	0.15	-0.126	-0.673	1.846	-0.239
t94	-0.248	0.827	0.518	-0.744	0.567	1.046	-1.142	-0.377	-0.006	-0.385	1.913	-0.228	0.13	-0.23	-0.465	0.338	0.294	-1.199	-1.902	0.535	-0.66	-0.569	-0.211	0.316	-1.238	1	0.521	0.377	0.552	0.668
