feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t84	0.846	0.792	-1.22	0.167	-0.947	-1.198	0.177	-0.418	1.694	-1.828	-0.628	-1.874	0.476	-1.26	1.484	-1.349	1.207	1.053	0.985	-1.37	-0.618	1.045	-0.651	-0.853	0.82	0.398	1.645	0.941	0.144	0.333
t162	0.933	1.059	-1.277	0.333	-0.957	-1.085	0.271	-0.211	1.466	-1.736	-0.646	-1.919	0.496	-1.153	1.338	-1.257	1.307	1.051	1.117	-1.478	0.055	1.011	-0.831	-0.645	0.821	0.361	1.339	0.634	-0.352	-0.053
t98	0.655	1.562	-1.333	0.079	-0.488	-0.917	0.075	-0.357	0.323	-1.665	-0.766	-1.65	-0.038	-1.023	1.2	-1.09	0.519	0.931	0.774	-2.267	0.363	0.983	-0.213	-0.832	1.147	0.146	0.848	0.793	1.064	1.168
t62	0.969	0.186	-1.201	0.834	-0.764	-1.41	0.349	0.111	1.514	-1.881	-0.611	-1.484	0.593	-1.345	1.204	-1.061	1.31	1.271	0.961	-1.21	-0.365	1.038	-1.111	-0.942	0.846	0.314	1.605	0.762	-0.253	-0.237
t19	0.69	1.369	-1.285	0.409	-0.908	-0.736	0.275	-0.101	1.38	-2.046	-0.678	-2.002	0.517	-1.335	1.23	-1.202	0.751	1.107	0.924	-1.66	-0.537	0.913	-0.651	-1.146	0.797	0.267	2.148	0.714	0.519	0.268
t21	0.792	0.62	-1.248	-0.034	-0.732	-1.209	0.069	-0.46	1.416	-1.746	-0.695	-1.639	0.268	-0.791	1.408	-1.295	1.102	0.958	0.761	-1.628	-0.399	1.019	-0.598	-0.85	0.884	0.369	1.015	1.229	0.659	0.75
t148	1.1	-0.323	-1.117	0.511	-0.722	-1.993	0.577	-0.323	1.187	-2.497	-0.459	-0.955	-0.076	-2.085	1.544	-1.14	1.602	1.511	1.098	-0.075	-1.12	1.196	-0.676	-0.699	0.834	0.095	3.462	0.389	-1.25	0.35
t157	0.795	1.3	-1.289	-0.039	-0.606	-1.059	0.03	-0.687	0.381	-1.385	-0.743	-1.408	0.058	-0.935	1.365	-1.212	1.007	0.869	0.834	-1.756	0.268	1.075	-0.46	-0.46	1.015	0.567	0.388	0.771	0.631	0.681
t141	1.038	-0.04	-1.135	0.26	-0.781	-1.23	-0.015	-1.025	0.66	-1.359	-0.592	-1.262	0.02	-1.289	1.721	-1.286	1.917	1.018	0.971	-0.194	-0.477	1.223	-0.935	0.189	0.665	0.919	1.534	0.895	-1.036	-0.383
t130	0.622	0.819	-1.233	-0.359	-0.61	-1.08	0.106	-0.616	0.752	-1.833	-0.689	-1.554	0.002	-1.441	1.416	-1.249	1.181	0.969	0.711	-1.378	-0.619	1.033	-0.233	-0.668	0.916	0.421	1.681	1.205	0.543	1.179
