V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t17	0.169	1.211	1.437	2.187	0.077	0.811	0.456	0.378	-1.382	0.612	0.613	-0.637	0.311	-1.297	-0.8	-0.66	-1.295	1.486	0.032	2.32	1.886	-1.325	-1.62	-2.945	1.544	-0.703	-0.322	-1.439	-1.154	0.045
t135	0.1	-1.762	1.805	2.408	0.193	1.89	2.593	0.505	-1.33	0.137	0.584	-0.958	0.296	-1.767	0.261	-0.872	0.033	1.425	1.061	2.58	1.724	-2.337	-2.794	-3.191	2.598	-2.675	-0.517	-1.567	-0.277	-0.158
t15	0.5	-1.138	-0.996	0.737	0.183	0.397	0.802	2.778	-1.198	-0.727	-0.253	-0.259	-0.604	-1.496	0.26	1.053	2.389	0.964	-1.138	-0.52	0.956	1.086	-1.074	0.522	0.901	0.207	-2.584	-1.214	-0.331	-0.209
t34	-1.113	2.442	3.875	1.919	-0.098	1.217	2.026	-1.141	-1.655	1.412	1.274	-2.444	0.108	-2.178	-0.901	-3.628	-3.746	1.342	1.117	4.861	3.969	-3.21	-2.477	-3.787	4.217	-2.461	1.005	-1.515	-0.631	0.125
t64	2.062	0.283	-2.187	2.349	-0.026	-0.484	-1.826	3.387	-1.411	-2.539	0.09	-0.069	0.172	-2.187	0.279	2.408	3.382	0.961	-2.988	-1.637	0.637	2.459	1.048	-0.24	0.548	1.282	-3.228	-1.462	-1.071	-0.006
t56	1.491	-0.789	-0.338	0.776	0.504	0.821	0.774	1.662	-0.648	0.752	0.531	0.57	0.783	-0.445	-0.172	1.207	1.909	1.665	-0.31	-0.39	-1.328	-0.843	-2.324	-1.507	0.075	-0.402	-2.304	-0.854	-0.741	-0.126
t66	3.672	-2.751	0.95	4.169	0.24	1.266	1.537	2.05	-1.611	-0.794	-0.246	0.146	0.537	-1.642	0.374	0.46	1.188	1.203	0.033	1.014	0.51	-0.443	-0.959	-4.863	0.075	-1.8	-1.353	-1.904	-0.385	-0.701
t169	0.082	-0.399	-1.092	1.317	0.298	1.366	-0.369	1.585	-0.847	0.404	-0.224	1.148	0.41	-0.159	-0.145	1.872	1.162	1.69	0	-2.855	0.499	0.266	-1.337	-1.468	-0.672	1.289	-1.236	-1.078	-1.507	-0.005
t68	2.235	-2.13	-2.716	2.569	0.585	0.886	0.204	3.147	-0.712	-0.641	-0.306	1.542	0.893	-0.468	0.569	3.271	3.515	1.661	-1.288	-3.274	-1.871	1.165	-0.543	-2.23	-1.915	0.625	-2.467	-1.205	-0.804	-0.311
t10	-1.332	1.074	1.138	1.386	0.165	1.595	1.544	-0.22	-1.238	1.094	0.829	-1.05	0.338	-1.272	-0.34	-1.255	-1.8	1.609	1.2	2.923	1.898	-2.508	-2.663	-2.588	2.685	-1.694	0.249	-1.259	-0.755	0.241
t28	3.53	-1.954	-2.339	3.006	0.558	0.847	-0.152	3.039	-0.777	-1.118	0.223	1.356	1.638	-0.887	0.65	3.117	3.847	1.686	-1.853	-2.91	-2.036	0.713	-0.119	-3.482	-1.51	-0.024	-2.619	-1.265	-0.843	-0.343
t146	2.769	-4.534	0.344	1.805	0.226	0.34	3.67	3.659	-1.571	-1.42	-0.456	-1.361	-1.378	-2.617	1.3	-0.054	3.344	0.501	-0.743	2.203	0.85	0.634	-1.745	-0.493	1.97	-2.416	-3.49	-1.7	1.23	-0.896
t186	-1.072	5.199	-1.479	-0.103	0.272	-0.903	-2.951	1.272	-0.348	1.153	1.277	0.108	0.809	-0.319	-1.729	1.179	0.492	1.776	-3.006	-1.992	-0.555	0.677	-0.41	0.905	0.212	2.991	-1.815	-0.312	-2.099	0.747
t152	1.775	-0.59	-0.32	3.345	0.37	0.914	0.226	1.662	-0.986	-0.008	0.319	0.589	1.062	-0.93	-0.121	1.442	1.165	1.736	-0.804	-1.166	-0.158	-0.194	-0.775	-3.85	-0.58	-0.158	-1.242	-1.433	-1.103	-0.191
t134	1.06	-1.201	-0.25	1.859	0.39	0.819	0.707	1.924	-0.866	0.966	-0.263	0.947	0.013	-0.213	-0.422	1.581	1.017	1.643	-0.204	-1.704	0.264	0.262	-1.482	-2.097	-1.289	0.763	-1.517	-1.276	-1.044	-0.389
t40	-0.245	-2.613	-1.065	-0.17	0.535	1.118	2.756	2.455	-0.583	0.497	0.104	-0.244	-0.512	-0.89	0.622	0.962	2.787	1.35	-0.331	-0.072	-0.483	-0.577	-2.84	0.634	1.06	-0.91	-2.461	-0.87	0.24	-0.259
t83	2.778	-2.109	2.919	3.848	0.24	1.625	2.555	0.718	-1.594	0.778	0.133	-0.151	0.433	-1.353	-0.217	-0.903	-0.957	1.455	1.113	2.2	1.627	-1.81	-1.96	-6.099	0.347	-2.314	-0.223	-1.933	-0.475	-0.739
t18	2.347	-2.058	0.803	3.088	0.04	0.508	2.38	2.611	-1.859	-1.484	0.076	-1.395	-0.589	-2.901	0.596	-0.453	1.198	0.734	-1.272	2.723	2.281	0.286	-0.475	-2.924	1.978	-2.139	-1.769	-1.988	0.342	-0.698
t16	1.668	-1.701	-1.116	1.572	0.048	0.158	0.905	3.42	-1.555	-2.149	-0.217	-0.918	-0.6	-2.548	0.849	0.91	3.254	0.649	-2.048	0.201	1.411	1.571	-0.071	-0.025	1.661	-0.474	-3.048	-1.498	0.002	-0.323
t58	-1.416	1.683	-2.713	0.725	0.272	0.304	-1.52	2.071	-0.672	0.03	0.236	0.882	0.131	-0.393	-0.585	2.684	1.399	1.723	-1.872	-2.751	0.364	1.365	-0.452	0.401	-0.487	2.398	-1.568	-0.889	-1.72	0.366
t123	-0.507	-0.508	-2.774	1.066	0.365	0.129	-0.483	3.119	-0.685	-0.053	-0.485	1.168	-0.638	-0.295	-0.227	3.087	2.437	1.494	-1.915	-3.166	-0.008	2.269	-0.531	0.817	-1.59	2.533	-2.317	-1.054	-1.19	-0.066
t101	-0.524	-0.864	-2.181	0.276	0.399	0.302	0.122	2.794	-0.58	0.424	-0.306	0.882	-0.756	-0.21	-0.12	2.598	2.471	1.524	-1.23	-2.512	-0.243	1.412	-1.492	1.147	-0.83	1.913	-2.492	-0.909	-0.952	-0.069
t144	-0.061	2.952	-1.77	2.387	0.221	0.672	-1.765	1.08	-0.859	-0.62	1.13	0.126	1.764	-1.245	-0.459	1.531	0.701	1.851	-2.073	-1.445	0.126	-0.228	0.154	-2.645	0.765	0.78	-0.682	-1.075	-1.812	0.493
t161	-0.772	0.924	0.358	1.298	0.482	1.5	1.03	0.202	-0.655	1.972	0.764	0.264	0.913	-0.176	-0.684	0.034	-0.798	2.012	0.678	0.338	-0.113	-1.96	-2.605	-2.923	0.342	-0.453	-0.12	-0.886	-1.167	0.197
t141	-2.399	4.696	-0.037	0.797	0.192	0.561	-1.035	-0.248	-0.8	1.5	1.286	-0.653	0.952	-0.742	-1.466	-0.585	-1.859	1.842	-0.746	0.942	1.053	-1.442	-1.433	-1.333	1.73	0.692	0.267	-0.72	-1.791	0.77
t37	1.997	0.005	-1.876	3.202	0.337	0.337	-0.675	2.493	-1.001	-0.967	0.236	0.476	1.058	-1.234	0.115	2.115	2.25	1.534	-1.913	-1.638	-0.746	0.799	0.153	-2.646	-0.55	0.475	-1.873	-1.36	-1.046	-0.064
t60	1.499	0.98	-2.344	3.504	0.293	0.175	-1.214	2.424	-0.995	-1.363	0.528	0.149	1.304	-1.522	0.103	1.989	2.02	1.545	-2.604	-1.506	-0.543	0.887	0.678	-2.542	-0.038	0.556	-1.638	-1.32	-1.155	0.142
t114	-0.673	1.104	0.399	-0.48	0.255	-0.21	0.683	1.848	-0.76	1.717	0.399	-0.281	-0.989	-0.663	-1.024	0.209	0.075	1.365	-1.045	-0.577	1.363	0.664	-1.826	0.681	0.359	1.246	-2.118	-0.838	-0.709	-0.175
t11	1.786	-0.64	-0.779	2.914	0.12	0.007	0.772	2.957	-1.505	-1.366	-0.11	-0.81	-0.277	-2.261	0.391	0.563	1.672	0.905	-1.917	-0.208	1.391	1.448	0.308	-1.758	0.876	-0.272	-2.052	-1.637	-0.143	-0.382
t30	2.027	-1.5	-2.055	1.66	0.336	-0.238	0.819	3.894	-0.99	-1.569	0.233	-0.52	-0.148	-2.117	0.799	1.74	3.897	0.991	-2.918	-1.275	-0.318	1.781	0.01	-0.147	0.67	-0.158	-3.537	-1.214	0.178	-0.345
t195	3.807	-3.613	1.314	3.041	0.202	0.618	2.837	2.963	-1.687	-1.115	-0.124	-0.767	-0.447	-2.461	0.714	-0.082	2.131	0.779	-0.901	1.868	1.165	0.27	-0.977	-3.37	0.908	-2.244	-2.504	-1.9	0.524	-0.965
t138	4.547	-4.384	-1.027	3.126	0.413	0.145	2.032	4.188	-1.237	-1.62	-0.154	0.017	-0.223	-2.068	1.216	2.05	4.316	1.022	-2.086	-0.041	-0.851	1.278	-0.456	-2.574	-0.296	-1.407	-3.781	-1.719	0.463	-0.942
t149	3.966	-3.228	-0.697	2.176	0.434	0.372	0.586	3.369	-0.914	-0.659	-0.131	0.864	0.287	-0.973	0.434	2.386	3.973	1.317	-1.485	-1.485	-1.336	0.791	-1.026	-1.961	-1.01	-0.143	-3.521	-1.311	-0.461	-0.634
t57	1.595	-3.171	-0.23	3.008	0.318	2.086	1.716	1.708	-1.292	-0.817	-0.217	0.685	0.706	-1.191	0.82	1.584	1.877	1.554	0.632	-0.8	0.649	-0.605	-1.586	-3.863	0.099	-1.348	-1.216	-1.704	-0.631	-0.374
t48	2.025	-2.194	-1.337	3.565	0.34	0.443	0.76	3.006	-1.094	-1.039	0.031	0.387	0.064	-1.52	0.483	2.354	2.505	1.459	-1.806	-0.66	-0.085	0.996	-0.331	-2.678	-0.596	-0.171	-2.25	-1.694	-0.547	-0.423
t139	1.127	-2.324	-1.592	2.204	0.31	0.861	0.3	2.721	-0.971	-0.904	-0.397	0.946	-0.04	-0.831	0.408	2.782	2.935	1.477	-0.945	-1.838	-0.099	0.962	-1.071	-1.019	-0.616	0.628	-2.412	-1.411	-0.952	-0.245
t115	-0.748	1.232	-2.677	1.023	0.138	-0.686	-1.741	2.98	-0.85	-0.551	-0.27	0.247	-0.8	-0.815	-0.471	2.359	2.075	1.226	-2.496	-1.909	0.331	2.41	-0.123	2.167	-0.301	2.927	-2.613	-0.989	-1.349	0.267
t96	0.857	0.221	-3.225	1.852	0.163	-0.987	-1.479	4.139	-1.032	-1.732	-0.496	0.08	-0.692	-1.464	-0.03	2.539	3.562	0.89	-3.776	-2.1	-0.032	3.31	0.964	1.766	-0.466	2.454	-3.23	-1.148	-0.898	-0.035
t2	0.892	-0.876	-1.291	0.908	0.207	0.289	0.351	2.846	-1.045	-0.667	-0.147	0.005	-0.417	-1.329	0.257	1.578	2.621	1.159	-1.456	-1.78	0.663	1.334	-0.697	0.035	0.387	0.824	-2.645	-1.163	-0.622	-0.223
t166	1.807	-1.053	0.484	1.011	0.317	0.68	1.515	1.893	-1.112	0.36	0.462	-0.249	0.085	-1.302	0.038	0.296	1.251	1.33	-0.431	0.558	0.453	-0.435	-1.747	-2.113	0.851	-0.993	-2.117	-1.201	-0.277	-0.364
t180	-0.417	-1.797	1.172	-0.468	0.486	1.487	2.258	0.943	-0.622	2.907	-0.248	0.857	-0.898	0.583	-0.605	0.538	-0.123	1.778	2.233	-0.463	0.183	-1.252	-4.153	-0.746	-0.377	0.086	-1.431	-0.86	-0.71	-0.345
t168	0.881	-0.641	0.376	2.115	-0.042	0.503	1.27	2.111	-1.688	-1.453	0.173	-1.475	-0.4	-2.663	0.457	-0.479	1.289	0.794	-1.037	1.434	2.38	0.328	-0.637	-1.304	2.558	-1.144	-1.769	-1.622	-0.125	-0.195
t45	1.373	-0.89	1.144	2.52	0.127	0.894	1.802	1.516	-1.521	-0.492	0.431	-1.007	0.074	-2.127	0.11	-0.546	0.448	1.144	-0.558	2.279	1.721	-0.801	-1.294	-3.033	1.915	-1.81	-1.175	-1.646	-0.253	-0.348
t157	1.681	1.456	-0.733	2.214	0.176	-0.371	-1.219	2.324	-1.036	-0.607	0.768	-0.181	0.603	-1.576	-0.574	1.246	1.553	1.356	-2.825	-0.415	0.222	0.83	0.191	-1.596	0.378	0.726	-2.209	-1.211	-1.166	-0.009
t38	1.94	-2.273	-0.766	1.807	0.233	1.056	0.062	2.45	-1.159	-0.681	-0.733	1.22	0.084	-0.6	0.151	2.415	2.744	1.361	-0.291	-2.237	0.24	0.902	-1.088	-1.465	-0.857	0.824	-2.335	-1.387	-1.238	-0.382
t47	-1.562	5.257	-2.959	-1.06	0.427	-0.532	-4.02	1.393	0.207	0.895	1.516	0.818	1.651	0.259	-1.448	2.672	2.178	2.121	-3.318	-4.263	-2.149	0.51	-0.606	2.061	-0.061	3.653	-2.48	0.175	-2.531	1.124
t36	2.995	-3.947	-0.558	1.994	0.179	0.523	1.542	3.653	-1.513	-1.335	-1.042	0.46	-0.961	-1.526	0.741	1.858	3.376	0.818	-0.776	-1.082	0.91	1.914	-0.737	-1.057	-0.55	0.036	-3.226	-1.703	-0.145	-0.858
t153	1.019	-1.629	2.756	2.321	0.052	1.969	3.093	0.313	-1.794	0.078	0.399	-1.437	0.19	-2.212	0.352	-2.074	-0.912	1.108	1.677	3.529	2.82	-2.402	-2.503	-4.16	3.035	-3.253	-0.233	-1.754	0.008	-0.379
t108	2.681	-2.518	-0.796	2.766	0.426	0.947	1.686	2.751	-1.104	-0.916	0.098	0.154	0.509	-1.558	0.747	1.461	2.646	1.364	-1.115	-0.416	-0.516	0.19	-0.896	-3.081	0.089	-1.233	-2.258	-1.464	-0.14	-0.512
t119	-0.041	0.441	-1.029	0.572	0.153	-0.216	0.204	2.512	-1.096	-0.284	0.084	-0.445	-0.672	-1.406	-0.228	0.908	1.453	1.088	-1.591	-0.089	0.982	1.287	-0.904	0.853	0.847	0.886	-2.527	-1.097	-0.594	-0.053
t69	-1.105	0.321	-1.586	1.452	0.292	1.724	-0.19	1.122	-0.875	0.169	0.07	0.989	0.675	-0.372	-0.209	2.039	0.631	1.87	-0.19	-2.066	0.882	-0.234	-1.145	-2.013	-0.169	0.921	-0.337	-1.164	-1.683	0.177
t154	-0.714	0.75	-2.933	1.206	0.447	1.414	-0.944	1.815	-0.545	0.056	0.277	1.374	1.094	-0.154	-0.18	2.915	1.623	1.98	-1.339	-3.39	-0.377	0.369	-0.513	-1.64	-0.907	1.517	-0.849	-0.874	-1.732	0.248
t127	1.023	-1.408	-1.565	1.643	0.083	0.1	0.369	3.286	-1.43	-1.51	-0.609	-0.125	-0.908	-1.719	0.431	1.573	2.631	0.847	-1.566	-0.633	1.182	2.037	-0.294	0.334	0.392	0.765	-2.703	-1.481	-0.464	-0.287
t43	0.493	-1.686	-2.206	0.418	0.495	1.275	0.6	2.613	-0.701	0.332	-0.471	1.325	0.114	-0.107	0.235	2.364	2.583	1.491	-0.413	-2.953	-0.555	0.754	-1.428	-0.447	-1.196	1.025	-1.996	-0.914	-0.821	-0.23
t55	-0.871	-1.539	-1.112	-0.44	0.552	1.473	1.537	1.727	-0.437	1.806	-0.217	0.936	-0.321	0.352	-0.11	1.521	1.377	1.723	0.607	-1.371	-0.407	-0.664	-3.007	0.121	-0.524	0.551	-1.594	-0.756	-0.757	-0.16
t88	-0.708	1.058	-1.905	0.358	0.349	0.11	-0.512	2.282	-0.581	0.468	0.495	0.368	-0.035	-0.668	-0.51	1.92	1.557	1.598	-2.013	-1.734	0.038	0.988	-0.832	0.364	-0.217	1.66	-2.1	-0.783	-1.17	0.154
t185	0.062	-0.273	-2.021	1.953	0.318	0.423	0.14	2.532	-0.888	-0.298	0.069	0.394	-0.061	-1.014	0.023	2.076	1.573	1.52	-1.713	-1.367	0.35	1.132	-0.441	-1.019	-0.443	1.01	-1.757	-1.256	-0.934	-0.098
t159	-0.156	-0.745	-1.749	0.572	0.255	0.057	-0.599	2.792	-0.793	0.43	-0.567	0.93	-1.026	-0.16	-0.397	2.404	2.002	1.352	-1.099	-2.183	0.391	1.705	-1.248	1.335	-1.085	2.403	-2.489	-1.047	-1.186	-0.103
t79	3.744	-4.356	0.155	4.879	0.254	1.189	2.729	3.001	-1.749	-1.683	-0.459	-0.079	0.019	-2.317	1.201	1.076	2.162	1.09	-0.558	0.371	1.155	0.58	-0.329	-5.136	-0.115	-2.139	-1.747	-2.295	0.267	-0.988
t75	1.747	-1.597	-1.463	2.952	0.329	1.147	0.607	2.578	-1.23	-0.833	-0.386	0.895	0.441	-1.06	0.273	2.068	1.857	1.441	-1.123	-1.668	0.432	0.961	-0.125	-3.227	-0.998	0.189	-1.291	-1.566	-0.917	-0.435
t184	1.622	-2.605	2.085	2.317	0.154	1.35	2.438	1.209	-1.507	0.321	-0.094	-0.561	-0.307	-1.481	0.187	-0.734	0.393	1.157	1.325	2.154	1.57	-1.312	-2.655	-2.826	1.436	-1.934	-1.353	-1.655	-0.194	-0.506
t172	2.366	-3.174	-0.434	1.368	0.373	1.039	2.129	2.733	-1.152	-0.5	-0.091	0.152	-0.146	-1.373	0.727	1.294	2.789	1.213	-0.388	-0.025	-0.004	0.064	-1.694	-1.88	0.398	-1.21	-2.609	-1.384	0.015	-0.602
t150	0.627	-0.985	-0.948	1.732	0.476	0.724	1.827	2.095	-0.717	-0.175	1.035	-0.584	0.513	-1.664	0.474	1.078	2.055	1.623	-1.449	0.769	-0.59	-0.809	-1.647	-1.865	1.371	-1.519	-2.097	-1.174	-0.064	-0.115
t61	0.038	3.043	-0.528	0.724	0.223	0.045	-1.541	1.131	-0.778	0.681	0.899	0.015	0.832	-0.727	-1.049	0.689	0.25	1.624	-1.5	-0.973	0.111	-0.032	-0.82	-0.865	0.596	1.335	-1.489	-0.728	-1.602	0.391
