feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t17	0.614	0.112	0.446	1.897	0.18	0.823	0.697	1.246	-1.233	0.159	0.386	-0.357	0.245	-1.314	-0.279	0.127	0.214	1.404	-0.335	0.931	1.159	-0.626	-1.429	-2.258	1.111	-0.547	-1.118	-1.348	-0.836	-0.082
t135	0.408	-0.677	0.031	1.927	0.24	1.098	0.931	1.431	-1.11	-0.045	0.331	-0.17	0.289	-1.266	0.016	0.593	0.92	1.463	-0.258	0.352	0.826	-0.649	-1.635	-2.019	1.068	-0.672	-1.279	-1.326	-0.755	-0.077
t15	0.604	-0.755	-0.732	1.415	0.224	0.733	0.628	2.141	-1.135	-0.439	0.026	-0.082	-0.028	-1.304	0.144	1.015	1.709	1.255	-0.792	-0.327	0.692	0.3	-1.184	-0.899	0.776	-0.063	-1.915	-1.255	-0.642	-0.12
t34	0.411	0.29	0.767	1.767	0.142	0.733	0.926	1.201	-1.257	0.237	0.463	-0.694	0.059	-1.517	-0.283	-0.281	0.02	1.335	-0.407	1.042	1.569	-0.643	-1.431	-2.099	1.498	-0.629	-1.093	-1.349	-0.71	-0.102
t64	1.224	-0.237	-1.05	2.008	0.169	0.345	-0.246	2.373	-1.19	-0.877	0.155	0.056	0.191	-1.467	0.042	1.492	1.879	1.277	-1.465	-0.683	0.563	0.844	-0.453	-1.283	0.415	0.388	-2.138	-1.349	-0.897	-0.102
t56	1.181	-1.204	-0.413	1.49	0.316	0.786	0.913	2.027	-1.026	-0.029	0.083	0.174	0.131	-1.019	0.096	1.062	1.718	1.38	-0.447	-0.214	0.079	-0.064	-1.629	-1.401	0.383	-0.282	-2.041	-1.22	-0.611	-0.226
t66	1.544	-1.05	-0.303	2.495	0.24	0.866	0.598	1.99	-1.231	-0.435	0.003	0.135	0.3	-1.272	0.105	0.994	1.342	1.346	-0.558	-0.161	0.49	0.068	-1.017	-2.401	0.311	-0.366	-1.606	-1.444	-0.745	-0.251
t169	0.555	-0.523	-0.368	1.5	0.232	0.795	0.345	1.801	-1.048	0.136	0.004	0.222	0.01	-0.897	-0.107	1.022	1.142	1.415	-0.402	-0.837	0.749	0.157	-1.386	-1.253	0.294	0.379	-1.668	-1.225	-0.936	-0.118
t68	0.817	-0.659	-1.236	1.524	0.354	0.755	0.236	2.164	-0.893	-0.046	0.026	0.56	0.304	-0.752	0.02	1.706	1.852	1.509	-0.783	-1.328	-0.238	0.376	-1.204	-1.244	-0.214	0.457	-1.941	-1.127	-0.909	-0.099
t10	0.371	-0.328	-0.421	1.532	0.257	0.868	0.712	1.642	-1.074	0.092	0.268	-0.082	0.144	-1.129	-0.042	0.773	0.91	1.445	-0.416	0.159	0.66	-0.291	-1.486	-1.569	0.8	-0.274	-1.465	-1.239	-0.758	-0.065
