V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t47	-0.093	1.607	-1.033	-3.816	-2.92	1.623	2.475	-0.01	-0.111	-0.051	1.454	-1.787	-0.146	-0.253	-0.591	-2.846	-1.462	2.097	-0.582	2.237	0.511	1.495	1.221	0.631	1.244	0.296	1.41	0.164	-1.553	-1.219
t64	1.241	-0.773	0.352	2.608	0.002	1.72	-0.858	-1.658	-3.326	-1.277	2.789	-1.089	0.683	3.171	2.144	2.057	0.044	-0.933	-0.431	-1.448	-1.696	-1.319	-3.44	-1.015	-0.263	1.856	-2.114	-1.712	2.912	1.758
t136	0.929	0.268	-0.184	-0.163	-1.03	1.4	0.473	-1.186	-1.76	-0.719	2.318	-1.323	0.418	1.533	1.014	0.228	-0.549	0.162	-0.427	-0.055	-0.743	0.389	-1.476	-0.198	0.429	1.066	-0.673	-1.112	0.694	0.273
t103	0.859	-0.457	0.059	1.368	-0.636	1.791	-0.227	-0.567	-2.923	-1.074	2.371	-1.285	0.46	2.705	1.588	1.096	-0.269	-0.519	-0.532	-0.728	-1.343	-1.202	-2.624	-0.723	-0.043	1.851	-1.537	-1.281	2.414	1.403
t73	0.475	0.967	-0.647	-2.281	-2.002	1.398	1.533	-0.332	-0.739	-0.316	1.765	-1.57	0.124	0.424	0.111	-1.325	-1.036	0.982	-0.477	1.081	-0.051	1.243	0.047	0.339	0.901	0.689	0.385	-0.474	-0.567	-0.651
t67	0.974	-0.443	0.072	1.536	-0.547	1.762	-0.318	0.307	-2.789	-1.037	2.507	-1.239	0.504	2.563	1.643	1.305	-0.225	-0.726	-0.489	-0.974	-1.384	-0.876	-2.682	-0.776	-0.044	1.671	-1.522	-1.389	2.01	0.603
t8	0.098	0.291	-0.464	-0.553	-1.828	2.104	0.946	1.309	-2.184	-0.732	1.975	-1.59	0.091	1.879	0.67	-0.776	-0.826	0.657	-0.711	0.646	-0.693	-0.998	-1.217	-0.378	0.349	1.454	-0.23	-0.481	1.004	0.184
t159	0.51	0.367	-0.298	-0.236	-1.418	1.807	0.727	-0.697	-1.967	-0.747	2.284	-1.422	0.283	1.724	0.897	-0.352	-0.671	0.674	-0.547	0.368	-0.689	-0.306	-1.359	-0.343	0.403	1.094	-0.365	-0.784	0.763	0.297
t146	0.67	-0.654	0.095	2.031	-0.636	2.13	-0.41	0.55	-3.402	-1.209	2.516	-1.295	0.435	3.178	1.776	1.238	-0.208	-0.592	-0.623	-0.886	-1.571	-1.973	-3.053	-1.041	-0.242	2.021	-1.66	-1.252	2.755	1.302
t38	0.691	-0.128	-0.127	0.428	-1.024	1.74	0.235	-0.779	-2.464	-0.91	2.162	-1.379	0.35	2.222	1.204	0.417	-0.477	-0.076	-0.543	-0.187	-1.022	-0.773	-1.954	-0.463	0.176	1.661	-1.085	-1.025	1.886	1.241
