V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t5	0.701	1.289	-0.594	-1.122	0.646	-0.825	-0.265	-1.24	0.56	-0.061	-1.344	-0.038	-0.669	0.601	-1.55	0.379	0.108	0.434	0.608	-1.323	0.557	2.605	0.751	-0.37	-1.382	-0.145	0.488	0.954	-0.131	0.375
t158	-0.523	1.829	-1.699	-0.763	0.834	0.145	1.888	-1.1	0.402	0.663	-0.944	-1.835	-1.508	0.227	-3.087	-0.457	-1.589	-0.181	1.13	1.446	1.331	2.456	0.714	-0.511	0.048	-0.506	-0.596	1.585	-0.009	0.607
t132	0.468	1.711	-1.806	-1.158	0.55	-0.348	0.901	-1.236	0.118	0.458	-0.871	-1.24	-1.47	0.344	-2.827	0.069	-0.871	0.273	1.59	0.145	1.027	2.783	0.746	-0.461	0.248	-0.367	-0.31	1.661	0.063	-0.194
t32	0.393	0.619	0.737	-0.853	0.137	0.081	-0.557	-0.661	1.328	-0.384	-2.048	1.106	0.505	0.416	0.582	-1.518	1.293	1.592	-0.679	-2.379	-1.078	1.627	0.845	-0.1	-3.321	0.024	0.082	-0.282	0.344	2.143
t2	0.948	1.451	-2.238	-1.794	-0.377	0.478	1.205	-0.622	-0.932	1.089	-0.918	-0.759	-1.315	-0.201	-1.875	-1.883	-0.069	2.13	1.093	-0.144	-0.447	2.494	0.894	-0.189	0.552	-0.243	-1.084	1.386	1.055	0.309
t123	0.273	1.183	-1.286	-1.075	-0.599	1.466	1.424	-0.298	-0.103	0.639	-1.303	-0.473	-0.626	-0.194	-0.884	-3.095	0.408	2.237	1.318	-0.413	-1.25	1.796	0.92	-0.076	-1.149	-0.281	-2.07	0.676	1.166	1.662
t169	0.699	1.355	-0.803	-1.446	1.029	-1.509	-0.289	-1.444	0.711	0.171	-1.309	-0.231	-0.918	0.462	-1.924	1.051	-0.444	0.19	-0.519	-0.869	1.093	2.775	0.724	-0.476	-0.471	-0.125	1.748	1.136	-0.298	-0.072
t28	1.426	0.557	0.157	-1.147	-0.437	0.004	-1.251	-0.851	1.776	-0.709	-1.798	1.131	0.276	0.25	0.502	-1.429	1.682	2.138	0.597	-3.512	-1.589	1.795	0.897	-0.1	-2.05	0.037	0.218	-0.019	0.623	0.824
t25	0.017	1.006	0.262	-0.821	0.748	-0.425	-0.072	-0.966	1.164	-0.135	-1.788	0.315	-0.064	0.555	-0.64	-0.467	0.244	0.586	-0.717	-1.182	0.163	2.007	0.754	-0.291	-2.5	-0.101	0.529	0.281	-0.098	1.635
t44	0.816	1.628	-2.412	-1.602	-0.027	0.133	1.216	-0.945	-0.332	0.887	-0.774	-1.269	-1.6	-0.067	-2.603	-1.045	-0.689	1.351	1.449	0.199	0.296	2.645	0.83	-0.345	1.183	-0.341	-0.671	1.694	0.687	-0.298
