feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t146	-0.764	1.116	-1.146	-0.411	1.216	0.733	-1.222	1.61	0.279	0.554	-0.063	1.394	2.259	-4.679	-1.029	-0.84	-2.926	-0.21	0.595	-1.151	1.676	1.683	1.811	-2.086	-0.847	3.125	-0.092	-0.588	0.329	-0.409
t151	-0.698	1.111	-1.128	-0.422	1.13	0.721	-1.195	1.597	-0.061	0.493	0.535	1.468	2.493	-4.855	-1.047	-0.854	-2.943	-0.226	0.571	-1.719	1.648	1.756	1.722	-1.867	-0.835	3.083	-0.1	-0.498	0.392	-0.446
t103	0.03	0.968	-0.679	-0.694	0.296	0.608	-0.735	0.639	-0.234	-0.602	0.449	1.135	1.924	-2.502	-1.108	-1.06	-2.619	-0.378	0.27	0.457	1.268	1.122	1.954	-1.48	-1.025	2.441	-0.584	0.234	-0.065	-0.061
t59	-0.089	1.128	-0.751	-0.641	0.331	0.624	-0.785	0.831	-0.9	-0.452	0.825	1.085	2.436	-3.04	-1.099	-0.948	-2.486	-0.353	0.328	-0.793	1.343	1.327	2.037	-1.501	-0.959	2.593	-0.554	0.267	0.003	0.157
t19	-0.039	1.052	-0.688	-0.671	0.325	0.616	-0.764	0.831	-0.542	-0.509	0.775	1.178	2.284	-2.977	-1.104	-0.986	-2.563	-0.354	0.302	-0.563	1.311	1.286	1.945	-1.26	-0.968	2.544	-0.559	0.169	-0.02	-0.061
t57	-0.196	1.039	-0.793	-0.612	0.507	0.645	-0.873	0.884	-0.467	-0.3	0.598	1.192	2.197	-3.16	-1.086	-1.007	-2.662	-0.342	0.349	-0.352	1.398	1.386	1.842	-1.448	-0.959	2.618	-0.467	0.033	0.085	-0.073
t131	-0.27	1.027	-0.864	-0.584	0.599	0.66	-0.891	0.901	-0.211	-0.196	0.171	1.089	2.036	-3.141	-1.065	-0.96	-2.676	-0.315	0.416	0.044	1.432	1.271	2.04	-2.1	-0.965	2.711	-0.39	0.09	0.085	0.039
t9	-0.437	0.775	-0.719	-0.592	0.673	0.702	-0.996	1.049	-0.251	-0.084	0.389	1.311	1.779	-3.441	-1.013	-1.07	-2.909	-0.273	0.446	-0.031	1.58	1.597	1.645	-1.342	-0.91	2.776	-0.211	-0.479	0.213	-0.199
t80	-1.072	0.944	-1.269	-0.322	1.645	0.782	-1.481	1.944	1.152	1.022	-0.678	1.617	1.804	-5.355	-0.994	-0.896	-3.313	-0.156	0.691	-0.739	1.856	1.86	1.525	-2.164	-0.823	3.33	0.132	-1.168	0.496	-0.899
t184	-0.061	0.988	-0.64	-0.674	0.295	0.632	-0.767	0.739	-0.661	-0.523	0.612	1.133	2.136	-2.799	-1.08	-1.025	-2.56	-0.347	0.31	-0.345	1.355	1.328	1.903	-1.266	-0.958	2.54	-0.521	0.132	-0.001	0.11
t197	-0.016	0.934	-0.636	-0.706	0.203	0.615	-0.748	0.648	-0.678	-0.638	0.786	1.103	2.039	-2.567	-1.093	-1.071	-2.549	-0.373	0.277	0.028	1.319	1.281	1.889	-1.201	-1	2.458	-0.567	0.156	-0.024	0.095
t106	-0.12	1.003	-0.678	-0.667	0.384	0.632	-0.791	0.834	-0.404	-0.447	0.463	1.19	2.092	-2.92	-1.084	-0.999	-2.596	-0.334	0.326	-0.239	1.349	1.292	1.935	-1.332	-0.961	2.581	-0.5	0.019	-0.031	-0.015
t185	-0.741	1.04	-1.126	-0.424	1.132	0.729	-1.232	1.499	0.245	0.479	-0.009	1.358	2.07	-4.416	-1.026	-0.91	-2.89	-0.232	0.574	-0.658	1.684	1.684	1.71	-2.052	-0.884	3.051	-0.133	-0.581	0.342	-0.321
t136	-0.368	0.952	-0.77	-0.596	0.641	0.682	-0.969	1.113	-0.211	-0.108	0.317	1.321	2.001	-3.536	-1.047	-1.003	-2.764	-0.278	0.41	-0.592	1.511	1.549	1.758	-1.165	-0.895	2.769	-0.323	-0.4	0.117	-0.155
t138	-0.371	0.973	-0.89	-0.562	0.691	0.665	-1.007	1.214	-0.214	-0.045	0.727	1.4	2.207	-3.797	-1.077	-0.97	-2.754	-0.297	0.43	-0.917	1.492	1.556	1.717	-1.258	-0.933	2.764	-0.31	-0.303	0.182	-0.35
t164	-0.242	1.148	-0.833	-0.606	0.489	0.644	-0.897	1.103	-0.724	-0.236	0.96	1.268	2.545	-3.663	-1.096	-0.926	-2.553	-0.316	0.361	-1.545	1.414	1.547	1.863	-1.053	-0.899	2.705	-0.459	-0.081	0.089	-0.026
t157	-0.277	0.903	-0.809	-0.609	0.634	0.66	-0.933	0.975	0.148	-0.201	0.168	1.218	1.783	-3.136	-1.063	-1.031	-2.822	-0.313	0.391	0.411	1.445	1.321	1.87	-1.623	-0.978	2.683	-0.377	-0.199	0.08	-0.306
t96	-0.064	0.965	-0.63	-0.684	0.329	0.641	-0.75	0.603	-0.438	-0.528	0.145	1.067	1.827	-2.47	-1.069	-1.056	-2.626	-0.346	0.305	0.492	1.341	1.183	2.009	-1.594	-0.975	2.522	-0.514	0.143	-0.063	0.199
t55	-0.469	0.925	-0.955	-0.532	0.863	0.685	-1.07	1.301	0.274	0.111	0.374	1.412	1.979	-3.946	-1.06	-0.973	-2.911	-0.272	0.47	-0.451	1.538	1.529	1.732	-1.556	-0.93	2.843	-0.22	-0.443	0.223	-0.499
t5	-0.493	1.004	-0.94	-0.519	0.805	0.688	-1.06	1.277	-0.266	0.102	0.576	1.301	2.248	-3.98	-1.051	-0.931	-2.797	-0.277	0.482	-0.85	1.567	1.606	1.791	-1.647	-0.915	2.88	-0.265	-0.315	0.24	-0.288
t26	-0.099	0.936	-0.71	-0.669	0.373	0.634	-0.794	0.72	-0.28	-0.48	0.354	1.101	1.885	-2.674	-1.079	-1.048	-2.642	-0.347	0.327	0.35	1.351	1.22	1.954	-1.6	-0.991	2.54	-0.485	0.098	-0.003	0.039
t81	-0.667	1.138	-1.151	-0.422	1.146	0.71	-1.198	1.586	0.338	0.49	0.112	1.475	2.298	-4.624	-1.058	-0.848	-2.877	-0.234	0.56	-1.194	1.611	1.615	1.771	-1.995	-0.877	3.054	-0.176	-0.485	0.299	-0.492
t114	-0.222	0.965	-0.742	-0.621	0.543	0.663	-0.886	0.923	-0.312	-0.256	0.41	1.314	1.996	-3.174	-1.067	-1.043	-2.749	-0.312	0.363	-0.311	1.422	1.411	1.768	-1.262	-0.923	2.643	-0.384	-0.171	0.083	-0.101
