V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t146	-1.659	1.186	-1.656	-0.107	2.308	0.88	-1.793	2.735	1.21	1.859	-0.791	1.724	2.388	-7.042	-0.929	-0.65	-3.406	-0.013	0.962	-2.509	2.148	2.289	1.569	-2.707	-0.653	3.886	0.498	-1.672	0.785	-1.003
t151	-1.643	1.345	-1.817	-0.041	2.314	0.867	-1.779	2.819	0.406	1.994	0.455	1.939	3.221	-7.931	-0.981	-0.551	-3.408	-0.026	0.992	-4.365	2.096	2.418	1.529	-2.877	-0.601	3.926	0.583	-1.311	0.985	-0.954
t103	0.405	0.983	-0.613	-0.785	0.012	0.537	-0.519	0.178	0.102	-1.046	0.232	0.984	1.694	-1.457	-1.173	-1.113	-2.496	-0.47	0.13	1.764	1.02	0.65	2.165	-1.794	-1.162	2.122	-0.838	0.794	-0.281	-0.029
t59	0.48	1.316	-0.447	-0.81	-0.443	0.535	-0.379	0.234	-2.623	-1.295	2.008	0.7	3.128	-1.942	-1.158	-0.948	-2	-0.472	0.12	-1.499	1.071	1.129	2.363	-1.179	-1	2.21	-0.959	1.2	-0.231	0.885
t19	-0.018	0.987	-0.614	-0.689	0.295	0.616	-0.777	0.976	-0.587	-0.533	1.193	1.262	2.393	-3.221	-1.098	-1.002	-2.63	-0.345	0.299	-1.047	1.336	1.409	1.809	-0.83	-0.942	2.569	-0.559	0.029	0.034	-0.319
t57	-0.16	1.143	-0.848	-0.583	0.481	0.63	-0.902	0.805	-0.808	-0.317	1.003	1.1	2.498	-3.174	-1.109	-1.026	-2.601	-0.395	0.305	-0.437	1.391	1.466	1.722	-1.436	-0.993	2.561	-0.621	0.243	0.162	-0.105
t131	-0.518	0.896	-0.985	-0.502	0.856	0.712	-1.04	1.059	0.045	0.112	-0.129	1.007	1.8	-3.434	-1.005	-0.957	-2.857	-0.263	0.556	0.484	1.609	1.36	2.032	-2.816	-0.948	2.916	-0.181	-0.084	0.274	-0.006
t9	-0.941	0.456	-0.786	-0.469	1.128	0.805	-1.274	1.414	-0.033	0.476	0.188	1.482	1.429	-4.293	-0.905	-1.107	-3.314	-0.167	0.664	0.088	1.92	2.01	1.324	-1.607	-0.835	3.108	0.265	-1.162	0.55	-0.425
t80	-2.524	0.736	-2.041	0.155	3.524	1.021	-2.521	3.69	3.693	3.202	-2.516	2.334	1.127	-8.931	-0.83	-0.785	-4.472	0.145	1.244	-1.3	2.651	2.75	0.835	-3.062	-0.588	4.491	1.117	-3.259	1.256	-2.368
t184	-0.08	0.795	-0.49	-0.694	0.209	0.656	-0.787	0.743	-0.941	-0.577	0.885	1.139	2.027	-2.769	-1.035	-1.107	-2.623	-0.329	0.33	-0.453	1.457	1.531	1.677	-0.902	-0.928	2.555	-0.453	-0.051	0.109	0.102
t197	0.823	0.701	0.076	-1.079	-1.074	0.488	-0.18	-0.561	-2.06	-2.098	1.585	0.692	1.652	0.127	-1.142	-1.373	-2.007	-0.557	-0.109	1.533	0.941	0.882	1.934	0.057	-1.158	1.669	-1.145	0.91	-0.49	0.962
t106	-0.402	1.089	-0.845	-0.566	0.736	0.678	-0.913	1.173	-0.095	-0.016	-0.037	1.34	2.19	-3.617	-1.055	-0.866	-2.65	-0.25	0.477	-0.851	1.455	1.352	2.019	-1.813	-0.887	2.852	-0.273	-0.225	0.036	-0.042
t185	-0.701	0.882	-0.912	-0.496	0.887	0.739	-1.18	1.166	-0.09	0.235	-0.249	1.2	1.585	-3.614	-0.985	-1.057	-2.775	-0.252	0.519	0.389	1.717	1.695	1.577	-1.848	-0.906	2.914	-0.203	-0.655	0.274	0.137
t136	0.107	0.686	-0.146	-0.864	-0.181	0.631	-0.624	0.343	-1.023	-1.034	0.419	1.137	1.423	-1.715	-1.034	-1.259	-2.472	-0.358	0.16	0.538	1.344	1.418	1.646	0.149	-0.942	2.293	-0.63	-0.273	-0.219	0.476
t138	0.274	1.114	-0.675	-0.79	-0.208	0.519	-0.642	0.812	-1.558	-0.991	2.515	1.311	2.898	-2.84	-1.209	-0.989	-2.155	-0.443	0.161	-2.162	1.116	1.365	1.879	0.087	-1.037	2.261	-0.796	0.378	-0.14	-0.061
t164	-0.683	1.168	-1.02	-0.48	0.905	0.718	-1.239	1.922	-0.812	0.394	1.643	1.692	3.003	-5.475	-1.058	-0.866	-2.766	-0.206	0.5	-3.937	1.7	2.278	1.377	0.048	-0.714	3.095	-0.172	-0.982	0.422	-0.487
t157	-0.767	0.659	-1.031	-0.478	1.29	0.753	-1.308	1.55	1.462	0.505	-0.65	1.453	1.096	-4.034	-0.983	-1.078	-3.377	-0.2	0.583	1.204	1.742	1.556	1.612	-1.885	-0.927	3.067	-0.01	-1.109	0.336	-1.041
t96	0.456	0.686	-0.002	-0.96	-0.426	0.593	-0.371	-0.272	-1.008	-1.451	-0.043	0.978	1.107	-0.432	-1.063	-1.353	-2.471	-0.429	0.044	1.979	1.121	0.919	1.884	-0.306	-1.018	1.992	-0.767	0.297	-0.418	0.732
t55	-0.742	0.592	-0.977	-0.5	1.177	0.746	-1.274	1.67	0.969	0.428	0.349	1.681	1.473	-4.519	-0.997	-1.079	-3.34	-0.192	0.578	-0.192	1.736	1.798	1.37	-1.188	-0.876	3.018	0.105	-1.206	0.434	-1.051
t5	-0.971	0.827	-1.126	-0.377	1.261	0.769	-1.39	1.838	-0.11	0.705	0.799	1.455	2.24	-5.163	-0.976	-0.909	-3.11	-0.188	0.685	-1.389	1.89	2.077	1.487	-1.775	-0.849	3.254	0.074	-0.947	0.599	-0.702
t26	-0.164	0.688	-0.656	-0.682	0.375	0.657	-0.845	0.697	-0.138	-0.487	0.345	1.046	1.495	-2.487	-1.034	-1.148	-2.793	-0.331	0.368	1.07	1.449	1.286	1.821	-1.679	-1.004	2.558	-0.378	-0.101	0.101	-0.033
t81	-1.448	1.45	-1.819	-0.085	2.188	0.818	-1.7	2.675	1.219	1.811	-0.587	1.915	2.774	-7.056	-1.025	-0.531	-3.092	-0.06	0.921	-3.183	1.936	1.993	1.735	-3.007	-0.715	3.77	0.316	-1.141	0.658	-0.89
t114	-0.228	0.845	-0.557	-0.686	0.52	0.701	-0.819	0.788	-0.28	-0.298	0.008	1.537	1.577	-2.855	-1.027	-1.148	-2.894	-0.258	0.354	-0.191	1.417	1.403	1.654	-0.711	-0.821	2.613	-0.217	-0.538	0.012	0.095
t153	-1.164	1.028	-1.366	-0.25	1.626	0.788	-1.475	2.013	0.474	1.118	0.037	1.646	2.347	-5.789	-0.995	-0.773	-3.101	-0.149	0.772	-1.634	1.891	2.003	1.546	-2.512	-0.823	3.39	0.222	-0.913	0.624	-0.618
t122	-1.217	0.681	-1.166	-0.316	1.707	0.85	-1.646	2.348	0.81	1.194	0.401	2.011	1.839	-6.135	-0.932	-1.033	-3.629	-0.083	0.738	-2.019	2.075	2.475	0.939	-0.589	-0.678	3.471	0.37	-1.957	0.8	-1.365
t8	-1.267	0.978	-1.354	-0.181	1.847	0.83	-1.591	1.813	0.906	1.282	-0.838	1.394	1.939	-5.494	-0.944	-0.878	-3.306	-0.169	0.771	-0.064	2.025	2.031	1.406	-3.039	-0.851	3.43	0.148	-0.899	0.743	-0.699
t172	-0.082	1.051	-0.699	-0.639	0.3	0.612	-0.81	0.636	-0.633	-0.508	0.717	1.03	2.252	-2.837	-1.106	-1.03	-2.496	-0.402	0.267	0.144	1.346	1.349	1.814	-1.508	-1.028	2.485	-0.678	0.317	0.042	0.088
t181	-0.417	1.187	-1.039	-0.508	0.815	0.68	-0.942	1.262	-0.518	0.074	0.612	1.175	2.69	-4.064	-1.068	-0.793	-2.728	-0.262	0.52	-1.623	1.483	1.43	2.196	-2.245	-0.874	2.926	-0.206	0.085	0.203	-0.062
t155	-0.115	1.244	-0.987	-0.585	0.338	0.593	-0.805	0.928	-0.849	-0.387	0.993	1.111	2.795	-3.359	-1.15	-0.828	-2.225	-0.369	0.37	-1.541	1.299	1.299	2.117	-1.804	-1.011	2.581	-0.523	0.524	0.026	0.315
t38	0.533	0.975	-0.257	-0.897	-0.677	0.513	-0.393	-0.058	-1.924	-1.543	1.435	0.864	2.253	-1.157	-1.159	-1.162	-1.862	-0.509	0.027	-0.169	1.062	1.149	1.867	-0.221	-1.096	1.937	-1.023	0.868	-0.32	0.944
t144	1.057	1.041	-0.09	-1.114	-1.143	0.421	-0.092	-0.268	-2.254	-2.228	2.337	0.738	2.371	-0.218	-1.24	-1.213	-1.862	-0.586	-0.18	0.062	0.735	0.726	2.312	0.395	-1.157	1.635	-1.331	1.156	-0.67	0.654
t189	0.44	0.441	0.222	-1.064	-0.586	0.563	-0.396	-0.049	-0.984	-1.621	0.605	1.393	1.008	-0.561	-1.08	-1.449	-2.474	-0.431	-0.013	1.312	1.111	1.177	1.405	1.532	-1.025	1.881	-0.738	-0.34	-0.485	0.204
t171	-1.442	0.787	-1.473	-0.166	2.18	0.878	-1.738	2.31	1.963	1.627	-1.322	1.811	1.377	-6.012	-0.913	-0.899	-3.671	-0.055	0.893	-0.232	2.108	2.037	1.343	-2.74	-0.766	3.638	0.497	-1.634	0.778	-1.22
t25	-0.142	0.825	-0.654	-0.671	0.458	0.634	-0.848	0.802	0.001	-0.413	0.343	1.4	1.679	-2.738	-1.087	-1.119	-2.777	-0.351	0.315	0.578	1.351	1.267	1.664	-1.075	-1.012	2.489	-0.432	-0.188	-0.009	-0.292
t69	-1.816	0.597	-1.456	-0.093	2.488	0.933	-2.043	2.923	2.126	2.058	-0.924	2.251	1.448	-7.279	-0.867	-0.963	-3.904	0.015	0.974	-1.555	2.377	2.72	0.6	-1.405	-0.66	3.859	0.729	-2.603	1.055	-1.801
t102	-1.263	0.802	-1.194	-0.298	1.751	0.841	-1.686	2.631	0.723	1.316	0.781	2.293	2.215	-6.797	-0.962	-0.955	-3.538	-0.064	0.736	-3.399	2.06	2.649	0.786	0.05	-0.627	3.522	0.373	-2.143	0.793	-1.512
t91	-0.519	1.1	-0.976	-0.521	0.84	0.679	-1.144	1.641	0.016	0.257	0.766	1.986	2.437	-4.766	-1.109	-0.938	-2.688	-0.241	0.436	-2.871	1.519	1.9	1.285	0.185	-0.806	2.848	-0.19	-0.876	0.213	-0.477
t39	0.169	1.111	-0.431	-0.824	-0.097	0.582	-0.579	0.612	-1.132	-0.896	1.028	1.505	2.306	-2.533	-1.148	-1.064	-2.289	-0.366	0.142	-1.618	1.134	1.333	1.758	0.471	-0.892	2.286	-0.634	-0.044	-0.285	0.393
t132	-1.085	0.878	-1.047	-0.308	1.677	0.841	-1.357	1.835	0.581	1.032	-0.824	1.672	1.877	-5.216	-0.918	-0.87	-3.4	-0.092	0.776	-0.975	1.919	1.895	1.587	-2.382	-0.722	3.405	0.367	-1.098	0.541	-0.612
t130	1.006	0.774	0.27	-1.158	-1.123	0.501	0.061	-0.905	-1.941	-2.304	0.633	0.466	1.353	0.965	-1.11	-1.341	-2.089	-0.528	-0.129	2.453	0.815	0.416	2.46	-0.709	-1.112	1.642	-1.14	1.212	-0.737	1.293
t194	1.421	0.437	0.784	-1.379	-1.855	0.448	0.331	-1.512	-2.997	-3.119	1.547	0.483	1.054	2.244	-1.122	-1.614	-1.941	-0.624	-0.353	2.982	0.677	0.477	2.114	0.792	-1.173	1.158	-1.309	1.29	-0.892	1.644
t58	0.132	0.953	-0.306	-0.912	-0.214	0.591	-0.558	0.577	-1.072	-1.005	0.94	1.548	1.938	-2.222	-1.121	-1.132	-2.319	-0.333	0.137	-1.39	1.148	1.339	1.743	1.019	-0.858	2.288	-0.575	-0.404	-0.363	0.428
t48	-0.989	1.18	-1.446	-0.289	1.522	0.747	-1.496	1.984	0.513	0.959	0.31	1.391	2.439	-5.359	-1.032	-0.82	-3.044	-0.216	0.675	-1.163	1.819	1.871	1.656	-2.392	-0.885	3.328	-0.152	-0.751	0.559	-0.945
t17	-1.332	0.647	-1.247	-0.307	2.031	0.882	-1.548	2.095	2.044	1.344	-1.536	1.81	0.942	-5.339	-0.887	-0.954	-3.809	-0.019	0.857	0.431	2.002	1.772	1.621	-2.588	-0.725	3.558	0.597	-1.822	0.551	-1.103
t158	-0.811	0.897	-0.963	-0.465	1.232	0.782	-1.206	1.489	0.751	0.571	-0.732	1.593	1.568	-4.367	-0.97	-0.966	-3.124	-0.143	0.607	-0.54	1.722	1.668	1.656	-1.687	-0.764	3.132	0.088	-1.033	0.295	-0.291
t170	0.786	0.869	-0.095	-0.961	-0.651	0.524	-0.244	-0.36	-1.456	-1.735	1.161	0.905	1.824	-0.638	-1.156	-1.314	-2.316	-0.525	-0.081	1.112	0.947	0.91	1.879	-0.324	-1.082	1.769	-0.997	0.929	-0.361	0.678
t149	0.014	0.439	-0.179	-0.851	0.088	0.631	-0.756	0.523	0.004	-0.846	0.359	1.594	1.012	-1.907	-1.05	-1.387	-2.87	-0.36	0.176	1.209	1.347	1.417	1.176	0.711	-0.992	2.251	-0.483	-0.73	-0.118	-0.427
t12	-1.427	1.259	-1.872	-0.098	2.179	0.806	-1.704	2.627	1.461	1.728	-0.457	1.699	2.516	-6.777	-1.016	-0.549	-3.229	-0.08	0.955	-2.124	1.954	1.839	1.957	-3.628	-0.817	3.762	0.355	-0.997	0.687	-1.131
