feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t140	1.013	2.004	-0.061	-0.223	-1.325	-0.591	-0.385	0.442	-1.308	-0.175	1.088	0.799	-1.877	0.413	-0.07	-0.686	0.393	1.186	0.902	0.423	0.302	-0.981	0.356	-1.057	-0.16	-1.429	-0.782	3.458	-0.684	-0.999
t20	1.07	1.836	0	-0.699	-0.997	-0.046	-0.41	0.126	-0.841	-0.727	0.785	0.684	-0.958	-0.147	-0.155	-0.447	0.737	1.116	1.149	0.169	0.139	-1.227	0.28	-0.612	-0.053	-2.11	-1.084	3.565	-0.42	-0.735
t156	0.8	2.499	-0.082	-1.374	-1.515	-1.468	-0.108	0.267	-1.087	-0.492	1.563	0.791	-1.474	0.402	0.182	-0.549	0.281	1.149	1.13	0.333	0.187	-0.935	0.079	-0.824	-0.416	-0.836	-0.283	3.502	-0.889	-0.847
t172	0.857	2.616	0.011	-2.926	-1.314	-0.698	-0.207	-0.023	-1.113	-0.47	1.406	0.957	-0.989	-0.082	0.475	-0.554	0.674	1.984	1.076	0.426	0.181	-1.149	0.394	-0.722	-0.395	-0.877	-0.961	3.322	-0.808	-1.109
t95	1.039	2.164	-0.044	-0.671	-1.257	-0.427	-0.396	0.06	-1.111	0.49	0.537	0.513	-1.861	0.077	0.161	-0.59	0.688	1.177	1.241	0.322	0.258	-1.06	0.396	-0.88	-0.162	-1.63	-0.651	3.25	-0.751	-0.893
t152	0.843	1.949	0.042	-2.445	-1.078	-0.407	-0.091	-0.251	-0.745	-0.671	1.279	0.836	-0.64	-0.172	-0.154	-0.484	0.68	1.361	1.534	-0.109	0.043	-1.14	-0.003	-0.177	-0.108	-1.694	-0.635	3.561	-0.585	-0.554
t65	0.958	1.633	-0.047	-0.158	-1.119	-0.38	-0.331	0.329	-0.761	-0.557	1.087	0.49	-1.382	0.276	-0.386	-0.505	0.512	0.548	1.312	0.149	0.118	-1.064	-0.116	-0.513	0.049	-2.256	-0.719	3.692	-0.419	-0.453
t121	1.048	1.484	-0.067	0.175	-0.974	-0.161	-0.342	0.404	-0.629	-0.535	0.458	0.332	-1.566	0.178	-0.475	-0.454	0.562	0.357	1.278	0.256	0.088	-1.08	0.04	-0.563	0.282	-2.307	-0.717	3.713	-0.281	-0.525
t148	0.968	2.248	-0.047	-1.509	-1.355	-0.838	-0.196	0.014	-1.031	-0.261	1.37	0.707	-1.001	-0.088	0.079	-0.531	0.543	1.449	1.085	0.37	0.09	-1.149	0.313	-0.666	-0.173	-1.167	-0.891	3.385	-0.803	-0.93
t83	1.029	1.749	0.032	-1.095	-0.844	0.227	-0.434	-0.015	-0.634	-0.423	0.548	0.42	-1.308	-0.227	0.024	-0.489	0.968	1.067	1.479	0.148	0.115	-1.235	0.248	-0.467	-0.058	-2.503	-0.95	3.511	-0.394	-0.504
t12	0.931	2.275	0.044	-1.849	-1.137	-0.075	-0.421	-0.108	-1.222	0.259	0.839	0.753	-1.678	-0.064	0.328	-0.738	0.859	1.91	1.322	0.331	0.345	-1.129	0.527	-0.86	-0.27	-1.571	-0.92	3.143	-0.764	-1.077
t119	1.157	1.346	-0.005	-1.084	-1.222	-0.494	0.027	0.051	-0.996	-1.006	1.422	0.917	-0.751	0.084	-0.575	-0.489	0.468	1.03	0.964	-0.187	-0.064	-1.054	0.073	-0.203	0.221	-1.689	-0.693	3.795	-0.551	-0.509
t133	0.885	2.282	0.045	-1.397	-0.93	-0.075	-0.466	-0.149	-0.862	0.023	0.263	0.569	-1.63	-0.179	0.407	-0.582	1.009	1.444	1.521	0.092	0.332	-1.146	0.457	-0.853	-0.354	-1.933	-0.531	3.216	-0.647	-0.821
t130	1.17	1.836	0.107	-1.831	-0.844	0.607	-0.321	-0.546	-0.924	0.007	0.082	0.609	-1.01	-0.652	0.004	-0.536	1.155	1.728	1.579	-0.133	0.177	-1.341	0.583	-0.371	0.157	-2.367	-1.051	3.278	-0.471	-0.695
t82	0.906	2.005	-0.013	-2.259	-1.189	-0.721	-0.052	-0.035	-0.667	-0.964	1.423	0.765	-0.635	-0.073	-0.029	-0.379	0.612	1.153	1.299	0.119	-0.058	-1.117	-0.024	-0.238	-0.256	-1.467	-0.661	3.67	-0.598	-0.533
t161	1.133	1.531	-0.052	-0.257	-0.92	-0.059	-0.25	0.33	-0.581	-1.436	0.799	0.553	-0.678	-0.099	-0.739	-0.368	0.474	0.558	1.074	0.409	-0.039	-1.269	0.111	-0.335	0.446	-2.283	-1.31	3.893	-0.095	-0.559
t68	0.971	1.897	-0.006	-1.488	-1.099	-0.365	-0.158	-0.171	-0.836	-0.481	0.988	0.761	-0.796	-0.103	-0.351	-0.416	0.628	1.002	1.311	0.059	0.052	-1.143	0.066	-0.24	0.037	-1.862	-0.773	3.552	-0.481	-0.571
t87	0.78	2.026	-0.026	-1.88	-0.95	-0.22	-0.248	0.356	-0.508	-0.824	0.887	0.454	-1.252	0.111	-0.281	-0.397	0.51	0.72	1.531	0.4	0.087	-1.115	-0.167	-0.246	0.297	-2.018	-0.975	3.729	-0.166	-0.63
t23	0.755	2.211	-0.098	-0.717	-1.253	-1.028	-0.341	0.538	-0.765	-0.829	1.424	0.672	-1.415	0.475	-0.05	-0.503	0.339	0.733	1.144	0.536	0.184	-0.977	-0.07	-0.839	-0.419	-1.359	-0.562	3.614	-0.613	-0.804
