V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t140	1.189	1.865	-0.166	2.223	-1.831	-1.057	-0.581	1.216	-2.42	0.751	1.337	1.123	-3.562	1.376	-0.114	-1.11	-0.188	1.267	0.05	0.749	0.66	-0.621	0.767	-2.119	-0.222	-0.705	-0.658	3.338	-1.015	-1.547
t20	1.221	1.309	0.058	-0.475	-0.71	0.505	-0.497	-0.044	-0.603	-1.226	0.672	0.785	-0.267	-0.511	-0.3	-0.285	1.006	1.044	1.14	-0.238	-0.005	-1.364	0.293	-0.338	-0.133	-2.758	-1.295	3.722	-0.255	-0.455
t156	0.552	3.041	-0.134	-2.57	-2.055	-3.202	0.362	0.124	-1.19	-0.697	2.697	1.095	-1.36	0.786	0.611	-0.484	-0.091	1.153	1.155	0.018	0.062	-0.643	-0.253	-0.716	-1.113	0.495	0.864	3.569	-1.488	-0.596
t172	0.939	3.267	-0.038	-3.36	-1.767	-1.696	-0.03	0.337	-1.631	-1.358	1.998	1.609	-0.89	0.272	0.983	-0.563	0.314	2.656	0.246	0.724	0.26	-1.004	0.72	-1.372	-0.979	0.704	-0.788	3.375	-1.209	-1.727
t95	1.252	1.925	0.019	-1.166	-1.18	-0.06	-0.354	-0.702	-1.025	1.544	-0.121	0.366	-1.818	-0.398	0.455	-0.468	1.216	1.217	1.589	-0.276	0.125	-1.107	0.538	-0.486	-0.367	-2.061	-0.243	2.995	-0.965	-0.447
t152	0.515	2.254	0.108	-4.025	-0.997	-0.522	0.051	-0.625	-0.734	-0.224	1.309	1.004	-0.427	-0.345	-0.066	-0.519	0.718	1.715	1.944	-0.561	0.085	-1.091	-0.125	0.092	0.025	-1.458	-0.256	3.442	-0.674	-0.62
t65	1.327	1.941	-0.156	1.953	-0.992	0.701	-0.845	1.111	-0.815	-0.487	-0.031	-0.124	-2.218	0.264	-0.638	-0.437	0.296	0.008	1.066	1.326	0.274	-1.386	0.226	-0.972	0.97	-3.3	-2.43	3.842	0.375	-0.856
t121	1.451	0.391	-0.251	4.551	-0.977	-0.543	-0.306	1.5	-0.43	-1.864	-0.16	0.121	-2.135	0.972	-1.479	-0.28	-0.084	-1.483	0.595	0.315	-0.028	-0.829	-0.2	-0.967	0.721	-2.75	-0.207	4.468	0.112	-0.24
t148	1.071	2.425	-0.106	-1.247	-2.042	-1.82	-0.058	0.035	-1.979	0.821	2.418	1	-1.395	0.139	0.394	-0.827	0.222	2.292	0.413	0.484	0.148	-1.026	0.725	-1.185	-0.318	0.149	-0.887	3.058	-1.52	-1.386
t83	1.518	2.188	0.034	-0.083	-0.329	2.265	-1.142	0.285	-0.609	0.205	-1.555	-0.358	-2.323	-0.926	0.401	-0.447	1.456	1.281	1.452	1.329	0.318	-1.78	1.193	-0.958	0.774	-3.947	-2.954	3.316	0.414	-1.03
t12	1.287	3.426	0.052	-1.862	-1.026	1.454	-1.069	0.111	-1.896	1.437	-0.683	0.469	-2.937	-0.532	1.006	-0.977	1.107	3.152	1.066	1.775	0.807	-1.547	1.745	-1.801	0.271	-1.739	-2.932	2.562	-0.408	-2.328
