feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t20	-0.319	0.681	-0.807	-0.283	0.139	-1.494	-0.614	1.507	-0.746	1.261	1.478	1.379	0.735	-2.124	-1.77	-0.285	-0.122	0.349	1.346	0.891	-0.851	0.525	1.001	-0.844	-1.924	-0.487	1.064	0.192	0.177	-0.06
t93	-0.092	0.604	-0.544	0.172	0.715	-1.554	-0.33	1.549	-0.212	0.453	1.78	0.73	0.603	-2.543	-1.612	-0.048	-0.721	0.218	1.019	0.789	-0.98	0.82	0.852	-1.064	-1.359	-0.598	0.721	0.348	0.338	-0.058
t108	-0.44	0.442	-0.19	0.455	0.652	-1.716	-0.576	1.815	-0.776	0.847	1.661	1.025	0.924	-2.065	-1.485	-0.18	-0.784	0.295	1.359	0.869	-0.921	-0.242	0.962	-0.809	-1.332	-0.495	0.542	0.176	0.058	-0.081
t144	0.002	0.475	-0.23	0.474	1.159	-1.617	0.106	1.613	0.155	0.138	2.006	0.16	0.526	-2.788	-1.45	0.14	-1.124	0.129	0.804	0.726	-1.064	0.867	0.749	-1.188	-0.976	-0.687	0.323	0.389	0.372	-0.196
t114	0.443	0.803	-0.617	0.013	1.261	-1.415	-0.534	1.519	0.537	0.149	2.13	0.399	0.326	-3.048	-1.532	0.327	-1.026	-0.093	0.747	0.764	-1.024	0.709	0.743	-1.281	-0.928	-0.669	0.443	0.02	0.792	0.033
t133	-0.246	0.337	-0.108	0.721	1.012	-1.706	0.474	1.642	-0.169	0.356	1.85	0.163	0.63	-2.63	-1.418	0.029	-0.985	0.22	0.874	0.725	-1.062	0.756	0.767	-1.101	-1.063	-0.691	0.251	0.565	0.111	-0.31
t33	-0.297	0.609	-0.658	-0.213	0.39	-1.519	0.041	1.499	-0.516	1.074	1.545	0.904	0.586	-2.398	-1.702	-0.137	-0.359	0.314	1.109	0.828	-0.92	1.075	0.898	-0.97	-1.724	-0.58	0.729	0.453	0.16	-0.226
t91	-0.773	0.353	-0.357	0.246	-0.014	-1.746	-0.389	1.69	-1.3	1.056	1.318	1.348	1.058	-1.765	-1.692	-0.533	-0.201	0.6	1.517	0.871	-0.875	0.504	1.04	-0.683	-1.911	-0.47	0.981	0.545	-0.282	-0.142
t170	-0.41	0.471	-0.496	0.098	0.387	-1.613	0.135	1.514	-0.593	0.725	1.561	0.836	0.695	-2.304	-1.678	-0.226	-0.459	0.42	1.111	0.8	-0.945	1.135	0.901	-0.951	-1.687	-0.584	0.737	0.584	0.038	-0.206
t57	-0.767	0.184	-0.159	0.781	0.257	-1.829	0.286	1.675	-1.112	0.546	1.453	0.902	1.019	-1.93	-1.579	-0.462	-0.544	0.598	1.304	0.795	-0.97	0.696	0.955	-0.8	-1.662	-0.551	0.674	0.759	-0.313	-0.211
