V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t156	-0.459	-2.582	0.368	-0.134	-2.099	1.119	0.583	-1.199	-1.138	0.129	0.008	1.067	1.441	-0.274	1.541	2.369	-0.148	1.064	1.379	0.138	-1.506	-0.1	-0.306	-0.191	-1.701	0.716	0.967	0.874	0.371	-2.298
t34	0.113	-0.615	0.757	0.685	-2.291	0.093	-0.549	-2.7	1.938	1.03	3.653	-0.217	-0.206	-0.093	1.657	2.799	0.814	-0.581	0.428	-0.543	-0.571	-1.236	1.033	-1.721	-2.583	1.516	-1.782	-1.047	0.362	-0.15
t87	-2.245	-1.109	-1.014	-1.738	-3.059	1.797	0.852	-0.157	2.743	-1.495	2.407	2.394	2.566	-1.067	0.619	-0.291	1.98	1.45	2.413	-1.59	-0.829	0.467	-1.975	-1.204	-0.962	-1.029	3.659	2.078	-0.198	-5.508
t157	0.044	-1.327	0.72	0.527	-2.171	0.374	-0.209	-2.292	0.726	0.847	2.355	0.105	0.243	-0.101	1.678	2.83	0.378	-0.087	0.664	-0.22	-0.908	-0.914	0.715	-1.177	-2.351	1.373	-1.083	-0.517	0.4	-0.626
t84	-1.108	-2.139	-0.133	-0.729	-2.429	1.397	0.722	-0.775	0.109	-0.476	0.713	1.583	1.901	-0.559	1.213	1.418	0.564	1.263	1.78	-0.443	-1.304	0.143	-0.944	-0.491	-1.407	0.072	2.02	1.37	0.172	-3.508
t124	0.344	-1.361	0.947	0.823	-2.054	0.19	-0.346	-2.569	0.451	1.152	2.339	-0.193	-0.059	0.026	1.817	3.239	0.164	-0.285	0.436	-0.038	-0.921	-1.093	1.065	-1.169	-2.531	1.686	-1.7	-0.853	0.479	0.009
t107	-1.388	-1.071	-0.367	-0.875	-2.75	1.226	0.405	-1.011	2.197	-0.6	2.602	1.497	1.635	-0.708	1.007	0.856	1.462	0.802	1.729	-1.137	-0.802	-0.095	-0.929	-1.281	-1.513	-0.118	1.794	1.034	0.017	-3.627
t193	0.965	-0.772	1.404	1.519	-1.946	-0.413	-0.913	-3.46	1.048	1.889	3.497	-1.044	-1.033	0.268	2.056	3.973	0.166	-1.107	-0.204	0.004	-0.637	-1.722	2.009	-1.652	-3.081	2.402	-3.491	-1.966	0.589	1.632
t7	-0.622	-0.987	0.21	-0.097	-2.485	0.697	-0.018	-1.802	1.801	0.209	2.868	0.675	0.774	-0.39	1.35	1.873	1.031	0.19	1.103	-0.758	-0.754	-0.619	0.023	-1.393	-2.019	0.701	0.085	0.066	0.205	-1.921
t93	-0.216	-1.277	0.523	0.273	-2.277	0.528	-0.099	-2.06	0.997	0.584	2.405	0.357	0.494	-0.211	1.556	2.469	0.577	0.074	0.857	-0.389	-0.887	-0.766	0.417	-1.196	-2.199	1.102	-0.562	-0.236	0.33	-1.172
t69	-0.896	-1.519	0.014	-0.439	-2.478	1.053	0.349	-1.278	1.052	-0.16	1.867	1.146	1.348	-0.489	1.264	1.596	0.848	0.721	1.456	-0.64	-1.009	-0.235	-0.484	-0.972	-1.704	0.358	1.086	0.729	0.177	-2.762
t146	0.02	-1.198	0.699	0.519	-2.206	0.347	-0.252	-2.329	0.968	0.842	2.584	0.085	0.201	-0.115	1.657	2.775	0.481	-0.149	0.651	-0.299	-0.848	-0.948	0.728	-1.272	-2.37	1.36	-1.13	-0.568	0.384	-0.62
t110	0.441	-2.381	1.043	0.793	-1.809	0.463	0.042	-2.177	-1.429	1.094	0.509	0.065	0.375	0.097	1.935	3.546	-0.584	0.279	0.619	0.531	-1.403	-0.756	0.846	-0.4	-2.323	1.688	-1.12	-0.328	0.583	-0.246
t149	-2.778	-1.515	-1.409	-2.321	-3.179	2.264	1.281	0.539	2.401	-2.109	1.598	3.069	3.327	-1.283	0.401	-0.936	2.037	2.075	2.919	-1.684	-1.031	0.952	-2.746	-0.873	-0.533	-1.631	5.085	2.947	-0.307	-6.842
t183	-1.478	-0.936	-0.438	-0.948	-2.811	1.24	0.393	-0.988	2.504	-0.672	2.834	1.542	1.659	-0.75	0.956	0.712	1.609	0.783	1.765	-1.254	-0.739	-0.09	-0.993	-1.379	-1.491	-0.2	1.882	1.056	-0.016	-3.761
t20	-1.606	-1.462	-0.523	-1.142	-2.751	1.498	0.683	-0.611	1.655	-0.887	1.863	1.86	2.073	-0.788	0.936	0.629	1.338	1.206	2.001	-1.06	-0.989	0.198	-1.32	-0.968	-1.272	-0.388	2.565	1.541	-0.007	-4.282
t79	-0.51	-0.866	0.292	0.029	-2.469	0.584	-0.126	-1.969	1.94	0.343	3.104	0.517	0.591	-0.346	1.392	2.003	1.041	0.033	0.984	-0.758	-0.696	-0.738	0.198	-1.491	-2.122	0.831	-0.249	-0.144	0.224	-1.624
t173	-0.616	-1.051	0.216	-0.1	-2.47	0.715	0.006	-1.777	1.684	0.205	2.755	0.691	0.801	-0.385	1.357	1.893	0.984	0.224	1.115	-0.722	-0.784	-0.598	0.009	-1.345	-2.006	0.701	0.121	0.099	0.211	-1.937
t150	-0.887	-1.967	0.031	-0.486	-2.382	1.195	0.536	-1.074	0.254	-0.22	1.059	1.293	1.573	-0.472	1.301	1.687	0.539	0.993	1.561	-0.407	-1.22	-0.066	-0.62	-0.634	-1.592	0.324	1.411	0.998	0.214	-2.946
