V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t97	-6.037	-3.223	-3.559	-2.06	-3.42	-3.016	-3.763	-3.945	-2.927	-3.273	-2.713	-2.44	-3.88	-4.276	-5.113	-4.483	-3.962	-5.615	-2.867	-4.991	-3.226	-3.465	-4.185	-3.598	-3.508	-2.678	-4.085	-4.376	-3.464	-3.841
t68	-5.874	-3.205	-3.446	-2.037	-3.202	-3.058	-3.717	-3.864	-2.974	-3.294	-2.729	-2.454	-4.009	-4.171	-5.185	-4.57	-3.964	-5.665	-2.943	-5.122	-3.243	-3.464	-4.241	-3.596	-3.517	-2.694	-4.099	-4.565	-3.406	-3.834
t82	-5.769	-2.961	-3.491	-4.267	-4.484	-3.279	-5.181	-5.502	-2.488	-3.604	-3.027	-1.802	-3.164	-3.458	-4.96	-3.841	-4.838	-4.738	-3.024	-4.928	-3.346	-2.689	-4.475	-3.574	-4.79	-2.75	-2.68	-3.418	-4.049	-4.615
t106	-5.941	-2.999	-3.604	-4.145	-4.628	-3.224	-5.148	-5.479	-2.468	-3.566	-2.994	-1.829	-3.095	-3.619	-4.9	-3.798	-4.78	-4.744	-2.94	-4.809	-3.325	-2.743	-4.404	-3.581	-4.696	-2.734	-2.772	-3.302	-4.073	-4.575
t143	-6.172	-3.08	-3.898	-5.17	-5.495	-3.458	-5.872	-6.402	-2.441	-3.856	-3.285	-1.716	-2.795	-3.546	-4.943	-3.618	-5.33	-4.512	-3.113	-4.823	-3.528	-2.573	-4.65	-3.744	-5.457	-2.92	-2.314	-2.89	-4.545	-5.095
t135	-3.582	-3.017	-1.906	-5.162	-1.47	-4.36	-5.572	-4.657	-3.314	-4.319	-3.658	-2.342	-5.794	-2.203	-6.386	-5.447	-5.247	-5.683	-4.504	-7.281	-4.003	-3.077	-5.667	-3.922	-5.042	-3.364	-3.305	-6.53	-3.629	-4.847
t67	-3.268	-3.393	-1.808	-5.771	-0.943	-5.061	-6.004	-4.806	-3.957	-4.912	-4.228	-2.856	-6.927	-2.148	-7.201	-6.301	-5.769	-6.337	-5.342	-8.373	-4.571	-3.529	-6.416	-4.392	-5.57	-3.92	-3.799	-7.847	-3.869	-5.312
t35	-4.708	-2.901	-2.613	-3.283	-2.387	-3.412	-4.382	-4.127	-2.877	-3.541	-2.936	-2.144	-4.473	-3.085	-5.463	-4.668	-4.368	-5.392	-3.395	-5.799	-3.362	-3.027	-4.65	-3.524	-4.071	-2.772	-3.437	-5.083	-3.346	-4.12
t86	-5.139	-2.984	-3.209	-7.009	-4.922	-4.112	-7.024	-7.029	-2.524	-4.394	-3.775	-1.592	-3.528	-2.579	-5.471	-3.924	-6.063	-4.392	-3.849	-5.796	-3.916	-2.315	-5.352	-3.916	-6.332	-3.259	-1.786	-3.622	-4.776	-5.691
t200	-3.966	-2.825	-2.159	-5.269	-2.317	-4.004	-5.65	-5.031	-2.877	-4.068	-3.425	-1.955	-4.875	-2.251	-5.859	-4.781	-5.173	-5.138	-4.018	-6.532	-3.729	-2.712	-5.281	-3.7	-5.064	-3.091	-2.767	-5.417	-3.723	-4.797
t112	-2.981	-3.242	-1.713	-8.312	-1.947	-5.506	-7.717	-6.427	-3.616	-5.398	-4.687	-2.355	-6.521	-1.384	-7.219	-5.839	-6.772	-5.583	-5.674	-8.541	-4.844	-2.901	-6.87	-4.502	-6.901	-4.139	-2.576	-7.141	-4.564	-6.2
t149	-4.801	-3.315	-2.643	-2.289	-1.488	-3.639	-3.818	-3.235	-3.496	-3.668	-3.059	-2.873	-5.563	-3.672	-5.997	-5.546	-4.092	-6.322	-3.736	-6.414	-3.617	-3.831	-4.867	-3.826	-3.48	-3.051	-4.684	-6.375	-3.148	-3.883
t33	-4.356	-3.122	-2.819	-8.913	-4.618	-4.986	-8.241	-7.906	-2.901	-5.162	-4.502	-1.701	-4.427	-1.833	-6.251	-4.478	-7.046	-4.537	-4.84	-7.002	-4.532	-2.265	-6.3	-4.318	-7.534	-3.83	-1.438	-4.608	-5.226	-6.539
t98	-5.634	-2.935	-3.369	-4.102	-4.214	-3.262	-5.055	-5.293	-2.507	-3.565	-2.985	-1.826	-3.303	-3.414	-4.99	-3.915	-4.742	-4.796	-3.032	-4.996	-3.32	-2.719	-4.46	-3.544	-4.651	-2.726	-2.774	-3.59	-3.939	-4.519
t83	-5.925	-3.017	-3.538	-3.325	-4.152	-3.084	-4.571	-4.88	-2.577	-3.398	-2.831	-1.984	-3.294	-3.791	-4.913	-3.978	-4.429	-4.994	-2.851	-4.805	-3.225	-2.934	-4.263	-3.524	-4.225	-2.65	-3.164	-3.614	-3.794	-4.255
t93	-4.607	-2.799	-2.625	-4.759	-3.115	-3.634	-5.36	-5.148	-2.649	-3.804	-3.189	-1.809	-4.101	-2.649	-5.423	-4.324	-4.966	-4.898	-3.545	-5.812	-3.496	-2.613	-4.883	-3.57	-4.901	-2.876	-2.639	-4.538	-3.776	-4.653
t107	-2.777	-3.456	-1.623	-8.873	-1.666	-5.945	-8.123	-6.586	-3.955	-5.772	-5.044	-2.638	-7.194	-1.319	-7.693	-6.317	-7.121	-5.922	-6.177	-9.191	-5.195	-3.15	-7.328	-4.785	-7.232	-4.478	-2.827	-7.877	-4.743	-6.507
t75	-4.296	-2.945	-2.607	-7.657	-3.979	-4.517	-7.375	-6.932	-2.724	-4.678	-4.025	-1.67	-4.351	-1.994	-5.935	-4.38	-6.315	-4.574	-4.376	-6.605	-4.148	-2.322	-5.797	-4.016	-6.576	-3.469	-1.789	-4.568	-4.694	-5.864
t105	-5.645	-3.043	-3.268	-2.679	-3.328	-3.082	-4.139	-4.194	-2.748	-3.323	-2.748	-2.193	-3.831	-3.825	-5.081	-4.328	-4.131	-5.328	-2.926	-5.074	-3.21	-3.173	-4.261	-3.512	-3.762	-2.644	-3.653	-4.268	-3.488	-3.969
t167	-2.976	-3.25	-1.697	-8.368	-1.927	-5.522	-7.763	-6.425	-3.616	-5.41	-4.698	-2.369	-6.561	-1.388	-7.232	-5.854	-6.778	-5.592	-5.685	-8.562	-4.857	-2.919	-6.881	-4.512	-6.887	-4.151	-2.598	-7.163	-4.572	-6.203
t148	-3.174	-3.228	-1.93	-9.248	-2.761	-5.614	-8.359	-7.244	-3.462	-5.567	-4.859	-2.146	-6.086	-1.261	-7.129	-5.531	-7.195	-5.239	-5.705	-8.401	-4.933	-2.648	-6.98	-4.56	-7.505	-4.212	-2.034	-6.565	-4.942	-6.595
t51	-3.707	-2.894	-2.091	-6.918	-2.702	-4.525	-6.775	-6.012	-2.939	-4.573	-3.907	-1.879	-5.071	-1.818	-6.183	-4.851	-5.943	-4.973	-4.528	-7.043	-4.105	-2.539	-5.826	-3.95	-6.025	-3.433	-2.274	-5.518	-4.215	-5.483
