V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t97	-2.305	0.509	0.174	1.673	0.313	0.717	-0.03	-0.213	0.805	0.459	1.02	1.293	-0.147	-0.543	-1.38	-0.75	-0.229	-1.882	0.866	-1.258	0.507	0.268	-0.452	0.135	0.225	1.055	-0.352	-0.643	0.269	-0.108
t68	-2.136	0.533	0.292	1.701	0.536	0.68	0.021	-0.126	0.764	0.444	1.009	1.285	-0.271	-0.433	-1.448	-0.832	-0.226	-1.927	0.795	-1.384	0.495	0.274	-0.503	0.142	0.221	1.044	-0.361	-0.827	0.333	-0.096
t82	-1.929	0.879	0.349	-0.427	-0.645	0.561	-1.342	-1.663	1.352	0.236	0.812	2.038	0.676	0.382	-1.12	-0.002	-0.998	-0.898	0.816	-1.089	0.494	1.151	-0.635	0.265	-0.95	1.09	1.16	0.421	-0.21	-0.776
t106	-2.111	0.832	0.227	-0.314	-0.798	0.606	-1.318	-1.649	1.362	0.265	0.837	2.001	0.736	0.212	-1.07	0.032	-0.949	-0.914	0.89	-0.979	0.506	1.087	-0.573	0.25	-0.866	1.097	1.058	0.529	-0.242	-0.745
t143	-2.131	0.961	0.143	-1.128	-1.454	0.583	-1.831	-2.361	1.6	0.185	0.757	2.325	1.247	0.495	-0.901	0.423	-1.289	-0.47	0.929	-0.782	0.513	1.468	-0.609	0.297	-1.416	1.121	1.728	1.152	-0.503	-1.053
t135	0.728	1.292	2.404	-0.852	2.839	-0.051	-1.263	-0.347	0.995	-0.009	0.652	1.968	-1.484	2.107	-2.077	-1.138	-0.938	-1.374	-0.194	-2.972	0.307	1.232	-1.357	0.388	-0.733	0.945	1.005	-2.221	0.681	-0.537
t67	1.553	1.428	3.013	-0.951	3.878	-0.241	-1.184	0.015	0.864	-0.091	0.593	1.965	-2.107	2.673	-2.381	-1.481	-0.948	-1.516	-0.521	-3.556	0.25	1.292	-1.595	0.429	-0.749	0.901	1.022	-3.029	0.952	-0.491
t35	-0.93	0.877	1.165	0.495	1.391	0.366	-0.604	-0.349	0.901	0.237	0.842	1.634	-0.695	0.693	-1.685	-0.89	-0.59	-1.614	0.383	-2.021	0.417	0.751	-0.872	0.254	-0.293	1.006	0.341	-1.304	0.432	-0.342
t86	-0.796	1.359	1.133	-2.667	-0.579	0.231	-2.682	-2.687	1.818	-0.052	0.568	2.75	0.814	1.763	-1.129	0.418	-1.721	-0.049	0.493	-1.453	0.427	2.028	-1.01	0.427	-1.99	1.083	2.557	0.721	-0.434	-1.349
t200	0.116	1.257	1.923	-1.187	1.765	0.078	-1.569	-0.949	1.205	0.014	0.657	2.126	-0.794	1.83	-1.778	-0.7	-1.091	-1.057	0.064	-2.451	0.353	1.37	-1.199	0.381	-0.982	0.99	1.315	-1.335	0.359	-0.715
t112	2.088	1.827	3.356	-3.247	3.123	-0.437	-2.65	-1.358	1.453	-0.329	0.382	2.714	-1.452	3.685	-2.151	-0.77	-1.704	-0.515	-0.605	-3.477	0.225	2.168	-1.802	0.567	-1.833	0.93	2.493	-2.073	0.505	-1.131
t149	-0.787	0.699	1.372	1.725	2.526	0.375	0.196	0.779	0.518	0.346	0.955	1.142	-1.549	0.342	-1.983	-1.532	-0.078	-2.308	0.279	-2.4	0.397	0.183	-0.852	0.188	0.534	0.963	-0.67	-2.361	0.866	0.131
t33	0.519	1.752	2.056	-4.046	0.256	-0.112	-3.37	-3.035	1.974	-0.288	0.372	3.173	0.447	3.041	-1.377	0.397	-2.173	0.337	0.035	-2.128	0.343	2.609	-1.426	0.556	-2.661	1.045	3.436	0.266	-0.352	-1.666
t98	-1.829	0.871	0.437	-0.296	-0.408	0.544	-1.25	-1.488	1.299	0.241	0.821	1.98	0.503	0.392	-1.184	-0.11	-0.936	-0.991	0.773	-1.19	0.486	1.087	-0.654	0.261	-0.846	1.08	1.032	0.216	-0.133	-0.713
t83	-2.192	0.716	0.195	0.407	-0.42	0.649	-0.838	-1.147	1.156	0.335	0.902	1.749	0.439	-0.058	-1.18	-0.245	-0.697	-1.261	0.882	-1.072	0.507	0.799	-0.53	0.209	-0.492	1.082	0.569	0.119	-0.061	-0.522
t93	-0.701	1.106	1.28	-0.854	0.79	0.271	-1.455	-1.243	1.257	0.101	0.717	2.097	-0.196	1.256	-1.517	-0.419	-1.061	-0.993	0.36	-1.907	0.409	1.292	-0.978	0.335	-0.996	1.03	1.266	-0.633	0.13	-0.748
t107	2.607	1.928	3.761	-3.497	3.718	-0.562	-2.742	-1.203	1.429	-0.388	0.34	2.745	-1.811	4.064	-2.312	-0.934	-1.739	-0.538	-0.794	-3.817	0.189	2.234	-1.945	0.598	-1.85	0.906	2.557	-2.495	0.64	-1.124
t75	0.209	1.561	1.899	-3.153	0.527	-0.011	-2.87	-2.427	1.782	-0.172	0.481	2.836	0.154	2.512	-1.429	0.126	-1.809	-0.068	0.129	-2.1	0.358	2.183	-1.291	0.49	-2.071	1.037	2.717	-0.062	-0.189	-1.358
