V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t43	0.192	-2.586	0.889	0.754	-2.978	-1.769	2.719	-0.724	-0.699	-1.766	0.255	0.248	0.891	1.637	1.37	-1.411	-0.987	0.916	-1.122	-0.018	1.33	0.187	1.913	0.982	1.276	-0.612	1.066	-0.78	-0.446	-0.73
t20	0.199	-0.67	0.809	0.374	-2.003	-1.296	2.67	-0.262	-0.527	-1.645	0.207	-1.15	-0.526	1.058	1.12	-1.114	-1.105	0.9	-1.05	0.01	0.991	-0.193	1.463	0.719	1.795	-0.444	0.452	-0.072	-0.164	-0.549
t10	0.18	-0.471	0.879	0.96	-3.174	-2.023	2.716	-0.95	-0.918	-2.416	0.849	1.46	-0.488	1.809	1.616	-1.797	-0.625	0.861	-1.057	-0.026	1.517	0.354	1.338	-1.101	0.868	-0.691	0.904	-0.196	1.081	-1.465
t58	0.235	0.442	0.913	-0.016	-2.17	-0.883	2.637	0.159	-0.194	-0.781	-0.96	1	0.74	0.175	0.394	-0.338	-1.097	1.014	-1.596	0.076	0.568	-0.472	0.898	1.822	0.557	-0.156	-0.516	-0.819	-0.312	-1.322
t54	0.292	2.285	1.13	-0.485	-2.351	-0.317	2.637	0.591	0.334	-0.092	-1.861	0.282	-0.288	-0.541	0.001	0.421	-0.187	1.083	-2.186	0.139	0.136	-0.697	0.611	1.9	0.974	0.161	-1.195	-0.436	-1.019	-1.327
t16	0.281	-2.131	1.111	-0.03	-1.739	-0.885	2.764	0.104	0.26	-0.527	-0.336	-1.556	0.218	0.429	0.775	-0.147	-1.782	1.058	-1.33	0.165	0.685	-0.417	1.374	0.854	1.761	-0.075	0.691	-0.095	-0.933	-0.551
t123	0.311	-1.143	1.301	-0.827	-1.156	0.119	2.635	1.239	0.849	0.792	-2.069	-0.201	-0.438	-0.905	-0.078	0.835	-0.616	1.192	-2.156	0.226	-0.235	-0.869	1.224	2.332	1.333	0.343	-0.28	-1.538	-1.999	-0.224
t191	0.212	-2.296	1.04	0.166	-1.746	-1.366	2.698	-0.025	-0.134	-1.036	0.316	-2.986	-0.144	1.032	1.048	-0.723	-1.463	0.917	-1.089	0.051	0.924	-0.288	1.836	2.257	2.714	-0.369	0.801	0.123	-2.471	-0.008
t96	0.106	-1.956	0.536	1.503	-3.322	-2.354	2.699	-1.395	-1.504	-3.043	1.156	0.42	0.652	2.678	1.992	-2.583	-0.924	0.738	-0.527	-0.185	1.906	0.626	2.382	-0.188	1.414	-1.044	1.255	-0.89	0.509	-0.666
t104	0.112	-3.171	0.542	1.066	-2.99	-2.18	2.704	-1.263	-1.374	-2.591	1.095	-2.608	0.999	2.551	1.892	-2.275	-1.227	0.739	-0.479	-0.182	1.754	0.316	2.674	2.429	2.576	-0.994	1.607	-0.375	-1.614	0.255
t63	0.305	0.112	1.165	-0.381	-1.938	-0.362	2.75	0.508	0.404	0.027	-1.226	0.051	-1.276	-0.241	0.366	0.22	-0.549	1.129	-1.843	0.191	0.201	-0.574	0.974	1.352	0.994	0.169	-0.054	-0.964	-1.011	-0.502
t55	0.2	-0.163	0.741	0.597	-2.845	-1.291	2.734	-0.672	-0.548	-1.698	-0.263	0.148	-0.456	1.148	1.194	-1.166	-0.465	0.907	-1.193	-0.03	1.054	0.037	1.62	-0.674	1.506	-0.44	0.583	-0.251	0.688	-1.006
t60	0.32	1.412	1.099	-0.775	-1.077	0.17	2.641	0.983	0.708	0.314	-2.044	0.643	-0.47	-1.066	-0.034	0.649	-0.446	1.184	-2.082	0.217	-0.138	-0.91	0.519	0.851	0.495	0.338	-0.58	-1.189	-0.784	-0.949
t127	0.182	-0.678	0.654	0.84	-1.974	-1.746	2.756	-0.973	-0.857	-2.376	1.139	-0.254	-0.604	1.711	1.729	-1.81	-1.462	0.859	-0.528	-0.018	1.49	0.14	1.398	-1.517	1.153	-0.657	1.473	-0.167	0.972	-0.88
t41	0.181	-1.431	0.664	0.573	-2.168	-1.04	2.682	-0.557	-0.684	-1.715	0.086	-0.249	0.395	1.1	1.336	-1.367	-1.282	0.954	-0.87	-0.024	1.044	-0.006	1.372	-0.695	1.239	-0.517	1.11	-0.599	0.943	-0.479
t74	0.224	-0.209	0.754	0.479	-2.584	-1.37	2.801	-0.746	-0.436	-1.442	-0.046	-0.607	-0.004	1.223	1.371	-1.221	-0.284	0.942	-1.066	-0.005	1.126	-0.003	1.659	0.643	1.263	-0.427	1.206	-0.832	-1.916	-0.496
t103	0.198	1.395	0.808	0.491	-2.822	-1.595	2.722	-0.737	-0.623	-1.563	-0.18	2.365	0.014	0.925	0.85	-0.94	-1.137	0.887	-1.22	0.009	1.072	-0.103	0.831	-0.419	0.317	-0.389	0.018	-0.309	1.377	-2.242
t76	0.306	1.73	1.047	-0.36	-1.794	-0.108	2.681	0.516	0.33	-0.163	-1.66	1.58	-0.698	-0.512	0.326	0.143	-0.399	1.139	-1.835	0.169	0.169	-0.574	0.565	-0.12	0.292	0.166	-0.357	-1.364	-0.035	-1.183
t189	0.325	2.078	1.126	-0.653	-1.004	-0.111	2.702	0.937	0.753	0.43	-1.83	2.142	-1.371	-1.07	-0.15	0.673	-0.324	1.164	-1.983	0.238	-0.122	-0.91	0.277	0.574	-0.108	0.388	-0.842	-1.45	-0.512	-1.371
t4	0.218	2.553	0.93	-0.335	-1.336	-0.474	2.538	0.745	-0.018	-0.377	-1.317	1.229	-0.5	-0.51	-0.077	0.057	-0.947	0.983	-1.638	0.074	0.151	-0.796	0.359	1.686	0.705	0.003	-1.509	-0.756	-0.144	-1.499
t147	0.264	1.263	1.071	-0.135	-2.06	-0.724	2.709	0.311	0.255	-0.281	-1.294	1.146	-1.307	-0.128	0.185	0.122	-0.458	1.018	-1.759	0.118	0.318	-0.541	0.904	0.955	0.936	0.059	-0.738	-0.673	-0.284	-1.254
t200	0.252	1.542	0.828	-0.178	-1.516	-0.244	2.624	0.415	0.073	-0.717	-1.464	1.226	-1.135	-0.342	0.349	-0.174	-0.338	1.057	-1.695	0.096	0.219	-0.574	0.743	-0.708	0.612	0.019	-0.484	-0.849	1.44	-1.08
t112	0.258	2.529	0.963	-0.503	-1.394	-0.117	2.574	0.756	0.344	-0.154	-2.221	2.311	-1.299	-0.818	-0.063	0.289	0.251	1.057	-2.101	0.098	-0.052	-0.751	0.718	0.046	0.407	0.174	-1.011	-1.479	0.561	-1.377
t139	0.26	1.549	0.966	-0.169	-2.149	-0.596	2.645	0.272	-0.011	-0.649	-1.305	0.005	-0.699	0.094	0.538	-0.316	0.136	1.009	-1.723	0.055	0.454	-0.473	1.12	1.515	1.239	-0.081	-0.383	-1.031	-1.569	-0.708
t75	0.123	-0.636	0.657	1.157	-3.011	-2.1	2.705	-1.37	-1.252	-2.837	1.22	-0.916	-0.354	2.355	2.03	-2.333	-0.65	0.745	-0.543	-0.167	1.794	0.469	1.875	-0.711	2.06	-0.952	1.552	0	-0.334	-0.584
t142	0.237	-0.006	0.91	0.282	-2.293	-0.871	2.647	-0.118	-0.246	-1.356	-0.593	-0.155	0.482	0.685	1.023	-0.794	-0.879	0.995	-1.414	0.042	0.873	-0.126	1.365	-0.578	1.323	-0.295	0.348	-0.587	0.091	-0.994
t98	0.261	-0.285	1.042	0.145	-2.238	-0.756	2.65	0.054	-0.04	-1.115	-0.811	0.853	-0.089	0.393	0.831	-0.466	-0.965	1.036	-1.588	0.105	0.697	-0.206	1.129	-1.31	1.105	-0.164	0.235	-0.461	1.292	-1.337
