feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t43	0.233	-0.976	0.991	0.193	-2.197	-1.091	2.689	-0.078	-0.17	-1.007	-0.48	0.272	-0.067	0.654	0.84	-0.624	-0.883	0.99	-1.419	0.066	0.78	-0.228	1.386	0.668	1.232	-0.259	0.403	-0.698	-0.357	-0.868
t20	0.222	-0.631	0.913	0.219	-2.049	-1.087	2.675	-0.093	-0.255	-1.197	-0.336	-0.275	-0.296	0.708	0.893	-0.741	-0.922	0.96	-1.314	0.047	0.805	-0.251	1.392	0.582	1.449	-0.297	0.334	-0.462	-0.234	-0.762
t10	0.216	-0.82	0.935	0.453	-2.47	-1.347	2.692	-0.334	-0.395	-1.508	-0.064	0.265	-0.192	1.038	1.122	-1.025	-0.739	0.947	-1.3	0.031	1.017	-0.035	1.454	0.032	1.277	-0.403	0.563	-0.471	-0.004	-0.938
t58	0.229	-0.411	0.961	0.081	-2.046	-0.995	2.666	0.053	-0.161	-0.888	-0.615	0.3	0.016	0.451	0.658	-0.492	-1.018	0.987	-1.444	0.067	0.674	-0.355	1.219	1.143	1.139	-0.213	0.051	-0.674	-0.427	-0.962
t54	0.261	0.176	1.067	-0.162	-2.031	-0.651	2.664	0.305	0.121	-0.523	-1.046	-0.033	-0.305	0.061	0.477	-0.105	-0.753	1.04	-1.707	0.111	0.447	-0.473	1.063	1.027	1.276	-0.045	-0.188	-0.546	-0.603	-0.931
t16	0.255	-0.838	1.038	0.014	-1.875	-0.909	2.709	0.091	0.062	-0.733	-0.538	-0.377	-0.262	0.394	0.716	-0.324	-1.165	1.017	-1.425	0.112	0.651	-0.38	1.25	0.628	1.421	-0.132	0.328	-0.409	-0.5	-0.823
t123	0.267	-0.431	1.116	-0.314	-1.635	-0.495	2.656	0.558	0.305	-0.19	-1.252	0.181	-0.532	-0.155	0.364	0.08	-0.684	1.072	-1.765	0.137	0.272	-0.566	1.188	1.237	1.245	0.04	-0.072	-1.003	-0.939	-0.688
t191	0.228	-1.362	1.008	0.154	-1.974	-1.091	2.681	0.013	-0.122	-0.979	-0.295	-0.895	-0.076	0.701	0.864	-0.593	-1.16	0.972	-1.328	0.067	0.781	-0.276	1.516	1.076	1.766	-0.27	0.444	-0.4	-0.879	-0.577
t96	0.205	-0.64	0.875	0.449	-2.3	-1.271	2.68	-0.287	-0.428	-1.434	-0.2	0.49	-0.202	0.975	1.036	-1.006	-0.844	0.932	-1.231	0.013	0.962	-0.078	1.51	0.118	1.215	-0.394	0.424	-0.76	0.083	-0.899
t104	0.207	-1.184	0.878	0.253	-2.151	-1.193	2.683	-0.228	-0.37	-1.231	-0.228	-0.865	-0.046	0.919	0.992	-0.868	-0.979	0.933	-1.21	0.014	0.894	-0.218	1.641	1.289	1.735	-0.372	0.582	-0.53	-0.867	-0.487
t63	0.269	-0.399	1.089	-0.167	-1.87	-0.652	2.694	0.345	0.173	-0.424	-0.949	0.092	-0.641	0.088	0.519	-0.108	-0.793	1.06	-1.661	0.134	0.425	-0.469	1.162	1.058	1.168	-0.018	0.047	-0.834	-0.651	-0.692
t55	0.222	-0.523	0.899	0.272	-2.277	-1.069	2.686	-0.185	-0.254	-1.198	-0.516	0.135	-0.272	0.712	0.891	-0.73	-0.755	0.961	-1.369	0.035	0.808	-0.194	1.452	0.149	1.398	-0.291	0.333	-0.514	0.111	-0.919
t60	0.254	-0.049	1.016	-0.163	-1.652	-0.671	2.665	0.315	0.132	-0.549	-0.944	0.104	-0.427	0.06	0.528	-0.189	-0.76	1.035	-1.593	0.108	0.452	-0.499	1.111	0.849	1.158	-0.061	0.043	-0.781	-0.685	-0.812
t127	0.228	-0.682	0.888	0.291	-1.893	-1.052	2.699	-0.157	-0.244	-1.26	-0.153	-0.317	-0.282	0.749	1.01	-0.819	-1.091	0.978	-1.185	0.059	0.862	-0.207	1.324	-0.045	1.309	-0.302	0.558	-0.489	-0.051	-0.729
t41	0.214	-1.084	0.875	0.254	-1.975	-0.949	2.66	-0.109	-0.304	-1.197	-0.377	-0.037	0.054	0.675	0.936	-0.801	-1.11	0.982	-1.245	0.039	0.792	-0.218	1.34	0.142	1.299	-0.319	0.525	-0.652	0.273	-0.686
t74	0.235	-0.493	0.919	0.208	-2.177	-1.108	2.717	-0.2	-0.184	-1.064	-0.441	-0.21	-0.139	0.734	0.953	-0.73	-0.627	0.976	-1.34	0.048	0.831	-0.217	1.479	0.79	1.31	-0.276	0.572	-0.765	-1.111	-0.695
t103	0.212	-0.139	0.863	0.405	-2.476	-1.304	2.698	-0.406	-0.392	-1.391	-0.312	0.531	0.155	0.889	0.949	-0.875	-0.925	0.933	-1.283	0.019	0.966	-0.122	1.336	0.094	1.125	-0.364	0.319	-0.427	0.177	-1.262
t76	0.243	0.106	0.98	0.068	-2.022	-0.842	2.683	0.054	-0.085	-0.836	-0.712	0.507	-0.503	0.381	0.734	-0.488	-0.719	1.005	-1.45	0.076	0.634	-0.317	1.155	0.39	1.087	-0.169	0.174	-0.85	-0.374	-0.914
t189	0.273	0.059	1.071	-0.231	-1.573	-0.621	2.694	0.435	0.285	-0.278	-1.068	0.984	-0.597	-0.172	0.34	0.054	-0.911	1.073	-1.665	0.157	0.334	-0.574	0.901	0.657	0.718	0.057	-0.157	-0.921	-0.224	-1.104
t4	0.225	0.237	0.984	-0.074	-1.79	-0.789	2.621	0.286	-0.097	-0.704	-0.81	0.354	-0.34	0.181	0.499	-0.338	-0.934	0.986	-1.49	0.067	0.506	-0.472	1.025	1.175	1.219	-0.152	-0.249	-0.719	-0.444	-0.968
t147	0.255	0.134	1.044	-0.16	-1.686	-0.682	2.676	0.347	0.149	-0.457	-0.956	0.394	-0.862	0.024	0.442	-0.11	-0.819	1.026	-1.577	0.114	0.405	-0.517	1.058	0.837	1.168	-0.028	-0.145	-0.762	-0.428	-0.887
t200	0.243	-0.291	0.942	0.015	-1.844	-0.709	2.67	0.133	-0.043	-0.86	-0.792	0.234	-0.601	0.276	0.699	-0.435	-0.778	1.022	-1.48	0.086	0.552	-0.373	1.185	0.08	1.189	-0.142	0.218	-0.676	0.267	-0.789
t112	0.247	0.241	1.015	-0.16	-1.778	-0.641	2.643	0.317	0.103	-0.557	-1.201	0.82	-0.689	0.019	0.477	-0.185	-0.46	1.021	-1.699	0.086	0.406	-0.468	1.172	0.486	1.078	-0.058	-0.067	-1.016	-0.208	-0.95
t139	0.261	0.03	1.047	-0.123	-1.861	-0.624	2.665	0.316	0.105	-0.581	-0.97	-0.013	-0.601	0.132	0.599	-0.24	-0.614	1.038	-1.607	0.103	0.47	-0.435	1.162	0.74	1.309	-0.068	0.024	-0.82	-0.742	-0.708
t75	0.203	-0.696	0.91	0.378	-2.249	-1.26	2.676	-0.331	-0.444	-1.455	-0.044	-0.345	-0.364	1.039	1.134	-1.038	-0.894	0.919	-1.166	0.004	1.002	-0.094	1.489	0.345	1.606	-0.425	0.646	-0.497	-0.38	-0.675
t142	0.224	-0.574	0.942	0.232	-2.116	-1.044	2.67	-0.097	-0.225	-1.166	-0.409	-0.239	-0.047	0.717	0.931	-0.731	-0.925	0.968	-1.339	0.043	0.829	-0.203	1.438	0.322	1.472	-0.295	0.4	-0.577	-0.394	-0.807
t98	0.237	-0.726	1.014	0.158	-2.086	-0.982	2.671	-0.004	-0.113	-1.035	-0.528	0.31	-0.358	0.557	0.826	-0.552	-0.972	0.99	-1.434	0.077	0.734	-0.246	1.309	-0.077	1.353	-0.224	0.338	-0.508	0.261	-0.994
t193	0.242	-1.204	1.021	-0.002	-1.723	-0.931	2.69	0.181	0.012	-0.714	-0.541	-0.153	-0.509	0.398	0.668	-0.352	-1.143	1.006	-1.412	0.105	0.599	-0.408	1.382	0.902	1.431	-0.145	0.305	-0.615	-0.369	-0.728
t158	0.197	-1.029	0.81	0.466	-2.374	-1.317	2.673	-0.494	-0.532	-1.658	-0.167	0.002	0.137	1.148	1.231	-1.195	-0.72	0.916	-1.183	-0.021	1.081	-0.024	1.677	-0.049	1.43	-0.481	0.87	-0.673	0.032	-0.761
t115	0.289	-0.164	1.122	-0.346	-1.493	-0.382	2.691	0.616	0.435	-0.074	-1.284	0.477	-0.735	-0.335	0.274	0.254	-0.937	1.109	-1.764	0.186	0.192	-0.623	0.979	0.629	0.957	0.141	-0.178	-0.907	-0.256	-0.878
t12	0.285	0.849	1.136	-0.516	-1.292	-0.222	2.644	0.798	0.441	0.056	-1.435	0.496	-0.859	-0.589	0.103	0.378	-0.94	1.1	-1.795	0.177	0.079	-0.764	0.667	1.075	0.928	0.182	-0.574	-0.91	-0.565	-0.939
t28	0.245	-0.754	0.996	-0.014	-1.802	-0.978	2.695	0.078	-0.042	-0.801	-0.511	-0.269	-0.349	0.447	0.721	-0.421	-1.046	1	-1.413	0.097	0.657	-0.402	1.316	1.126	1.324	-0.17	0.354	-0.613	-0.725	-0.75
t46	0.317	0.579	1.275	-0.784	-1.198	0.02	2.654	1.106	0.732	0.596	-1.86	0.88	-1.168	-0.987	-0.16	0.828	-0.841	1.163	-2.049	0.24	-0.187	-0.912	0.601	1.364	0.837	0.37	-0.739	-1.12	-0.596	-0.971
t37	0.231	-0.217	0.949	0.146	-2.031	-0.979	2.667	-0.087	-0.205	-1.127	-0.571	0.422	-0.679	0.603	0.905	-0.703	-0.579	0.971	-1.398	0.047	0.755	-0.241	1.34	0.011	1.271	-0.26	0.447	-0.793	-0.043	-0.856
t39	0.261	-0.256	1.071	-0.273	-1.538	-0.451	2.653	0.475	0.22	-0.344	-1.127	0.094	-0.964	-0.106	0.428	0.005	-0.934	1.049	-1.612	0.128	0.299	-0.559	1.106	0.522	1.395	0.017	-0.014	-0.78	-0.053	-0.717
t149	0.261	-0.024	1.091	-0.273	-1.679	-0.525	2.661	0.446	0.261	-0.254	-1.2	0.206	-0.488	-0.132	0.36	0.076	-0.915	1.049	-1.668	0.124	0.322	-0.562	1.067	0.867	1.303	0.024	-0.142	-0.76	-0.583	-0.916
t126	0.233	-0.093	0.941	0.003	-1.8	-0.783	2.65	0.11	-0.107	-0.85	-0.701	0.097	-0.062	0.297	0.675	-0.451	-1.045	0.998	-1.398	0.068	0.615	-0.404	1.077	0.545	1.205	-0.182	0.118	-0.637	-0.206	-0.914
t159	0.285	-0.019	1.17	-0.481	-1.338	-0.329	2.673	0.781	0.576	0.138	-1.459	0.21	-1.095	-0.52	0.103	0.459	-0.783	1.091	-1.847	0.181	0.066	-0.737	0.991	1.014	1.301	0.197	-0.415	-0.734	-0.653	-0.832
t94	0.24	-0.282	0.996	0.176	-2.17	-0.975	2.695	-0.037	-0.145	-1.015	-0.436	0.138	-0.662	0.575	0.849	-0.595	-0.821	0.993	-1.395	0.076	0.728	-0.241	1.221	0.158	1.316	-0.216	0.289	-0.495	-0.081	-0.885
t69	0.239	0.454	0.974	0.015	-1.826	-0.738	2.643	0.13	-0.062	-0.928	-0.837	0.853	-0.778	0.256	0.72	-0.489	-0.564	1.001	-1.511	0.068	0.583	-0.34	1.065	-0.339	1.045	-0.16	0.143	-0.851	0.233	-1.006
t174	0.242	-0.455	1.039	0.04	-1.851	-0.83	2.665	0.175	0.005	-0.786	-0.714	0.468	-0.569	0.333	0.683	-0.395	-0.883	1.009	-1.492	0.089	0.599	-0.337	1.219	0.211	1.232	-0.152	0.177	-0.772	-0.068	-0.887
t120	0.188	-0.811	0.857	0.547	-2.456	-1.481	2.671	-0.504	-0.58	-1.723	0.032	0.555	-0.149	1.219	1.212	-1.245	-0.752	0.898	-1.169	-0.017	1.118	0.022	1.554	-0.102	1.279	-0.508	0.721	-0.601	0.198	-0.977
t145	0.259	-0.513	1.033	-0.174	-1.621	-0.595	2.663	0.37	0.183	-0.521	-0.96	-0.325	-0.382	0.049	0.539	-0.126	-0.907	1.047	-1.586	0.119	0.425	-0.502	1.205	0.65	1.422	-0.044	0.099	-0.605	-0.469	-0.735
t138	0.25	-0.099	1.083	-0.117	-2.127	-0.681	2.65	0.261	0.041	-0.526	-1.083	0.341	-0.222	0.181	0.579	-0.245	-0.544	1.032	-1.681	0.084	0.492	-0.384	1.206	1.108	1.265	-0.105	0.033	-0.985	-0.991	-0.819
t17	0.24	-0.295	1.027	-0.189	-1.483	-0.65	2.638	0.371	0.087	-0.53	-0.859	0.246	-0.542	0	0.424	-0.103	-1.344	1.014	-1.481	0.11	0.411	-0.561	0.985	0.538	1.31	-0.059	-0.092	-0.501	0.295	-1.01
t80	0.242	-0.465	0.991	0.001	-1.996	-0.849	2.665	0.113	-0.091	-0.843	-0.685	0.149	-0.136	0.365	0.698	-0.434	-0.96	1.013	-1.503	0.087	0.623	-0.367	1.193	0.739	1.186	-0.169	0.186	-0.656	-0.211	-0.892
t125	0.262	-0.259	1.045	-0.222	-1.737	-0.529	2.664	0.382	0.19	-0.416	-1.107	0.285	-0.359	-0.072	0.466	-0.067	-0.825	1.066	-1.665	0.125	0.367	-0.518	1.047	0.644	1.128	-0.008	0.025	-0.764	-0.291	-0.861
t29	0.223	-0.587	0.891	0.198	-2.087	-1.112	2.692	-0.209	-0.282	-1.236	-0.288	-0.653	-0.466	0.795	0.995	-0.801	-0.8	0.947	-1.247	0.033	0.854	-0.245	1.481	0.598	1.663	-0.313	0.574	-0.391	-0.569	-0.662
t168	0.247	-0.565	1.037	0.018	-2.042	-0.948	2.702	0.14	0	-0.702	-0.565	-0.393	-0.465	0.415	0.656	-0.345	-0.925	1.005	-1.49	0.099	0.611	-0.379	1.291	1.292	1.449	-0.141	0.098	-0.485	-0.885	-0.737
t111	0.251	-0.015	1.033	-0.055	-1.861	-0.878	2.686	0.184	0.01	-0.701	-0.658	-0.195	-0.776	0.341	0.667	-0.362	-0.712	0.998	-1.475	0.092	0.586	-0.418	1.227	1.135	1.407	-0.129	0.096	-0.684	-1.069	-0.73
t182	0.218	-0.612	0.944	0.33	-2.291	-1.226	2.701	-0.233	-0.26	-1.214	-0.289	0.271	-0.338	0.813	0.904	-0.736	-1.033	0.945	-1.297	0.046	0.872	-0.163	1.417	0.106	1.387	-0.306	0.35	-0.395	0.14	-1.055
t33	0.28	0.169	1.096	-0.364	-1.569	-0.459	2.685	0.508	0.304	-0.161	-1.198	0.454	-0.812	-0.245	0.329	0.15	-0.892	1.079	-1.693	0.16	0.254	-0.628	0.947	0.886	1.026	0.096	-0.133	-0.879	-0.47	-0.925
t167	0.222	-0.291	0.922	0.166	-2.035	-1.011	2.668	-0.076	-0.194	-1.091	-0.552	0.099	-0.312	0.59	0.835	-0.658	-0.756	0.965	-1.385	0.041	0.75	-0.264	1.36	0.333	1.347	-0.264	0.323	-0.631	-0.239	-0.87
t199	0.233	-0.218	0.944	0.02	-1.806	-0.813	2.658	0.124	-0.1	-0.873	-0.703	0.396	-0.557	0.308	0.664	-0.454	-0.896	0.998	-1.433	0.075	0.581	-0.391	1.149	0.311	1.182	-0.168	0.132	-0.656	0.216	-0.927
t192	0.277	0.161	1.119	-0.202	-1.871	-0.555	2.668	0.433	0.254	-0.412	-1.171	0.16	-0.705	-0.005	0.522	-0.078	-0.37	1.063	-1.767	0.125	0.389	-0.458	1.164	0.743	1.25	0.001	-0.055	-0.933	-1.011	-0.74
t81	0.238	-0.551	1.006	0.067	-2.08	-0.931	2.669	0.008	-0.082	-0.953	-0.689	-0.161	-0.433	0.532	0.821	-0.531	-0.652	0.984	-1.5	0.062	0.7	-0.284	1.429	0.514	1.528	-0.218	0.385	-0.646	-0.506	-0.728
t40	0.22	-0.578	0.921	0.386	-2.389	-1.311	2.715	-0.389	-0.341	-1.377	-0.175	0.182	-0.425	0.999	1.111	-0.955	-0.669	0.938	-1.261	0.026	0.992	-0.074	1.514	0.045	1.36	-0.37	0.688	-0.597	-0.297	-0.896
