V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t150	0.237	0.203	-0.79	-1.258	-0.667	0.806	0.774	0.128	-1.883	1.319	2.108	-0.138	-0.787	-2.103	1.546	0.878	-0.992	-0.543	1.039	2.073	-0.695	0.774	2.107	-1.225	-0.89	-2.211	1.974	0.326	-2.052	-0.062
t11	-1.303	-1.776	-1.367	1.878	4.119	0.489	1.105	0.363	-1.507	0.648	-0.135	1.52	-1.909	-1.896	1.622	3.689	1.058	-0.465	-0.492	-1.472	-3.485	0.738	-1.102	1.316	-0.032	0.029	-0.757	-1.538	-1.59	2.237
t116	-3.301	-0.66	-0.412	-3.949	2.738	-2.456	0.466	-0.172	-0.621	1.898	0.245	-0.666	0.153	-1.636	2.64	3.618	0.704	0.41	-0.533	2.643	-2.444	1.935	0.936	2.343	-1.257	-3.217	-0.166	-1.027	-1.847	3.611
t36	-1.183	-1.111	-1.328	-0.581	2.366	0.596	0.745	0.396	-1.076	0.814	0.411	0.761	-1.259	-1.838	1.607	2.983	-0.605	0.333	-0.026	-0.123	-1.646	0.802	-0.298	1.394	-0.22	-0.482	-0.638	-0.893	-1.555	1.65
t12	-1.85	-0.467	-0.48	-2.786	1.75	-0.641	0.596	0.011	-1.312	1.53	0.599	-0.372	-0.752	-1.836	2.172	2.62	-0.412	0.558	-0.107	1.614	-1.888	1.501	0.535	1.503	-1.079	-2.644	1.283	-0.349	-1.531	2.228
t126	-0.858	-0.175	-1.043	-2.13	0.74	-0.065	0.636	0.349	-0.665	1.219	1.419	-0.16	-0.38	-1.761	1.789	2.25	-1.755	0.215	0.512	1.404	-0.433	1.069	1.143	-0.178	-0.62	-1.165	-0.364	-0.2	-1.808	1.01
t35	-1.96	-1.125	-1.07	-2.992	3.031	0.1	0.877	0.207	-1.29	1.264	0.156	0.369	-1.439	-1.75	1.902	3.083	-0.318	0.654	-0.29	-0.227	-2.463	1.166	-0.023	3.514	-0.512	-1.535	0.768	-0.862	-1.261	2.017
t79	1.723	0.072	-1.756	2.468	-0.81	2.182	1.037	0.63	-1.232	0.418	2.457	0.619	-1.286	-2.107	0.835	1.198	-3.161	0.205	1.232	-0.428	0.861	0.069	0.967	-2.756	0.002	0.675	-0.456	0.238	-1.99	-1.912
t114	0.276	0.024	-1.132	0.25	-0.053	0.279	0.847	0.253	-1.135	1.15	2.03	0.137	-0.488	-1.971	1.569	1.574	-1.061	-0.607	0.924	1.548	-0.331	0.733	1.959	-2.175	-0.585	-1.313	-0.058	-0.207	-2.314	-0.126
t52	-1.493	-1.22	-1.279	-2.051	2.53	1.134	0.56	0.358	-1.243	0.834	0.149	0.621	-1.684	-1.786	1.595	2.875	-1.186	0.82	-0.239	-0.335	-1.864	0.875	-0.818	3.406	-0.295	-0.735	0.195	-0.516	-0.892	1.678
t55	0.186	-0.554	-1.284	0.38	0.836	1.732	1.034	0.29	-2.119	0.886	1.485	0.789	-1.81	-2.115	1.262	1.38	-0.904	-0.705	0.691	-0.201	-1.538	0.429	0.562	0.743	-0.405	-1.015	1.816	-0.102	-1.637	-0.114
t180	0.793	-0.072	-1.196	-0.44	-0.775	2.547	0.819	0.356	-2.18	0.892	1.959	0.453	-1.697	-2.182	1.107	0.435	-2.097	-0.159	1.23	0.698	-0.193	0.316	0.823	-0.038	-0.572	-1.482	2.576	0.543	-1.621	-0.843
t112	-0.546	-0.854	-1.559	-0.543	1.839	1.357	0.773	0.559	-0.766	0.597	0.863	0.607	-1.341	-1.834	1.309	2.7	-1.977	1.077	0.245	-0.819	-0.616	0.565	-0.138	0.057	-0.016	0.541	-1.03	-0.548	-1.381	0.877
t117	-2.419	-0.561	-0.673	-4.48	1.532	-0.655	0.349	0.027	-0.865	1.623	0.514	-0.407	-0.357	-1.732	2.166	2.467	-0.463	0.493	0.044	2.375	-1.417	1.445	1.03	2.774	-1.014	-2.989	0.835	-0.48	-1.601	2.425
t123	-1.032	-0.962	-1.447	1.156	2.355	-0.013	0.791	0.42	-0.705	0.753	0.618	0.709	-1.028	-1.791	1.633	3.316	-0.927	0.291	-0.091	-0.321	-1.323	0.862	-0.337	0.431	-0.154	-0.109	-1.706	-0.963	-1.695	1.265
t152	-2.047	-0.413	-0.618	-2.135	2.011	-2.233	0.695	-0.061	-0.8	1.732	0.92	-0.304	0.223	-1.744	2.361	3.216	0.759	-0.492	-0.13	2.324	-2.09	1.618	1.594	0.882	-1.036	-2.647	-0.395	-1.031	-2.308	2.141
t132	-0.812	-0.899	-1.108	1.873	2.253	-0.144	1.108	0.138	-1.724	1.031	0.988	0.899	-1.215	-2.048	1.683	2.742	0.915	-1.102	0.061	0.171	-2.832	0.802	0.636	0.206	-0.465	-1.168	0.281	-1.022	-2.233	0.98
