feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t150	-0.594	-0.298	-0.947	-0.803	0.802	0.133	0.776	0.176	-1.415	1.213	1.428	0.116	-0.745	-1.96	1.703	2.019	-0.615	-0.309	0.471	1.317	-1.253	0.932	1.204	-0.219	-0.695	-1.606	0.611	-0.29	-1.942	0.785
t11	-0.936	-0.848	-1.106	0.202	2.097	0.122	0.91	0.232	-1.388	1.033	0.834	0.616	-1.111	-1.926	1.7	2.693	0.078	-0.378	0.093	0.304	-2.094	0.889	0.387	0.405	-0.466	-1.056	0.023	-0.81	-1.858	1.348
t116	-1.67	-0.522	-0.812	-1.58	1.793	-0.99	0.667	0.077	-0.962	1.41	0.877	-0.09	-0.366	-1.809	2.067	2.865	-0.093	-0.028	0.003	1.604	-1.693	1.317	0.904	0.671	-0.832	-1.967	-0.157	-0.722	-1.93	1.951
t36	-0.823	-0.676	-1.148	-0.105	1.603	0.163	0.807	0.278	-1.211	1.011	0.995	0.472	-0.915	-1.908	1.667	2.574	-0.487	-0.164	0.223	0.581	-1.464	0.873	0.489	0.226	-0.455	-0.989	-0.221	-0.665	-1.869	1.136
t12	-1.285	-0.566	-0.882	-1.19	1.682	-0.252	0.711	0.152	-1.219	1.232	0.88	0.083	-0.805	-1.873	1.881	2.638	-0.509	0.134	0.058	0.997	-1.644	1.144	0.531	0.808	-0.721	-1.619	0.324	-0.519	-1.71	1.531
t126	-0.682	-0.294	-1.033	-0.711	0.933	-0.103	0.762	0.259	-1.046	1.173	1.409	0.101	-0.556	-1.878	1.739	2.271	-0.952	-0.218	0.445	1.206	-0.966	0.979	1.076	-0.433	-0.617	-1.264	-0.114	-0.383	-1.976	0.869
t35	-1.138	-0.686	-1.044	-1.067	1.879	-0.035	0.862	0.2	-1.304	1.191	0.887	0.319	-0.993	-1.873	1.786	2.616	-0.359	-0.037	0.113	0.532	-1.805	1.019	0.595	1.091	-0.573	-1.416	0.353	-0.657	-1.75	1.285
t79	0.051	-0.339	-1.322	0.813	0.675	0.757	0.89	0.38	-1.213	0.843	1.589	0.44	-0.982	-1.98	1.396	2.066	-1.467	-0.053	0.585	0.318	-0.636	0.628	0.741	-0.917	-0.345	-0.483	-0.233	-0.294	-1.927	0.014
t114	-0.55	-0.359	-1.063	-0.109	0.989	-0.034	0.81	0.223	-1.172	1.147	1.412	0.239	-0.65	-1.924	1.701	2.222	-0.594	-0.391	0.457	1.139	-1.132	0.904	1.153	-0.676	-0.589	-1.309	-0.067	-0.479	-2.062	0.756
t52	-0.928	-0.716	-1.133	-0.671	1.656	0.394	0.735	0.267	-1.282	1.014	0.898	0.421	-1.091	-1.887	1.658	2.524	-0.738	0.027	0.143	0.484	-1.538	0.898	0.273	1.012	-0.481	-1.074	0.109	-0.508	-1.601	1.13
t55	-0.579	-0.525	-1.116	-0.195	1.291	0.406	0.873	0.238	-1.445	1.064	1.249	0.401	-1.054	-1.96	1.609	2.198	-0.633	-0.325	0.367	0.537	-1.476	0.819	0.725	0.227	-0.528	-1.14	0.462	-0.433	-1.822	0.76
t180	-0.301	-0.315	-1.035	-0.456	0.652	0.71	0.797	0.252	-1.513	1.076	1.453	0.26	-1.015	-2	1.562	1.812	-1.059	-0.147	0.575	0.906	-1.009	0.788	0.832	-0.182	-0.626	-1.364	0.875	-0.167	-1.836	0.468
t112	-0.498	-0.561	-1.265	0.005	1.354	0.521	0.828	0.362	-1.073	0.899	1.209	0.425	-0.955	-1.907	1.525	2.45	-1.116	0.15	0.356	0.243	-0.978	0.755	0.543	-0.451	-0.348	-0.483	-0.442	-0.516	-1.802	0.767
t117	-1.322	-0.431	-0.875	-1.734	1.216	-0.363	0.64	0.129	-1.115	1.351	1.056	-0.022	-0.521	-1.861	1.902	2.346	-0.457	-0.105	0.269	1.65	-1.324	1.143	1.056	0.742	-0.787	-2.035	0.376	-0.485	-1.898	1.449
t123	-0.844	-0.489	-1.091	-0.162	1.363	-0.205	0.772	0.253	-1.014	1.106	1.149	0.251	-0.656	-1.871	1.749	2.554	-0.678	-0.131	0.27	0.92	-1.183	0.982	0.743	-0.186	-0.546	-1.174	-0.43	-0.594	-1.948	1.084
t152	-1.166	-0.513	-0.972	-0.811	1.6	-0.584	0.771	0.167	-1.062	1.254	1.074	0.151	-0.536	-1.855	1.879	2.715	-0.298	-0.209	0.14	1.153	-1.558	1.117	0.902	0.379	-0.66	-1.511	-0.21	-0.686	-1.984	1.305
