V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t59	-1.066	0.328	0.153	1.277	-4.28	-0.079	0.974	-0.234	-0.173	3.278	0.012	-0.193	-0.941	-0.59	0.233	0.535	0	1.65	-1.564	-0.634	0.745	-0.888	-0.637	-0.453	1.968	1.021	-1.202	0.536	0.757	-0.541
t37	-0.659	0.394	-0.084	1.597	-2.99	-0.732	1.282	-0.366	0.347	1.522	1.155	-0.271	-1.257	-0.853	0.139	0.136	0.069	1.035	0.491	-1.002	0.233	-0.164	0.508	-0.664	2.112	-0.314	-1.71	0.844	-0.49	-0.312
t4	-0.72	1.594	-0.798	1.649	-3.971	-0.143	0.418	-0.546	0.208	2.145	2.205	-1.425	-0.222	1.411	0.455	0.076	-0.933	0.517	0.088	-2.34	-0.553	0.489	0.084	-1.808	2.797	0.24	-1.352	-0.071	0.397	0.103
t164	-0.747	-0.053	-0.532	1.12	0.934	-3.006	1.422	-0.109	0.859	-1.061	2.577	-0.617	-0.425	-0.387	0.294	-0.05	0.406	0.254	1.694	-1.699	-0.243	0.862	0.547	-0.553	2.287	-1.009	-1.977	1.09	-1.34	-0.542
t66	-0.491	0.746	-0.337	1.613	-2.56	-1.125	1.392	-0.304	0.362	1.232	1.435	-0.662	-1.132	0.019	0.251	-0.016	-0.641	0.921	0.373	-1.118	0.108	0.076	0.105	-0.928	2.288	-0.644	-1.862	0.753	0.176	-0.032
t98	0.396	0.876	-0.114	2.401	-2.369	-1.974	2.867	0.014	0.401	0.806	0.765	-0.563	-2.46	0.134	0.13	-0.571	-1.784	1.354	1.137	0.431	0.422	-0.643	-0.299	-1.054	1.9	-2.737	-3.412	1.54	1.68	0.72
t45	-0.089	0.669	-0.28	2.037	-1.602	-2.15	2.057	-0.098	0.509	0.453	1.622	-0.68	-1.575	0.256	0.144	-0.337	-0.709	0.854	1.561	-0.583	0.025	-0.152	0.231	-1.149	2.046	-1.839	-2.933	1.218	0.292	0.198
t86	-0.043	0.604	-0.276	2.045	-2.161	-1.644	2.108	-0.233	0.539	0.637	1.537	-0.569	-1.769	-0.18	0.154	-0.35	-0.942	0.854	1.388	-0.469	0.007	-0.15	0.349	-0.978	2.173	-1.967	-2.638	1.205	0.429	0.338
t126	-0.891	0.877	-0.506	1.368	-1.64	-1.559	0.6	-0.305	0.431	0.759	2.233	-0.913	-0.262	0.592	0.25	0.17	0.416	0.534	0.975	-2.238	-0.195	0.608	0.559	-1.293	2.299	0.274	-1.759	0.442	-1.253	-0.577
t173	-1.035	0.121	-0.476	0.978	-1.56	-1.421	0.939	-0.289	0.404	1.051	1.811	-0.671	-0.221	-0.177	0.417	0.254	-0.104	0.606	-0.212	-1.568	-0.105	0.315	-0.17	-0.53	2.507	0.1	-1.094	0.548	0.001	-0.422
t22	-1.078	0.07	-0.431	0.886	-1.156	-1.607	0.952	-0.236	0.437	0.786	1.734	-0.585	-0.211	-0.361	0.405	0.288	0.079	0.667	-0.19	-1.614	0.021	0.411	-0.147	-0.413	2.42	0.198	-1.099	0.619	-0.282	-0.564
t33	-0.513	1.228	-1.071	1.352	-1.257	-1.424	0.946	-0.482	0.753	-0.162	2.991	-1.395	-0.253	0.788	0.545	-0.192	-1.197	0.07	0.986	-2.526	-0.704	1.444	0.358	-1.305	2.991	-0.881	-1.333	0.343	-0.27	0.166
t122	-0.396	-0.229	0.021	1.884	-2.097	-1.86	2.084	-0.098	0.401	1.21	1.18	-0.206	-1.55	-0.679	0.093	-0.134	-0.044	0.94	1.166	0.029	0.074	-0.876	0.187	-0.65	1.922	-1.597	-2.675	1.36	0.54	-0.005
t197	0.586	-0.358	-0.04	2.634	-0.593	-3.395	3.709	0.178	0.759	-0.321	1.449	-0.297	-2.656	-0.522	0.042	-0.89	-1.285	0.799	2.819	1.336	-0.124	-1.141	0.07	-0.779	1.805	-4.478	-4.277	2.251	1.781	0.909
t106	-0.422	1.062	-0.768	1.506	-1.81	-1.334	1.203	-0.433	0.614	0.334	2.363	-1.073	-0.768	0.507	0.388	-0.173	-1.055	0.416	0.828	-1.865	-0.345	0.886	0.346	-1.162	2.7	-0.948	-1.627	0.554	-0.083	0.156
t14	-0.263	-0.524	0.04	1.78	-1.409	-2.203	2.545	-0.031	0.516	0.695	1.016	-0.049	-1.805	-1.175	0.135	-0.226	-0.432	1	1.012	0.449	0.217	-0.831	-0.047	-0.231	1.939	-2.143	-2.633	1.622	0.906	0.126
