V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t59	-5.304	-3.91	-4.084	-2.96	-8.513	-4.316	-3.264	-4.471	-4.411	-0.96	-4.226	-4.43	-5.179	-4.827	-4.005	-3.703	-4.237	-2.588	-5.801	-4.871	-3.493	-5.125	-4.875	-4.691	-2.27	-3.216	-5.44	-3.701	-3.481	-4.779
t37	-4.543	-3.49	-3.969	-2.288	-6.874	-4.616	-2.602	-4.251	-3.538	-2.363	-2.73	-4.156	-5.141	-4.737	-3.745	-3.749	-3.816	-2.849	-3.393	-4.886	-3.651	-4.048	-3.376	-4.549	-1.773	-4.199	-5.594	-3.04	-4.374	-4.197
t4	-4.951	-2.638	-5.029	-2.583	-8.199	-4.375	-3.814	-4.777	-4.023	-2.087	-2.027	-5.656	-4.454	-2.821	-3.777	-4.156	-5.165	-3.715	-4.144	-6.571	-4.785	-3.743	-4.148	-6.039	-1.435	-3.992	-5.584	-4.303	-3.835	-4.129
t164	-4.854	-4.16	-4.639	-2.987	-3.174	-7.112	-2.686	-4.216	-3.248	-5.168	-1.53	-4.724	-4.532	-4.494	-3.813	-4.158	-3.701	-3.853	-2.413	-5.806	-4.35	-3.246	-3.56	-4.66	-1.82	-5.116	-6.084	-3.017	-5.447	-4.649
t66	-4.406	-3.169	-4.252	-2.301	-6.475	-5.039	-2.523	-4.219	-3.552	-2.683	-2.48	-4.576	-5.047	-3.895	-3.664	-3.931	-4.556	-2.994	-3.542	-5.033	-3.807	-3.838	-3.81	-4.843	-1.627	-4.558	-5.777	-3.162	-3.739	-3.947
t98	-3.918	-3.438	-4.428	-1.913	-6.682	-6.288	-1.446	-4.3	-3.913	-3.508	-3.549	-4.877	-6.773	-4.18	-4.184	-4.884	-6.097	-2.96	-3.177	-3.883	-3.892	-4.957	-4.613	-5.368	-2.414	-7.05	-7.724	-2.774	-2.634	-3.594
t45	-4.15	-3.391	-4.341	-2.024	-5.663	-6.211	-2.004	-4.159	-3.551	-3.608	-2.439	-4.741	-5.635	-3.805	-3.917	-4.398	-4.769	-3.206	-2.5	-4.643	-4.036	-4.213	-3.829	-5.21	-2.015	-5.899	-6.993	-2.843	-3.769	-3.862
t86	-4.114	-3.466	-4.347	-2.026	-6.231	-5.714	-1.962	-4.304	-3.532	-3.434	-2.534	-4.64	-5.839	-4.251	-3.917	-4.421	-5.013	-3.217	-2.683	-4.54	-4.064	-4.221	-3.721	-5.049	-1.898	-6.038	-6.708	-2.866	-3.642	-3.733
t126	-4.867	-3.099	-4.482	-2.607	-5.615	-5.535	-3.376	-4.28	-3.545	-3.216	-1.743	-4.889	-4.237	-3.384	-3.725	-3.805	-3.56	-3.441	-3.001	-6.213	-4.17	-3.367	-3.416	-5.268	-1.676	-3.701	-5.734	-3.533	-5.228	-4.552
t173	-4.917	-3.761	-4.358	-2.904	-5.441	-5.303	-2.943	-4.17	-3.477	-2.83	-2.071	-4.553	-4.102	-4.058	-3.465	-3.628	-3.986	-3.275	-4.094	-5.45	-3.987	-3.566	-4.051	-4.412	-1.375	-3.781	-4.975	-3.333	-3.881	-4.304
