Scylla_paramamosain	OR523202
Thalamita_danae	OR523203
Metopograpsus_frontalis	KJ132586
Metopograpsus_quadridentatus	KJ132602
Chiromantes_haematocheir	OR523204
Episesarma_mederi	OR523205
Episesarma_singaporense	OR523206
Episesarma_versicolor	ON379432
Lithoselatium_kusu	OR523207
Neosarmatium_indicum	OR523208
Neosarmatium_smithi	OR523209
Orisarma_dehaani	ON379436
Orisarma_patshuni	OR523210
Orisarma_sinense	OR523211
Parasesarma_affine	OR523212
Parasesarma_bidens	KJ132605
Parasesarma_eumolpe	OR523213
Parasesarma_peninsulare	OR523214
Parasesarma_pictum	OR523215
Parasesarma_ungulatum	ON379438
Sarmatium_germaini	ON379439
Selatium_brockii	ON379440
Chasmagnathus_convexus	ON379443
Hemigrapsus_penicillatus	ON379445
Hemigrapsus_takanoi	OR523216
Metaplax_longipes	OR523217
Ilyoplax_formosensis	OR523218
Ilyoplax_ningpoensis	OR523219
Scopimera_intermedia	KJ132632
Tmethypocoelis_ceratophora	KJ132638
Macrophthalmus_banzai	OR523220
Macrophthalmus_convexus	OR523221
Macrophthalmus_definitus	KJ132577
Macrophthalmus_tomentosus	OR523222
Mictyris_brevidactylus	KJ132576
Austruca_lactea	KJ132647
Gelasimus_borealis	KJ132645
Gelasimus_vocans	ON379460
Paraleptuca_splendida	OR523223
Tubuca_arcuata	ON379463
