feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t45	0.034	0.046	0.028	0.045	0.035	0.021	0.032	0.035	0.027	0.029	0.03	0.03	0.038	0.03	0.062	0.025	0.048	0.041	0.04	0.036	0.018	0.035	0.031	0.022	0.029	0.028	0.031	0.026	0.048	0.023
t20	0.037	0.045	0.023	0.045	0.03	0.022	0.03	0.035	0.03	0.032	0.023	0.028	0.035	0.046	0.079	0.021	0.023	0.038	0.04	0.036	0.016	0.04	0.033	0.02	0.034	0.029	0.032	0.031	0.047	0.02
t27	0.031	0.057	0.024	0.043	0.032	0.017	0.032	0.035	0.025	0.029	0.027	0.029	0.039	0.039	0.078	0.029	0.035	0.045	0.047	0.031	0.016	0.034	0.03	0.009	0.03	0.028	0.024	0.038	0.043	0.025
t28	0.031	0.052	0.028	0.034	0.033	0.037	0.032	0.029	0.029	0.03	0.029	0.029	0.05	0.041	0.065	0.025	0.027	0.049	0.043	0.028	0.015	0.032	0.032	0.014	0.028	0.028	0.03	0.033	0.044	0.025
t9	0.03	0.061	0.022	0.038	0.033	0.022	0.033	0.03	0.026	0.026	0.029	0.03	0.045	0.042	0.063	0.024	0.032	0.035	0.045	0.032	0.015	0.036	0.031	0.03	0.034	0.027	0.034	0.025	0.053	0.019
t37	0.034	0.057	0.022	0.045	0.032	0.019	0.027	0.032	0.03	0.03	0.027	0.029	0.035	0.045	0.05	0.028	0.034	0.036	0.058	0.029	0.015	0.029	0.033	0.026	0.026	0.03	0.029	0.038	0.051	0.026
t40	0.037	0.059	0.024	0.047	0.033	0.018	0.031	0.035	0.026	0.03	0.029	0.029	0.039	0.037	0.051	0.019	0.035	0.047	0.052	0.024	0.018	0.039	0.033	0.027	0.028	0.031	0.026	0.024	0.047	0.022
t5	0.032	0.062	0.031	0.031	0.03	0.032	0.028	0.035	0.031	0.036	0.029	0.03	0.037	0.032	0.059	0.03	0.037	0.051	0.032	0.031	0.012	0.033	0.032	0.015	0.029	0.03	0.03	0.038	0.046	0.019
t39	0.035	0.088	0.021	0.039	0.028	0.032	0.023	0.031	0.025	0.033	0.025	0.028	0.04	0.037	0.079	0.022	0.024	0.041	0.031	0.031	0.013	0.027	0.032	0.018	0.03	0.028	0.027	0.026	0.064	0.021
t48	0.033	0.051	0.023	0.038	0.032	0.017	0.025	0.034	0.029	0.029	0.025	0.029	0.04	0.041	0.1	0.023	0.035	0.029	0.046	0.033	0.017	0.031	0.03	0.027	0.029	0.029	0.037	0.025	0.037	0.026
t4	0.033	0.063	0.026	0.04	0.029	0.028	0.034	0.033	0.033	0.023	0.022	0.029	0.027	0.028	0.084	0.025	0.029	0.034	0.04	0.031	0.014	0.033	0.033	0.032	0.028	0.03	0.019	0.041	0.052	0.025
t10	0.036	0.061	0.022	0.046	0.028	0.025	0.032	0.025	0.032	0.03	0.029	0.03	0.043	0.047	0.051	0.025	0.029	0.034	0.055	0.029	0.016	0.035	0.033	0.021	0.026	0.031	0.024	0.038	0.047	0.022
t19	0.032	0.06	0.022	0.033	0.029	0.029	0.031	0.039	0.03	0.03	0.036	0.028	0.036	0.043	0.053	0.023	0.034	0.039	0.036	0.038	0.016	0.03	0.028	0.034	0.032	0.03	0.03	0.03	0.05	0.019
t17	0.034	0.048	0.025	0.044	0.031	0.032	0.029	0.038	0.031	0.027	0.025	0.031	0.04	0.035	0.042	0.027	0.045	0.044	0.05	0.03	0.016	0.03	0.034	0.017	0.025	0.031	0.033	0.036	0.045	0.023
t30	0.03	0.103	0.024	0.042	0.029	0.013	0.027	0.027	0.026	0.032	0.024	0.028	0.049	0.041	0.045	0.023	0.029	0.047	0.04	0.03	0.012	0.032	0.031	0.015	0.03	0.029	0.026	0.034	0.061	0.023
t24	0.036	0.049	0.029	0.036	0.035	0.018	0.035	0.035	0.028	0.027	0.032	0.029	0.052	0.042	0.069	0.025	0.032	0.034	0.038	0.025	0.015	0.029	0.031	0.025	0.037	0.031	0.028	0.033	0.04	0.026
t36	0.029	0.066	0.024	0.033	0.027	0.036	0.035	0.034	0.024	0.03	0.031	0.027	0.034	0.042	0.103	0.023	0.035	0.036	0.039	0.027	0.012	0.024	0.032	0.023	0.023	0.029	0.023	0.034	0.043	0.02
t42	0.034	0.05	0.024	0.028	0.033	0.023	0.026	0.029	0.027	0.028	0.026	0.029	0.048	0.048	0.049	0.028	0.032	0.047	0.049	0.03	0.011	0.039	0.031	0.03	0.033	0.028	0.03	0.034	0.051	0.024
t18	0.033	0.069	0.022	0.03	0.031	0.034	0.033	0.031	0.024	0.025	0.025	0.029	0.07	0.047	0.051	0.026	0.029	0.04	0.05	0.026	0.012	0.035	0.03	0.026	0.028	0.029	0.026	0.031	0.037	0.02
t23	0.038	0.052	0.025	0.047	0.038	0.018	0.027	0.032	0.027	0.025	0.03	0.03	0.037	0.035	0.062	0.027	0.036	0.04	0.043	0.029	0.014	0.036	0.03	0.023	0.031	0.032	0.025	0.027	0.058	0.026
t12	0.032	0.057	0.022	0.039	0.029	0.027	0.026	0.04	0.029	0.027	0.027	0.031	0.044	0.04	0.049	0.027	0.036	0.043	0.052	0.027	0.016	0.029	0.032	0.009	0.035	0.03	0.032	0.027	0.06	0.025
t21	0.031	0.047	0.023	0.037	0.038	0.025	0.024	0.027	0.028	0.027	0.029	0.029	0.034	0.026	0.088	0.024	0.032	0.039	0.04	0.037	0.014	0.037	0.035	0.033	0.039	0.031	0.03	0.029	0.048	0.018
t1	0.038	0.037	0.023	0.042	0.034	0.023	0.036	0.03	0.031	0.026	0.025	0.03	0.044	0.047	0.047	0.023	0.049	0.039	0.048	0.032	0.014	0.038	0.031	0.024	0.032	0.029	0.032	0.027	0.048	0.021
t8	0.038	0.079	0.027	0.036	0.031	0.025	0.04	0.032	0.031	0.026	0.033	0.029	0.036	0.045	0.054	0.022	0.028	0.038	0.036	0.028	0.022	0.042	0.033	0.013	0.028	0.028	0.025	0.029	0.044	0.022
t14	0.032	0.044	0.026	0.043	0.035	0.023	0.035	0.028	0.025	0.027	0.03	0.028	0.037	0.052	0.06	0.026	0.041	0.05	0.044	0.042	0.011	0.033	0.03	0.021	0.028	0.032	0.023	0.027	0.047	0.022
t7	0.038	0.069	0.023	0.05	0.033	0.026	0.025	0.029	0.031	0.024	0.029	0.029	0.048	0.037	0.05	0.025	0.043	0.041	0.049	0.027	0.014	0.038	0.031	0.007	0.031	0.03	0.028	0.025	0.053	0.017
t33	0.033	0.093	0.022	0.035	0.031	0.023	0.029	0.031	0.025	0.028	0.028	0.028	0.051	0.029	0.078	0.021	0.026	0.039	0.032	0.022	0.014	0.033	0.03	0.022	0.033	0.025	0.031	0.029	0.058	0.019
t50	0.034	0.087	0.027	0.038	0.031	0.021	0.025	0.038	0.028	0.028	0.03	0.028	0.026	0.046	0.066	0.029	0.028	0.04	0.026	0.028	0.015	0.027	0.033	0.036	0.026	0.029	0.026	0.043	0.04	0.022
t25	0.033	0.057	0.03	0.043	0.034	0.026	0.027	0.031	0.03	0.034	0.029	0.028	0.052	0.045	0.046	0.023	0.033	0.045	0.033	0.032	0.015	0.036	0.031	0.027	0.027	0.032	0.026	0.036	0.038	0.023
t38	0.033	0.054	0.027	0.037	0.034	0.032	0.033	0.031	0.028	0.034	0.029	0.03	0.037	0.039	0.057	0.023	0.036	0.043	0.053	0.03	0.014	0.025	0.032	0.014	0.029	0.034	0.028	0.037	0.037	0.027
t34	0.035	0.043	0.028	0.038	0.031	0.031	0.039	0.03	0.031	0.03	0.024	0.03	0.06	0.041	0.05	0.021	0.031	0.034	0.039	0.033	0.016	0.034	0.033	0.028	0.025	0.031	0.021	0.032	0.059	0.021
t31	0.038	0.055	0.026	0.039	0.031	0.023	0.025	0.03	0.03	0.026	0.036	0.029	0.057	0.052	0.057	0.029	0.029	0.046	0.028	0.028	0.014	0.029	0.03	0.017	0.032	0.031	0.027	0.031	0.056	0.019
t2	0.036	0.063	0.024	0.043	0.029	0.025	0.036	0.033	0.026	0.024	0.029	0.03	0.036	0.041	0.062	0.03	0.036	0.034	0.037	0.029	0.018	0.03	0.032	0.034	0.025	0.032	0.021	0.039	0.039	0.027
t13	0.03	0.062	0.021	0.039	0.026	0.022	0.028	0.027	0.028	0.03	0.026	0.028	0.034	0.049	0.082	0.022	0.039	0.041	0.06	0.024	0.013	0.036	0.032	0.02	0.031	0.031	0.025	0.035	0.04	0.019
t6	0.037	0.055	0.024	0.033	0.031	0.038	0.034	0.037	0.025	0.029	0.023	0.028	0.048	0.032	0.056	0.023	0.035	0.039	0.041	0.036	0.015	0.035	0.03	0.03	0.026	0.03	0.035	0.031	0.041	0.025
t47	0.035	0.048	0.026	0.044	0.032	0.022	0.031	0.034	0.029	0.031	0.021	0.03	0.036	0.039	0.092	0.031	0.028	0.046	0.04	0.024	0.014	0.033	0.032	0.012	0.028	0.029	0.03	0.037	0.047	0.018
t35	0.03	0.073	0.021	0.036	0.033	0.026	0.029	0.028	0.03	0.025	0.028	0.028	0.051	0.046	0.07	0.021	0.039	0.033	0.039	0.036	0.016	0.03	0.03	0.031	0.026	0.027	0.027	0.033	0.034	0.021
t43	0.033	0.052	0.024	0.04	0.034	0.023	0.028	0.037	0.03	0.029	0.025	0.03	0.049	0.044	0.051	0.023	0.042	0.035	0.051	0.029	0.014	0.034	0.032	0.012	0.026	0.029	0.022	0.027	0.073	0.023
t15	0.036	0.053	0.027	0.038	0.031	0.043	0.024	0.03	0.028	0.031	0.022	0.029	0.043	0.037	0.081	0.024	0.032	0.034	0.033	0.029	0.013	0.037	0.03	0.018	0.03	0.03	0.026	0.03	0.056	0.023
t3	0.033	0.057	0.018	0.04	0.032	0.028	0.031	0.029	0.03	0.026	0.029	0.03	0.041	0.042	0.069	0.03	0.044	0.041	0.04	0.027	0.015	0.028	0.03	0.019	0.03	0.031	0.027	0.027	0.05	0.029
