feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t163	-0.179	-0.289	-0.57	1.16	-1.228	-1.639	-0.247	-0.85	2.038	0.793	-2.478	-0.29	1.188	-0.384	2.038	-0.769	0.149	0.821	-0.059	0.752	-1.538	0.244	-0.97	-1.648	-0.058	0.112	0.043	0.224	1.346	2.282
t69	-0.643	-0.321	-0.43	1.79	-1.208	-1.805	0.415	-0.886	2.19	0.743	-1.725	0.202	1.314	-0.065	1.902	-1.311	0.156	-0.242	0.35	-0.145	-1.823	0.653	-0.784	-2.322	-0.172	0.341	-0.425	1.054	1.117	2.07
t37	-0.322	-0.255	-0.457	1.459	-1.195	-1.572	0.145	-0.732	1.832	0.655	-2.308	0.078	0.886	0.05	1.665	-0.932	0.252	0.424	-0.047	0.219	-1.596	-0.238	-0.883	-1.577	0.202	0.784	-0.001	0.625	1.129	1.704
t145	-0.289	-0.655	-0.407	1.859	-1.802	-1.743	0.564	-0.645	2.015	0.598	-2.321	-0.028	0.799	-0.221	2.105	-1.058	0.124	0.751	0.033	0.492	-1.414	0.178	-0.942	-1.814	0.237	0.479	-0.497	0.493	1.116	1.988
t41	0.362	-0.534	-0.571	1.842	-1.586	-1.708	0.094	-0.702	2.073	0.423	-2.777	-0.408	0.974	-0.273	2.71	-1.192	0.042	0.918	0.01	0.915	-1.419	0.019	-1.037	-1.676	0.121	-0.117	-0.303	0.098	1.478	2.215
t189	0.013	-0.097	-0.663	1.705	-1.012	-1.604	-0.505	-0.909	2.013	0.877	-2.311	-0.177	1.072	-0.071	1.869	-0.926	0.383	-0.037	0.1	0.19	-1.763	0.138	-0.922	-1.929	0.13	0.216	0.091	0.567	1.664	1.891
t153	-0.406	-0.508	-0.7	2.165	-1.591	-1.694	0.947	-0.858	1.889	0.682	-2.237	-0.043	0.764	0.013	1.828	-0.794	0.051	0.223	0.111	0.459	-1.38	-0.212	-0.996	-1.688	-0.003	0.41	-0.105	0.87	1.177	1.619
t137	0.438	-0.104	-0.697	1.019	-0.966	-1.589	-0.258	-0.712	1.916	0.405	-2.994	-0.47	1.196	-0.054	2.413	-0.86	0.061	1.386	-0.134	0.798	-1.64	-0.398	-0.97	-1.279	0.066	-0.065	0.069	0.084	1.264	2.065
t10	-0.357	-0.18	-0.591	2.102	-1.186	-1.719	-0.13	-1.019	1.972	0.975	-2.126	0.025	1.203	-0.068	1.825	-1.14	0.112	0.066	0.036	0.253	-1.694	0.103	-0.927	-1.724	-0.092	0.366	-0.239	0.872	1.324	1.951
t52	0.101	-0.22	-0.495	1.248	-0.881	-1.563	0.425	-0.837	1.911	0.034	-2.259	0.108	1.024	0.161	1.962	-0.968	0.036	0.873	0.185	0.063	-1.664	-0.359	-0.873	-1.731	-0.146	0.465	-0.025	0.753	1.057	1.607
t34	0.363	-0.033	-0.343	1.017	-0.652	-1.504	-0.657	-0.844	2.198	0.316	-2.124	-0.168	1.154	-0.262	2.061	-1.253	0.28	0.283	0.142	0.191	-1.823	0.446	-0.857	-2.286	-0.078	0.173	0.164	0.359	1.463	2.265
t133	0.289	-0.098	-0.715	1.751	-0.797	-1.684	0.222	-0.892	2.076	0.083	-2.628	-0.028	1.427	-0.041	2.573	-1.457	-0.129	0.62	0.354	0.153	-1.858	-0.086	-0.937	-1.97	-0.071	-0.035	-0.413	0.642	1.332	2.309
t43	-0.096	-0.303	-0.717	1.85	-1.258	-1.644	0.354	-0.811	1.792	0.614	-2.586	-0.171	1.036	0.085	1.99	-0.84	0.089	0.499	0.063	0.453	-1.554	-0.39	-0.973	-1.507	0.061	0.311	-0.007	0.615	1.279	1.76
t76	-0.096	-0.469	-0.728	2.253	-1.246	-1.691	0.764	-0.813	1.999	-0.057	-2.661	-0.028	1.237	-0.142	2.52	-1.283	-0.119	0.589	0.515	0.259	-1.516	-0.153	-1.02	-2.093	-0.027	-0.094	-0.378	0.663	1.43	2.377
t128	-0.287	-0.563	-0.336	1.621	-1.688	-1.758	0.681	-0.653	1.948	0.672	-1.995	-0.068	0.757	0.056	1.886	-1.002	0.21	0.594	-0.128	0.359	-1.559	0.035	-0.831	-1.646	0.126	0.795	-0.293	0.767	0.854	1.439
t184	0.589	-0.098	-0.533	1.24	-0.716	-1.362	0.077	-0.744	1.912	-0.255	-2.442	0.043	0.869	0.246	2.008	-1.075	0.178	0.553	0.296	0.039	-1.587	-0.516	-0.922	-1.952	0.091	0.19	0.214	0.484	1.411	1.757
t26	0.326	0.062	-0.26	0.552	-0.498	-1.321	-1.073	-0.815	1.988	0.269	-2.067	0.034	0.965	-0.089	1.579	-0.868	0.531	0.363	0.055	-0.074	-1.77	0.183	-0.804	-2.017	-0.008	0.664	0.452	0.317	1.446	1.874
t181	0.594	-0.102	-0.538	1.345	-0.739	-1.522	0.237	-0.77	2.004	-0.311	-2.477	-0.053	1.186	0.057	2.326	-1.372	0.025	0.651	0.304	0.067	-1.757	-0.239	-0.896	-2.041	0.027	0.116	-0.124	0.589	1.226	2.179
t70	0.074	-0.224	-0.136	0.139	-0.87	-1.505	-0.422	-0.643	1.921	0.142	-2.139	-0.044	1.113	-0.086	1.772	-0.715	0.298	1.39	-0.121	0.278	-1.662	-0.03	-0.785	-1.656	-0.072	0.783	0.261	0.173	0.963	1.797
t81	-0.134	-0.489	-0.514	2.265	-1.433	-1.7	0.427	-0.729	2.002	0.422	-2.338	0.078	0.841	-0.078	2.207	-1.259	0.222	0.191	0.238	0.034	-1.591	0.135	-0.897	-2.014	0.169	0.478	-0.502	0.792	1.263	1.907
t83	-0.275	-0.582	-0.452	1.62	-1.624	-1.731	0.396	-0.659	2.157	0.624	-2.445	-0.189	0.888	-0.402	2.217	-1.011	0.138	0.73	0.101	0.597	-1.456	0.383	-0.955	-1.99	0.154	0.19	-0.277	0.346	1.289	2.214
t165	-0.499	-0.694	-0.707	1.683	-1.824	-1.947	1.586	-0.598	1.868	0.38	-2.833	-0.273	1.21	-0.022	2.5	-0.844	-0.359	1.978	-0.024	0.879	-1.443	-0.534	-0.986	-1.21	0.063	0.143	-0.605	0.56	0.645	1.894
t72	0.657	0.009	-0.519	1.307	-0.443	-1.595	0.056	-0.903	2.132	-0.372	-2.252	-0.02	1.484	0.066	2.578	-1.563	-0.079	0.536	0.417	-0.085	-1.964	0.017	-0.837	-2.238	-0.335	0.016	-0.188	0.703	1.209	2.195
t168	0.375	0.02	-0.422	1.297	-0.669	-1.47	-0.456	-0.92	1.982	0.286	-1.932	-0.065	0.981	0.114	1.768	-1.105	0.344	0.139	0.027	0.027	-1.742	-0.014	-0.827	-1.887	-0.164	0.396	0.193	0.765	1.227	1.723
t195	-0.407	-0.486	-0.605	1.273	-1.422	-1.76	0.819	-0.688	1.903	0.334	-2.394	-0.234	1.144	-0.012	2.052	-0.645	0.039	1.368	0.027	0.528	-1.488	-0.306	-0.916	-1.526	-0.032	0.197	-0.103	0.595	0.911	1.827
t194	0.004	-0.408	-0.656	1.63	-1.404	-1.689	0.232	-0.709	1.985	0.616	-2.566	-0.402	0.898	-0.102	2.163	-0.759	0.263	0.656	0.03	0.559	-1.522	-0.037	-0.948	-1.678	0.101	0.079	0.021	0.461	1.345	1.832
t14	-0.368	-0.652	-0.405	1.714	-1.731	-1.81	0.195	-0.718	1.992	0.867	-2.455	-0.219	0.923	-0.352	2.192	-0.883	0.18	0.908	-0.105	0.659	-1.473	0.305	-0.921	-1.537	0.002	0.521	-0.338	0.442	1.134	1.927
t61	-0.829	-0.691	-0.405	1.71	-1.812	-1.802	0.848	-0.725	1.878	0.908	-2.004	-0.063	0.813	-0.127	1.636	-0.569	0.172	0.524	-0.047	0.467	-1.362	0.186	-0.87	-1.582	-0.18	0.795	-0.104	0.854	0.804	1.57
t185	-0.204	-0.631	-0.653	2.867	-1.758	-1.716	0.655	-0.69	1.941	0.562	-2.63	-0.049	0.724	-0.107	2.235	-1.229	0.153	0.142	0.268	0.311	-1.366	-0.059	-1.018	-1.95	0.333	0.151	-0.532	0.737	1.448	2.056
t20	0.307	-0.296	-0.59	1.325	-1.044	-1.714	-0.12	-0.729	2.072	0.189	-2.921	-0.434	1.385	-0.394	2.704	-1.121	0.013	1.235	0.122	0.633	-1.673	0.141	-0.949	-1.746	-0.105	-0.148	-0.211	0.207	1.285	2.567
t11	-0.33	-0.564	-0.012	1.455	-1.669	-1.693	-0.104	-0.432	2.056	0.591	-2.221	0.07	0.708	-0.256	1.895	-1.266	0.376	0.972	-0.116	0.173	-1.583	0.314	-0.803	-1.921	0.492	0.983	-0.455	0.377	1.056	1.9
t39	0.16	-0.299	-0.619	1.531	-1.177	-1.591	0.401	-0.813	1.838	0.347	-2.293	-0.114	0.873	0.206	1.904	-0.736	0.162	0.543	0.048	0.361	-1.481	-0.433	-0.937	-1.572	-0.053	0.289	0.087	0.656	1.164	1.541
t63	-0.059	-0.389	-0.453	1.095	-1.179	-1.646	0.202	-0.678	1.989	0.144	-2.494	-0.172	1.131	-0.206	2.238	-0.927	0.096	1.277	0.077	0.446	-1.587	-0.075	-0.914	-1.762	0.035	0.358	-0.079	0.298	1.159	2.069
t6	-0.104	-0.291	-0.363	1.331	-1.162	-1.663	-0.2	-0.855	2.095	0.776	-1.935	-0.152	0.943	-0.241	1.806	-0.869	0.315	0.127	0.013	0.301	-1.648	0.512	-0.849	-1.992	-0.219	0.525	0.104	0.623	1.218	1.848
t67	-0.116	-0.077	-0.149	1.212	-0.723	-1.563	-0.435	-0.774	2.18	0.403	-1.667	0.181	1.016	-0.017	1.666	-1.325	0.462	-0.012	0.196	-0.432	-1.925	0.539	-0.697	-2.402	-0.033	0.645	-0.051	0.879	1.166	1.843
t25	0.124	-0.532	-0.009	0.957	-1.468	-1.666	0.418	-0.229	1.912	-0.294	-2.488	0.004	0.855	0.162	2.389	-1.364	0.118	1.962	-0.111	0.236	-1.556	-0.38	-0.743	-1.5	0.283	0.873	-0.489	0.308	0.55	1.67
t139	0.057	-0.374	-0.578	2.194	-1.533	-1.621	-0.175	-0.735	1.978	0.999	-2.588	-0.242	0.642	-0.256	1.94	-1.034	0.322	0.122	-0.052	0.533	-1.52	0.111	-1.011	-1.831	0.439	0.391	-0.157	0.414	1.593	1.964
t51	0.182	-0.161	-0.621	1.205	-0.64	-1.503	0.709	-0.747	1.887	-0.587	-2.305	0.109	1.214	0.378	2.274	-1.174	0.056	0.844	0.409	-0.136	-1.705	-0.645	-0.853	-1.898	-0.069	0.207	-0.029	0.75	1.075	1.766
t120	0.464	-0.036	-0.316	1.474	-0.665	-1.496	-0.216	-0.662	2.006	-0.275	-2.429	0.083	1.13	0.063	2.173	-1.603	0.141	0.676	0.291	-0.226	-1.839	-0.13	-0.822	-2.128	0.134	0.387	-0.229	0.654	1.192	2.199
t4	-0.006	-0.133	-0.993	1.659	-1.244	-1.787	0.049	-0.928	1.858	1.1	-2.956	-0.556	1.354	-0.12	2.254	-0.646	-0.042	0.832	-0.166	0.988	-1.646	-0.311	-1.047	-1.129	-0.031	-0.107	-0.005	0.375	1.328	2.044
t17	0.323	-0.265	-0.608	1.735	-1.136	-1.705	0.265	-0.812	1.979	0.332	-2.548	-0.115	1.121	-0.003	2.396	-1.229	0.038	0.594	0.118	0.267	-1.757	-0.076	-0.903	-1.721	0.009	0.313	-0.357	0.647	1.188	1.903
t122	0.049	-0.171	-0.888	1.375	-1.102	-1.529	-0.028	-0.887	1.673	0.763	-2.683	-0.419	0.914	0.222	1.859	-0.296	0.274	0.628	-0.159	0.756	-1.427	-0.747	-1.013	-1.026	-0.055	0.191	0.554	0.382	1.425	1.359
t170	0.243	-0.345	-0.282	1.542	-1.302	-1.576	-0.085	-0.552	1.905	0.242	-2.411	-0.037	0.77	0.125	2.085	-1.232	0.323	0.727	-0.027	0.168	-1.579	-0.206	-0.836	-1.655	0.263	0.63	-0.205	0.49	1.132	1.679
t22	-0.302	-0.496	-0.539	1.989	-1.649	-1.837	0.289	-0.793	2.1	0.914	-2.313	-0.229	1.084	-0.286	2.236	-1.141	0.13	0.337	0.047	0.546	-1.599	0.434	-0.926	-1.84	0.049	0.231	-0.414	0.601	1.258	2.111
