V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t190	-6.836	-5.47	-3.518	-7.004	-4.782	-6.335	-10.965	-5.508	-6.072	-5.974	-6.691	-3.566	-4.792	-8.156	-8.024	-6.124	-8.576	-6.941	-8.925	-0.351	-3.002	-7.8	-10.313	-7.819	-9.21	-2.09	-10.062	-6.145	-3.787	-8.332
t144	-4.713	-4.787	-3.388	-4.178	-4.024	-4.968	-5.898	-3.322	-3.208	-3.366	-4.012	-2.958	-3.672	-5.258	-4.805	-5.476	-4.476	-2.971	-6.031	-0.875	-2.557	-4.793	-5.116	-4.918	-6.467	-3.074	-5.066	-5.721	-3.23	-5.555
t7	-4.556	-5.005	-4.08	-3.954	-4.447	-2.405	-4.095	-3.308	-2.911	-3.229	-3.507	-4.286	-3.789	-5.059	-4.098	-5.781	-3.798	-2.652	-5.699	-1.602	-2.777	-4.478	-4.069	-4.63	-6.203	-3.928	-3.994	-6.185	-1.836	-5.252
t187	-4.367	-4.921	-3.838	-3.78	-4.271	-4.003	-4.118	-3.135	-2.669	-3.044	-3.137	-3.826	-3.658	-4.749	-3.494	-5.745	-3.675	-2.443	-5.481	-1.538	-2.751	-4.142	-3.706	-4.345	-4.633	-3.898	-3.609	-6.069	-2.541	-4.998
t195	-4.762	-4.765	-3.572	-4.434	-4.185	-3.393	-5.529	-3.55	-3.311	-3.615	-3.774	-3.958	-3.671	-5.455	-4.412	-5.562	-4.771	-3.481	-6.147	-0.937	-2.528	-4.884	-5.282	-5.06	-5.662	-3.109	-5.206	-5.819	-2.135	-5.645
t82	-5.714	-5.008	-3.412	-5.578	-4.353	-4.649	-8.237	-4.396	-4.634	-4.664	-5.279	-3.436	-4.136	-6.734	-6.372	-5.694	-6.521	-5.049	-7.46	-0.504	-2.614	-6.309	-7.764	-6.361	-7.991	-2.461	-7.562	-5.862	-2.815	-6.921
t41	-4.632	-4.772	-3.401	-4.16	-4.005	-5.579	-5.849	-3.273	-3.001	-3.305	-3.785	-3.291	-3.617	-5.085	-4.461	-5.486	-4.413	-2.582	-5.891	-0.901	-2.719	-4.584	-4.953	-4.815	-5.509	-3.051	-5.1	-5.642	-3.831	-5.429
t50	-4.657	-4.759	-3.494	-4.188	-4.085	-3.992	-5.48	-3.347	-3.143	-3.379	-3.814	-3.458	-3.637	-5.236	-4.529	-5.493	-4.42	-3.044	-5.971	-0.937	-2.539	-4.731	-4.982	-4.88	-6.079	-3.144	-4.94	-5.761	-2.683	-5.494
t70	-5.104	-4.863	-3.678	-4.731	-4.282	-2.71	-6.272	-3.768	-3.721	-3.895	-4.555	-4.036	-3.851	-5.911	-5.625	-5.529	-5.126	-3.641	-6.554	-0.8	-2.599	-5.44	-6.14	-5.557	-7.948	-2.871	-6.185	-5.807	-2.203	-6.103
t110	-4.507	-4.869	-3.649	-3.815	-4.098	-4.763	-5.075	-3.071	-2.78	-3.027	-3.781	-3.275	-3.661	-4.863	-4.568	-5.524	-3.776	-2.064	-5.629	-1.191	-2.787	-4.396	-4.309	-4.579	-6.525	-3.43	-4.468	-5.79	-3.587	-5.214
