V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t190	-0.398	0.969	2.921	-0.566	1.657	0.104	-4.586	0.931	0.367	0.465	-0.253	2.873	1.647	-1.72	-1.589	0.315	-2.142	-0.503	-2.493	6.088	3.437	-1.364	-3.905	-1.382	-2.781	4.349	-3.647	0.293	2.652	-1.898
t144	-0.417	-0.491	0.908	0.118	0.272	-0.672	-1.602	0.974	1.088	0.93	0.284	1.338	0.624	-0.963	-0.509	-1.181	-0.18	1.325	-1.735	3.422	1.739	-0.497	-0.82	-0.622	-2.171	1.222	-0.77	-1.425	1.066	-1.259
t7	-0.502	-0.951	-0.027	0.1	-0.393	1.648	-0.041	0.746	1.143	0.825	0.546	-0.233	0.265	-1.005	-0.044	-1.727	0.256	1.401	-1.646	2.452	1.276	-0.425	-0.015	-0.576	-2.149	0.126	0.06	-2.131	2.218	-1.199
t187	-0.481	-1.035	0.048	0.106	-0.385	-0.117	-0.232	0.751	1.217	0.842	0.749	0.06	0.228	-0.863	0.392	-1.859	0.211	1.443	-1.596	2.348	1.135	-0.256	0.18	-0.459	-0.747	-0.012	0.277	-2.183	1.345	-1.112
t195	-0.475	-0.478	0.716	-0.147	0.102	0.894	-1.242	0.737	0.976	0.673	0.513	0.329	0.616	-1.168	-0.125	-1.275	-0.484	0.806	-1.86	3.35	1.759	-0.597	-0.995	-0.773	-1.375	1.179	-0.919	-1.533	2.152	-1.358
t82	-0.431	0.275	1.871	-0.296	0.93	0.634	-2.957	0.887	0.649	0.619	0.003	1.847	1.147	-1.451	-1.09	-0.411	-1.239	0.234	-2.179	4.779	2.669	-1.027	-2.484	-1.079	-2.711	2.822	-2.28	-0.579	2.468	-1.639
t41	-0.395	-0.535	0.837	0.077	0.233	-1.342	-1.612	0.964	1.237	0.932	0.453	0.947	0.62	-0.848	-0.224	-1.249	-0.176	1.656	-1.654	3.336	1.519	-0.347	-0.716	-0.578	-1.272	1.186	-0.863	-1.405	0.406	-1.192
t50	-0.448	-0.549	0.715	0.022	0.124	0.218	-1.271	0.863	1.066	0.831	0.396	0.752	0.573	-1.027	-0.319	-1.283	-0.211	1.165	-1.761	3.273	1.671	-0.521	-0.772	-0.67	-1.87	1.066	-0.731	-1.551	1.527	-1.284
t70	-0.454	-0.213	0.972	-0.081	0.368	1.94	-1.623	0.882	0.929	0.755	0.095	0.614	0.799	-1.262	-0.975	-0.88	-0.476	1.01	-1.905	3.85	2.051	-0.79	-1.49	-0.907	-3.3	1.779	-1.535	-1.158	2.448	-1.453
t110	-0.405	-0.767	0.453	0.287	0.004	-0.66	-0.973	1.032	1.322	1.075	0.321	0.827	0.441	-0.761	-0.465	-1.421	0.326	2.038	-1.527	2.912	1.315	-0.293	-0.207	-0.476	-2.424	0.672	-0.366	-1.688	0.515	-1.112
t6	-0.412	-0.275	1.158	-0.021	0.453	-0.522	-1.995	0.946	1.019	0.835	0.259	1.295	0.784	-1.067	-0.589	-0.971	-0.495	1.147	-1.836	3.803	1.929	-0.596	-1.287	-0.746	-1.991	1.698	-1.279	-1.154	1.25	-1.346
t113	-0.434	0.003	1.57	-0.208	0.689	-0.034	-2.503	0.863	0.754	0.677	0.202	1.719	0.958	-1.31	-0.678	-0.727	-0.981	0.381	-2.062	4.288	2.375	-0.846	-1.91	-0.918	-2.085	2.225	-1.662	-0.918	2.081	-1.52
t81	-0.436	-1.641	-0.85	0.64	-0.882	-0.464	0.954	1.008	1.739	1.284	0.653	-0.525	-0.172	-0.379	0.167	-2.327	1.455	3.239	-1.099	1.282	0.284	0.19	1.571	-0.078	-2.091	-1.198	1.247	-2.728	-0.09	-0.758
t141	-0.479	-1.031	-0.103	0.115	-0.435	0.762	-0.067	0.767	1.3	0.856	0.694	-0.483	0.236	-0.869	0.211	-1.824	0.303	1.764	-1.546	2.329	1.053	-0.249	0.165	-0.497	-1.264	0.023	0.057	-2.147	1.464	-1.107
t139	-0.431	-1.121	-0.068	0.318	-0.388	-0.675	-0.205	0.928	1.452	1.058	0.629	0.073	0.193	-0.656	0.12	-1.857	0.586	2.253	-1.4	2.231	0.903	-0.087	0.467	-0.335	-1.462	-0.11	0.292	-2.152	0.428	-0.986
t145	-0.437	-0.702	0.386	0.073	-0.059	0.39	-0.874	0.872	1.257	0.88	0.494	0.055	0.483	-0.918	-0.199	-1.434	0.019	1.695	-1.62	2.968	1.36	-0.359	-0.446	-0.603	-1.753	0.779	-0.65	-1.679	1.211	-1.189
t3	-0.463	-0.502	0.64	-0.097	0.079	1.004	-1.155	0.777	1.045	0.728	0.474	0.22	0.604	-1.127	-0.226	-1.272	-0.365	1.039	-1.803	3.301	1.685	-0.558	-0.914	-0.753	-1.732	1.144	-0.936	-1.53	2.02	-1.33
t100	-0.496	-1.168	-0.293	0.185	-0.58	1.134	0.297	0.754	1.288	0.891	0.688	-0.501	0.124	-0.857	0.225	-1.961	0.502	1.745	-1.517	2.071	0.982	-0.247	0.441	-0.446	-1.644	-0.312	0.435	-2.359	1.699	-1.083
t74	-0.501	-2.114	-1.532	0.672	-1.431	0.105	2.115	0.825	1.765	1.23	0.986	-1.214	-0.535	-0.321	0.858	-2.909	1.813	3.009	-1.015	0.373	-0.122	0.333	2.453	0.072	-1.229	-2.311	2.322	-3.438	0.384	-0.655
t19	-0.433	0.029	1.485	-0.222	0.669	0.609	-2.407	0.867	0.805	0.678	0.158	1.349	0.979	-1.31	-0.808	-0.678	-0.934	0.468	-2.038	4.328	2.33	-0.855	-1.963	-0.962	-2.35	2.3	-1.872	-0.865	2.16	-1.527
t129	-0.453	-1.054	-0.07	0.251	-0.383	0.178	-0.146	0.883	1.37	0.983	0.566	-0.122	0.229	-0.765	-0.015	-1.787	0.502	2.108	-1.474	2.326	1.007	-0.199	0.278	-0.428	-1.748	0.013	0.129	-2.108	0.978	-1.055
t11	-0.448	-0.713	0.403	0.065	-0.068	0.383	-0.856	0.85	1.2	0.857	0.498	0.19	0.466	-0.953	-0.163	-1.458	-0.01	1.578	-1.653	2.937	1.408	-0.39	-0.441	-0.605	-1.73	0.73	-0.538	-1.725	1.388	-1.205
t114	-0.484	-1.643	-0.876	0.465	-0.972	0.148	1.119	0.831	1.566	1.1	0.828	-0.737	-0.198	-0.543	0.526	-2.425	1.19	2.566	-1.236	1.23	0.4	0.086	1.477	-0.153	-1.407	-1.294	1.385	-2.865	0.753	-0.841
t87	-0.388	-0.324	1.059	-0.042	0.407	-0.988	-2.02	0.951	1.198	0.852	0.419	0.842	0.774	-0.944	-0.344	-1.039	-0.48	1.437	-1.73	3.719	1.697	-0.427	-1.165	-0.7	-1.165	1.663	-1.436	-1.137	0.575	-1.269
t30	-0.455	-0.098	1.431	-0.163	0.58	0.296	-2.23	0.845	0.722	0.68	0.183	1.712	0.873	-1.317	-0.677	-0.829	-0.852	0.291	-2.059	4.106	2.342	-0.861	-1.73	-0.895	-2.232	1.982	-1.389	-1.08	2.326	-1.51
t160	-0.458	-1.021	0.009	0.259	-0.342	0.322	-0.218	0.886	1.3	0.984	0.515	0.119	0.241	-0.815	-0.094	-1.75	0.462	1.937	-1.513	2.389	1.122	-0.262	0.211	-0.441	-2.08	0.055	0.167	-2.102	1.202	-1.086
t161	-0.449	-1.748	-0.969	0.625	-0.998	-0.616	1.154	0.951	1.738	1.255	0.79	-0.638	-0.252	-0.367	0.447	-2.481	1.47	3.125	-1.088	1.075	0.197	0.241	1.77	-0.032	-1.595	-1.455	1.519	-2.896	-0.046	-0.731
t84	-0.434	0.322	1.935	-0.284	0.979	0.829	-3.024	0.905	0.604	0.625	-0.081	2.004	1.174	-1.487	-1.243	-0.344	-1.25	0.166	-2.209	4.87	2.76	-1.087	-2.579	-1.106	-3.081	2.914	-2.332	-0.532	2.627	-1.668
t184	-0.467	-1.22	-0.304	0.214	-0.58	0.07	0.201	0.794	1.427	0.947	0.793	-0.502	0.111	-0.711	0.422	-2.017	0.563	2.04	-1.425	1.996	0.796	-0.091	0.596	-0.365	-0.931	-0.364	0.446	-2.342	0.898	-1.002
t186	-0.396	-0.833	0.428	0.217	-0.044	-1.603	-1.039	0.979	1.406	1.028	0.572	0.609	0.415	-0.676	0.008	-1.553	0.214	2.029	-1.488	2.806	1.151	-0.147	-0.088	-0.42	-0.999	0.567	-0.326	-1.739	-0.028	-1.052
