feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t10	0.011	0.028	0.037	0.035	0.037	0.034	0.036	0.03	0.052	0.029	0.039	0.02	0.053	0.007	0.036	0.023	0.043	0.019	0.045	0.038	0.044	0.031	0.053	0.032	0.035	0.039	0.03	0.036	0.022	0.022
t22	0.013	0.031	0.028	0.032	0.035	0.033	0.031	0.04	0.061	0.028	0.063	0.023	0.048	0.005	0.038	0.024	0.042	0.009	0.038	0.039	0.046	0.038	0.038	0.027	0.028	0.028	0.028	0.033	0.021	0.05
t4	0.01	0.03	0.032	0.033	0.037	0.035	0.033	0.042	0.095	0.027	0.039	0.024	0.05	0.008	0.03	0.028	0.038	0.011	0.039	0.035	0.04	0.022	0.047	0.042	0.029	0.029	0.03	0.036	0.025	0.023
t37	0.016	0.028	0.033	0.034	0.039	0.036	0.031	0.03	0.08	0.028	0.033	0.024	0.056	0.006	0.029	0.029	0.031	0.012	0.059	0.019	0.05	0.018	0.053	0.038	0.048	0.03	0.031	0.036	0.024	0.02
t19	0.01	0.029	0.036	0.032	0.036	0.035	0.028	0.046	0.086	0.027	0.047	0.024	0.038	0.006	0.033	0.03	0.042	0.013	0.046	0.04	0.038	0.02	0.041	0.034	0.042	0.029	0.03	0.033	0.028	0.02
t39	0.009	0.03	0.036	0.03	0.036	0.034	0.033	0.035	0.1	0.028	0.037	0.022	0.039	0.005	0.028	0.028	0.04	0.015	0.047	0.03	0.05	0.019	0.056	0.035	0.036	0.03	0.026	0.031	0.023	0.033
t18	0.017	0.03	0.029	0.036	0.034	0.034	0.033	0.031	0.094	0.03	0.042	0.028	0.052	0.008	0.04	0.024	0.029	0.018	0.041	0.029	0.035	0.025	0.046	0.034	0.029	0.028	0.027	0.036	0.026	0.036
t45	0.008	0.028	0.03	0.031	0.038	0.036	0.031	0.036	0.082	0.029	0.05	0.026	0.041	0.004	0.032	0.029	0.036	0.027	0.043	0.038	0.044	0.024	0.044	0.035	0.042	0.032	0.033	0.032	0.023	0.016
t47	0.014	0.031	0.036	0.035	0.037	0.037	0.032	0.036	0.066	0.031	0.065	0.021	0.048	0.008	0.031	0.03	0.031	0.015	0.04	0.03	0.042	0.02	0.049	0.033	0.037	0.029	0.031	0.036	0.026	0.022
t7	0.009	0.028	0.033	0.028	0.034	0.035	0.027	0.044	0.078	0.03	0.05	0.032	0.052	0.004	0.031	0.024	0.057	0.013	0.046	0.043	0.031	0.022	0.059	0.026	0.037	0.025	0.027	0.032	0.028	0.015
t41	0.01	0.03	0.036	0.029	0.035	0.037	0.035	0.036	0.029	0.03	0.039	0.026	0.052	0.01	0.035	0.029	0.034	0.022	0.047	0.039	0.044	0.027	0.061	0.038	0.044	0.032	0.031	0.034	0.025	0.027
t25	0.012	0.029	0.03	0.033	0.034	0.032	0.031	0.031	0.069	0.031	0.061	0.03	0.041	0.007	0.03	0.023	0.037	0.034	0.039	0.052	0.036	0.022	0.047	0.034	0.03	0.03	0.027	0.033	0.029	0.027
t6	0.011	0.029	0.033	0.033	0.034	0.035	0.037	0.043	0.054	0.032	0.044	0.031	0.05	0.007	0.025	0.031	0.047	0.016	0.049	0.042	0.035	0.017	0.061	0.041	0.023	0.03	0.035	0.035	0.021	0.018
t8	0.013	0.031	0.033	0.033	0.041	0.034	0.034	0.026	0.033	0.033	0.054	0.043	0.05	0.007	0.033	0.026	0.04	0.022	0.044	0.033	0.044	0.029	0.048	0.026	0.034	0.032	0.029	0.033	0.028	0.032
t44	0.01	0.028	0.037	0.028	0.039	0.035	0.033	0.036	0.116	0.029	0.034	0.027	0.058	0.004	0.034	0.03	0.029	0.01	0.046	0.034	0.034	0.015	0.055	0.026	0.037	0.028	0.03	0.033	0.028	0.017
