V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t56	-2.617	-4.461	-4.632	-3.368	-2.873	-3.449	-3.284	-4.693	-4.091	-3.707	-3.499	-2.265	-3.08	-2.478	-4.119	-3.968	-5.339	-4.116	-5.649	-2.56	-4.057	-3.683	-3.63	-3.089	-3.868	-3.006	-3.332	-3.377	-3.858	-4.01
t143	-2.011	-4.306	-4.569	-5.163	-2.327	-3.635	-2.787	-4.384	-4.317	-4.404	-4.312	-3.247	-3.924	-1.791	-3.559	-4.703	-4.867	-5.105	-5.077	-3.393	-3.906	-3.357	-3.401	-3.936	-5.007	-3.162	-3.829	-4.853	-3.294	-2.82
t90	-3.102	-4.712	-4.876	-2.71	-3.326	-3.552	-3.714	-5.03	-4.176	-3.573	-3.304	-1.973	-2.878	-2.985	-4.652	-3.654	-5.765	-3.84	-6.138	-2.374	-4.332	-4.033	-3.934	-2.87	-3.492	-3.134	-3.283	-2.917	-4.315	-4.718
t68	-2.374	-4.338	-4.587	-3.896	-2.647	-3.455	-3.072	-4.536	-4.111	-3.884	-3.705	-2.503	-3.307	-2.188	-3.985	-3.942	-5.148	-4.384	-5.445	-2.798	-3.97	-3.53	-3.507	-3.297	-4.145	-3.016	-3.431	-3.864	-3.619	-3.506
t60	-4.779	-5.851	-5.913	-1.54	-4.932	-4.291	-5.261	-6.354	-4.865	-3.701	-3.299	-1.763	-2.838	-4.754	-6.284	-3.719	-7.288	-3.625	-7.778	-2.348	-5.47	-5.377	-5.165	-2.824	-3.095	-3.91	-3.652	-2.139	-5.943	-7.07
t172	-2.314	-4.32	-4.573	-4.049	-2.592	-3.465	-3.022	-4.503	-4.125	-3.941	-3.771	-2.587	-3.375	-2.123	-3.922	-4.017	-5.098	-4.466	-5.385	-2.864	-3.949	-3.495	-3.48	-3.367	-4.243	-3.023	-3.47	-3.982	-3.563	-3.402
t117	-3.304	-4.845	-4.975	-2.495	-3.52	-3.62	-3.898	-5.184	-4.235	-3.546	-3.263	-1.91	-2.828	-3.208	-4.809	-3.709	-5.944	-3.766	-6.324	-2.319	-4.451	-4.187	-4.072	-2.827	-3.407	-3.202	-3.298	-2.738	-4.515	-5.045
t8	-2.881	-4.595	-4.75	-2.969	-3.12	-3.493	-3.517	-4.874	-4.124	-3.609	-3.37	-2.085	-2.945	-2.759	-4.386	-3.826	-5.569	-3.938	-5.909	-2.43	-4.196	-3.868	-3.79	-2.949	-3.642	-3.061	-3.289	-3.08	-4.109	-4.418
t122	-2.861	-4.591	-4.731	-2.99	-3.101	-3.488	-3.5	-4.862	-4.119	-3.612	-3.377	-2.102	-2.948	-2.745	-4.333	-3.903	-5.548	-3.946	-5.879	-2.428	-4.18	-3.853	-3.777	-2.959	-3.666	-3.051	-3.292	-3.074	-4.093	-4.413
t104	-3.819	-5.175	-5.29	-2.081	-4.01	-3.826	-4.369	-5.58	-4.426	-3.556	-3.226	-1.798	-2.783	-3.745	-5.345	-3.616	-6.41	-3.662	-6.837	-2.285	-4.794	-4.592	-4.44	-2.773	-3.229	-3.425	-3.381	-2.473	-5.01	-5.754
