V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t9	-4.142	-3.613	-2.179	-3.561	-2.397	-6.043	-2.999	-5.252	-4.511	-6.892	-3.747	-3.913	-3.593	-3.329	-3.827	-5.775	-3.503	-2.075	-4.707	-4.727	-4.179	-4.068	-4.006	-4.539	-5.057	-3.155	-4.305	-6.057	-1.824	-2.776
t155	-2.791	-4.055	-3.592	-4.948	-2.187	-6.446	-1.447	-4.104	-4.911	-5.82	-3.981	-5.59	-5.466	-6.226	-5.541	-6.218	-2.742	-2.557	-4.931	-6.827	-4.093	-3.964	-4.086	-3.682	-6.269	-4.105	-4.433	-7.707	-1.598	-4.175
t123	-4.95	-5.616	-1.641	-4.943	-2.084	-8.186	-2.402	-5.245	-7.404	-8.619	-2.194	-5.743	-6.415	-5.598	-7.574	-6.72	-3.786	-1.709	-4.739	-6.188	-4.562	-6.289	-4.011	-4.33	-5.403	-2.489	-3.473	-8.906	-2.782	-4.994
t13	-3.508	-3.906	-2.572	-4.187	-2.117	-6.338	-2.107	-4.602	-4.901	-6.495	-3.495	-4.716	-4.601	-4.723	-4.898	-5.936	-3.057	-2.084	-4.656	-5.665	-4.038	-4.151	-3.889	-3.997	-5.476	-3.327	-4.104	-6.982	-1.696	-3.513
t44	-6.526	-4.642	-1.223	-3.381	-3.178	-7.166	-5.027	-7.111	-5.929	-9.347	-3.599	-3.617	-3.498	-1.955	-4.24	-6.386	-5.083	-2.136	-5.183	-3.862	-5.111	-5.74	-4.62	-6.012	-4.648	-2.621	-4.54	-6.186	-3.123	-2.912
t151	-2.584	-2.882	-4.695	-4.381	-3.026	-5.152	-2.495	-4.613	-2.971	-4.805	-5.888	-4.622	-3.598	-4.972	-2.936	-5.979	-3.013	-3.455	-5.479	-6.182	-4.309	-2.562	-4.645	-4.422	-6.601	-5.282	-5.736	-5.852	-1.309	-2.877
t156	-3.816	-2.794	-4.229	-3.723	-3.611	-5.072	-3.994	-5.798	-2.81	-5.755	-6.327	-3.732	-2.487	-3.209	-1.802	-5.999	-3.911	-3.594	-5.744	-5.057	-4.747	-2.818	-5.011	-5.419	-6.17	-5.145	-6.156	-4.865	-1.777	-2.122
t120	-4.01	-2.825	-4.233	-3.689	-3.742	-5.104	-4.239	-5.996	-2.826	-5.915	-6.442	-3.663	-2.388	-3.033	-1.698	-6.05	-4.072	-3.67	-5.83	-4.966	-4.852	-2.889	-5.109	-5.598	-6.17	-5.184	-6.266	-4.781	-1.882	-2.073
t98	-2.698	-2.674	-7.297	-5.18	-4.699	-4.794	-3.843	-5.577	-1.915	-4.174	-8.902	-5.124	-3.249	-5.618	-1.671	-6.762	-3.878	-5.481	-7.02	-7.212	-5.381	-1.904	-6.145	-5.716	-8.288	-7.793	-8.041	-5.385	-1.782	-2.899
t150	-2.819	-3.508	-3.554	-4.43	-2.335	-5.871	-1.878	-4.305	-4.15	-5.562	-4.365	-4.904	-4.477	-5.267	-4.377	-5.946	-2.811	-2.608	-4.924	-6.163	-4.037	-3.436	-4.105	-3.911	-6.042	-4.163	-4.663	-6.768	-1.418	-3.44
t25	-2.637	-2.69	-7.56	-5.314	-4.803	-4.796	-3.843	-5.585	-1.866	-4.076	-9.136	-5.262	-3.347	-5.824	-1.675	-6.845	-3.902	-5.654	-7.143	-7.413	-5.458	-1.86	-6.26	-5.752	-8.475	-8.03	-8.211	-5.45	-1.808	-2.979
t159	-3.388	-3.295	-2.951	-3.814	-2.424	-5.671	-2.541	-4.796	-3.942	-6.002	-4.285	-4.163	-3.648	-3.991	-3.591	-5.742	-3.134	-2.404	-4.825	-5.248	-4.069	-3.456	-4.069	-4.272	-5.513	-3.762	-4.614	-6.023	-1.503	-2.81
