V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t26	0.869	-0.246	0.473	0.436	-0.829	-0.126	0.741	0.171	0.285	0.826	1.381	-0.35	-1.445	0.398	-0.127	0.202	2.177	-1.648	0.006	-0.608	-0.073	-0.3	1.153	-0.816	0.075	0.227	-1.089	0.789	-1.849	-0.703
t29	1.951	1.183	-0.545	0.024	2.973	-0.485	0.591	0.023	-1.187	0.325	-0.872	-0.178	0.605	0.043	-2.122	-2.939	1.678	-0.002	-2.918	-0.304	-1.869	-1.867	-0.683	3.055	0.286	0.241	-0.169	0.379	0.956	1.82
t8	-0.217	-1.018	-0.391	2.437	-2.762	-0.012	1.015	-0.672	1.847	-0.656	2.58	-0.669	-2.623	0.916	1.215	0.599	2.424	-1.749	0.092	-1.383	-0.349	0.604	2.886	-1.192	-0.033	1.977	-0.887	0.339	-2.226	-2.098
t31	1.178	0.14	0.479	-0.246	0.733	-0.23	0.654	0.261	-0.159	0.827	0.175	-0.318	-0.864	0.011	-0.943	-0.628	2.045	-0.863	-0.857	-0.457	0.391	-0.773	0.596	-0.321	0.06	0.106	-0.792	1.067	-0.965	-0.309
t182	1.073	0.327	-0.119	0.183	1.308	-0.276	0.703	-0.238	-0.055	-0.057	-0.1	-0.458	-0.827	-0.086	-1.094	-1.471	2.022	-0.089	-2.022	-0.585	-0.379	-0.915	0.795	0.815	0.093	0.783	-0.42	0.922	0.032	0.133
t40	0.957	-0.529	0.248	0.877	-1.316	-0.213	0.753	0.508	0.444	1.303	1.817	-0.058	-1.268	1.087	0.244	0.509	2.03	-3.633	1.095	-0.932	0.806	-0.19	1.224	-1.29	0.049	0.623	-1.212	0.015	-3.046	-0.909
t76	1.018	0.186	1.274	-1.071	0.195	0.037	0.717	0.067	0.039	0.988	-0.306	-0.536	-1.358	-0.718	-0.826	0.424	2.323	0.943	-0.664	0.342	-0.089	-0.657	0.612	-1.702	0.096	-1.056	-1.14	2.183	-0.92	-0.403
t9	2.387	1.116	-0.754	0.186	3.362	-0.646	0.518	0.581	-1.589	1.085	-0.212	0.171	1.185	0.779	-2.131	-3.161	1.411	-2.307	-2.084	-0.559	-1.235	-2.022	-1.064	3.544	0.324	0.142	-0.28	-0.488	0.025	1.707
t169	2.529	2.069	0.209	-1.936	5.668	-0.421	0.441	-0.102	-2.314	0.484	-2.616	-0.47	1.139	-1.432	-3.586	-3.754	1.711	3.073	-4.663	0.845	-2.29	-2.758	-1.678	3.925	0.421	-1.816	-0.133	1.782	2.889	2.668
t101	0.439	0.051	0.485	0.282	-0.059	0.048	0.855	-0.662	0.659	-0.433	0.17	-0.849	-1.812	-0.665	-0.48	-0.148	2.452	1.782	-1.666	-0.211	-1.217	-0.344	1.564	-0.794	0.055	0.173	-0.722	1.936	-0.021	-0.87
t64	1.186	0.752	0.904	-1.109	2.121	-0.103	0.674	-0.214	-0.499	0.288	-1.498	-0.677	-0.757	-1.125	-1.823	-1.031	2.2	3.02	-2.41	0.43	-0.673	-1.294	0.034	0.136	0.15	-1.079	-0.687	2.206	0.48	0.393
