feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t64	1.243	0.595	0.556	-0.611	1.576	-0.158	0.681	-0.121	-0.381	0.371	-0.739	-0.544	-0.704	-0.636	-1.459	-1.071	2.122	1.408	-1.986	0.11	-0.75	-1.139	0.25	0.34	0.158	-0.534	-0.667	1.653	0.151	0.277
t79	0.72	0.165	0.308	0.191	0.391	-0.069	0.794	-0.46	0.386	-0.213	0.087	-0.698	-1.409	-0.425	-0.712	-0.621	2.283	0.994	-1.739	-0.259	-0.901	-0.567	1.2	-0.189	0.081	0.303	-0.628	1.583	-0.068	-0.531
t60	0.632	0.175	0.231	0.322	0.313	-0.061	0.815	-0.65	0.466	-0.502	-0.039	-0.772	-1.527	-0.503	-0.679	-0.707	2.331	1.437	-2.039	-0.299	-1.14	-0.601	1.315	0.015	0.086	0.446	-0.581	1.596	0.169	-0.257
t99	0.973	0.253	0.376	0.03	0.674	-0.133	0.738	-0.236	0.08	0.209	-0.118	-0.558	-1.104	-0.301	-0.899	-0.682	2.189	0.547	-1.531	-0.222	-0.666	-0.79	0.813	-0.044	0.096	0.036	-0.714	1.392	-0.314	-0.1
t53	1.016	0.169	0.036	0.482	0.526	-0.197	0.752	-0.159	0.079	0.221	0.472	-0.455	-0.983	0.121	-0.724	-0.896	2.091	-0.444	-1.313	-0.45	-0.733	-0.737	0.919	0.446	0.13	0.328	-0.691	0.863	-0.627	-0.249
t94	1.23	0.62	0.493	-0.582	1.461	-0.166	0.666	-0.174	-0.361	0.271	-0.784	-0.581	-0.736	-0.688	-1.47	-1.167	2.138	1.479	-2.174	0.136	-0.916	-1.123	0.265	0.482	0.151	-0.32	-0.615	1.703	0.404	0.35
t142	1.296	0.431	0.526	-0.331	0.783	-0.171	0.683	0.047	-0.297	0.619	-0.125	-0.426	-0.731	-0.262	-1.099	-0.787	2.104	0.2	-1.361	-0.059	-0.797	-0.979	0.381	0.144	0.159	-0.351	-0.779	1.319	-0.359	0.217
t47	1.341	0.497	0.216	-0.147	1.215	-0.246	0.678	-0.046	-0.339	0.412	-0.338	-0.406	-0.571	-0.165	-1.245	-1.259	2.017	0.096	-1.739	-0.178	-0.672	-1.13	0.357	0.717	0.162	-0.021	-0.618	1.055	-0.155	0.504
t166	0.713	0.146	0.273	0.304	0.275	-0.077	0.797	-0.475	0.358	-0.24	0.19	-0.705	-1.422	-0.385	-0.664	-0.625	2.287	1.033	-1.716	-0.278	-0.995	-0.579	1.241	-0.048	0.098	0.274	-0.668	1.49	-0.114	-0.494
t93	1.197	0.3	1.064	-0.856	0.637	-0.087	0.655	0.253	-0.264	1.045	-0.209	-0.455	-0.981	-0.513	-1.073	-0.071	2.196	0.476	-0.809	0.148	-0.163	-0.789	0.378	-0.992	0.097	-0.843	-1.029	1.802	-0.784	-0.339
t192	0.958	0.558	0.532	-0.457	1.417	-0.07	0.737	-0.542	-0.067	-0.255	-0.735	-0.79	-1.119	-0.956	-1.312	-1.023	2.286	2.289	-2.536	0.101	-1.291	-0.97	0.759	0.278	0.129	-0.318	-0.557	2.039	0.802	0.102
t162	1.362	0.622	0.408	-0.465	1.453	-0.206	0.666	-0.029	-0.46	0.437	-0.504	-0.459	-0.535	-0.427	-1.415	-1.23	2.063	0.802	-1.911	0.003	-0.953	-1.162	0.14	0.643	0.178	-0.328	-0.628	1.391	0.14	0.395
t98	1.124	0.567	0.252	-0.225	1.474	-0.175	0.707	-0.328	-0.193	-0.042	-0.599	-0.615	-0.793	-0.575	-1.362	-1.353	2.14	1.36	-2.357	-0.061	-1.089	-1.057	0.496	0.742	0.145	0.006	-0.489	1.556	0.53	0.205
t179	1.317	0.439	0.231	-0.097	1.075	-0.226	0.691	-0.003	-0.297	0.472	-0.067	-0.391	-0.605	-0.117	-1.135	-1.117	2.034	-0.135	-1.527	-0.221	-0.736	-1.03	0.438	0.54	0.163	-0.053	-0.652	1.057	-0.273	0.216
t175	1.013	0.317	0.383	-0.097	0.812	-0.131	0.729	-0.222	0.017	0.189	-0.14	-0.576	-1.055	-0.392	-0.976	-0.754	2.184	0.661	-1.621	-0.141	-0.723	-0.814	0.796	0	0.118	-0.027	-0.696	1.45	-0.168	-0.143
t96	0.935	0.302	-0.088	0.455	0.921	-0.191	0.77	-0.497	0.159	-0.361	0.041	-0.629	-1.045	-0.211	-0.906	-1.315	2.141	0.467	-2.154	-0.44	-0.999	-0.838	1.135	0.817	0.124	0.55	-0.456	1.101	0.229	-0.025
t172	1.366	0.813	0.203	-0.401	2.131	-0.207	0.678	-0.31	-0.535	0.049	-0.794	-0.594	-0.454	-0.66	-1.679	-1.748	2.063	1.6	-2.687	0.112	-1.461	-1.338	0.152	1.37	0.213	-0.4	-0.454	1.538	0.862	0.556
t150	1.124	0.419	0.145	0.055	1.062	-0.193	0.722	-0.276	-0.13	0.07	-0.098	-0.561	-0.854	-0.274	-1.1	-1.25	2.105	0.554	-1.98	-0.187	-0.871	-0.98	0.666	0.82	0.169	0.038	-0.589	1.204	0.041	0.145
t56	1.304	0.695	0.355	-0.517	1.686	-0.176	0.677	-0.239	-0.449	0.176	-0.605	-0.586	-0.65	-0.663	-1.505	-1.418	2.109	1.337	-2.362	0.117	-1.157	-1.195	0.301	0.913	0.201	-0.392	-0.565	1.583	0.571	0.452
t32	1.087	0.568	0.105	0.009	1.529	-0.18	0.735	-0.433	-0.146	-0.227	-0.451	-0.635	-0.794	-0.501	-1.305	-1.481	2.129	1.343	-2.472	-0.168	-1.31	-1.059	0.627	0.988	0.16	0.079	-0.441	1.412	0.591	0.234
t2	1.293	0.489	0.153	-0.091	1.289	-0.246	0.679	-0.041	-0.335	0.39	-0.22	-0.421	-0.568	-0.163	-1.25	-1.305	2.018	0.193	-1.766	-0.2	-0.747	-1.086	0.308	0.819	0.165	0.023	-0.604	1.068	-0.116	0.264
t130	1.28	0.57	0.646	-0.631	1.268	-0.141	0.669	-0.05	-0.401	0.538	-0.554	-0.535	-0.73	-0.614	-1.359	-0.884	2.146	1.225	-1.763	0.189	-0.893	-1.089	0.197	0.223	0.171	-0.658	-0.769	1.679	0.032	0.229
t185	1.286	0.4	0.709	-0.529	0.697	-0.17	0.665	0.23	-0.311	0.834	-0.213	-0.363	-0.718	-0.249	-1.129	-0.572	2.097	0.206	-1.084	-0.049	-0.516	-0.922	0.192	-0.262	0.129	-0.378	-0.837	1.38	-0.644	0.112
t27	0.86	0.262	0.341	0.138	0.482	-0.105	0.77	-0.361	0.219	-0.047	-0.159	-0.632	-1.19	-0.375	-0.849	-0.704	2.235	1.066	-1.722	-0.188	-0.981	-0.734	0.886	-0.008	0.103	0.154	-0.659	1.483	-0.125	-0.167
t125	1.211	0.454	0.5	-0.345	1.127	-0.172	0.675	-0.071	-0.312	0.442	-0.247	-0.521	-0.821	-0.422	-1.212	-0.923	2.12	0.653	-1.676	-0.054	-0.676	-0.994	0.467	0.302	0.145	-0.36	-0.742	1.427	-0.141	0.159
t4	1.202	0.328	0.267	-0.025	0.693	-0.198	0.707	0.002	-0.1	0.5	-0.056	-0.402	-0.781	-0.061	-0.975	-0.855	2.076	-0.246	-1.315	-0.196	-0.573	-0.886	0.54	0.166	0.138	0.094	-0.702	1.108	-0.517	0.059
t145	1.137	0.344	0.849	-0.663	0.454	-0.078	0.698	0.01	-0.113	0.683	-0.302	-0.504	-1.048	-0.521	-0.988	-0.277	2.227	0.744	-1.181	0.132	-0.578	-0.835	0.432	-0.629	0.128	-0.533	-0.907	1.743	-0.487	0.055
t183	1.136	0.452	0.238	-0.071	1.188	-0.182	0.711	-0.259	-0.152	0.09	-0.254	-0.57	-0.832	-0.373	-1.159	-1.181	2.126	0.729	-2.006	-0.16	-0.989	-0.987	0.625	0.647	0.147	-0.004	-0.587	1.355	0.183	0.128
t84	1.209	0.336	0.172	0.153	0.937	-0.241	0.698	0.038	-0.164	0.437	0.052	-0.383	-0.652	0.036	-1.032	-1.041	2.026	-0.263	-1.369	-0.365	-0.642	-0.917	0.484	0.442	0.129	0.171	-0.652	0.931	-0.493	-0.046
t164	0.925	0.211	0.336	0.1	0.465	-0.13	0.75	-0.244	0.125	0.142	0.1	-0.567	-1.17	-0.257	-0.798	-0.658	2.197	0.487	-1.477	-0.262	-0.706	-0.725	0.906	-0.003	0.113	0.114	-0.732	1.307	-0.384	-0.172
t10	1.18	0.493	0.036	0.142	1.272	-0.223	0.727	-0.203	-0.182	0.093	-0.257	-0.488	-0.64	-0.175	-1.219	-1.408	2.053	0.524	-1.999	-0.22	-1.039	-1.028	0.5	0.917	0.162	0.157	-0.498	1.13	0.084	0.1
t194	0.942	0.302	0.165	0.267	0.855	-0.169	0.751	-0.288	0.072	-0.021	-0.079	-0.573	-0.993	-0.228	-0.977	-1.02	2.146	0.731	-1.794	-0.298	-0.869	-0.812	0.806	0.419	0.11	0.237	-0.586	1.254	-0.142	-0.216
t190	1.077	0.488	0.304	-0.191	1.221	-0.146	0.726	-0.339	-0.119	-0.006	-0.414	-0.634	-0.905	-0.552	-1.212	-1.173	2.173	1.293	-2.172	-0.041	-1.051	-0.986	0.615	0.581	0.152	-0.111	-0.57	1.573	0.36	0.06
t80	1.127	0.548	0.232	-0.209	1.328	-0.174	0.708	-0.343	-0.199	-0.066	-0.4	-0.627	-0.828	-0.556	-1.29	-1.36	2.139	1.223	-2.338	-0.07	-1.136	-1.026	0.6	0.82	0.161	0.004	-0.51	1.507	0.537	0.19
t74	1.017	0.281	0.644	-0.428	0.729	-0.087	0.723	-0.1	-0.024	0.437	-0.107	-0.55	-1.125	-0.489	-0.965	-0.45	2.218	0.695	-1.337	-0.024	-0.54	-0.746	0.753	-0.461	0.108	-0.325	-0.813	1.674	-0.371	-0.345
t44	0.931	0.246	0.783	-0.452	0.413	-0.047	0.728	-0.189	0.065	0.363	-0.131	-0.641	-1.299	-0.625	-0.886	-0.282	2.294	1.162	-1.392	0.05	-0.622	-0.705	0.78	-0.592	0.104	-0.426	-0.871	1.843	-0.295	-0.316
t154	0.815	0.136	-0.091	0.649	0.268	-0.165	0.809	-0.428	0.389	-0.269	0.281	-0.58	-1.171	0.001	-0.63	-1.003	2.162	0.113	-1.707	-0.492	-0.854	-0.639	1.239	0.408	0.111	0.714	-0.521	1.023	-0.239	-0.338
t121	1.148	0.486	0.037	0.115	1.254	-0.207	0.727	-0.311	-0.107	-0.018	-0.313	-0.551	-0.747	-0.278	-1.178	-1.388	2.091	0.671	-2.135	-0.183	-1.069	-1.032	0.559	0.91	0.162	0.196	-0.495	1.206	0.225	0.216
t144	1.422	0.697	0.464	-0.579	1.836	-0.205	0.642	-0.046	-0.593	0.54	-0.683	-0.496	-0.489	-0.54	-1.594	-1.319	2.052	0.99	-2.065	0.14	-0.858	-1.267	0.047	0.794	0.186	-0.638	-0.655	1.513	0.226	0.47
t138	0.953	0.329	0.069	0.278	1.047	-0.17	0.756	-0.387	0.102	-0.165	-0.137	-0.62	-0.998	-0.285	-1.014	-1.167	2.148	0.713	-2.02	-0.293	-0.922	-0.843	0.965	0.551	0.117	0.3	-0.516	1.28	0.126	-0.205
t155	1.396	0.695	0.384	-0.567	1.74	-0.214	0.649	-0.054	-0.526	0.399	-0.692	-0.486	-0.484	-0.539	-1.568	-1.39	2.053	0.984	-2.128	0.082	-0.971	-1.223	0.097	0.78	0.179	-0.333	-0.569	1.488	0.358	0.451
t115	1.018	0.35	-0.09	0.413	1.028	-0.217	0.748	-0.345	0.048	-0.146	-0.079	-0.552	-0.876	-0.125	-1	-1.329	2.096	0.426	-2.01	-0.372	-0.963	-0.898	0.792	0.853	0.132	0.5	-0.484	1.037	0.048	-0.01
t108	0.892	0.175	0.25	0.268	0.513	-0.141	0.763	-0.249	0.189	0.124	0.063	-0.539	-1.141	-0.158	-0.781	-0.677	2.175	0.38	-1.426	-0.343	-0.661	-0.707	0.946	-0.042	0.089	0.232	-0.696	1.23	-0.472	-0.264
t19	0.809	0.25	0.367	0.046	0.758	-0.095	0.767	-0.405	0.212	-0.104	-0.226	-0.683	-1.27	-0.502	-0.928	-0.727	2.251	1.271	-1.83	-0.165	-0.759	-0.716	1.009	-0.073	0.086	0.089	-0.643	1.611	-0.042	-0.367
t148	1.095	0.542	-0.078	0.206	1.558	-0.228	0.731	-0.456	-0.122	-0.344	-0.413	-0.615	-0.745	-0.36	-1.291	-1.696	2.082	1.047	-2.572	-0.314	-1.191	-1.083	0.699	1.26	0.153	0.366	-0.358	1.193	0.61	0.313
t107	0.967	0.459	-0.202	0.493	1.153	-0.204	0.769	-0.601	0.063	-0.53	-0.213	-0.681	-0.925	-0.308	-1.098	-1.661	2.129	1.061	-2.604	-0.319	-1.368	-0.975	0.948	1.351	0.163	0.519	-0.358	1.16	0.604	0.197
t177	1.306	0.354	0.006	0.279	1.049	-0.292	0.686	0.081	-0.244	0.505	0.102	-0.302	-0.516	0.218	-1.058	-1.217	1.951	-0.767	-1.348	-0.449	-0.597	-0.99	0.435	0.713	0.137	0.31	-0.62	0.672	-0.58	0.169
t151	1.169	0.627	0.207	-0.274	1.553	-0.172	0.712	-0.38	-0.289	-0.101	-0.486	-0.637	-0.786	-0.61	-1.387	-1.478	2.133	1.424	-2.495	0.008	-1.227	-1.11	0.523	1.023	0.188	-0.122	-0.493	1.525	0.634	0.315
t161	1.023	0.312	0.073	0.225	0.764	-0.187	0.744	-0.272	0.052	0.023	-0.006	-0.504	-0.957	-0.145	-0.918	-1.056	2.116	0.268	-1.753	-0.37	-0.896	-0.844	0.803	0.456	0.125	0.418	-0.571	1.1	-0.131	0.1
t30	1.33	0.555	-0.165	0.178	1.588	-0.297	0.693	-0.13	-0.342	0.131	-0.187	-0.392	-0.425	-0.034	-1.313	-1.711	1.953	-0.047	-2.071	-0.368	-0.994	-1.14	0.394	1.297	0.175	0.391	-0.42	0.82	0.145	0.378
t189	1.106	0.394	0.453	-0.209	1.098	-0.177	0.69	-0.085	-0.169	0.334	-0.349	-0.517	-0.852	-0.382	-1.187	-0.892	2.123	0.783	-1.659	-0.171	-0.595	-0.92	0.523	0.109	0.1	-0.103	-0.676	1.418	-0.163	-0.033
t42	1.448	0.81	0.197	-0.396	1.997	-0.244	0.656	-0.189	-0.621	0.211	-0.777	-0.513	-0.359	-0.52	-1.662	-1.736	2.023	1.214	-2.508	0.059	-1.354	-1.378	0.024	1.403	0.215	-0.331	-0.492	1.369	0.666	0.775
t104	1.371	0.556	0.806	-0.918	1.177	-0.165	0.618	0.164	-0.499	0.833	-0.612	-0.448	-0.674	-0.593	-1.395	-0.735	2.117	0.858	-1.501	0.182	-0.533	-1.087	0.004	-0.082	0.145	-0.618	-0.832	1.676	-0.15	0.327
t43	1.447	0.675	0.816	-0.978	1.558	-0.163	0.616	0.119	-0.638	0.803	-0.725	-0.48	-0.546	-0.699	-1.569	-0.932	2.097	1.139	-1.735	0.264	-0.727	-1.208	-0.028	0.184	0.171	-0.908	-0.801	1.751	0.091	0.396
t123	1.212	0.425	0.385	-0.216	0.871	-0.168	0.713	-0.06	-0.167	0.407	-0.174	-0.456	-0.771	-0.259	-1.083	-0.902	2.107	0.34	-1.536	-0.098	-0.843	-0.946	0.481	0.217	0.155	-0.141	-0.688	1.3	-0.238	0.123
t124	1.371	0.733	0.577	-0.79	1.837	-0.156	0.654	-0.15	-0.569	0.385	-0.736	-0.585	-0.604	-0.786	-1.598	-1.263	2.123	1.542	-2.254	0.251	-1.098	-1.246	0.14	0.697	0.195	-0.754	-0.654	1.784	0.548	0.398
t110	1.201	0.4	0.272	-0.051	1.076	-0.204	0.709	-0.105	-0.169	0.347	-0.306	-0.465	-0.736	-0.205	-1.143	-1.059	2.074	0.282	-1.639	-0.168	-0.561	-1.006	0.562	0.4	0.139	-0.069	-0.648	1.19	-0.266	0.141
t52	1.053	0.38	0.409	-0.195	0.577	-0.128	0.737	-0.24	-0.004	0.125	-0.204	-0.567	-1.014	-0.409	-0.971	-0.826	2.19	0.821	-1.743	-0.091	-0.971	-0.856	0.711	0.139	0.147	0.004	-0.67	1.469	-0.028	0.147
t54	1.679	0.686	0.493	-0.695	1.569	-0.278	0.598	0.362	-0.8	1.087	-0.505	-0.237	-0.146	-0.185	-1.562	-1.218	1.921	-0.152	-1.4	0.061	-0.57	-1.326	-0.285	0.633	0.203	-0.607	-0.755	1.115	-0.353	0.659
t158	1.005	0.338	0.38	-0.097	0.831	-0.133	0.729	-0.239	0	0.119	-0.107	-0.595	-1.044	-0.406	-1.015	-0.862	2.185	0.786	-1.759	-0.161	-0.826	-0.808	0.784	0.147	0.116	-0.005	-0.647	1.495	-0.028	-0.194
t95	1.353	0.505	0.846	-0.9	1.079	-0.153	0.637	0.222	-0.467	0.89	-0.412	-0.417	-0.688	-0.518	-1.33	-0.644	2.11	0.576	-1.306	0.113	-0.396	-1.007	0.137	-0.276	0.14	-0.678	-0.842	1.647	-0.329	0.098
t113	1.18	0.498	0.816	-0.704	1.222	-0.099	0.677	-0.088	-0.32	0.523	-0.529	-0.592	-0.918	-0.718	-1.295	-0.647	2.208	1.382	-1.687	0.174	-0.776	-0.994	0.371	-0.131	0.131	-0.778	-0.822	1.873	-0.009	0.044
t71	1.341	0.545	-0.155	0.258	1.552	-0.31	0.69	-0.123	-0.335	0.172	-0.3	-0.394	-0.395	0.011	-1.325	-1.718	1.944	-0.049	-2.047	-0.35	-0.884	-1.179	0.364	1.329	0.168	0.334	-0.436	0.794	0.057	0.431
t33	1.167	0.422	0.38	-0.213	0.969	-0.164	0.703	-0.138	-0.176	0.324	-0.203	-0.51	-0.861	-0.364	-1.105	-0.923	2.135	0.592	-1.676	-0.096	-0.85	-0.954	0.494	0.304	0.148	-0.125	-0.692	1.359	-0.125	0.169
t184	1.65	0.417	0.695	-0.691	0.737	-0.269	0.586	0.71	-0.685	1.59	0.094	-0.086	-0.297	0.14	-1.181	-0.568	1.916	-1.271	-0.373	-0.07	0.008	-1.057	-0.261	-0.186	0.173	-0.565	-1.004	0.875	-1.334	0.286
t7	1.292	0.448	0.289	-0.116	0.929	-0.249	0.669	0.078	-0.306	0.552	-0.267	-0.384	-0.592	-0.11	-1.195	-1.093	2.019	0.125	-1.495	-0.16	-0.496	-1.032	0.24	0.483	0.149	0	-0.682	1.046	-0.418	0.277
t57	0.964	0.369	0.689	-0.454	0.743	-0.061	0.731	-0.282	-0.017	0.174	-0.32	-0.686	-1.191	-0.727	-1.049	-0.572	2.281	1.568	-1.768	0.106	-0.848	-0.815	0.736	-0.221	0.129	-0.441	-0.774	1.878	0.055	-0.202
t143	1.434	0.88	0.697	-1.197	2.292	-0.144	0.639	-0.164	-0.67	0.358	-1.194	-0.596	-0.517	-1.031	-1.861	-1.386	2.125	1.998	-2.563	0.365	-1.08	-1.352	-0.005	0.598	0.186	-0.855	-0.558	2.075	0.909	0.588
t106	0.877	0.122	0.455	0.07	0.342	-0.093	0.76	-0.211	0.185	0.242	0.306	-0.586	-1.269	-0.27	-0.691	-0.424	2.23	0.366	-1.232	-0.25	-0.571	-0.621	1.044	-0.325	0.1	-0.076	-0.81	1.415	-0.556	-0.538
t167	1.57	0.659	0.384	-0.584	1.823	-0.241	0.639	0.161	-0.679	0.782	-0.369	-0.349	-0.289	-0.305	-1.533	-1.328	1.966	0.046	-1.663	0.048	-0.684	-1.26	0.094	0.733	0.206	-0.609	-0.675	1.231	-0.064	0.283
t199	1.239	0.41	0.385	-0.278	0.843	-0.193	0.691	0.004	-0.209	0.461	-0.16	-0.445	-0.745	-0.241	-1.103	-0.949	2.088	0.198	-1.513	-0.099	-0.621	-0.947	0.442	0.265	0.154	-0.076	-0.69	1.265	-0.272	0.088
t174	0.855	0.25	0.799	-0.479	0.677	-0.046	0.718	-0.228	0.049	0.284	-0.242	-0.692	-1.355	-0.725	-0.98	-0.328	2.305	1.5	-1.548	0.033	-0.492	-0.691	0.81	-0.589	0.078	-0.43	-0.848	1.958	-0.198	-0.455
t35	1.263	0.619	0.297	-0.355	1.392	-0.197	0.692	-0.188	-0.321	0.184	-0.651	-0.516	-0.625	-0.476	-1.392	-1.349	2.085	1.092	-2.17	-0.02	-1.025	-1.147	0.272	0.742	0.17	-0.106	-0.536	1.436	0.34	0.482
t23	1.035	0.448	-0.058	0.262	1.193	-0.203	0.752	-0.428	-0.026	-0.258	-0.17	-0.596	-0.856	-0.285	-1.115	-1.472	2.104	0.812	-2.285	-0.31	-1.095	-0.964	0.807	1.015	0.158	0.362	-0.436	1.167	0.333	0.125
t51	0.881	0.419	0.879	-0.738	1.097	-0.013	0.71	-0.371	-0.072	0.098	-0.488	-0.803	-1.35	-1.067	-1.198	-0.496	2.352	2.285	-2.031	0.206	-0.919	-0.799	0.789	-0.388	0.103	-0.675	-0.792	2.276	0.394	-0.33
t81	1.421	0.515	0.089	-0.045	1.248	-0.286	0.667	0.072	-0.435	0.509	-0.085	-0.332	-0.426	0.016	-1.25	-1.414	1.95	-0.355	-1.639	-0.24	-0.708	-1.126	0.254	0.984	0.188	0.056	-0.6	0.837	-0.278	0.403
t188	1.079	0.419	-0.03	0.275	1.003	-0.208	0.74	-0.355	-0.065	-0.126	-0.018	-0.542	-0.865	-0.18	-1.032	-1.361	2.096	0.474	-2.091	-0.344	-1.167	-0.948	0.744	0.98	0.16	0.375	-0.502	1.063	0.15	0.269
t165	1.518	0.844	0.187	-0.524	2.184	-0.263	0.639	-0.115	-0.695	0.297	-0.774	-0.479	-0.261	-0.527	-1.753	-1.836	1.979	1.045	-2.506	0.078	-1.148	-1.412	-0.05	1.439	0.226	-0.354	-0.469	1.331	0.662	0.725
t85	1.245	0.56	0.508	-0.483	1.288	-0.151	0.682	-0.123	-0.337	0.389	-0.477	-0.547	-0.754	-0.571	-1.331	-1.003	2.136	1.095	-1.874	0.107	-0.927	-1.071	0.331	0.364	0.172	-0.457	-0.698	1.58	0.113	0.227
t128	0.773	0.234	0.192	0.233	0.622	-0.103	0.783	-0.524	0.281	-0.303	-0.043	-0.702	-1.325	-0.431	-0.815	-0.866	2.253	1.111	-1.988	-0.276	-0.994	-0.699	1.142	0.217	0.099	0.334	-0.582	1.493	0.108	-0.235
t191	1.043	0.401	0.667	-0.447	0.953	-0.094	0.705	-0.187	-0.138	0.312	-0.348	-0.632	-1.072	-0.649	-1.143	-0.652	2.229	1.316	-1.709	0.081	-0.756	-0.869	0.628	-0.117	0.125	-0.476	-0.778	1.785	-0.046	-0.142
t55	1.35	0.626	0.589	-0.709	1.406	-0.174	0.65	-0.003	-0.468	0.545	-0.638	-0.492	-0.615	-0.582	-1.451	-1.069	2.104	1.016	-1.88	0.131	-0.852	-1.135	0.106	0.374	0.165	-0.49	-0.684	1.636	0.174	0.363
t122	1.186	0.777	0.722	-1.015	1.942	-0.081	0.674	-0.415	-0.417	0.003	-1.083	-0.775	-0.885	-1.222	-1.673	-1.19	2.25	2.631	-2.729	0.383	-1.339	-1.2	0.325	0.435	0.167	-0.783	-0.587	2.262	1.077	0.376
t5	1.165	0.489	0.428	-0.349	1.206	-0.168	0.691	-0.14	-0.235	0.289	-0.431	-0.539	-0.812	-0.474	-1.267	-1.043	2.132	0.969	-1.897	-0.045	-0.758	-0.995	0.424	0.359	0.137	-0.172	-0.634	1.52	0.094	0.112
t17	0.99	0.412	0.28	-0.122	1.311	-0.13	0.75	-0.374	-0.01	-0.063	-0.37	-0.646	-0.985	-0.523	-1.163	-1.089	2.178	1.199	-2.091	-0.105	-0.866	-0.901	0.835	0.355	0.123	-0.075	-0.551	1.605	0.26	-0.242
t73	0.78	0.181	0.065	0.507	0.598	-0.135	0.795	-0.462	0.311	-0.257	0.121	-0.641	-1.232	-0.208	-0.757	-0.907	2.203	0.665	-1.8	-0.414	-0.882	-0.677	1.176	0.282	0.095	0.435	-0.57	1.236	-0.149	-0.367
t153	1.075	0.44	0.1	0.139	1.151	-0.177	0.738	-0.37	-0.088	-0.073	-0.14	-0.592	-0.894	-0.341	-1.101	-1.255	2.134	0.787	-2.097	-0.214	-1.15	-0.973	0.745	0.821	0.162	0.1	-0.554	1.25	0.205	0.163
t61	1.247	0.634	-0.017	0.082	1.704	-0.252	0.699	-0.33	-0.319	-0.103	-0.515	-0.548	-0.549	-0.34	-1.411	-1.713	2.039	0.935	-2.482	-0.22	-1.284	-1.196	0.449	1.337	0.168	0.158	-0.416	1.162	0.579	0.494
