feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t63	0.412	1.231	-0.684	-0.412	1.332	-0.325	-1.456	0.751	-2.032	-1.284	-0.364	0.481	1.496	0.524	0.167	-0.293	0.193	-0.591	-0.352	0.829	-0.009	1.238	-0.493	-0.05	-0.253	-0.251	1.405	-0.399	-1.972	1.156
t130	0.104	1.109	-0.866	-0.329	1.465	-0.829	-1.167	1.006	-1.854	-1.134	-0.699	-0.117	1.834	0.329	0.043	0.22	0.669	-0.565	-0.564	0.631	-0.012	1.37	-0.659	0.413	0.174	0.011	1.053	-1.118	-1.867	1.346
t65	0.255	0.971	-0.825	-0.367	1.466	-0.594	-1.131	1.002	-1.911	-1.198	-0.485	0.382	1.604	0.539	0.014	-0.093	0.453	-0.539	-0.495	0.747	0.201	1.292	-0.766	0.412	-0.342	-0.164	0.668	-0.528	-1.84	1.268
t90	0.247	1.17	-0.657	-0.251	1.323	-0.51	-1.457	0.896	-2	-1.194	-0.42	0.219	1.641	0.516	0.136	-0.079	0.419	-0.628	-0.271	0.762	-0.22	1.27	-0.48	-0.144	-0.055	-0.076	1.371	-0.707	-1.963	1.138
t144	0.817	1.452	-0.879	-0.967	1.398	0.377	-1.07	0.521	-2.108	-1.404	-0.38	0.812	1.22	0.208	0.203	-0.741	-0.156	-0.359	-1.057	1.02	0.544	0.73	-0.091	0.682	0.02	-0.581	0.609	-0.353	-1.782	1.308
t113	0.43	1.293	-1.186	-0.946	1.637	-0.374	-0.585	0.866	-1.847	-1.228	-0.922	0.086	1.699	-0.113	0.008	-0.102	0.473	-0.271	-1.556	0.732	0.74	0.888	-0.338	1.596	0.524	-0.294	-0.244	-1.113	-1.483	1.624
t129	0.312	1.073	-0.887	-0.503	1.506	-0.586	-1.078	0.916	-1.891	-1.227	-0.591	0.316	1.612	0.399	0.039	-0.119	0.415	-0.484	-0.704	0.738	0.327	1.279	-0.658	0.573	-0.175	-0.203	0.619	-0.61	-1.79	1.375
t17	0.219	1.077	-0.639	-0.166	1.3	-0.529	-1.473	0.94	-2.001	-1.193	-0.36	0.292	1.667	0.619	0.104	-0.047	0.435	-0.665	-0.14	0.759	-0.243	1.336	-0.662	-0.194	-0.267	-0.062	1.474	-0.65	-2.008	1.072
t1	0.577	1.399	-1.019	-0.895	1.505	-0.165	-0.933	0.66	-1.953	-1.318	-0.71	0.269	1.505	0.04	0.129	-0.341	0.189	-0.349	-1.23	0.825	0.589	0.973	-0.238	1.052	0.346	-0.402	0.461	-0.763	-1.708	1.5
t125	0.412	1.192	-0.527	-0.197	1.221	-0.225	-1.62	0.81	-2.117	-1.287	-0.154	0.648	1.44	0.754	0.167	-0.393	0.14	-0.689	0.008	0.876	-0.224	1.275	-0.594	-0.468	-0.53	-0.218	1.525	-0.125	-2.044	0.94
t21	0.253	1.153	-0.918	-0.517	1.498	-0.683	-1.104	0.872	-1.861	-1.214	-0.713	0.066	1.737	0.286	0.066	0.026	0.486	-0.498	-0.74	0.684	0.257	1.338	-0.632	0.64	0.067	-0.156	0.918	-0.908	-1.834	1.425
t100	0.206	1.191	-0.714	-0.281	1.345	-0.51	-1.352	0.94	-1.971	-1.163	-0.482	0.102	1.725	0.412	0.115	0.02	0.511	-0.614	-0.378	0.737	-0.211	1.222	-0.532	-0.011	0.091	-0.036	1.317	-0.927	-1.917	1.159
t115	0.221	1.128	-0.913	-0.46	1.486	-0.719	-1.075	0.952	-1.866	-1.193	-0.695	0.039	1.725	0.316	0.032	0.055	0.544	-0.511	-0.714	0.671	0.241	1.32	-0.66	0.664	0.057	-0.111	0.761	-0.88	-1.805	1.382
t142	0.383	1.328	-0.694	-0.354	1.273	-0.228	-1.386	0.832	-2.075	-1.239	-0.405	0.291	1.625	0.405	0.147	-0.199	0.316	-0.596	-0.462	0.818	-0.157	1.083	-0.404	0.062	0.052	-0.15	1.253	-0.702	-1.89	1.066
t74	0.199	0.973	-0.599	-0.12	1.28	-0.67	-1.611	0.881	-1.991	-1.218	-0.353	0.271	1.669	0.697	0.149	-0.032	0.399	-0.713	0.023	0.733	-0.28	1.492	-0.726	-0.398	-0.371	-0.065	1.861	-0.481	-2.085	1.079
t73	0.349	0.831	-0.673	-0.293	1.407	-0.605	-1.418	0.888	-1.968	-1.287	-0.277	0.736	1.433	0.809	0.078	-0.312	0.223	-0.615	-0.144	0.8	0.197	1.473	-0.87	-0.087	-0.861	-0.258	1.081	0.147	-1.957	1.167
t30	0.723	1.318	-0.818	-0.809	1.392	0.137	-1.19	0.585	-2.093	-1.391	-0.348	0.825	1.245	0.371	0.186	-0.676	-0.104	-0.43	-0.818	0.971	0.458	0.91	-0.248	0.487	-0.205	-0.524	0.724	-0.12	-1.825	1.26
t60	0.012	1.197	-1.149	-0.61	1.675	-1.134	-0.742	1.058	-1.668	-1.077	-1.154	-0.605	2.058	-0.116	-0.011	0.458	0.931	-0.4	-1.246	0.492	0.401	1.347	-0.632	1.271	0.752	0.053	0.345	-1.64	-1.592	1.713
t93	0.057	1.015	-0.865	-0.321	1.511	-1.022	-1.178	1.017	-1.798	-1.138	-0.753	-0.129	1.843	0.378	0.029	0.244	0.698	-0.561	-0.531	0.592	0.075	1.514	-0.713	0.4	0.054	0.019	1.016	-1.022	-1.863	1.425
t76	0.801	1.332	-0.57	-0.603	1.227	0.385	-1.546	0.545	-2.231	-1.426	-0.006	1.169	1.108	0.641	0.25	-0.871	-0.289	-0.549	-0.349	1.079	0.114	0.898	-0.251	-0.278	-0.594	-0.54	1.274	0.281	-1.97	0.964
t145	0.379	1.33	-1.258	-1.035	1.718	-0.583	-0.544	0.822	-1.76	-1.228	-1.096	-0.083	1.764	-0.216	0.007	0.006	0.529	-0.235	-1.675	0.665	0.842	1.017	-0.313	1.737	0.65	-0.284	-0.187	-1.287	-1.482	1.792
t188	0.277	1.151	-0.883	-0.466	1.465	-0.575	-1.099	0.937	-1.915	-1.201	-0.623	0.148	1.657	0.337	0.05	-0.044	0.476	-0.504	-0.706	0.721	0.186	1.217	-0.557	0.575	0.058	-0.147	0.694	-0.779	-1.791	1.333
t6	0.636	1.349	-0.759	-0.618	1.307	0.185	-1.231	0.713	-2.138	-1.334	-0.288	0.748	1.348	0.416	0.143	-0.557	0.023	-0.485	-0.689	0.962	0.176	0.84	-0.269	0.353	-0.164	-0.405	0.806	-0.343	-1.828	1.097
t105	0.47	1.264	-0.363	-0.074	1.088	0.114	-1.803	0.821	-2.25	-1.269	0.121	0.899	1.322	0.889	0.223	-0.547	0.038	-0.754	0.246	0.994	-0.537	1.029	-0.482	-0.913	-0.642	-0.216	1.777	-0.034	-2.108	0.687
t97	0.427	1.067	-0.857	-0.551	1.48	-0.441	-1.136	0.834	-1.941	-1.283	-0.476	0.547	1.474	0.487	0.066	-0.292	0.244	-0.484	-0.654	0.804	0.42	1.249	-0.671	0.549	-0.389	-0.315	0.653	-0.307	-1.838	1.329
