V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t33	-2.592	0.516	1.563	-1.676	-3.298	0.121	-1.075	1.448	-3.453	-2.336	0.531	-0.694	-0.411	-0.336	-0.752	0.011	2.587	-0.36	-1.886	3.512	3.333	-0.138	0.755	1.517	2.847	2.262	-1.159	-0.725	2.001	-2.133
t172	-3.1	-0.086	2.312	-2.462	-4.494	0.509	-0.695	2.014	-4.196	-3.265	0.793	-0.716	-0.253	-0.82	-0.54	0.614	3.745	-1.023	-2.892	4.966	4.376	-0.285	1.159	1.717	2.916	3.002	-1.899	-0.452	2.751	-3.804
t94	-2.137	1.057	0.883	-0.97	-2.223	-0.227	-1.419	0.938	-2.788	-1.501	0.293	-0.675	-0.557	0.097	-0.945	-0.533	1.542	0.231	-0.982	2.198	2.394	-0.01	0.388	1.335	2.782	1.599	-0.496	-0.974	1.323	-0.631
t138	-1.312	2.041	-0.354	0.313	-0.267	-0.856	-2.043	0.014	-1.579	0.017	-0.14	-0.637	-0.821	0.881	-1.294	-1.523	-0.361	1.281	0.662	-0.192	0.69	0.223	-0.28	1.001	2.663	0.4	0.709	-1.428	0.091	2.099
t137	-1.758	1.509	0.315	-0.381	-1.325	-0.514	-1.706	0.513	-2.233	-0.805	0.095	-0.658	-0.679	0.457	-1.106	-0.988	0.67	0.724	-0.228	1.097	1.61	0.097	0.081	1.182	2.727	1.047	0.058	-1.183	0.756	0.623
t152	-0.686	2.783	-1.287	1.285	1.212	-1.339	-2.516	-0.693	-0.665	1.164	-0.464	-0.61	-1.022	1.48	-1.558	-2.273	-1.796	2.096	1.901	-2.005	-0.609	0.4	-0.786	0.751	2.575	-0.522	1.62	-1.771	-0.839	4.161
t79	-0.612	2.873	-1.4	1.401	1.39	-1.399	-2.573	-0.774	-0.554	1.303	-0.505	-0.605	-1.045	1.549	-1.589	-2.363	-1.973	2.17	2.052	-2.215	-0.759	0.421	-0.846	0.72	2.564	-0.624	1.73	-1.812	-0.95	4.409
t180	-0.891	2.542	-0.985	0.967	0.731	-1.179	-2.363	-0.459	-0.961	0.79	-0.361	-0.618	-0.956	1.282	-1.473	-2.029	-1.331	1.825	1.5	-1.412	-0.181	0.342	-0.621	0.831	2.602	-0.215	1.324	-1.66	-0.538	3.491
t73	-1.587	1.715	0.059	-0.112	-0.914	-0.649	-1.831	0.324	-1.983	-0.484	0.009	-0.64	-0.732	0.624	-1.17	-1.192	0.269	0.875	0.113	0.607	1.26	0.146	-0.059	1.111	2.708	0.806	0.306	-1.276	0.509	1.184
t56	-1.317	2.036	-0.348	0.306	-0.277	-0.845	-2.039	0.018	-1.587	0.008	-0.136	-0.636	-0.82	0.878	-1.292	-1.518	-0.35	1.287	0.653	-0.187	0.695	0.221	-0.279	1.002	2.664	0.404	0.702	-1.427	0.096	2.082
t31	-1.652	1.635	0.158	-0.216	-1.073	-0.599	-1.785	0.395	-2.077	-0.609	0.04	-0.65	-0.712	0.559	-1.148	-1.114	0.424	0.831	-0.017	0.797	1.393	0.128	-0.004	1.139	2.714	0.895	0.212	-1.24	0.603	0.971
t95	-0.107	3.474	-2.165	2.187	2.589	-1.782	-2.958	-1.351	0.184	2.231	-0.769	-0.587	-1.212	2.034	-1.807	-2.974	-3.136	2.852	3.056	-3.703	-1.818	0.561	-1.262	0.513	2.489	-1.378	2.467	-2.094	-1.711	6.081
t120	-0.134	3.442	-2.125	2.145	2.524	-1.76	-2.939	-1.32	0.146	2.18	-0.757	-0.591	-1.203	2.007	-1.798	-2.942	-3.073	2.834	3.004	-3.625	-1.762	0.554	-1.239	0.524	2.492	-1.34	2.428	-2.079	-1.673	5.995
t148	-2	1.221	0.676	-0.757	-1.897	-0.324	-1.522	0.785	-2.588	-1.25	0.222	-0.668	-0.601	0.227	-1.003	-0.698	1.227	0.415	-0.708	1.794	2.109	0.028	0.276	1.279	2.762	1.399	-0.296	-1.05	1.116	-0.177
t179	-1.15	2.231	-0.594	0.562	0.111	-0.985	-2.167	-0.17	-1.342	0.309	-0.224	-0.634	-0.873	1.034	-1.364	-1.716	-0.727	1.511	0.98	-0.657	0.355	0.269	-0.409	0.939	2.639	0.158	0.944	-1.516	-0.149	2.631
t142	-1.506	1.81	-0.063	0.012	-0.725	-0.709	-1.894	0.234	-1.864	-0.338	-0.036	-0.641	-0.758	0.698	-1.208	-1.289	0.085	1.005	0.275	0.371	1.094	0.168	-0.124	1.079	2.693	0.688	0.425	-1.322	0.384	1.453
t101	-1.59	1.711	0.061	-0.12	-0.924	-0.646	-1.833	0.331	-1.984	-0.493	0.003	-0.646	-0.732	0.613	-1.175	-1.19	0.274	0.896	0.11	0.621	1.272	0.145	-0.055	1.112	2.702	0.818	0.304	-1.276	0.506	1.181
t176	-2.89	0.16	2.009	-2.141	-4.007	0.344	-0.853	1.783	-3.889	-2.885	0.682	-0.71	-0.317	-0.624	-0.629	0.367	3.271	-0.744	-2.479	4.382	3.952	-0.223	0.997	1.637	2.886	2.699	-1.595	-0.562	2.444	-3.116
t111	-1.427	1.905	-0.183	0.135	-0.537	-0.769	-1.955	0.144	-1.747	-0.192	-0.079	-0.638	-0.784	0.773	-1.242	-1.385	-0.099	1.111	0.434	0.141	0.93	0.191	-0.188	1.047	2.681	0.572	0.542	-1.365	0.265	1.718
t200	-1.422	1.91	-0.188	0.143	-0.525	-0.768	-1.955	0.137	-1.743	-0.184	-0.076	-0.636	-0.785	0.781	-1.242	-1.39	-0.106	1.116	0.44	0.121	0.916	0.192	-0.193	1.045	2.683	0.561	0.547	-1.368	0.26	1.728
t12	-0.933	2.493	-0.923	0.902	0.632	-1.144	-2.33	-0.41	-1.024	0.714	-0.338	-0.618	-0.943	1.242	-1.454	-1.978	-1.236	1.762	1.417	-1.293	-0.093	0.33	-0.588	0.847	2.609	-0.149	1.263	-1.638	-0.476	3.352
t136	-0.672	2.8	-1.309	1.306	1.245	-1.35	-2.529	-0.707	-0.642	1.189	-0.474	-0.611	-1.026	1.491	-1.566	-2.29	-1.83	2.119	1.931	-2.043	-0.636	0.404	-0.797	0.745	2.571	-0.539	1.642	-1.779	-0.862	4.21
t130	-1.265	2.097	-0.423	0.386	-0.156	-0.896	-2.079	-0.038	-1.509	0.103	-0.165	-0.634	-0.836	0.926	-1.313	-1.579	-0.471	1.329	0.755	-0.323	0.594	0.237	-0.318	0.982	2.657	0.335	0.778	-1.454	0.022	2.254
t18	-2.321	0.839	1.157	-1.256	-2.658	-0.084	-1.28	1.146	-3.057	-1.839	0.388	-0.682	-0.498	-0.08	-0.867	-0.313	1.963	-0.006	-1.346	2.729	2.775	-0.062	0.536	1.408	2.807	1.871	-0.764	-0.874	1.596	-1.237
t81	-0.013	3.588	-2.312	2.334	2.817	-1.857	-3.034	-1.455	0.325	2.408	-0.825	-0.582	-1.244	2.119	-1.849	-3.091	-3.367	2.952	3.25	-3.977	-2.012	0.587	-1.341	0.471	2.472	-1.509	2.607	-2.15	-1.858	6.4
t149	-0.298	3.249	-1.875	1.889	2.137	-1.634	-2.812	-1.127	-0.094	1.882	-0.672	-0.591	-1.148	1.847	-1.724	-2.742	-2.702	2.575	2.68	-3.133	-1.411	0.509	-1.104	0.59	2.517	-1.081	2.189	-1.988	-1.424	5.451
t64	-1.985	1.239	0.658	-0.733	-1.861	-0.35	-1.532	0.772	-2.564	-1.219	0.214	-0.662	-0.604	0.241	-1.004	-0.714	1.186	0.375	-0.679	1.769	2.087	0.034	0.266	1.273	2.762	1.389	-0.275	-1.057	1.102	-0.131
t63	-2.956	0.082	2.108	-2.242	-4.161	0.385	-0.801	1.858	-3.985	-3.003	0.719	-0.708	-0.295	-0.684	-0.596	0.447	3.419	-0.874	-2.611	4.58	4.091	-0.241	1.051	1.663	2.899	2.798	-1.692	-0.524	2.549	-3.337
t91	-2.218	0.963	1.002	-1.094	-2.411	-0.161	-1.358	1.032	-2.905	-1.647	0.334	-0.675	-0.531	0.018	-0.91	-0.437	1.722	0.115	-1.139	2.429	2.563	-0.033	0.452	1.365	2.793	1.725	-0.612	-0.932	1.441	-0.895
t23	-2.244	0.932	1.04	-1.135	-2.472	-0.14	-1.338	1.062	-2.944	-1.695	0.348	-0.676	-0.523	-0.007	-0.899	-0.406	1.783	0.078	-1.191	2.505	2.617	-0.04	0.473	1.376	2.796	1.763	-0.651	-0.918	1.48	-0.982
t2	-1.511	1.802	-0.056	0.003	-0.741	-0.7	-1.891	0.235	-1.873	-0.352	-0.031	-0.646	-0.757	0.695	-1.209	-1.283	0.106	1.042	0.261	0.377	1.099	0.166	-0.119	1.083	2.693	0.682	0.416	-1.318	0.391	1.435
t22	-0.714	2.752	-1.251	1.243	1.15	-1.31	-2.493	-0.662	-0.706	1.115	-0.448	-0.609	-1.013	1.456	-1.545	-2.24	-1.732	2.061	1.848	-1.936	-0.553	0.391	-0.766	0.761	2.58	-0.482	1.58	-1.757	-0.799	4.07
t82	-2.221	0.959	1.01	-1.099	-2.419	-0.165	-1.355	1.037	-2.91	-1.652	0.336	-0.673	-0.529	0.015	-0.906	-0.432	1.727	0.08	-1.147	2.449	2.573	-0.033	0.456	1.367	2.795	1.734	-0.618	-0.928	1.45	-0.907
t80	-1.685	1.596	0.207	-0.266	-1.15	-0.574	-1.76	0.432	-2.126	-0.668	0.058	-0.651	-0.701	0.528	-1.133	-1.075	0.498	0.786	-0.082	0.891	1.46	0.118	0.022	1.152	2.719	0.944	0.164	-1.223	0.651	0.862
t160	-2.399	0.747	1.276	-1.376	-2.841	-0.03	-1.221	1.235	-3.17	-1.979	0.429	-0.683	-0.472	-0.154	-0.831	-0.22	2.137	-0.142	-1.501	2.964	2.939	-0.083	0.6	1.439	2.82	1.991	-0.877	-0.83	1.715	-1.494
t74	-2.528	0.594	1.468	-1.577	-3.145	0.07	-1.124	1.384	-3.358	-2.215	0.494	-0.687	-0.431	-0.28	-0.777	-0.065	2.431	-0.317	-1.755	3.339	3.209	-0.12	0.704	1.49	2.837	2.186	-1.065	-0.761	1.906	-1.92
t15	-1.263	2.101	-0.426	0.388	-0.15	-0.897	-2.082	-0.035	-1.505	0.108	-0.169	-0.633	-0.837	0.923	-1.314	-1.582	-0.482	1.318	0.762	-0.323	0.595	0.237	-0.319	0.98	2.655	0.342	0.782	-1.457	0.017	2.262
t3	-2.097	1.108	0.82	-0.906	-2.122	-0.256	-1.448	0.899	-2.727	-1.422	0.271	-0.666	-0.569	0.133	-0.958	-0.582	1.441	0.237	-0.898	2.084	2.317	0.002	0.354	1.316	2.777	1.554	-0.436	-0.998	1.264	-0.495
t116	-2.14	1.056	0.885	-0.973	-2.226	-0.223	-1.416	0.945	-2.791	-1.503	0.294	-0.67	-0.556	0.093	-0.941	-0.53	1.544	0.199	-0.985	2.206	2.404	-0.011	0.389	1.335	2.782	1.612	-0.499	-0.973	1.328	-0.639
t112	-2.202	0.98	0.981	-1.071	-2.377	-0.177	-1.371	1.013	-2.882	-1.621	0.325	-0.678	-0.536	0.032	-0.918	-0.456	1.689	0.146	-1.11	2.388	2.53	-0.028	0.441	1.36	2.79	1.699	-0.59	-0.939	1.418	-0.843
t199	-1.972	1.257	0.634	-0.714	-1.829	-0.352	-1.546	0.76	-2.543	-1.195	0.202	-0.665	-0.61	0.248	-1.015	-0.732	1.152	0.42	-0.648	1.726	2.06	0.037	0.254	1.266	2.756	1.374	-0.253	-1.067	1.073	-0.08
t76	-2.083	1.121	0.802	-0.884	-2.094	-0.264	-1.456	0.875	-2.711	-1.402	0.27	-0.669	-0.574	0.153	-0.964	-0.597	1.423	0.29	-0.877	2.034	2.28	0.005	0.343	1.313	2.777	1.515	-0.419	-1.003	1.247	-0.458
t40	-1.61	1.684	0.092	-0.15	-0.973	-0.619	-1.813	0.344	-2.02	-0.533	0.024	-0.647	-0.726	0.605	-1.164	-1.164	0.336	0.907	0.063	0.658	1.3	0.138	-0.041	1.122	2.71	0.823	0.271	-1.263	0.541	1.104
