V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t159	-3.774	-4.693	-5.817	-5.146	-4.931	-2.493	-2.707	-4.819	-6.925	-4.316	-2.666	-3.957	-4.646	-3.552	-2.999	-2.841	-4.063	-3.813	-3.983	-5.169	-3.888	-1.781	-4.356	-4.079	-2.635	-2.835	-2.349	-3.89	-4.311	-5.842
t52	-4.691	-3.306	-5.458	-4.306	-7.47	-1.943	-3.053	-3.738	-5.066	-5.404	-4.212	-2.753	-5.484	-4.34	-2.761	-4.552	-4.345	-3.256	-5.401	-2.941	-4.304	-2.381	-5.755	-4.159	-3.417	-3.928	-1.56	-3.589	-4.916	-4.594
t10	-4.553	-3.775	-5.688	-4.799	-6.361	-2.051	-2.904	-4.327	-6.794	-4.699	-3.288	-3.333	-5.024	-3.554	-2.813	-3.758	-4.145	-3.419	-4.525	-4.099	-4.094	-1.985	-5.229	-3.795	-2.681	-3.388	-1.89	-3.843	-4.541	-4.474
t96	-3.421	-4.021	-5.308	-4.396	-5.595	-2.359	-3.008	-3.901	-4.523	-5.064	-3.599	-3.146	-4.846	-3.328	-2.758	-3.586	-4.059	-3.493	-4.761	-3.867	-3.873	-1.982	-4.27	-5.047	-3.374	-3.223	-1.832	-3.265	-4.465	-6.299
t39	-3.749	-3.877	-5.347	-4.398	-5.965	-2.224	-3	-3.87	-5.002	-5.034	-3.647	-3.08	-4.95	-3.784	-2.728	-3.741	-4.086	-3.397	-4.782	-3.67	-3.936	-2.013	-4.604	-4.691	-3.272	-3.313	-1.751	-3.354	-4.517	-5.816
t90	-4.176	-3.546	-5.38	-4.332	-6.682	-2.077	-3.024	-3.793	-4.9	-5.227	-3.916	-2.892	-5.187	-3.761	-2.731	-4.14	-4.196	-3.321	-5.095	-3.323	-4.103	-2.179	-5.126	-4.492	-3.331	-3.618	-1.646	-3.443	-4.695	-5.184
t75	-4.093	-3.545	-5.305	-4.223	-6.751	-2.116	-3.178	-3.609	-4.666	-5.386	-4.143	-2.798	-5.246	-4.191	-2.709	-4.293	-4.219	-3.28	-5.216	-3.076	-4.109	-2.232	-5.068	-4.743	-3.532	-3.673	-1.574	-3.33	-4.741	-5.501
t36	-4.205	-3.455	-5.354	-4.282	-6.813	-2.086	-3.162	-3.701	-4.765	-5.361	-4.079	-2.818	-5.24	-3.643	-2.725	-4.315	-4.223	-3.297	-5.211	-3.2	-4.137	-2.226	-5.14	-4.69	-3.423	-3.715	-1.604	-3.401	-4.738	-5.204
t109	-3.821	-3.97	-5.432	-4.537	-5.816	-2.226	-2.949	-4.034	-5.531	-4.864	-3.438	-3.222	-4.884	-3.712	-2.752	-3.591	-4.062	-3.433	-4.595	-3.923	-3.919	-1.945	-4.596	-4.497	-3.079	-3.221	-1.831	-3.463	-4.459	-5.657
t198	-5.23	-2.985	-5.513	-3.977	-9.494	-2.332	-4.057	-3.183	-2.749	-7.111	-6.246	-2.284	-6.605	-5.368	-3.129	-6.395	-5.099	-3.459	-7.25	-1.643	-5.072	-3.434	-6.752	-5.74	-5.092	-5.266	-1.497	-3.546	-5.923	-5.483
t155	-4.014	-3.826	-5.474	-4.563	-6.037	-2.171	-2.982	-4.063	-5.658	-4.899	-3.475	-3.189	-4.939	-3.383	-2.759	-3.725	-4.09	-3.416	-4.657	-3.909	-3.979	-1.977	-4.766	-4.432	-3.015	-3.326	-1.818	-3.53	-4.498	-5.304
t158	-4.068	-3.607	-5.366	-4.339	-6.521	-2.11	-3.018	-3.806	-4.858	-5.195	-3.863	-2.924	-5.132	-3.687	-2.729	-4.056	-4.17	-3.34	-5.038	-3.399	-4.065	-2.144	-5	-4.563	-3.326	-3.556	-1.668	-3.415	-4.656	-5.328
t106	-3.111	-5.903	-6.245	-5.867	-3.432	-3.365	-3.088	-5.653	-7.399	-4.283	-2.304	-4.96	-4.417	-2.609	-3.498	-2.233	-4.23	-4.563	-3.644	-6.867	-3.931	-1.788	-3.378	-5.242	-2.823	-2.548	-3.18	-4.177	-4.277	-7.692
t113	-4.192	-3.606	-5.393	-4.348	-6.668	-2.061	-2.945	-3.82	-5.023	-5.158	-3.859	-2.921	-5.188	-4.106	-2.731	-4.066	-4.193	-3.321	-5.046	-3.322	-4.094	-2.171	-5.171	-4.325	-3.306	-3.573	-1.654	-3.47	-4.691	-5.182
t79	-5.431	-3.019	-5.606	-4.323	-8.558	-1.852	-3.324	-3.659	-5.479	-5.762	-4.746	-2.611	-5.931	-5.063	-2.847	-5.26	-4.598	-3.201	-5.865	-2.463	-4.63	-2.698	-6.566	-3.983	-3.606	-4.425	-1.482	-3.803	-5.259	-3.935
t151	-4.172	-4.028	-5.627	-4.758	-5.966	-2.145	-2.689	-4.357	-6.239	-4.621	-3.156	-3.403	-4.924	-3.847	-2.828	-3.435	-4.105	-3.504	-4.459	-4.204	-3.996	-1.947	-4.968	-3.833	-2.801	-3.205	-1.956	-3.752	-4.487	-5.051
t42	-8.023	-3.036	-6.77	-4.651	-13.324	-3.372	-6.188	-3.553	-2.236	-10.105	-9.814	-2.527	-9.313	-8.208	-4.535	-10.138	-7.139	-4.476	-10.618	-0.611	-7.269	-5.859	-10.11	-7.535	-7.756	-8.273	-2.234	-4.869	-8.352	-5.74
t88	-9.806	-3.267	-7.708	-5.287	-13.778	-4.162	-7.602	-4.024	-2.34	-11.829	-11.827	-2.913	-10.956	-9.747	-5.534	-12.222	-8.469	-5.262	-12.423	-0.357	-8.694	-7.388	-12.024	-8.733	-9.358	-10.122	-2.881	-5.85	-9.874	-5.992
t107	-4.285	-3.486	-5.379	-4.294	-6.905	-2.043	-3.039	-3.737	-4.86	-5.299	-4.035	-2.83	-5.278	-4.049	-2.731	-4.266	-4.237	-3.293	-5.202	-3.157	-4.153	-2.243	-5.286	-4.43	-3.4	-3.704	-1.604	-3.454	-4.763	-5.099
