V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t110	-5.744	-4.64	-2.737	-4.169	-4.688	-5.581	-4.759	-4.226	-1.614	-4.858	-4.341	-4.995	-3.5	-2.915	-5.714	-2.606	-3.847	-2.923	-2.755	-4.262	-2.672	-4.379	-3.886	-3.655	-4.027	-3	-3.947	-5.13	-2.79	-3.048
t175	-5.877	-4.817	-3.132	-4.081	-4.73	-5.591	-4.701	-4.326	-1.612	-5.127	-4.494	-5.134	-3.533	-3.01	-5.852	-2.692	-3.839	-3.021	-2.004	-4.269	-3.062	-4.528	-3.983	-3.761	-4.132	-2.932	-3.383	-5.256	-2.879	-3.244
t194	-5.803	-4.709	-2.566	-4.14	-4.706	-5.538	-4.771	-4.218	-1.626	-4.957	-4.329	-4.949	-3.519	-2.929	-5.768	-2.633	-3.824	-2.944	-3.108	-4.284	-2.901	-4.428	-3.884	-3.634	-3.978	-3.39	-2.867	-5.161	-2.814	-2.9
t146	-7.435	-5.827	-4.622	-3.679	-4.748	-5.227	-7.631	-5.033	-1.404	-6.846	-6.131	-6.426	-2.997	-3.436	-5.915	-3.104	-3.731	-3.539	-1.274	-2.68	-5.226	-6.379	-5.212	-5.003	-2.74	-4.711	-4.819	-5.314	-4.092	-3.315
t181	-7.38	-5.768	-4.482	-3.673	-4.66	-5.13	-7.707	-4.979	-1.291	-6.816	-6.09	-6.383	-2.883	-3.363	-5.823	-3.032	-3.642	-3.47	-1.564	-2.582	-5.142	-6.347	-5.181	-4.963	-2.611	-4.629	-4.463	-5.236	-4.063	-3.343
t148	-5.879	-4.844	-2.867	-4.034	-4.746	-5.577	-4.814	-4.229	-1.659	-5.224	-4.412	-4.909	-3.603	-2.988	-5.896	-2.695	-3.773	-3.011	-2.263	-4.446	-3.194	-4.499	-3.93	-3.718	-4.044	-4.716	-2.474	-5.236	-2.905	-2.784
t196	-5.127	-4.605	-1.984	-5.535	-5.853	-7.106	-2.411	-4.468	-3.106	-3.962	-3.503	-4.519	-5.334	-3.544	-6.797	-3.266	-5.13	-3.445	-4.295	-7.136	-1.539	-3.37	-3.493	-3.262	-6.738	-3.283	-3.38	-6.18	-2.471	-3.485
t143	-6.499	-5.122	-3.385	-3.776	-4.549	-5.178	-6.163	-4.491	-1.32	-5.764	-5.102	-5.58	-3.037	-3.02	-5.655	-2.706	-3.606	-3.084	-2.33	-3.207	-3.953	-5.303	-4.422	-4.186	-3.128	-3.547	-3.387	-5.077	-3.316	-3.036
t161	-6.939	-5.397	-3.763	-3.67	-4.548	-5.071	-7.128	-4.678	-1.248	-6.264	-5.58	-5.934	-2.877	-3.129	-5.644	-2.813	-3.565	-3.222	-2.14	-2.754	-4.51	-5.837	-4.781	-4.551	-2.69	-4.621	-4.001	-5.058	-3.696	-2.992
t150	-10.28	-8.12	-7.793	-4.155	-5.587	-5.639	-12.157	-6.879	-1.838	-10.233	-9.268	-9.059	-3.139	-4.901	-6.938	-4.534	-4.349	-5.129	-0.927	-1.761	-8.885	-9.685	-7.814	-7.602	-1.875	-7.991	-6.975	-6.304	-6.674	-4.83
t20	-6.435	-5.167	-3.63	-3.837	-4.581	-5.287	-6.052	-4.492	-1.337	-5.889	-5.12	-5.53	-3.151	-3.062	-5.754	-2.743	-3.592	-3.123	-1.787	-3.558	-3.878	-5.238	-4.443	-4.223	-3.315	-4.323	-3.484	-5.131	-3.363	-3.16
t162	-5.188	-4.707	-1.755	-5.397	-5.843	-7.055	-2.72	-4.336	-3.098	-4.254	-3.497	-4.232	-5.402	-3.518	-6.858	-3.272	-4.977	-3.443	-4.281	-7.384	-1.816	-3.412	-3.485	-3.262	-6.526	-6.584	-2.417	-6.108	-2.602	-2.789
t193	-6.012	-4.904	-3.117	-3.921	-4.765	-5.54	-4.757	-4.34	-1.654	-5.24	-4.561	-5.17	-3.551	-3.042	-5.891	-2.73	-3.848	-3.056	-1.783	-4.134	-3.385	-4.65	-4.004	-3.778	-4.047	-3.624	-3.166	-5.271	-2.927	-2.943
t200	-5.102	-4.684	-1.914	-5.562	-5.936	-7.222	-2.398	-4.403	-3.223	-4.121	-3.43	-4.263	-5.536	-3.585	-6.955	-3.33	-5.108	-3.495	-4.178	-7.6	-1.645	-3.297	-3.459	-3.257	-6.863	-5.408	-2.616	-6.246	-2.525	-3.142
t140	-5.217	-4.504	-1.977	-4.935	-5.342	-6.454	-3.23	-4.217	-2.491	-4.203	-3.638	-4.459	-4.614	-3.193	-6.31	-2.917	-4.537	-3.139	-3.732	-6.099	-1.846	-3.59	-3.486	-3.267	-5.648	-4.24	-3.082	-5.682	-2.495	-2.987
t47	-5.862	-4.769	-2.657	-4.067	-4.736	-5.526	-4.7	-4.256	-1.641	-5.025	-4.376	-5.017	-3.538	-2.966	-5.815	-2.666	-3.846	-2.979	-2.789	-4.223	-3.084	-4.488	-3.898	-3.648	-4.034	-3.406	-2.639	-5.213	-2.83	-2.914
t118	-5.849	-4.753	-2.56	-4.002	-4.796	-5.601	-4.992	-4.168	-1.725	-5.091	-4.377	-4.869	-3.677	-2.96	-5.812	-2.671	-3.856	-2.978	-2.196	-4.42	-2.967	-4.468	-3.879	-3.655	-4.03	-6.595	-3.605	-5.134	-2.945	-2.351
t13	-5.847	-4.71	-2.548	-4.055	-4.672	-5.497	-5.184	-4.152	-1.6	-5.071	-4.379	-4.865	-3.485	-2.889	-5.704	-2.602	-3.74	-2.919	-2.83	-4.237	-2.917	-4.491	-3.912	-3.691	-3.776	-5.257	-3.326	-5.058	-2.915	-2.531
t158	-6.398	-5.082	-3.438	-3.776	-4.624	-5.317	-5.965	-4.435	-1.443	-5.701	-5.011	-5.446	-3.217	-3.037	-5.723	-2.725	-3.662	-3.091	-1.733	-3.517	-3.788	-5.159	-4.344	-4.133	-3.341	-4.7	-4.025	-5.099	-3.284	-2.819
