feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t68	-0.341	0.343	-0.013	0.504	-0.075	-0.769	1.912	0.354	0.021	0.556	-0.99	-1.437	0.376	-0.189	-0.322	-2.165	-1.219	0.207	0.597	-0.965	1.997	-1.018	0.722	0.238	-0.113	-0.105	1.175	1.521	-0.96	0.146
t95	0.362	0.044	0.082	0.158	-0.586	-0.497	1.59	0.372	-0.135	0.473	-0.765	-1.496	0.336	-0.691	-0.066	-2.063	-1.226	0.317	0.53	-0.867	2.034	-0.767	0.437	0.059	-0.273	-0.05	1.876	1.604	-1.298	0.503
t54	-0.06	0.355	0.341	-0.106	-0.359	-1.038	1.84	0.314	0.098	0.534	-1.261	-1.372	0.369	-0.452	0.254	-1.966	-1.244	0.431	0.547	-0.877	2.302	-0.83	-0.066	0.188	-0.16	0.022	0.591	1.862	-0.472	0.206
t66	-0.986	-0.102	0.086	0.089	0.016	-1.361	2.083	0.368	0.118	0.61	-1.433	-1.137	0.365	-0.314	0.119	-2.422	-0.907	0.5	0.635	-0.922	2.139	-0.685	-0.052	0.339	-0.14	0.346	0.694	1.905	0.093	-0.049
t96	-0.254	1.187	0.048	1.062	-0.011	-0.766	2.29	0.333	0.157	0.484	-0.392	-1.874	0.468	-0.4	0.338	-1.92	-1.935	0.066	0.629	-1.117	1.974	-1.617	1.581	0.361	-0.532	-0.598	0.99	0.915	-1.453	-0.025
t11	0.093	0.364	0.288	0.191	-0.043	-1.126	1.893	0.435	-0.016	0.506	-1.051	-1.421	0.392	-0.4	0.465	-2.324	-1.033	0.208	0.533	-0.96	2.003	-1.08	0.458	0.202	-0.162	0.208	0.44	1.558	-0.891	0.265
t71	-0.441	0.193	0.156	0.273	-0.204	-1.254	2.046	0.448	-0.004	0.545	-0.859	-1.305	0.397	-0.455	0.087	-2.298	-1.192	0.417	0.612	-0.826	1.998	-0.765	0.196	0.283	-0.122	0.329	1.086	1.584	-0.867	-0.06
t58	0.377	0.211	0.216	-0.226	-0.514	-1.121	1.584	0.474	-0.095	0.519	-1.081	-1.262	0.359	-0.539	-0.564	-2.242	-1.041	0.435	0.563	-0.699	2.132	-0.271	-0.205	0.056	0.078	0.327	1.222	1.895	-1.04	0.446
t190	0.313	0.089	0.116	0.153	-0.33	-0.789	1.76	0.316	0.03	0.522	-1.287	-1.408	0.342	-0.289	-0.462	-2.092	-1.209	0.369	0.548	-0.866	2.151	-0.715	0.303	0.15	-0.171	-0.087	0.859	1.837	-0.468	0.307
t199	-0.537	0.233	-0.264	0.966	-0.131	-0.63	2.529	0.186	0.2	0.476	-0.999	-1.599	0.382	-0.171	0.151	-2.075	-1.655	0.045	0.597	-1.085	2.019	-1.499	0.945	0.343	-0.315	-0.451	1.145	1.418	-0.079	-0.155
t1	0.517	0.28	0.197	0.105	-0.367	-0.65	1.538	0.426	-0.137	0.508	-1.051	-1.417	0.338	-0.346	-0.262	-2.166	-1.075	0.362	0.501	-0.861	2.017	-0.709	0.299	0.073	-0.093	0.087	0.996	1.655	-1.22	0.448
t6	1.023	-0.078	0.33	-0.363	-0.609	-1.271	1.342	0.569	-0.147	0.496	-0.907	-1.308	0.382	-0.682	-0.69	-2.215	-1.052	0.441	0.575	-0.604	2.029	-0.146	-0.053	0.036	0.154	0.382	1.227	1.921	-1.384	0.594
t87	0.301	0.157	0.066	0.331	-0.399	-0.907	2.028	0.417	-0.034	0.393	-0.737	-1.551	0.379	-0.589	0.3	-2.216	-1.406	0.183	0.541	-0.885	1.898	-0.966	0.633	0.173	-0.283	0.119	1.105	1.514	-0.836	0.266
t74	0.982	-0.024	0.293	0.161	-0.311	-1.001	1.868	0.47	-0.132	0.38	-0.814	-1.559	0.374	-0.569	0.703	-2.239	-1.14	0.018	0.474	-0.911	1.827	-1.115	0.538	0.124	-0.194	0.258	0.886	1.48	-1.257	0.424
t91	0.449	0.02	-0.017	0.061	-0.76	-0.467	1.636	0.426	-0.224	0.377	-0.689	-1.471	0.324	-0.854	0.178	-2.202	-1.227	0.165	0.495	-0.788	1.938	-0.651	0.171	-0.003	-0.143	0.214	2.033	1.633	-1.259	0.626
t21	0.271	1.04	0.418	0.399	0.011	-0.832	1.943	0.279	0.087	0.534	-1.143	-1.646	0.398	-0.31	0.475	-2	-1.343	0.284	0.51	-1.108	2.236	-1.35	0.8	0.218	-0.531	-0.313	0.048	1.348	-0.982	0.254
t42	-0.506	0.102	0.198	0.201	0.204	-1.026	1.903	0.238	0.192	0.638	-1.694	-1.306	0.35	-0.049	-0.127	-2.162	-0.902	0.421	0.594	-1.087	2.251	-1.005	0.451	0.316	-0.324	-0.16	0.243	1.86	0.057	0.125
t37	0.811	1.054	0.365	0.266	-0.413	-1.089	1.968	0.535	-0.049	0.382	-0.344	-1.77	0.461	-0.764	0.52	-2.022	-1.685	0.022	0.532	-0.873	1.979	-1.117	0.719	0.12	-0.164	-0.042	0.952	1.189	-1.968	0.415
t92	0.18	0.379	0.258	0.177	-0.496	-0.881	1.926	0.425	-0.036	0.401	-0.572	-1.584	0.399	-0.759	0.865	-2.037	-1.483	0.225	0.522	-0.879	1.989	-1.097	0.47	0.164	-0.296	0.115	1.048	1.46	-1.178	0.29
t43	0.122	0.215	0.148	0.24	-0.234	-1.544	2.148	0.561	0.038	0.47	-0.627	-1.447	0.465	-0.582	0.101	-2.306	-1.39	0.1	0.638	-0.794	1.904	-0.858	0.434	0.252	0.16	0.253	1.067	1.511	-1.181	0.126
t100	-0.599	-0.642	-0.098	0.36	0.02	-0.62	1.99	0.241	0.003	0.547	-1.682	-1.185	0.262	0.051	0.177	-2.422	-0.728	0.405	0.51	-1.045	1.95	-0.989	0.276	0.272	-0.346	0.24	0.641	1.924	0.464	0.017
t126	0.4	0.345	0.257	-0.033	-0.549	-0.501	1.567	0.271	-0.086	0.476	-1.229	-1.425	0.299	-0.492	0.219	-2.02	-1.15	0.469	0.46	-0.886	2.199	-0.763	0.052	0.059	-0.385	0.059	0.792	1.781	-0.654	0.463
t52	0.468	0.297	0.198	-0.158	-0.555	-1.278	1.673	0.491	-0.08	0.528	-0.938	-1.26	0.39	-0.543	-0.975	-2.229	-1.134	0.408	0.603	-0.638	2.124	-0.223	-0.121	0.058	0.24	0.304	1.381	1.846	-1.249	0.366
t59	0.628	0.043	0.242	0.236	-0.291	-0.853	2.065	0.36	-0.1	0.387	-1.116	-1.444	0.343	-0.428	0.831	-2.359	-1.057	0.116	0.421	-0.927	1.926	-1.26	0.281	0.128	-0.175	0.339	0.228	1.608	-0.421	0.245
t150	0.244	0.199	0.043	0.296	-0.258	-1.027	1.965	0.403	0.045	0.491	-0.95	-1.483	0.415	-0.454	0.131	-2.183	-1.299	0.037	0.592	-0.934	2.016	-1.048	0.514	0.193	0.071	-0.097	1.166	1.572	-0.983	0.317
