V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t68	-1.101	-0.205	-0.269	0.418	0.109	-0.405	1.635	0.294	-0.071	0.686	-1.556	-1.058	0.281	0.395	-1.043	-2.314	-0.613	0.267	0.589	-0.963	1.953	-0.792	0.354	0.212	0.247	0.121	1.449	1.887	-0.605	0.094
t95	-0.294	-0.079	-0.438	1.157	-0.511	0.494	1.89	0.12	-0.037	0.452	-0.364	-1.849	0.311	-0.617	0.087	-1.793	-1.674	0.068	0.56	-1.187	1.9	-1.621	1.711	0.16	-0.778	-0.929	3.013	1.128	-1.239	0.356
t54	-0.475	0.401	0.726	-0.904	-0.48	-1.072	1.64	0.079	0.26	0.627	-2.242	-1.073	0.281	-0.236	0.465	-1.613	-0.956	0.865	0.469	-0.847	2.86	-0.568	-1.287	0.159	-0.216	0.125	-0.507	2.575	0.813	0.125
t66	-1.906	-0.862	0.22	-0.744	-0.072	-3.543	2.664	0.94	0.087	0.547	-0.88	-0.599	0.517	-1.137	0.68	-3.253	-0.687	0.616	0.853	-0.394	1.854	0.422	-1.481	0.544	0.607	2.011	1.057	2.24	0.222	-0.53
t96	-1.634	3.022	0.066	1.927	0.802	-1.115	2.418	0.432	0.463	0.728	0.262	-2.225	0.695	-0.356	0.169	-1.769	-2.559	0.067	0.911	-1.424	2.093	-2.164	3.105	0.729	-0.714	-1.494	0.818	-0.022	-2.882	-0.357
t11	0.525	0.196	0.685	-0.52	-0.202	-3.049	2.241	1.102	-0.216	0.315	-0.004	-1.233	0.583	-1.338	1.458	-3.042	-0.967	-0.044	0.625	-0.469	1.543	-0.457	-0.347	0.237	0.575	1.723	0.482	1.452	-2.029	0.169
t71	-0.665	-0.185	0.39	-0.339	-0.561	-3.335	2.581	1.131	-0.191	0.401	0.424	-0.976	0.592	-1.461	0.613	-2.982	-1.324	0.422	0.803	-0.17	1.532	0.247	-0.932	0.418	0.665	1.992	1.926	1.51	-1.976	-0.555
t58	-0.158	0.745	0.505	-1.224	-0.368	-2.017	0.639	0.8	-0.147	0.846	-1.392	-0.735	0.446	-0.702	-2.031	-2.543	-0.365	0.966	0.77	-0.427	2.494	1.102	-1.2	-0.007	0.821	0.716	1.41	2.323	-2.088	0.818
t190	0.56	-0.98	0.175	-0.847	-0.442	-0.594	1.054	0.207	-0.049	0.644	-2.753	-0.826	0.17	0.156	-1.087	-2.26	-0.228	0.741	0.435	-0.742	2.453	0.109	-1.188	-0.038	0.191	0.342	0.147	2.944	1.027	0.675
t199	-1.745	0.231	-1.084	2.592	0.421	-0.277	4.018	-0.312	0.767	0.497	-1.384	-1.898	0.406	0.67	0.019	-1.89	-2.493	-0.401	0.708	-1.539	2.063	-2.823	2.14	0.753	-0.62	-1.649	0.801	1.082	2.064	-1.127
