V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t37	1.216	-0.1	1.141	1.456	0.032	0.8	-1.671	-0.269	-0.294	0.001	-0.055	-1.247	1.302	-0.526	1.566	-2.364	-2.246	1.205	0.721	-0.829	2.875	-0.309	0.301	0.983	-3.574	0.426	-0.659	-0.317	0.51	-0.079
t152	0.551	0.183	0.334	1.042	-1.185	0.194	-0.791	-0.415	-0.067	-0.657	0.106	-1.078	0.891	-0.089	0.946	-1.327	-0.392	1.947	0.37	-1.19	2.509	0.88	0.034	0.63	-1.731	-0.417	-0.101	-1.696	0.362	0.153
t45	-0.883	1	-1.805	1.44	-2.667	-0.629	1.327	-1.531	0.698	-1.867	0.716	-0.855	0.885	1.352	-0.589	0.218	1.183	2.678	-0.434	-1.775	3.476	2.766	-0.533	0.202	0.215	-1.662	0.876	-4.539	0.093	0.63
t21	-0.603	0.98	-1.484	1.486	-2.397	-0.511	0.674	-1.398	0.591	-1.637	0.645	-0.871	1.146	1.034	-0.118	0	0.636	2.645	-0.294	-1.829	3.378	2.387	-0.454	0.224	-0.744	-1.31	0.735	-3.521	0.093	0.512
t87	0.214	0.379	-0.274	1.613	-1.049	0.219	-0.035	-0.978	0.209	-0.844	0.331	-1.101	1.111	0.491	0.406	-1.299	-0.9	1.695	0.17	-1.15	3.458	1.037	-0.084	0.704	-1.837	-0.529	0.003	-2.572	0.346	0.261
t46	1.151	-0.174	1.451	-0.173	-1.594	0.062	-2.163	0.713	-0.596	-0.317	-0.322	-1.004	0.387	-1.168	1.982	-1.27	0.872	2.549	0.749	-1.287	0.539	0.736	0.247	0.461	-1.326	-0.294	-0.245	-0.319	0.382	-0.03
t85	0.124	0.583	-0.601	1.998	-0.951	0.218	-0.034	-1.294	0.365	-0.901	0.463	-1.087	1.509	0.662	0.391	-1.25	-1.44	1.673	0.087	-1.286	3.986	1.008	-0.152	0.682	-2.646	-0.428	0.06	-2.287	0.29	0.253
t92	-1.661	1.868	-3.258	1.698	-3.873	-1.364	1.583	-2.197	1.197	-2.624	1.145	-0.586	1.539	1.876	-0.797	1.558	1.955	3.716	-0.92	-2.715	3.808	3.964	-0.95	-0.34	-0.174	-2.165	1.643	-4.53	-0.247	0.807
t61	0.245	-0.005	0.164	0.873	-1.386	0.154	0.315	-0.47	-0.014	-0.868	0.117	-1.118	0.234	0.336	0.176	-1.267	0.423	1.76	0.246	-0.866	2.565	1.267	-0.004	0.722	0.128	-0.914	-0.037	-3.546	0.445	0.321
t118	0.599	0.06	0.385	1.499	-0.554	0.506	-0.39	-0.664	-0.023	-0.48	0.142	-1.198	0.959	0.163	0.69	-1.839	-1.324	1.347	0.403	-0.85	3.246	0.484	0.094	0.894	-2.036	-0.222	-0.316	-2.194	0.463	0.153
t3	-0.878	1.239	-1.888	1.172	-3.182	-0.919	0.64	-1.373	0.682	-1.982	0.72	-0.728	1.121	1.048	-0.12	0.701	1.659	3.295	-0.453	-2.238	2.907	3.036	-0.601	-0.079	-0.243	-1.664	1.086	-3.515	-0.044	0.589
t154	-1.393	1.353	-2.759	2.233	-2.618	-0.676	2.289	-2.354	1.119	-2.203	1.053	-0.857	1.283	2.141	-1.298	0.403	0.563	2.469	-0.754	-1.848	4.787	3.063	-0.739	0.224	-0.087	-1.847	1.088	-5.496	0.025	0.77
t151	0.319	0.093	0.067	1.381	-0.934	0.342	0.158	-0.756	0.079	-0.765	0.201	-1.166	0.691	0.411	0.248	-1.53	-0.621	1.478	0.248	-0.866	3.222	0.907	0.002	0.814	-1.011	-0.605	-0.141	-2.977	0.443	0.263
t119	0.225	0.316	-0.287	1.734	-0.867	0.317	0.142	-1.053	0.235	-0.816	0.339	-1.137	1.094	0.585	0.265	-1.45	-1.103	1.502	0.17	-1.014	3.694	0.924	-0.065	0.786	-1.839	-0.517	-0.068	-2.761	0.383	0.259
