V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t37	-2.909	-4.225	-2.983	-2.669	-4.093	-3.325	-5.795	-4.394	-4.419	-4.124	-4.18	-5.372	-2.822	-4.651	-2.559	-6.488	-6.37	-2.92	-3.404	-4.954	-1.249	-4.434	-3.824	-3.142	-7.696	-3.698	-4.784	-4.442	-3.615	-4.203
t152	-3.37	-3.739	-3.587	-2.879	-5.106	-3.728	-4.713	-4.336	-3.988	-4.578	-3.815	-4.999	-3.03	-4.01	-2.975	-5.248	-4.313	-1.974	-3.551	-5.112	-1.413	-3.041	-3.887	-3.292	-5.652	-4.339	-4.022	-5.617	-3.56	-3.768
t45	-5.492	-3.609	-6.413	-3.169	-7.274	-5.238	-3.281	-6.139	-3.91	-6.475	-3.892	-5.463	-3.724	-3.257	-5.198	-4.391	-3.426	-1.93	-5.043	-6.382	-1.132	-1.842	-5.141	-4.406	-4.393	-6.27	-3.732	-9.139	-4.515	-3.978
t21	-5.075	-3.492	-5.956	-2.986	-6.868	-4.982	-3.798	-5.869	-3.881	-6.108	-3.827	-5.343	-3.325	-3.438	-4.59	-4.472	-3.836	-1.827	-4.766	-6.301	-1.093	-2.085	-4.926	-4.248	-5.215	-5.782	-3.737	-7.99	-4.378	-3.959
t87	-4.044	-3.879	-4.531	-2.645	-5.307	-4.038	-4.293	-5.236	-4.049	-5.102	-3.927	-5.359	-3.147	-3.767	-3.851	-5.557	-5.157	-2.563	-4.088	-5.407	-0.8	-3.221	-4.341	-3.554	-6.094	-4.787	-4.255	-6.829	-3.912	-3.996
t46	-2.827	-4.153	-2.528	-4.152	-5.572	-3.917	-6.141	-3.266	-4.575	-4.295	-4.3	-4.982	-3.591	-5.146	-1.996	-5.248	-3.106	-1.429	-3.23	-5.265	-3.439	-3.242	-3.732	-3.518	-5.305	-4.273	-4.224	-4.297	-3.596	-4.009
t85	-4.446	-3.987	-5.171	-2.572	-5.521	-4.352	-4.604	-5.864	-4.205	-5.471	-4.108	-5.657	-3.061	-3.908	-4.179	-5.82	-6.01	-2.897	-4.484	-5.856	-0.584	-3.562	-4.722	-3.888	-7.215	-4.998	-4.51	-6.856	-4.28	-4.317
t92	-6.946	-3.418	-8.539	-3.588	-9.149	-6.649	-3.703	-7.481	-4.089	-7.907	-4.141	-5.872	-3.747	-3.41	-6.083	-3.728	-3.33	-1.569	-6.205	-7.998	-1.478	-1.322	-6.235	-5.626	-5.459	-7.449	-3.643	-9.798	-5.533	-4.478
t61	-3.674	-3.925	-3.755	-3.047	-5.305	-3.765	-3.604	-4.389	-3.933	-4.787	-3.802	-5.037	-3.685	-3.583	-3.744	-5.186	-3.496	-2.159	-3.673	-4.785	-1.355	-2.653	-3.923	-3.197	-3.791	-4.833	-3.956	-7.464	-3.474	-3.598
t118	-3.538	-4.078	-3.752	-2.638	-4.691	-3.631	-4.528	-4.802	-4.161	-4.618	-3.995	-5.335	-3.179	-3.975	-3.447	-5.976	-5.461	-2.791	-3.735	-4.988	-0.892	-3.654	-4.043	-3.244	-6.173	-4.359	-4.453	-6.332	-3.674	-3.985
t3	-5.518	-3.402	-6.528	-3.469	-7.82	-5.559	-4	-6.013	-3.959	-6.622	-3.921	-5.368	-3.519	-3.592	-4.76	-3.94	-2.982	-1.346	-5.093	-6.877	-1.734	-1.604	-5.242	-4.719	-4.883	-6.304	-3.555	-8.152	-4.684	-4.052
t154	-6.734	-3.989	-8.098	-3.108	-7.957	-6.017	-3.053	-7.693	-4.222	-7.543	-4.288	-6.198	-4.058	-3.2	-6.639	-4.939	-4.779	-2.872	-6.095	-7.188	-0.555	-2.279	-6.08	-5.117	-5.428	-7.187	-4.253	-10.788	-5.316	-4.571
t151	-3.795	-4.021	-4.047	-2.733	-5.047	-3.772	-3.955	-4.869	-4.035	-4.878	-3.912	-5.28	-3.422	-3.702	-3.865	-5.644	-4.735	-2.636	-3.866	-4.98	-0.892	-3.206	-4.111	-3.3	-5.124	-4.718	-4.255	-7.09	-3.671	-3.851
t119	-4.142	-4.051	-4.654	-2.634	-5.234	-4.05	-4.226	-5.42	-4.133	-5.183	-4.029	-5.504	-3.274	-3.782	-4.103	-5.818	-5.47	-2.865	-4.197	-5.381	-0.673	-3.443	-4.432	-3.581	-6.206	-4.885	-4.436	-7.127	-3.984	-4.108
t108	-3.75	-3.808	-3.934	-2.938	-5.373	-3.84	-3.824	-4.535	-3.91	-4.874	-3.774	-5.048	-3.475	-3.621	-3.683	-5.119	-3.754	-2.101	-3.75	-4.989	-1.281	-2.659	-3.999	-3.297	-4.262	-4.793	-3.921	-7.111	-3.559	-3.635
t84	-6.965	-3.897	-8.437	-3.141	-8.278	-6.243	-3.113	-7.897	-4.218	-7.766	-4.291	-6.23	-4.007	-3.202	-6.737	-4.759	-4.731	-2.746	-6.269	-7.472	-0.59	-2.135	-6.243	-5.312	-5.585	-7.347	-4.182	-10.815	-5.467	-4.618
t160	-3.338	-4.08	-3.394	-2.761	-4.607	-3.466	-4.29	-4.424	-4.103	-4.444	-3.926	-5.189	-3.349	-3.904	-3.354	-5.852	-4.858	-2.639	-3.529	-4.699	-1.1	-3.447	-3.835	-3.06	-5.284	-4.319	-4.332	-6.507	-3.466	-3.805
t49	-3.741	-3.554	-4.156	-2.883	-5.566	-4.033	-4.613	-4.636	-3.914	-4.919	-3.753	-5.005	-2.967	-3.88	-3.206	-4.918	-4.119	-1.768	-3.8	-5.457	-1.402	-2.695	-4.1	-3.526	-5.628	-4.62	-3.853	-5.954	-3.735	-3.761
t71	-2.469	-5.163	-2.004	-2.998	-3.188	-2.846	-5.949	-4.072	-4.978	-3.672	-4.695	-5.786	-3.602	-5.147	-2.715	-7.841	-7.213	-4.071	-3.188	-4.239	-1.538	-5.612	-3.647	-2.808	-7.395	-3.503	-5.621	-4.952	-3.478	-4.506
