feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t91	1.157	-0.384	-0.384	0.255	2.213	0.476	0.018	-2.619	-0.077	-1.352	-1.416	0.256	1.619	0.116	-1.406	1.493	-0.194	-1.695	0.062	-1.462	-0.694	0.289	0.199	0.199	1.033	1.499	-2.608	0.982	2.047	0.367
t12	0.689	-1.124	-0.23	0.564	1.992	0.561	0.239	-2.726	0.017	-1.536	-1.365	0.287	2.121	0.134	-1.666	1.519	-0.214	-1.729	-0.1	-1.432	-0.323	0.424	-0.069	0.372	1.258	1.48	-2.509	0.829	2.22	0.305
t156	0.697	-0.58	-0.246	0.25	1.701	0.409	0.027	-2.64	-0.231	-1.235	-1.049	0.161	2.033	0.137	-1.321	1.551	-0.225	-1.785	-0.223	-1.253	-0.701	0.501	0.103	0.594	0.797	1.424	-1.934	0.829	1.861	0.34
t27	0.75	-1.121	-0.274	0.245	1.755	0.444	0.054	-2.64	-0.12	-1.306	-1.156	0.209	2.17	0.109	-1.483	1.514	-0.248	-1.722	0.015	-1.277	-0.62	0.367	-0.176	0.34	0.939	1.378	-2.191	0.909	2.794	0.332
t87	0.319	-1.328	-0.078	0.508	1.386	0.412	0.107	-2.604	-0.156	-1.245	-0.706	0.165	2.882	0.11	-1.417	1.546	-0.213	-1.999	-0.622	-1.213	-0.469	0.537	-0.261	0.591	0.8	1.328	-1.58	0.844	1.989	0.355
t25	0.432	-1.081	0.003	0.665	1.509	0.375	0.101	-2.575	-0.103	-1.336	-0.619	0.172	2.589	0.052	-1.414	1.485	-0.221	-2.021	-0.981	-1.018	-0.437	0.554	-0.116	0.717	0.876	1.362	-1.668	0.943	1.379	0.366
t116	1.016	-0.839	-0.084	0.746	2.079	0.399	0.053	-2.573	0.091	-1.578	-1.006	0.276	1.943	0.007	-1.393	1.414	-0.197	-1.955	-0.434	-1.228	-0.337	0.335	0.088	0.104	1.144	1.489	-2.527	0.98	1.58	0.396
t20	0.689	-1.969	0.544	1.253	1.172	-0.034	-0.233	-2.331	0.167	-1.63	0.4	0.133	3.086	-0.357	-1.05	1.199	-0.324	-2.46	-1.884	-0.216	-0.195	0.477	-0.227	0.017	0.674	1.226	-1.324	1.261	1.427	0.486
t111	0.433	-1.327	-0.096	0.898	1.846	0.566	0.324	-2.711	0.046	-1.536	-1.046	0.263	2.587	0.145	-1.722	1.534	-0.193	-1.889	-0.752	-1.43	-0.14	0.531	-0.063	0.616	1.288	1.458	-2.31	0.818	1.536	0.317
t60	1.008	-1.681	0.172	0.957	1.923	0.302	0.019	-2.583	0.228	-1.853	-0.823	0.302	2.212	-0.212	-1.406	1.29	-0.283	-1.897	-0.766	-0.69	-0.174	0.444	0.057	-0.096	1.132	1.44	-2.366	1.152	1.788	0.395
t168	0.469	-1.084	-0.18	0.648	1.816	0.559	0.236	-2.645	-0.033	-1.354	-1.068	0.236	2.422	0.196	-1.567	1.569	-0.156	-1.933	-0.419	-1.565	-0.298	0.445	-0.155	0.515	1.159	1.443	-2.289	0.768	1.912	0.344
t117	0.567	-1.273	-0.138	0.71	1.924	0.566	0.289	-2.713	0.031	-1.548	-1.195	0.282	2.324	0.118	-1.706	1.522	-0.203	-1.776	-0.4	-1.328	-0.236	0.49	-0.085	0.583	1.255	1.465	-2.429	0.872	1.703	0.317
t29	0.785	-0.983	0.025	0.679	1.838	0.378	0.086	-2.646	-0.002	-1.618	-0.939	0.241	1.978	-0.053	-1.425	1.417	-0.263	-1.841	-0.598	-0.844	-0.372	0.551	0.149	0.513	1.025	1.462	-2.099	0.957	1.244	0.346
t31	0.703	-0.949	-0.143	0.283	1.528	0.32	-0.078	-2.54	-0.194	-1.197	-0.739	0.134	2.335	0.064	-1.212	1.507	-0.233	-1.898	-0.411	-1.117	-0.69	0.449	-0.097	0.391	0.671	1.343	-1.77	0.923	2.218	0.388
t142	0.772	-1.029	0.107	0.624	1.442	0.155	-0.155	-2.457	-0.092	-1.354	-0.317	0.141	2.46	-0.115	-1.124	1.371	-0.272	-2.13	-0.998	-0.688	-0.589	0.467	-0.01	0.328	0.632	1.314	-1.52	1.1	1.501	0.426
t148	0.785	-0.867	-0.139	0.644	1.809	0.368	0.047	-2.577	-0.039	-1.382	-0.877	0.216	2.275	0.058	-1.4	1.455	-0.223	-1.982	-0.682	-1.247	-0.494	0.391	0.059	0.284	0.997	1.409	-2.095	0.98	1.845	0.37
