feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t100	-0.721	-0.309	-1.789	-1.151	0.811	0.587	0.303	0.848	0.207	-0.684	-0.005	0.119	-1.114	0.384	-2.034	0.258	2.168	-0.1	-0.733	0.555	-0.118	-1.158	0.154	1.048	0.285	0.431	0.588	1.906	-1.171	0.425
t197	-0.837	-0.238	-1.025	-2.052	0.406	0.653	0.209	0.437	0.164	-0.711	-0.725	-0.374	-1.399	0.607	-0.014	0.226	2.183	0.419	-0.796	0.454	0.336	-0.393	-0.221	0.865	0.002	0.332	0.8	0.479	-0.032	0.237
t10	-0.773	0.063	-0.909	-1.503	-0.288	2.48	0.666	0.364	0.644	-0.796	-2.281	-0.395	-0.282	0.074	-1.151	0.817	2.509	2.827	-0.96	0.993	-0.285	-0.869	-0.143	1.047	-0.292	-0.622	1.021	-0.644	-1.032	-0.337
t125	-0.753	-0.123	-1.16	-1.418	0.409	1.393	0.368	0.489	0.244	-0.832	-1.395	-0.431	-0.884	0.637	-0.839	0.526	2.052	0.77	-0.845	0.576	0.281	-0.717	0.031	1.105	-0.088	0.04	0.799	0.293	-0.597	0.066
t165	-0.703	0.175	-1.194	-1.787	0.56	1.635	0.495	0.71	-0.301	-0.781	-1.046	-0.45	-0.756	0.551	-0.914	0.463	0.772	0.813	-0.91	0.576	0.426	-0.46	0.036	0.938	-0.051	0.622	0.852	0.76	-1.101	0.063
t140	-0.711	-0.262	-1.531	-1.214	0.315	1.907	0.673	0.836	0.537	-0.806	-1.572	0.088	-0.51	-0.036	-1.304	0.639	1.883	1.366	-0.895	0.978	-0.408	-1.223	0.138	0.64	0.133	-0.191	1.07	0.771	-1.052	-0.265
t176	-0.774	-0.49	-1.31	-1.44	0.304	1.381	0.576	0.663	0.503	-0.778	-0.981	0.3	-0.724	-0.476	-1.225	0.723	2.518	0.984	-0.856	0.813	-0.084	-1.277	0.017	0.386	0.349	-0.238	0.76	1.281	-0.939	0.024
t179	-0.687	0.141	-1.232	-0.657	0.72	1.345	0.374	0.639	0.111	-0.905	-1.113	-0.222	-0.497	0.234	-1.812	0.675	1.938	0.611	-0.831	0.499	-0.522	0.137	0.045	1.22	-0.47	-0.03	0.739	0.726	-1.305	0.121
t120	-0.774	-0.177	-1.334	-1.528	0.385	1.105	0.417	0.546	0.351	-0.744	-0.852	-0.03	-1.004	0.243	-1.282	0.595	2.463	0.761	-0.795	0.54	0.168	-0.888	-0.027	0.824	0.063	-0.011	0.639	0.998	-0.897	0.24
t59	-0.732	-0.137	-1.115	-0.968	0.612	1.582	0.396	0.715	0.394	-0.893	-1.563	-0.033	-0.611	0.204	-1.37	0.405	2.204	1.082	-0.874	0.804	-0.562	-0.673	0.06	0.885	-0.224	-0.233	0.969	0.489	-0.67	-0.142
t75	-0.778	-0.053	-1.125	-1.49	0.028	1.713	0.575	0.504	0.436	-0.747	-1.508	-0.144	-0.573	-0.053	-0.75	0.732	2.158	1.694	-0.902	0.716	-0.442	-0.42	-0.146	0.707	-0.146	-0.296	0.975	0.163	-0.609	-0.226
