V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t100	-0.679	-0.366	-2.619	-1.15	1.519	-0.797	-0.058	1.195	-0.179	-0.436	2.108	0.257	-1.936	1.486	-3.769	-0.47	1.934	-1.781	-0.513	0.146	0.401	-1.974	0.423	1.817	0.682	1.538	0.042	3.754	-1.892	1.308
t197	-0.935	-0.508	-0.694	-2.909	0.305	-0.297	-0.03	0.272	0.269	-0.73	-0.564	-0.674	-2.399	0.687	1.7	-0.168	3.071	-0.348	-0.724	0.491	1.019	-0.512	-0.477	0.85	0.296	0.609	0.914	-0.048	1.124	0.407
t10	-0.817	0.039	-0.334	-1.523	-1.58	4.803	1.133	-0.042	1.622	-0.874	-4.607	-0.687	0.861	-0.553	-1.54	1.269	3.734	6.437	-1.195	1.987	-0.604	-1.965	-0.243	1.369	-0.503	-2.042	1.429	-2.917	-1.744	-1.056
t125	-0.761	0.162	-0.827	-1.934	0.288	1.616	0.169	0.209	0.017	-0.887	-2.004	-1.369	-1.332	2.228	-0.364	0.278	1.704	0.837	-0.833	0.285	1.574	-0.911	0.088	2.117	-0.346	0.414	0.716	-1.021	-0.363	0.248
t165	-0.591	0.537	-1.09	-2.21	0.686	2.276	0.715	0.956	-0.908	-0.927	-1.473	-0.875	-0.717	0.492	-0.585	0.472	-0.504	0.698	-1.024	0.827	1.268	-0.702	0.187	1.021	0.161	1.307	1.053	0.628	-1.623	-0.057
t140	-0.696	-0.854	-2.072	-0.848	0.202	2.37	0.994	1.192	1.039	-0.778	-1.568	0.852	0.022	-0.817	-1.686	0.81	1.603	1.663	-0.935	1.32	-1.111	-1.895	0.364	0.021	0.492	-0.559	1.293	1.643	-1.501	-0.563
t176	-0.741	-1.19	-1.432	-1.342	0.058	1.839	0.994	0.898	0.83	-0.877	-0.986	0.983	-0.36	-1.96	-1.259	1.404	2.61	1.122	-0.901	1.086	-0.117	-2.316	0.124	-0.469	1.189	-0.55	0.784	2.373	-1.646	-0.152
t179	-0.541	0.41	-1.219	0.663	1.087	1.633	0.459	0.801	0.151	-1.265	-1.738	-0.295	-0.02	-0.424	-2.812	1.045	2.43	0.161	-0.836	0.725	-1.063	0.68	0.245	1.681	-0.824	-0.358	0.806	0.557	-2.19	0.048
t120	-0.839	-0.624	-1.555	-1.331	0.281	0.519	0.263	0.322	1.053	-0.788	-0.702	0.156	-1.501	0.304	-1.899	0.58	4.518	0.236	-0.648	0.561	0.742	-1.949	0.099	1.185	0.343	-0.51	0.272	1.212	-0.993	0.686
t59	-0.714	-1.09	-1.057	0.197	0.722	2.311	0.523	1.029	1.465	-1.224	-2.798	0.643	-0.043	-0.877	-1.864	0.285	3.627	1.478	-0.945	1.744	-1.621	-2.113	0.397	0.639	0.104	-1.348	1.446	0.399	-0.643	-0.677
