V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t86	0.714	-2.286	0.414	-0.765	0.405	-0.439	-0.328	0.526	-0.748	-1.236	-1.467	0.464	0.978	-1.935	2.242	-0.017	-0.748	-1.413	0.041	2.325	-0.547	-0.943	1.556	0.364	-1.329	0.036	0.835	1.444	1.009	0.846
t46	0.782	-3.538	0.475	-1.04	0.796	-0.688	0.766	1.398	-0.055	-0.634	-2.545	0.482	2.078	-2.778	1.635	2.232	-1.921	-2.788	-0.562	2.084	-1.303	-0.346	3.833	-0.493	-1.534	-0.322	1.615	1.915	0.012	0.429
t38	0.303	-2.46	0.81	-0.687	-0.036	0.063	-0.169	0.825	-0.566	-0.424	-2.73	0.638	0.207	-1.581	2.206	0.058	-0.018	-1.883	0.089	1.634	-0.529	-0.306	1.227	1.343	-1.224	0.599	-0.485	1.987	0.992	0.116
t165	-0.022	-3.774	1.331	-0.754	-0.184	0.685	0.866	1.443	0.439	0.712	-4.994	0.893	-0.121	-1.506	1.72	1.481	-0.199	-3.486	-0.296	0.628	-1.115	1.448	2.266	2.144	-1.401	1.113	-1.508	3.05	0.203	-1.085
t20	0.512	-0.163	0.276	-0.41	-0.24	-0.389	-2.041	-0.339	-2.147	-1.92	0.258	0.381	-0.329	-1.042	3.15	-3.014	1.156	0.771	0.934	2.774	0.648	-2.586	-1.548	1.239	-0.863	0.38	-0.162	0.59	2.542	1.578
t68	1.006	-0.461	-0.381	-0.865	0.635	-1.969	-1.544	0.739	-2.564	-2.23	1.538	0.015	2.422	-2.995	2.72	-0.583	-0.622	0.604	0.357	3.806	0.129	-4.532	1.414	-1.78	-0.867	-1.149	2.844	-0.14	1.852	2.578
t124	-0.276	0.016	0.747	-0.397	-0.987	-0.299	-1.993	0.909	-2.585	-0.413	-1.266	0.529	-0.8	-1.242	3.115	-2.245	2.514	0.473	0.994	1.974	0.812	-3.098	-1.531	1.908	-0.43	0.821	-1.71	1.084	2.615	0.753
t137	0.364	-2.209	0.621	-0.763	0.077	-0.409	-0.3	1.096	-0.947	-0.555	-2.146	0.527	0.79	-2.039	2.222	0.348	-0.154	-1.558	0.064	1.972	-0.478	-1.189	1.593	0.636	-1.132	0.222	0.163	1.66	1.037	0.483
t69	-0.164	-2.056	1.145	-0.521	-0.634	0.492	-0.497	0.948	-0.815	0.151	-3.428	0.779	-0.836	-1.062	2.416	-0.628	1.214	-1.653	0.371	1.117	-0.18	-0.232	0.081	2.487	-0.998	1.2	-1.978	2.258	1.388	-0.37
t92	0.351	-2.415	0.655	-0.805	0.115	-0.41	-0.103	1.252	-0.818	-0.389	-2.416	0.541	0.92	-2.152	2.12	0.728	-0.31	-1.845	-0.035	1.885	-0.605	-1.045	1.967	0.547	-1.154	0.199	0.206	1.774	0.871	0.366
t13	0.243	0.082	0.465	-0.322	-0.585	-0.152	-2.218	-0.244	-2.302	-1.55	-0.16	0.457	-0.896	-0.767	3.265	-3.37	1.856	0.858	1.092	2.475	0.843	-2.582	-2.149	1.849	-0.717	0.712	-1.005	0.743	2.766	1.303
