feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t154	1.614	0.661	-0.596	2.964	-0.902	1.117	-1.905	0.132	0.398	0.2	1.025	0.024	-1.068	-0.212	-1.606	-1.455	-0.401	2.411	-0.591	0.044	0.56	-1.023	0.314	0.623	-1.478	-1.205	-0.331	1.933	-0.078	-1.212
t141	1.459	1.124	-0.612	3.173	-1.1	1.462	-1.568	0.332	0.586	-0.067	1.551	-0.018	-2.771	0.001	-3.218	-1.039	0.682	2.658	-0.952	0.011	0.805	-1.83	0.456	0.563	-1.001	-1.651	-0.364	3.043	0.104	-1.91
t188	1.787	0.102	-0.869	3.314	-0.851	0.56	-2.252	0.287	0.169	0.122	0.888	0.211	1.44	-0.219	0.262	-2.014	-1.531	2.11	-0.143	0.093	0.325	-0.136	0.449	0.612	-2.124	-1.07	-0.021	0.139	-0.618	-1.099
t194	1.511	0.778	-0.681	3.162	-0.964	1.21	-1.79	0.276	0.461	0.062	1.285	0.077	-1.379	-0.097	-2.108	-1.357	-0.07	2.457	-0.584	0.026	0.67	-1.206	0.419	0.584	-1.356	-1.448	-0.336	2.116	-0.148	-1.625
t15	1.616	0.477	-0.356	2.31	-0.74	1.141	-2.007	-0.192	0.511	0.505	0.491	-0.103	-0.896	-0.475	-0.982	-1.524	-0.703	2.337	-0.512	0.044	0.322	-0.766	0.063	0.674	-1.53	-0.657	-0.609	1.815	0.112	-0.297
t165	1.517	0.485	-0.315	2.213	-0.637	1.334	-1.881	-0.233	0.71	0.402	0.553	-0.13	-1.681	-0.568	-1.132	-1.443	-0.484	2.333	-0.455	-0.006	0.244	-1.1	-0.005	0.602	-1.288	-0.603	-0.907	1.985	0.424	0.01
t129	1.057	0.854	-0.643	2.484	-1.096	1.43	-1.558	0.283	0.934	0.003	1.478	0.011	-2.34	-0.093	-2.403	-1.164	0.603	2.458	-0.807	-0.135	0.519	-1.54	0.367	0.447	-1.006	-1.229	-0.94	3.095	-0.275	-0.847
t6	1.431	0.03	-0.63	2.186	-0.734	0.904	-2.065	-0.006	0.719	0.252	0.68	0.077	0.023	-0.497	0.475	-1.847	-1.149	2.078	-0.109	-0.055	-0.115	-0.407	0.143	0.499	-1.687	-0.44	-0.91	0.992	-0.196	0.303
t36	1.634	0.304	-0.589	2.722	-0.809	0.866	-2.102	0.051	0.429	0.316	0.7	0.009	-0.045	-0.361	-0.345	-1.764	-1.008	2.213	-0.54	0.034	0.295	-0.559	0.237	0.605	-1.766	-0.843	-0.402	1.32	-0.234	-0.417
t193	1.82	0.526	-0.182	2.459	-0.516	1.268	-2.018	-0.367	0.439	0.581	0.247	-0.236	-1.244	-0.639	-1.223	-1.498	-0.798	2.376	-0.523	0.097	0.446	-1.083	-0.068	0.744	-1.471	-0.604	-0.531	1.553	0.472	-0.079
t34	1.338	0.2	-0.597	2.216	-0.741	1.054	-1.933	0.008	0.815	0.216	0.788	0.024	-0.909	-0.496	-0.084	-1.725	-0.769	2.127	-0.355	-0.101	-0.014	-0.77	0.113	0.449	-1.485	-0.57	-1.022	1.78	-0.049	0.441
t94	1.75	0.507	-0.37	2.662	-0.692	1.117	-2.034	-0.138	0.386	0.452	0.512	-0.149	-0.78	-0.474	-1.026	-1.57	-0.797	2.328	-0.556	0.079	0.564	-0.916	0.085	0.694	-1.63	-0.816	-0.408	1.538	0.024	-0.392
t74	1.435	0.523	-0.717	2.806	-0.979	1.045	-1.856	0.267	0.584	0.049	1.206	0.071	-0.864	-0.178	-1.112	-1.534	-0.359	2.32	-0.475	-0.028	0.42	-0.956	0.362	0.519	-1.501	-1.144	-0.541	1.858	-0.332	-0.941
t162	1.771	0.461	-0.633	3.077	-0.811	1.042	-2.026	0.122	0.298	0.191	0.921	0.02	-0.307	-0.277	-1.011	-1.605	-0.824	2.323	-0.118	0.086	0.555	-0.807	0.306	0.64	-1.745	-1.117	-0.22	0.918	-0.174	-1.103
t116	1.236	0.498	-0.911	2.96	-1.051	1.103	-1.713	0.525	0.795	-0.229	1.592	0.243	-0.746	-0.039	-1.12	-1.504	-0.083	2.297	-0.219	-0.068	0.334	-1.032	0.54	0.426	-1.354	-1.27	-0.688	1.532	-0.565	-1.533
t144	0.923	0.491	-0.834	2.291	-1.034	1.282	-1.573	0.375	1.117	-0.201	1.612	0.189	-1.832	-0.171	-1.213	-1.41	0.209	2.264	-0.379	-0.216	-0.012	-1.27	0.381	0.296	-1.037	-0.977	-1.265	2.546	-0.23	-0.375
t79	1.845	1.248	-0.172	3.04	-0.849	1.397	-1.87	-0.222	0.076	0.557	0.645	-0.393	-2.396	-0.26	-3.733	-1.069	0.168	2.718	-1.321	0.14	1.361	-1.678	0.096	0.857	-1.344	-1.552	0.058	3.108	0.239	-1.487
t123	1.76	0.944	-0.273	2.852	-0.788	1.357	-1.879	-0.143	0.31	0.501	0.684	-0.216	-1.864	-0.319	-2.566	-1.223	-0.135	2.578	-0.916	0.107	0.932	-1.37	0.133	0.775	-1.35	-1.186	-0.241	2.479	0.18	-1.024
t200	1.812	0.615	-0.705	3.492	-0.903	0.862	-2.053	0.218	0.079	0.151	1.048	0.033	-0.228	-0.146	-1.49	-1.643	-0.793	2.369	-0.685	0.104	0.746	-0.857	0.412	0.664	-1.788	-1.462	0.115	1.518	-0.219	-1.325
t8	1.766	0.716	-0.238	2.612	-0.666	1.367	-1.906	-0.236	0.448	0.474	0.508	-0.186	-1.623	-0.478	-1.871	-1.321	-0.4	2.492	-0.524	0.106	0.573	-1.228	0.05	0.743	-1.349	-0.862	-0.452	1.835	0.422	-0.827
t130	1.581	0.234	-0.712	2.826	-0.823	0.92	-2.029	0.153	0.534	0.125	0.913	0.133	-0.171	-0.353	-0.157	-1.767	-0.983	2.178	-0.253	0	0.116	-0.62	0.288	0.519	-1.671	-0.854	-0.567	1.11	-0.17	-0.554
t85	1.138	0.543	-0.879	2.674	-1.131	1.112	-1.737	0.435	0.818	-0.095	1.546	0.22	-1.084	-0.047	-1.252	-1.46	-0.02	2.294	-0.528	-0.126	0.274	-1.013	0.479	0.405	-1.31	-1.166	-0.836	2.225	-0.607	-0.927
t16	1.905	0.597	-0.118	2.536	-0.465	1.358	-2.002	-0.46	0.345	0.607	0.194	-0.254	-1.594	-0.678	-1.552	-1.418	-0.791	2.446	-0.383	0.133	0.476	-1.144	-0.116	0.78	-1.416	-0.683	-0.478	1.593	0.815	-0.291
t100	1.249	0.713	-0.661	2.637	-1.053	1.155	-1.713	0.245	0.69	0.006	1.341	0.011	-1.386	-0.121	-1.921	-1.361	0.071	2.409	-0.647	-0.081	0.492	-1.245	0.343	0.507	-1.305	-1.235	-0.668	2.556	-0.299	-0.782
t189	1.41	0.598	-0.634	2.681	-1.016	1.128	-1.806	0.204	0.661	0.067	1.16	0.029	-1.248	-0.21	-1.368	-1.431	-0.188	2.368	-0.615	-0.03	0.395	-1.118	0.319	0.524	-1.404	-1.055	-0.638	2.108	-0.219	-0.722
t199	1.61	0.774	-0.458	2.773	-0.873	1.202	-1.88	0.002	0.392	0.327	0.885	-0.1	-1.486	-0.277	-1.962	-1.366	-0.265	2.456	-0.771	0.04	0.726	-1.166	0.194	0.661	-1.436	-1.161	-0.395	2.421	-0.027	-0.896
t33	1.416	0.615	-0.482	2.402	-0.853	1.296	-1.795	0.006	0.717	0.217	0.958	-0.059	-1.7	-0.346	-1.526	-1.369	-0.16	2.38	-0.535	-0.038	0.397	-1.184	0.164	0.552	-1.278	-0.91	-0.81	2.294	0.071	-0.495
t128	1.845	0.873	-0.423	3.191	-0.872	1.117	-1.979	-0.003	0.137	0.391	0.804	-0.173	-1.249	-0.23	-2.258	-1.388	-0.384	2.512	-1.015	0.124	0.986	-1.201	0.246	0.754	-1.586	-1.37	0.042	2.275	-0.021	-1.17
t25	2.273	0.902	-0.368	3.884	-0.73	1	-2.144	-0.021	-0.283	0.437	0.568	-0.193	-0.355	-0.243	-2.382	-1.483	-0.826	2.567	-0.806	0.304	1.324	-1.078	0.276	0.928	-1.884	-1.635	0.643	1.176	0.006	-2.223
t39	1.365	0.67	-0.646	2.747	-0.954	1.158	-1.813	0.166	0.574	0.117	1.213	-0.009	-1.396	-0.189	-1.81	-1.43	-0.145	2.368	-0.754	-0.061	0.53	-1.184	0.314	0.521	-1.365	-1.22	-0.589	2.475	-0.141	-0.565
t125	1.645	0.742	-0.243	2.294	-0.761	1.58	-1.769	-0.171	0.7	0.388	0.705	-0.198	-2.239	-0.452	-1.767	-1.149	-0.004	2.519	-0.272	0.061	0.59	-1.399	0.046	0.681	-1.183	-0.75	-0.776	1.854	0.277	-1.001
t147	1.323	0.367	-0.348	1.65	-0.739	1.435	-1.797	-0.191	1.023	0.358	0.654	-0.066	-1.729	-0.554	-0.69	-1.369	-0.273	2.313	-0.027	-0.072	-0.086	-0.969	-0.007	0.531	-1.176	-0.304	-1.299	1.78	0.24	-0.027
t126	1.579	0.584	-0.297	2.286	-0.653	1.342	-1.889	-0.249	0.613	0.439	0.562	-0.167	-1.767	-0.528	-1.498	-1.397	-0.423	2.388	-0.529	0.013	0.372	-1.16	0.001	0.641	-1.304	-0.709	-0.766	2.13	0.435	-0.099
t152	1.445	0.712	-0.559	2.652	-0.95	1.248	-1.799	0.143	0.619	0.175	1.114	-0.063	-1.629	-0.204	-1.769	-1.348	-0.039	2.418	-0.679	-0.02	0.616	-1.236	0.284	0.57	-1.351	-1.14	-0.574	2.321	-0.172	-0.839
t158	1.799	0.755	-0.389	2.951	-0.764	1.206	-1.93	-0.085	0.253	0.33	0.747	-0.159	-1.152	-0.327	-2.085	-1.372	-0.432	2.495	-0.483	0.119	0.822	-1.158	0.171	0.745	-1.539	-1.183	-0.19	1.74	0.16	-1.092
t142	1.156	0.444	-1.109	3.108	-1.181	0.768	-1.864	0.642	0.581	-0.218	1.761	0.254	-0.202	0.086	-0.922	-1.737	-0.372	2.165	-0.752	-0.149	0.422	-0.807	0.631	0.355	-1.637	-1.485	-0.482	2.152	-0.954	-0.708
t179	1.809	0.791	-0.482	3.206	-0.862	1.212	-1.91	0.101	0.271	0.25	0.943	-0.13	-1.105	-0.213	-1.994	-1.367	-0.307	2.494	-0.554	0.124	0.959	-1.234	0.302	0.72	-1.561	-1.344	-0.061	1.59	-0.146	-1.559
t40	1.703	0.561	-0.649	3.223	-0.909	0.877	-2.032	0.215	0.227	0.218	0.948	0.026	0.051	-0.165	-1.185	-1.634	-0.749	2.343	-0.595	0.092	0.743	-0.767	0.378	0.68	-1.785	-1.281	-0.045	1.317	-0.501	-1.358
t174	1.721	0.465	-0.456	2.725	-0.707	0.965	-2.076	-0.109	0.297	0.395	0.604	-0.106	-0.528	-0.412	-1.036	-1.651	-0.92	2.302	-0.615	0.06	0.516	-0.775	0.133	0.678	-1.703	-0.935	-0.326	1.653	0.072	-0.284
t29	1.478	0.633	-0.331	2.254	-0.735	1.461	-1.795	-0.122	0.776	0.393	0.698	-0.13	-1.864	-0.451	-1.546	-1.297	-0.11	2.41	-0.409	0.001	0.44	-1.228	0.073	0.621	-1.217	-0.717	-0.87	2.04	0.124	-0.632
t197	1.404	0.466	-0.787	2.816	-1.01	0.98	-1.893	0.299	0.589	0.028	1.238	0.104	-0.775	-0.165	-0.967	-1.599	-0.431	2.27	-0.559	-0.055	0.323	-0.889	0.392	0.477	-1.549	-1.118	-0.56	1.936	-0.37	-0.647
t67	1.77	0.629	-0.509	3.088	-0.783	1.043	-2.011	0.008	0.237	0.313	0.772	-0.068	-0.765	-0.3	-1.645	-1.543	-0.668	2.4	-0.66	0.093	0.646	-0.953	0.244	0.689	-1.632	-1.205	-0.14	1.751	0.065	-0.918
t138	1.802	0.779	-0.454	3.149	-0.866	1.282	-1.84	0.104	0.396	0.183	0.935	-0.037	-1.162	-0.244	-1.944	-1.302	-0.229	2.532	-0.353	0.15	0.766	-1.236	0.301	0.72	-1.437	-1.221	-0.198	1.37	0.011	-2.01
t160	1.204	1.027	-0.415	2.395	-1.008	1.51	-1.565	0.047	0.79	0.189	1.2	-0.116	-2.689	-0.174	-3.086	-1.029	0.661	2.599	-0.937	-0.069	0.631	-1.672	0.233	0.58	-0.93	-1.21	-0.806	3.386	0.093	-0.932
t173	1.323	0.672	-0.781	2.96	-1.021	1.131	-1.758	0.37	0.605	-0.05	1.45	0.117	-1.093	-0.062	-1.751	-1.432	-0.063	2.372	-0.574	-0.053	0.513	-1.165	0.459	0.499	-1.355	-1.351	-0.523	2.112	-0.395	-1.214
t58	1.617	0.595	-0.557	2.83	-0.865	1.144	-1.903	0.097	0.473	0.202	0.966	-0.046	-1.09	-0.278	-1.352	-1.475	-0.421	2.377	-0.516	0.035	0.566	-1.078	0.266	0.61	-1.499	-1.082	-0.414	1.727	-0.079	-0.903
t192	1.455	0.795	-0.573	2.819	-0.974	1.144	-1.844	0.141	0.446	0.231	1.114	-0.064	-1.429	-0.144	-2.102	-1.375	-0.097	2.447	-0.919	-0.015	0.689	-1.192	0.312	0.605	-1.397	-1.312	-0.376	2.632	-0.204	-0.875
t99	1.133	0.653	-0.752	2.478	-1.111	1.227	-1.669	0.33	0.874	-0.05	1.481	0.091	-1.825	-0.095	-1.669	-1.341	0.232	2.367	-0.615	-0.14	0.277	-1.212	0.386	0.41	-1.191	-1.168	-0.905	2.776	-0.298	-0.725
t172	0.918	0.29	-1.093	2.528	-1.258	0.878	-1.753	0.638	0.952	-0.27	1.761	0.311	-0.36	0.024	-0.306	-1.67	-0.197	2.128	-0.361	-0.213	0.038	-0.72	0.58	0.275	-1.484	-1.095	-0.978	1.965	-1.022	-0.553
t76	1.405	0.692	-0.714	2.945	-1.037	1.267	-1.725	0.345	0.677	-0.033	1.385	0.072	-1.247	-0.101	-1.762	-1.343	0.056	2.416	-0.369	-0.019	0.565	-1.266	0.436	0.523	-1.329	-1.267	-0.537	1.799	-0.381	-1.508
t46	0.973	0.315	-0.854	2.19	-1.065	1.054	-1.753	0.351	1.038	-0.065	1.404	0.202	-1.001	-0.182	-0.479	-1.584	-0.184	2.157	-0.456	-0.208	-0.048	-0.86	0.367	0.328	-1.308	-0.813	-1.202	2.238	-0.583	-0.025
t73	1.72	0.326	-0.558	2.84	-0.735	0.838	-2.123	-0.003	0.298	0.315	0.644	-0.011	0.118	-0.393	-0.49	-1.781	-1.145	2.221	-0.454	0.065	0.444	-0.578	0.191	0.652	-1.828	-0.912	-0.307	1.178	-0.173	-0.413
t26	1.829	0.682	-0.51	3.188	-0.796	1.039	-2.012	0.036	0.182	0.309	0.816	-0.062	-0.764	-0.262	-1.72	-1.52	-0.653	2.427	-0.66	0.11	0.737	-0.991	0.259	0.712	-1.637	-1.287	-0.052	1.731	0.021	-1.199
t102	1.583	0.544	-0.607	2.842	-0.866	1.083	-1.96	0.116	0.43	0.237	0.951	-0.007	-0.62	-0.257	-1.251	-1.543	-0.553	2.326	-0.488	0.034	0.628	-0.883	0.287	0.615	-1.611	-1.086	-0.398	1.59	-0.31	-0.879
t28	1.081	0.238	-0.537	1.678	-0.811	1.317	-1.762	-0.034	1.159	0.212	0.86	0.106	-1.549	-0.5	-0.309	-1.488	-0.315	2.197	-0.089	-0.157	-0.333	-0.827	0.084	0.405	-1.146	-0.326	-1.51	1.983	0.078	0.244
t32	1.587	0.447	-0.688	2.943	-0.931	1.059	-1.928	0.238	0.525	0.09	1.065	0.088	-0.537	-0.235	-0.768	-1.569	-0.575	2.304	-0.28	0.034	0.399	-0.872	0.361	0.564	-1.587	-1.03	-0.451	1.188	-0.34	-1.127
t198	1.282	0.574	-0.748	2.633	-1.05	1.174	-1.725	0.329	0.766	-0.078	1.423	0.091	-1.247	-0.128	-1.338	-1.41	-0.027	2.349	-0.337	-0.08	0.366	-1.14	0.388	0.459	-1.331	-1.14	-0.759	2.001	-0.348	-1
t65	1.72	0.646	-0.435	2.851	-0.768	1.281	-1.871	-0.002	0.49	0.249	0.811	-0.069	-1.23	-0.353	-1.594	-1.384	-0.373	2.447	-0.352	0.093	0.573	-1.183	0.209	0.677	-1.408	-1.003	-0.41	1.422	0.14	-1.228
t64	1.89	0.571	-0.365	2.88	-0.648	1.176	-2.053	-0.13	0.273	0.472	0.516	-0.141	-0.773	-0.447	-1.207	-1.53	-0.816	2.384	-0.464	0.139	0.7	-0.958	0.119	0.751	-1.626	-0.922	-0.227	1.234	0.068	-0.922
t97	1.232	0.57	-0.813	2.704	-1.077	1.08	-1.781	0.334	0.646	-0.038	1.457	0.116	-1.017	-0.095	-1.407	-1.483	-0.171	2.315	-0.536	-0.1	0.398	-1.038	0.419	0.449	-1.406	-1.222	-0.672	2.254	-0.431	-0.743
t14	1.417	0.431	-0.605	2.499	-0.855	0.935	-1.992	0.034	0.485	0.281	0.875	-0.036	-0.577	-0.316	-0.974	-1.665	-0.697	2.234	-0.677	-0.054	0.39	-0.755	0.202	0.554	-1.633	-0.952	-0.576	2.15	-0.248	0.072
t89	1.547	0.751	-0.596	2.927	-0.958	1.18	-1.843	0.175	0.467	0.167	1.124	-0.036	-1.448	-0.158	-1.942	-1.372	-0.12	2.442	-0.73	0.016	0.691	-1.192	0.334	0.603	-1.419	-1.297	-0.365	2.281	-0.173	-1.112
t177	1.508	0.614	-0.162	1.957	-0.588	1.539	-1.802	-0.391	0.767	0.486	0.486	-0.259	-2.348	-0.633	-1.674	-1.269	-0.23	2.42	-0.405	-0.013	0.339	-1.366	-0.117	0.638	-1.138	-0.53	-1.023	2.25	0.64	0.238
t90	1.858	0.93	-0.393	3.215	-0.814	1.239	-1.914	-0.046	0.136	0.358	0.827	-0.142	-1.393	-0.239	-2.657	-1.291	-0.282	2.582	-0.729	0.147	0.963	-1.28	0.235	0.782	-1.47	-1.416	0.019	2.085	0.191	-1.59
t107	1.553	0.573	-0.613	2.91	-0.894	1.047	-1.903	0.158	0.454	0.153	1.025	0.009	-0.677	-0.221	-1.361	-1.522	-0.45	2.351	-0.452	0.023	0.577	-0.942	0.305	0.606	-1.558	-1.178	-0.391	1.723	-0.25	-1.092
t75	1.14	0.58	-0.84	2.671	-1.092	1.173	-1.7	0.4	0.789	-0.09	1.543	0.194	-1.127	-0.057	-1.48	-1.413	0.017	2.335	-0.333	-0.116	0.305	-1.063	0.459	0.427	-1.289	-1.215	-0.808	2.129	-0.472	-1.12
t38	1.496	0.529	-0.822	3.12	-0.946	0.994	-1.902	0.292	0.399	-0.032	1.352	0.091	-0.709	-0.142	-1.359	-1.604	-0.533	2.3	-0.492	-0.033	0.469	-1.023	0.424	0.499	-1.564	-1.337	-0.35	1.764	-0.188	-0.745
t118	1.235	0.536	-0.739	2.555	-1.045	1.174	-1.73	0.322	0.851	-0.035	1.341	0.104	-1.224	-0.154	-1.228	-1.429	-0.006	2.321	-0.441	-0.092	0.304	-1.095	0.383	0.451	-1.313	-1.035	-0.844	2.057	-0.416	-0.859
t54	1.594	0.558	-0.612	2.889	-0.908	1.046	-1.938	0.135	0.418	0.183	1.001	0.009	-0.619	-0.229	-1.293	-1.526	-0.539	2.356	-0.46	0.031	0.53	-0.926	0.306	0.613	-1.586	-1.12	-0.358	1.598	-0.24	-0.965
t22	1.596	0.493	-0.487	2.615	-0.765	1.16	-1.948	0.007	0.512	0.317	0.767	-0.066	-0.669	-0.361	-1.042	-1.525	-0.587	2.325	-0.29	0.041	0.542	-0.896	0.185	0.645	-1.56	-0.895	-0.518	1.369	-0.215	-0.805
t133	1.567	0.718	-0.257	2.446	-0.644	1.454	-1.789	-0.172	0.668	0.388	0.631	-0.187	-1.87	-0.472	-1.943	-1.284	-0.113	2.458	-0.495	0.045	0.602	-1.351	0.047	0.68	-1.211	-0.853	-0.714	2.039	0.289	-0.733
t93	1.433	0.212	-0.578	2.111	-0.827	1.051	-2.005	-0.031	0.731	0.295	0.748	0.033	-0.673	-0.448	-0.083	-1.667	-0.808	2.175	-0.29	-0.062	-0.022	-0.602	0.14	0.508	-1.546	-0.495	-0.932	1.539	-0.109	0.15
