feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t44	-0.208	1.415	1.771	1.468	0.291	1.537	0.034	1.604	-0.04	0.384	-1.413	0.941	-0.182	-0.421	0.033	-0.42	-0.056	-1.322	-1.327	2.129	-1.895	-1.304	0.133	0.915	-0.776	-0.006	-1.928	-0.963	-2.042	1.641
t7	-0.413	1.135	1.735	1.009	0.412	1.44	0.025	1.042	0.189	0.512	-1.249	1	-0.543	-0.259	0.054	-0.44	0.516	-1.248	-0.912	1.695	-1.63	-1.158	0.651	0.262	-0.572	-0.141	-1.568	-1.089	-1.849	1.39
t46	-0.378	1.284	1.684	1.044	0.339	1.279	-0.439	0.432	0.247	-0.007	-1.193	0.957	0.045	-0.072	-0.022	-0.572	0.206	-0.793	-1.191	2.15	-1.946	-0.628	-0.106	1.177	-0.538	0.453	-2.406	-0.355	-1.995	1.337
t86	-0.318	1.534	1.715	1.133	0.393	0.985	-0.146	0.958	0.044	0.484	-1.154	0.805	0.248	-0.2	-0.014	-0.262	0.453	-1	-1.087	1.048	-1.661	-1.052	0.964	0.636	-0.786	-0.056	-2.334	-0.987	-1.749	1.4
t137	-0.067	1.392	1.66	1.406	0.222	1.602	-0.299	1.497	-0.048	0.16	-1.441	0.897	-0.177	-0.732	0.04	-0.739	0.119	-1.393	-1.196	2.361	-2.37	-0.963	-0.501	1.399	-0.628	0.118	-2.203	-0.347	-2.078	2.298
t43	-0.484	0.742	1.864	0.888	0.517	1.091	0.112	0.817	0.463	0.256	-1.084	0.869	-0.477	-0.239	0.038	-0.102	0.674	-0.847	-0.99	1.415	-1.182	-1.072	0.873	0.312	-0.579	0.126	-1.709	-1.299	-1.93	0.929
t61	-0.266	1.434	1.718	0.927	0.252	1.686	-0.512	0.912	0.269	1.088	-1.232	1.214	-0.465	-0.188	0.161	-0.451	1.033	-1.775	-0.458	1.752	-2.151	-1.086	0.504	0.184	-0.635	-0.568	-2.18	-0.427	-1.676	0.928
t191	-0.137	1.179	1.874	0.956	0.333	1.591	-0.545	1.114	0.384	0.503	-1.218	1.23	-0.197	-0.267	0.19	-0.28	0.859	-1.515	-0.796	2.393	-1.774	-0.962	0.084	0.309	-0.62	-0.336	-2.494	-1.277	-1.855	1.267
t179	-0.135	1.049	1.777	1.238	0.326	1.524	-0.219	1.21	0.183	0.343	-1.334	0.841	-0.416	-0.432	0.057	-0.47	0.231	-1.036	-1.132	2.167	-1.754	-1.213	0.265	0.782	-0.704	0.171	-2.161	-0.803	-2.02	1.659
t45	-0.432	1.332	1.657	1.495	0.386	0.846	0.166	1.397	-0.042	-0.238	-1.271	0.401	0.109	-0.922	-0.073	-0.326	-0.115	-0.548	-1.434	1.351	-2.099	-1.064	0.191	1.701	-0.741	0.768	-1.604	-0.463	-2.219	1.782
t197	0.032	1.384	1.826	1.267	0.301	1.612	-0.31	1.216	0.077	0.313	-1.398	1.044	-0.006	-0.421	0.019	-0.534	0.274	-1.19	-1.292	2.4	-1.994	-0.985	-0.17	0.926	-0.698	0.084	-2.527	-1.17	-2.004	1.917
t158	-0.424	1.123	1.732	0.978	0.355	1.353	-0.203	0.992	0.332	0.601	-1.168	0.996	-0.576	-0.432	0.16	-0.296	0.825	-1.25	-0.682	1.922	-1.643	-1.037	0.707	0.315	-0.647	-0.235	-2.029	-0.842	-1.855	0.923
t92	-0.283	1.295	1.73	1.216	0.434	0.911	0.057	1.351	0.108	0.339	-1.194	0.615	-0.216	-0.634	0.034	-0.245	0.478	-0.771	-1.097	1.135	-1.651	-1.188	1.006	0.802	-0.841	0.133	-2.158	-1.019	-1.899	1.553
t103	-0.456	1.336	1.693	1.411	0.407	1.074	0.191	1.319	0.003	0.23	-1.252	0.596	-0.133	-0.596	-0.068	-0.273	0.133	-0.769	-1.304	1.024	-1.883	-1.129	0.636	1.292	-0.818	0.367	-1.747	-0.643	-2.035	1.389
t19	0.004	1.141	1.933	0.95	0.293	1.87	-0.401	1.259	0.312	0.671	-1.341	1.394	-0.284	-0.225	0.194	-0.382	0.902	-1.71	-0.83	2.65	-1.695	-1.032	-0.023	-0.053	-0.557	-0.591	-2.296	-1.776	-1.808	1.42
t177	-0.263	1.438	1.774	1.143	0.376	1.155	-0.168	1.157	0.134	0.548	-1.19	0.89	0.089	-0.279	0.03	-0.276	0.592	-1.044	-0.989	1.361	-1.858	-1.135	0.784	0.549	-0.76	-0.156	-2.223	-1.16	-1.804	1.282
t50	-0.47	2.086	1.534	1.581	0.24	0.941	0.15	0.911	-0.289	0.086	-1.294	0.745	0.814	0.128	-0.144	-0.666	-0.524	-0.846	-1.625	1.368	-2.285	-0.862	0.174	1.528	-0.748	0.348	-2.208	-0.173	-1.986	1.479
t188	-0.343	1.226	1.701	1.06	0.37	1.338	-0.244	0.934	0.228	0.363	-1.184	0.922	-0.22	-0.268	0.045	-0.523	0.533	-1.145	-0.918	1.717	-2.028	-0.946	0.391	0.756	-0.599	-0.011	-2.082	-0.627	-1.895	1.441
t54	-0.244	2.094	1.695	1.025	0.252	1.446	-0.537	0.577	0.066	0.858	-1.152	1.348	0.54	0.488	0.13	-0.523	0.599	-1.412	-0.88	1.749	-1.948	-0.892	0.458	0.152	-0.681	-0.582	-2.975	-0.985	-1.589	0.913
t186	-0.026	1.75	1.726	1.878	0.189	1.358	-0.113	1.311	-0.287	0.26	-1.473	0.719	0.651	-0.009	-0.141	-0.538	-0.65	-0.655	-1.909	2.044	-1.701	-1.077	0.312	1.454	-1.066	0.305	-3.184	-0.952	-2.054	1.861
t199	0.106	2.039	1.764	1.238	0.161	1.648	-0.343	1.482	-0.17	0.833	-1.391	1.363	0.57	-0.053	0.048	-0.612	0.473	-1.871	-1.061	2.072	-2.353	-1.029	0.012	0.564	-0.79	-0.772	-2.784	-1.233	-1.668	1.748
t173	-0.222	1.856	1.707	1.23	0.253	1.257	-0.097	1.438	-0.041	0.779	-1.278	1.011	0.237	-0.328	0.091	-0.364	0.556	-1.621	-0.889	1.526	-2.308	-1.148	0.551	0.577	-0.799	-0.49	-2.18	-0.826	-1.755	1.268
t74	-0.281	1.27	1.721	1.344	0.399	1.329	0.187	1.415	0.008	0.481	-1.269	0.736	-0.337	-0.501	-0.001	-0.405	0.22	-0.994	-1.155	1.418	-1.764	-1.339	0.789	0.819	-0.795	0.049	-1.837	-1.015	-1.983	1.483
t116	-0.29	1.163	1.829	1.101	0.454	1.093	-0.192	0.922	0.29	0.099	-1.182	0.777	-0.013	-0.509	0.038	-0.152	0.569	-0.736	-1.174	1.629	-1.63	-0.858	0.391	0.857	-0.686	0.327	-2.284	-1.247	-1.998	1.407
t8	-0.054	1.811	1.818	0.952	0.271	1.383	-0.587	0.905	0.182	0.642	-1.195	1.277	0.38	0.074	0.177	-0.409	0.685	-1.607	-0.899	2.208	-2.042	-0.884	0.081	0.318	-0.645	-0.464	-2.984	-1.06	-1.714	1.372
t42	-0.32	1.609	1.623	1.329	0.218	1.4	-0.165	1.049	-0.04	0.401	-1.318	1.013	0.164	-0.175	-0.016	-0.637	0.148	-1.257	-1.096	1.906	-2.169	-0.938	0.033	1.01	-0.634	-0.05	-2.063	-0.468	-1.928	1.367
t37	-0.25	1.221	1.714	1.346	0.313	1.566	-0.098	1.728	0.09	0.533	-1.336	0.865	-0.562	-0.887	0.137	-0.35	0.541	-1.615	-0.853	1.887	-2.115	-1.264	0.112	0.905	-0.665	-0.234	-1.728	-0.657	-2.031	1.679
t140	0.067	1.696	1.847	1.307	0.283	1.539	-0.397	1.345	0.004	0.707	-1.398	1.001	0.085	-0.349	0.049	-0.406	0.336	-1.389	-1.234	2.041	-2.092	-1.15	0.336	0.738	-0.912	-0.15	-2.933	-1.024	-1.839	1.881
t167	-0.429	1.424	1.65	1.283	0.387	0.992	0.034	1.244	0.064	0.098	-1.169	0.717	-0.041	-0.469	0.052	-0.417	0.274	-0.795	-1.14	1.407	-1.928	-0.962	0.348	1.166	-0.644	0.196	-1.988	-0.723	-2.008	1.369
t75	-0.013	1.032	1.831	1.46	0.295	1.511	-0.031	1.225	0.131	0.151	-1.399	0.887	-0.111	-0.394	-0.038	-0.625	0.049	-0.8	-1.45	2.399	-1.714	-1.041	0.076	0.988	-0.717	0.26	-2.398	-1.259	-2.14	1.83
t162	0.219	1.978	1.802	1.637	0.164	1.79	-0.403	1.955	-0.272	0.578	-1.568	1.07	0.552	-0.475	0.021	-0.472	0.063	-1.599	-1.398	2.295	-2.46	-1.192	-0.34	1.148	-0.964	-0.361	-2.908	-1.261	-1.912	2.297
t193	-0.087	0.729	1.91	1.226	0.391	1.75	-0.237	1.241	0.271	0.425	-1.375	0.956	-0.681	-0.582	0.006	-0.345	0.431	-1.131	-1.153	2.228	-1.471	-1.187	0.229	0.65	-0.672	0.153	-2.005	-1.358	-2.057	1.738
t18	-0.119	0.989	1.89	1.229	0.435	1.27	0.134	1.726	0.179	0.64	-1.235	0.827	-0.366	-0.603	0.045	-0.12	0.628	-1.313	-1.002	1.384	-1.502	-1.47	1.04	0.394	-0.849	-0.293	-1.921	-1.611	-1.902	1.489
t34	-0.07	1.507	1.831	1.087	0.407	1.184	-0.093	1.571	0.041	0.47	-1.253	0.916	0.045	-0.696	0.111	-0.209	0.674	-1.284	-0.995	1.508	-1.814	-1.217	0.573	0.459	-0.773	-0.215	-2.12	-1.622	-1.816	1.784
t99	-0.17	1.156	1.789	1.031	0.389	1.61	-0.194	1.109	0.238	0.659	-1.289	1.088	-0.474	-0.391	0.053	-0.502	0.818	-1.302	-0.788	1.84	-1.884	-1.118	0.443	0.294	-0.585	-0.244	-1.952	-1.317	-1.853	1.539
t110	-0.697	1.822	1.356	1.095	0.223	1.079	-0.001	0.327	-0.053	0.137	-1.22	0.863	-0.072	-0.026	-0.046	-1.116	-0.027	-1.027	-1.004	1.588	-2.73	-0.57	-0.09	1.416	-0.37	0.404	-1.619	0.963	-1.927	1.307
t68	-0.32	1.603	1.633	1.212	0.312	1.06	-0.164	1.135	0.048	0.422	-1.237	0.865	0.006	-0.368	0.064	-0.537	0.409	-1.17	-0.911	1.633	-2.137	-0.996	0.393	0.797	-0.613	-0.066	-2.102	-0.621	-1.877	1.522
t126	0.263	1.111	2.042	1.341	0.421	1.477	-0.167	1.894	0.116	0.436	-1.377	0.947	0.095	-0.607	0.047	0.026	0.48	-1.15	-1.364	2.079	-1.206	-1.339	0.515	0.492	-0.982	-0.254	-2.915	-2.521	-1.941	2.02
t160	-0.542	0.763	1.674	1.102	0.5	1.015	-0.028	1.001	0.338	0.185	-1.137	0.592	-0.813	-0.76	0.027	-0.305	0.595	-0.645	-0.832	1.478	-1.482	-1.056	0.928	0.802	-0.624	0.372	-1.665	-0.8	-2.043	1.352
t89	0.194	1.64	1.913	1.641	0.321	1.22	-0.045	2.179	-0.112	0.46	-1.39	0.735	0.464	-0.797	0.087	-0.079	0.338	-0.975	-1.375	1.752	-1.791	-1.399	0.539	0.817	-1.074	-0.234	-2.819	-2.164	-1.983	1.921
