V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t44	-0.159	1.296	1.88	1.976	0.287	1.577	0.61	2.365	-0.25	0.047	-1.61	0.819	-0.271	-0.522	-0.015	-0.333	-1.074	-1.296	-2.037	2.587	-1.537	-1.784	-0.101	1.261	-0.922	0.314	-1.457	-1.265	-2.367	1.974
t7	-0.899	0.739	1.591	1.034	0.46	1.623	0.648	0.943	0.101	0.461	-1.342	0.882	-1.308	-0.121	-0.084	-0.607	0.049	-1.171	-0.991	1.476	-1.356	-1.375	0.995	0.101	-0.433	0.045	-0.106	-0.706	-1.919	1.269
t46	-0.618	0.838	1.679	0.788	0.474	0.687	-0.613	-0.855	0.586	-1.125	-0.948	0.779	0.405	0.399	-0.168	-0.66	-0.311	0.358	-1.71	2.466	-1.48	0.058	-0.559	1.922	-0.284	1.661	-2.796	0.141	-2.25	1.135
t86	-0.484	1.789	1.645	0.925	0.509	0.205	-0.209	0.322	0	0.425	-0.897	0.553	0.882	0.128	-0.112	-0.025	0.502	-0.692	-1.175	-0.234	-1.246	-0.879	1.879	0.589	-0.865	0.088	-2.772	-0.744	-1.48	1.37
t137	0.19	1.414	1.502	1.651	0.05	1.855	-0.627	1.756	-0.241	-0.445	-1.663	0.803	-0.247	-1.292	0.033	-1.299	-0.387	-1.747	-1.464	3.288	-3.144	-0.633	-2.051	2.632	-0.442	0.552	-2.434	0.966	-2.36	3.773
t43	-1.057	-0.572	1.975	0.183	0.863	0.659	0.611	-0.037	1.182	-0.097	-0.77	0.723	-1.752	-0.248	0.018	0.238	1.235	-0.343	-0.652	0.87	-0.137	-0.976	1.632	-0.303	-0.198	0.644	-0.465	-1.287	-2.019	0.075
t61	-0.356	1.322	1.692	0.099	0.14	2.377	-1.401	-0.086	0.814	2.344	-1.055	1.898	-1.412	0.32	0.449	-0.574	2.477	-3.048	0.879	1.884	-2.479	-0.96	0.703	-1.168	-0.332	-1.555	-2.3	0.727	-1.172	-0.232
t191	0.419	0.765	2.262	0.716	0.345	2.184	-1.194	1.199	0.833	0.704	-1.228	1.789	-0.269	-0.042	0.39	-0.02	1.437	-2.024	-0.726	3.762	-1.218	-0.927	-0.302	-0.47	-0.696	-0.84	-3.815	-2.544	-1.811	1.313
t179	0.07	1.067	1.732	1.451	0.16	2.294	-0.222	1.373	0.033	0.65	-1.585	0.923	-0.711	-0.178	0.1	-0.855	-0.314	-1.232	-1.222	2.937	-1.993	-1.637	0.009	0.555	-0.781	0.067	-2.065	-0.424	-2.067	1.861
t45	-0.755	1.251	1.432	2.652	0.343	0.139	1.097	2.407	-0.669	-1.587	-1.56	-0.85	0.489	-2.144	-0.48	-0.22	-1.983	0.739	-2.664	0.838	-2.583	-1.303	-0.35	4.316	-1.097	2.578	-0.456	0.791	-3.045	2.659
t197	0.674	1.276	2.051	1.469	0.262	2.123	-0.541	1.274	0.055	0.155	-1.636	1.259	0.131	-0.403	-0.048	-0.715	-0.083	-1.079	-1.913	3.657	-1.747	-0.925	-0.859	1.13	-0.834	0.32	-3.654	-1.985	-2.194	2.771
t158	-0.382	0.671	1.832	0.799	0.388	1.524	-0.293	0.757	0.645	0.82	-1.103	1.147	-1.188	-0.427	0.277	-0.164	1.191	-1.217	-0.501	2.551	-0.935	-1.044	1.168	-0.281	-0.716	-0.416	-2.503	-1.227	-1.849	0.473
t92	-0.313	0.546	1.916	1.163	0.861	-0.449	0.758	1.591	0.359	-0.285	-0.848	-0.24	-0.394	-1.181	-0.007	0.402	0.559	0.702	-1.495	-0.416	-0.218	-1.528	2.815	0.675	-1.134	0.932	-2.222	-2.273	-2.027	1.747
t103	-1.064	0.845	1.652	1.506	0.698	0.195	0.754	1.425	0.101	-0.359	-1.008	-0.156	-0.465	-1.276	-0.181	0.258	0.073	0.15	-1.506	-0.704	-1.525	-1.119	1.53	2.076	-0.93	1.236	-0.742	-0.297	-2.234	1.066
t19	0.464	1.503	2.098	0.893	0.055	3.117	-0.683	1.516	0.22	1.382	-1.642	2.213	-0.09	0.399	0.373	-0.676	1.047	-2.75	-0.703	4.057	-1.977	-1.201	-0.772	-1.198	-0.519	-1.666	-2.639	-2.697	-1.573	1.436
t177	-0.232	1.478	1.928	1.367	0.51	0.125	0.554	1.428	0.06	0.071	-1.023	0.528	1.093	-0.098	-0.09	0.067	0.249	-0.144	-1.588	0.314	-1.253	-1.333	1.566	0.498	-0.899	0.104	-2.2	-2.358	-1.86	1.136
t50	-0.669	2.849	1.42	2.291	0.223	-0.326	1.226	0.907	-0.836	-0.905	-1.242	0.221	2.627	0.763	-0.457	-0.758	-2.11	0.276	-2.933	0.327	-2.155	-0.754	0.275	2.567	-0.873	1.17	-2.168	-0.27	-2.246	1.552
t188	-0.388	1.765	1.537	1.059	0.219	1.912	-0.376	0.615	0.062	0.791	-1.238	1.222	0.04	0.447	0.071	-1.025	0.33	-1.552	-0.768	1.895	-2.716	-0.964	0.243	0.451	-0.566	-0.481	-2.16	-0.006	-1.7	1.279
t54	-0.181	3.583	1.525	0.985	-0.029	2.138	-0.989	-0.131	-0.279	1.829	-1.172	2.114	1.632	2.031	0.249	-1.026	0.468	-2.113	-0.688	1.961	-2.548	-0.851	0.383	-0.813	-0.737	-1.677	-4.029	-0.757	-1.059	0.171
