V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t145	-0.544	-0.474	-0.502	0.718	-1.528	-1.537	1.233	-1.184	-1.04	-2.636	-0.089	1.535	-2.379	1.03	-2.642	0.269	0.091	1.28	0.872	0.987	0.414	-0.9	1.383	0.623	1.018	1.164	0.969	1.611	0.042	0.213
t123	-0.487	0	-0.595	0.633	-1.414	-1.412	1.457	-1.083	-0.712	-2.482	-0.191	1.376	-2.394	1.176	-2.671	0.437	-0.058	1.451	0.566	0.626	0.203	-1.031	1.34	0.733	0.874	0.85	1.005	1.468	-0.134	0.468
t126	-0.381	-0.257	-0.476	0.656	-1.89	-1.493	1.161	-1.041	-0.679	-2.332	-0.26	1.44	-2.296	1.075	-2.518	0.325	0.01	1.517	0.728	0.459	0.057	-1.446	1.679	0.678	0.826	0.974	1.24	1.617	-0.142	0.768
t95	-0.466	-0.051	-0.57	0.637	-1.519	-1.429	1.389	-1.04	-0.696	-2.48	-0.208	1.388	-2.384	1.154	-2.633	0.413	-0.047	1.467	0.597	0.596	0.166	-1.113	1.416	0.724	0.859	0.872	1.062	1.495	-0.146	0.544
t37	-0.78	-1.554	-0.325	0.931	-1.561	-1.822	0.765	-1.191	-1.881	-3.447	0.217	1.917	-2.52	0.697	-2.612	-0.11	0.428	0.787	1.579	2.145	1.036	-0.242	1.324	0.384	1.403	1.913	0.781	1.87	0.441	-0.576
t195	-0.497	-1.463	-0.212	0.869	-2.327	-1.821	0.494	-1.098	-1.43	-2.85	-0.041	1.842	-2.295	0.688	-2.371	-0.114	0.38	1.126	1.512	1.334	0.503	-1.231	1.91	0.408	1.141	1.763	1.26	1.988	0.234	0.294
t69	-0.811	-2.005	-0.222	1.008	-1.752	-1.945	0.509	-1.237	-2.152	-3.59	0.29	2.065	-2.499	0.552	-2.553	-0.275	0.567	0.653	1.871	2.434	1.186	-0.204	1.43	0.281	1.514	2.205	0.802	2.017	0.581	-0.728
t73	-0.752	-3.501	0.186	1.234	-2.794	-2.359	-0.46	-1.537	-2.856	-3.514	0.404	2.528	-2.226	0.063	-2.255	-0.834	1.02	0.382	2.824	2.899	1.427	-0.637	2.07	-0.067	1.767	3.115	1.098	2.592	0.988	-0.824
t104	-0.172	1.343	-0.782	0.367	-1.564	-1.073	1.886	-0.659	0.46	-1.824	-0.621	0.899	-2.348	1.562	-2.593	0.886	-0.495	2.114	-0.303	-0.792	-0.694	-1.95	1.584	1.051	0.32	-0.092	1.396	1.145	-0.751	1.692
t96	-0.449	-0.247	-0.508	0.666	-1.701	-1.486	1.23	-1.014	-0.762	-2.522	-0.205	1.448	-2.367	1.085	-2.571	0.336	0.011	1.445	0.726	0.651	0.17	-1.208	1.541	0.682	0.876	0.99	1.133	1.575	-0.112	0.583
t98	-0.777	0.338	-0.831	0.627	-0.319	-1.289	2.054	-1.281	-0.99	-2.891	0.039	1.315	-2.619	1.335	-3.033	0.608	-0.134	1.19	0.354	1.234	0.687	0.054	0.536	0.798	1.082	0.736	0.402	1.196	0	-0.426
t39	-0.941	-1.893	-0.324	1.01	-1.252	-1.897	0.787	-1.44	-2.32	-3.664	0.405	2.049	-2.554	0.617	-2.734	-0.208	0.548	0.522	1.796	2.697	1.432	0.283	1.05	0.296	1.629	2.177	0.507	1.911	0.678	-1.179
t30	0.101	2.086	-0.847	0.202	-1.88	-0.889	2.061	-0.555	1.212	-1.102	-0.933	0.619	-2.19	1.773	-2.498	1.13	-0.737	2.581	-0.79	-1.874	-1.334	-2.795	1.884	1.221	-0.049	-0.644	1.735	1.024	-1.113	2.594
t11	-0.682	-0.529	-0.541	0.752	-1.235	-1.549	1.283	-0.991	-1.21	-3.163	0.02	1.576	-2.577	1.016	-2.701	0.256	0.108	1.127	0.919	1.437	0.628	-0.434	1.174	0.622	1.116	1.242	0.806	1.551	0.083	-0.11
t139	0.38	-2.048	0.386	0.815	-5.384	-2.074	-1.043	-0.438	-0.36	-1.567	-0.788	1.883	-1.666	0.348	-1.354	-0.473	0.475	2.015	1.87	-0.708	-1.064	-4.46	4.187	0.307	0.423	1.83	3.019	2.651	-0.294	3.073
t74	-0.694	0.852	-0.921	0.531	-0.265	-1.155	2.267	-1.142	-0.597	-2.699	-0.093	1.138	-2.624	1.489	-3.041	0.786	-0.299	1.402	0.02	0.787	0.413	-0.163	0.543	0.92	0.903	0.386	0.484	1.052	-0.211	-0.074
