V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t115	-3.349	-3.455	-5.558	-5.323	-6.95	-5.561	-4.662	-3.274	-1.345	-4.037	-1.299	-4.86	-5.884	-2.663	-5.311	-5.447	-5.098	-6.631	-5.912	-5.732	-4.519	-3.157	-4.052	-7.249	-3.496	-4.828	-5.221	-4.111	-4.296	-2.615
t111	-3.898	-3.91	-5.72	-4.38	-5.738	-4.025	-4.25	-2.554	-1.5	-3.686	-1.318	-4.271	-5.521	-4.054	-4.425	-3.729	-5.332	-5.99	-4.285	-4.157	-5.696	-3.974	-3.682	-6.862	-4.179	-4.053	-3.807	-4.646	-3.715	-2.664
t20	-4.476	-4.26	-5.878	-3.83	-5.936	-2.87	-4.034	-2.647	-2.323	-3.501	-1.401	-3.598	-5.46	-5.774	-3.97	-3.078	-5.438	-5.41	-3.265	-3.267	-6.25	-4.245	-3.5	-6.693	-4.394	-3.865	-2.938	-4.613	-3.235	-2.822
t117	-3.819	-2.242	-5.625	-5.994	-4.245	-4.713	-5.772	-5.206	-2.116	-3.748	-1.492	-3.9	-6.41	-2.987	-5.678	-5.278	-4.749	-6.063	-6.112	-6.497	-3.41	-2.552	-3.842	-6.446	-2.101	-5.82	-5.127	-4.767	-4.905	-2.428
t107	-4.786	-1.762	-6.184	-7.049	-2.897	-4.505	-7.174	-7.555	-3.608	-4.002	-2.139	-3.432	-7.399	-4.122	-6.55	-5.871	-4.898	-5.975	-6.775	-7.662	-2.869	-2.37	-4.171	-6.311	-1.268	-7.269	-5.58	-5.523	-5.835	-2.794
t57	-3.867	-6.101	-6.423	-4.812	-10.302	-6.69	-3.891	-1.136	-1.109	-5.076	-1.927	-6.719	-5.844	-3.656	-5.188	-5.45	-6.565	-7.928	-5.629	-4.734	-7.511	-5.335	-4.975	-8.9	-6.599	-3.927	-5.417	-4.581	-4.108	-3.724
t79	-5.839	-4.666	-6.635	-3.913	-4.645	-1.579	-4.786	-3.734	-3.693	-3.643	-2.111	-3.07	-6.032	-8.069	-3.97	-2.258	-6.027	-5.078	-2.515	-2.875	-7.224	-5.132	-3.667	-6.572	-4.816	-4.355	-2.229	-5.811	-3.529	-3.403
t170	-3.238	-3.053	-5.81	-6.905	-7.571	-7.462	-5.802	-4.787	-1.565	-4.74	-1.725	-5.75	-6.772	-1.409	-6.739	-7.491	-5.192	-7.636	-8.104	-7.985	-3.468	-2.634	-4.791	-7.841	-2.889	-6.232	-7.11	-4.261	-5.537	-2.888
t195	-3.403	-3.233	-5.56	-5.422	-6.324	-5.419	-4.844	-3.532	-1.383	-3.973	-1.319	-4.72	-5.947	-2.618	-5.35	-5.338	-5.04	-6.543	-5.926	-5.833	-4.356	-3.086	-4	-7.089	-3.28	-4.952	-5.184	-4.276	-4.409	-2.561
t119	-3.271	-4.462	-6.269	-6.919	-9.441	-8.765	-5.489	-3.503	-1.021	-5.476	-2.079	-7.226	-6.807	-1.119	-6.935	-7.851	-6.031	-8.729	-8.492	-7.884	-4.981	-3.811	-5.458	-8.928	-4.635	-5.825	-7.707	-4.586	-5.708	-3.486
