V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t65	-1.681	2.223	-0.842	-0.843	2.638	-3.33	0.861	-0.203	-2.634	0.813	1.99	-0.119	2.73	1.867	0.339	-1.451	2.318	0.615	0.075	-2.106	-1.166	1.077	1.504	-0.844	0.5	-1.678	1.646	-0.504	-2.044	-1.758
t69	1.362	-1.473	0.092	-0.485	-1.069	-1.846	1.042	0.149	-1.752	-0.308	-1.122	-1.013	0.425	1.742	0.615	0.494	0.623	-1.292	0.988	0.592	0.26	0.649	-0.231	-1.22	-0.297	1.246	0.423	0.075	-0.643	1.974
t100	1.647	-2.185	0.366	-0.434	-1.675	-1.9	1.004	0.211	-1.662	-0.404	-1.66	-0.937	0.026	2.04	0.668	0.654	0.529	-1.4	1.063	0.783	0.484	0.674	-0.438	-1.111	-0.24	1.378	0.242	0.168	-0.379	2.482
t160	0.087	-0.558	-0.369	-0.607	0.468	-2.842	0.488	-0.062	-2.146	0.098	-0.378	0.109	0.939	2.777	0.819	-0.596	1.596	-0.277	0.856	-0.46	0.006	1.068	0.459	-0.613	0.303	-0.538	-0.599	-0.033	-0.7	0.702
t55	0.936	-0.453	-0.318	-0.58	-0.013	-2.077	0.856	0.008	-1.943	-0.075	-0.501	-0.689	0.916	1.727	0.675	0.009	0.873	-0.954	0.89	0.191	0	0.757	0.161	-1.174	-0.145	0.494	0.35	-0.04	-0.986	1.101
t193	4.168	-4.646	1.266	-0.203	-4.669	-0.421	1.681	0.58	-0.931	-1.386	-3.745	-2.454	-1.661	1.113	0.737	2.666	-1.039	-3.175	1.607	2.871	1.409	0.152	-1.938	-1.797	-1.202	4.095	0.725	0.501	0.209	5.358
t78	-0.344	0.399	-0.502	-0.692	1.327	-2.908	0.67	-0.097	-2.297	0.316	0.402	-0.17	1.567	2.33	0.647	-0.803	1.756	-0.057	0.558	-0.972	-0.419	1.014	0.799	-0.769	0.315	-0.845	0.369	-0.198	-1.241	-0.158
t110	-0.125	-0.757	-0.361	-0.6	0.059	-2.601	0.62	-0.012	-2.082	0.064	-0.423	0.187	1.023	2.525	0.722	-0.502	1.301	-0.5	0.911	-0.148	0.045	0.935	0.349	-0.826	0.211	0.057	-0.412	-0.024	-0.545	0.906
t114	2.701	-2.13	0.601	-0.428	-2.699	-0.604	1.923	0.418	-1.326	-0.84	-1.712	-2.46	-0.057	0.196	0.417	1.92	-0.6	-2.532	1.097	1.822	0.487	0.131	-1.052	-2.112	-1.141	3.163	2.274	0.12	-0.861	3.274
t2	0.598	0.592	0.026	-0.697	0.156	-1.7	1.948	0.176	-1.992	-0.042	0.602	-2.185	1.658	0.172	0.128	0.589	0.73	-1.099	0.311	-0.335	-0.667	0.41	0.22	-1.848	-0.576	1.034	3.659	-0.34	-1.953	0.423
t40	2.958	-3.867	0.861	-0.302	-3.438	-1.149	1.338	0.418	-1.258	-1.033	-2.952	-1.673	-1.059	1.795	0.785	1.793	-0.262	-2.353	1.465	2.011	1.126	0.435	-1.341	-1.4	-0.758	2.847	0.154	0.385	0.195	4.259
t156	1.581	-1.085	-0.025	-0.492	-1.182	-1.265	1.33	0.184	-1.674	-0.394	-0.951	-1.316	0.716	0.824	0.458	0.802	0.022	-1.719	0.935	1.027	0.124	0.365	-0.366	-1.744	-0.57	2.121	1.226	0.009	-0.953	2.011
t147	-1.454	0.879	-1.008	-0.736	2.139	-3.493	0.064	-0.278	-2.547	0.615	0.876	1.072	1.991	3.188	0.787	-1.716	2.336	0.627	0.625	-1.422	-0.485	1.313	1.277	-0.351	0.799	-1.802	-1.239	-0.226	-0.951	-0.887
t124	0.705	-0.995	-0.193	-0.542	-0.556	-2.074	0.838	0.065	-1.897	-0.126	-0.617	-0.447	0.87	1.858	0.665	0.08	0.764	-1.002	0.947	0.357	0.123	0.733	0.035	-1.17	-0.128	0.818	0.13	-0.001	-0.692	1.451
t157	1	-0.896	0.061	-0.555	-0.47	-2.078	1.099	0.131	-1.869	-0.166	-0.626	-1.112	0.678	1.72	0.628	0.342	0.891	-1.043	0.832	0.144	0.069	0.709	0.014	-1.183	-0.264	0.668	0.867	-0.012	-1.023	1.439
t166	2.503	-2.295	0.748	-0.398	-2.481	-1.22	1.709	0.379	-1.436	-0.68	-1.772	-2.224	-0.15	0.971	0.425	1.556	-0.021	-2.04	0.968	1.21	0.445	0.366	-0.851	-1.628	-0.792	2.371	1.872	0.14	-0.746	3.064
t164	2.317	-1.881	0.662	-0.454	-2.033	-1.146	1.864	0.375	-1.527	-0.697	-1.421	-2.408	0.127	0.654	0.342	1.567	-0.022	-1.977	0.844	1.066	0.262	0.295	-0.766	-1.808	-0.811	2.411	2.41	0.031	-0.997	2.716
t161	0.939	-0.691	-0.1	-0.569	-0.285	-1.951	1.119	0.099	-1.924	-0.196	-0.569	-1.03	0.855	1.548	0.528	0.29	0.806	-1.006	0.771	0.197	-0.039	0.633	0.053	-1.303	-0.22	0.881	0.996	-0.057	-1.04	1.263
t192	2.098	-1.166	0.397	-0.507	-1.427	-1.178	1.802	0.288	-1.619	-0.505	-0.961	-2.34	0.538	0.412	0.29	1.289	0.052	-1.842	0.743	0.827	0.02	0.284	-0.497	-1.862	-0.785	2.154	2.689	-0.042	-1.275	2.12
t34	1.074	-2.115	-0.012	-0.46	-1.319	-2.08	0.639	0.113	-1.763	-0.327	-1.533	-0.182	0.172	2.484	0.837	0.251	0.702	-1.148	1.195	0.776	0.538	0.783	-0.264	-0.926	-0.079	1.076	-0.797	0.194	-0.071	2.239
