feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t65	0.211	0.015	-0.177	-0.638	0.332	-2.396	1.12	0.044	-2.091	0.105	0.145	-0.878	1.331	1.638	0.468	-0.139	1.25	-0.59	0.568	-0.503	-0.339	0.783	0.409	-1.144	-0.045	0.143	1.341	-0.18	-1.305	0.513
t69	1.044	-1.012	0.058	-0.54	-0.693	-1.967	1.158	0.137	-1.846	-0.21	-0.719	-1.097	0.704	1.597	0.548	0.393	0.766	-1.125	0.832	0.271	0.06	0.661	-0.074	-1.255	-0.267	0.977	0.955	-0.018	-0.892	1.548
t100	1.096	-1.243	0.162	-0.526	-0.853	-2.045	1.134	0.156	-1.83	-0.225	-0.879	-1.061	0.57	1.76	0.573	0.414	0.796	-1.114	0.846	0.267	0.128	0.693	-0.118	-1.178	-0.224	0.928	0.884	0.011	-0.807	1.679
t160	0.511	-0.599	-0.154	-0.589	-0.054	-2.343	0.927	0.048	-2.006	-0.035	-0.391	-0.625	0.95	1.979	0.619	-0.063	1.136	-0.721	0.778	-0.135	-0.055	0.818	0.221	-1.033	-0.027	0.287	0.54	-0.064	-0.929	1.008
t55	0.973	-0.778	-0.049	-0.56	-0.453	-2.014	1.101	0.101	-1.887	-0.162	-0.599	-1.006	0.8	1.605	0.573	0.279	0.812	-1.056	0.825	0.204	0.015	0.69	0.011	-1.244	-0.232	0.799	0.888	-0.04	-0.965	1.364
t193	1.81	-1.906	0.4	-0.462	-1.666	-1.627	1.311	0.255	-1.628	-0.497	-1.457	-1.474	0.105	1.494	0.596	0.968	0.353	-1.609	0.998	0.854	0.383	0.546	-0.531	-1.373	-0.491	1.68	0.999	0.103	-0.656	2.469
t78	0.433	-0.42	-0.128	-0.607	0.113	-2.366	1.02	0.056	-2.037	0.003	-0.22	-0.783	1.073	1.863	0.562	-0.065	1.186	-0.677	0.686	-0.285	-0.16	0.799	0.28	-1.071	-0.036	0.232	0.887	-0.107	-1.07	0.834
t110	0.477	-0.679	-0.122	-0.587	-0.19	-2.273	1.001	0.071	-1.983	-0.059	-0.412	-0.672	0.951	1.892	0.588	0	1.057	-0.8	0.788	-0.058	-0.044	0.778	0.169	-1.097	-0.073	0.469	0.668	-0.064	-0.895	1.091
t114	1.44	-1.307	0.254	-0.516	-1.24	-1.635	1.413	0.227	-1.715	-0.373	-0.957	-1.514	0.505	1.217	0.495	0.822	0.425	-1.48	0.868	0.627	0.154	0.518	-0.33	-1.486	-0.498	1.531	1.475	0.008	-0.919	1.985
t2	1.188	-0.727	0.183	-0.568	-0.745	-1.735	1.52	0.198	-1.814	-0.248	-0.487	-1.676	0.839	1	0.404	0.693	0.589	-1.306	0.693	0.259	-0.096	0.52	-0.132	-1.53	-0.478	1.262	2.039	-0.094	-1.232	1.474
t40	1.268	-1.566	0.214	-0.505	-1.109	-1.965	1.14	0.179	-1.776	-0.335	-1.113	-1.099	0.367	1.826	0.624	0.562	0.71	-1.232	0.939	0.466	0.262	0.68	-0.259	-1.181	-0.281	1.102	0.698	0.055	-0.653	1.977
t156	0.903	-0.562	-0.069	-0.572	-0.395	-1.876	1.243	0.117	-1.893	-0.156	-0.405	-1.152	0.996	1.277	0.471	0.345	0.693	-1.121	0.739	0.205	-0.107	0.594	0.021	-1.413	-0.3	1.043	1.333	-0.091	-1.125	1.249
t147	0.13	-0.459	-0.241	-0.607	0.263	-2.613	0.761	0.003	-2.098	0.087	-0.216	-0.323	1.069	2.314	0.657	-0.358	1.412	-0.449	0.753	-0.409	-0.101	0.934	0.403	-0.851	0.149	-0.136	0.151	-0.078	-0.873	0.719
t124	1.14	-1.336	0.14	-0.517	-0.998	-1.949	1.123	0.164	-1.794	-0.26	-0.914	-1.034	0.544	1.692	0.6	0.482	0.677	-1.212	0.904	0.424	0.183	0.662	-0.178	-1.234	-0.285	1.09	0.792	0.027	-0.752	1.813
t157	0.981	-0.824	0.054	-0.561	-0.54	-1.986	1.204	0.138	-1.868	-0.182	-0.57	-1.178	0.776	1.517	0.552	0.395	0.798	-1.098	0.79	0.18	0.004	0.659	-0.022	-1.283	-0.294	0.865	1.155	-0.045	-1.034	1.412
t166	1.432	-1.414	0.308	-0.5	-1.25	-1.792	1.352	0.22	-1.73	-0.349	-1.025	-1.45	0.434	1.449	0.508	0.747	0.57	-1.371	0.855	0.5	0.173	0.589	-0.309	-1.346	-0.412	1.343	1.288	0.023	-0.852	2.001
t164	1.412	-1.212	0.315	-0.526	-1.088	-1.736	1.481	0.231	-1.758	-0.358	-0.847	-1.662	0.557	1.224	0.449	0.812	0.556	-1.374	0.775	0.416	0.07	0.541	-0.283	-1.45	-0.461	1.379	1.728	-0.031	-1.019	1.852
t161	0.758	-0.648	-0.047	-0.58	-0.259	-2.117	1.128	0.1	-1.946	-0.12	-0.443	-1.008	0.903	1.648	0.537	0.207	0.948	-0.914	0.74	0.004	-0.073	0.702	0.105	-1.211	-0.181	0.653	1.057	-0.073	-1.04	1.163
t192	1.241	-0.884	0.143	-0.551	-0.755	-1.772	1.397	0.178	-1.816	-0.267	-0.644	-1.505	0.758	1.186	0.444	0.623	0.604	-1.279	0.749	0.321	-0.027	0.55	-0.142	-1.456	-0.41	1.242	1.674	-0.062	-1.101	1.558
t34	1.032	-1.589	0.099	-0.502	-0.991	-2.123	0.907	0.135	-1.814	-0.249	-1.127	-0.689	0.389	2.145	0.704	0.314	0.834	-1.077	0.992	0.41	0.303	0.764	-0.152	-1.024	-0.145	0.871	0.112	0.087	-0.495	1.873
t84	1.015	-0.891	0.126	-0.557	-0.603	-1.999	1.289	0.153	-1.875	-0.198	-0.594	-1.299	0.792	1.475	0.477	0.435	0.802	-1.083	0.727	0.127	-0.037	0.642	-0.045	-1.299	-0.278	0.924	1.433	-0.065	-1.023	1.422
t125	0.643	-0.946	-0.041	-0.56	-0.428	-2.285	0.918	0.084	-1.934	-0.071	-0.615	-0.639	0.776	2.019	0.642	0.058	1.024	-0.844	0.839	0.03	0.058	0.797	0.107	-1.03	-0.065	0.493	0.467	-0.011	-0.777	1.287
t20	0.547	-0.678	-0.138	-0.575	-0.143	-2.319	0.91	0.053	-1.986	-0.031	-0.454	-0.633	0.91	1.998	0.614	-0.046	1.108	-0.753	0.794	-0.091	-0.031	0.807	0.203	-1.03	-0.034	0.373	0.476	-0.047	-0.883	1.073
t87	1.447	-1.709	0.271	-0.488	-1.385	-1.811	1.192	0.209	-1.709	-0.394	-1.246	-1.188	0.27	1.684	0.622	0.722	0.534	-1.398	0.981	0.664	0.325	0.621	-0.372	-1.27	-0.37	1.372	0.775	0.08	-0.628	2.19
t22	0.759	-0.762	-0.148	-0.56	-0.398	-2.066	0.957	0.076	-1.917	-0.107	-0.545	-0.696	0.885	1.729	0.596	0.123	0.834	-0.967	0.846	0.205	0.021	0.709	0.09	-1.202	-0.148	0.747	0.572	-0.029	-0.895	1.283
t73	1.404	-1.54	0.157	-0.499	-1.231	-1.768	1.147	0.181	-1.724	-0.357	-1.128	-1.136	0.389	1.601	0.627	0.651	0.514	-1.388	0.987	0.681	0.283	0.614	-0.308	-1.302	-0.387	1.334	0.718	0.068	-0.661	2.063
t116	0.69	-0.543	-0.107	-0.584	-0.17	-2.164	1.068	0.074	-1.961	-0.063	-0.367	-0.886	0.988	1.665	0.548	0.097	0.961	-0.883	0.746	-0.03	-0.098	0.727	0.156	-1.19	-0.139	0.57	0.941	-0.081	-1.041	1.07
t26	1.33	-1.041	0.334	-0.546	-0.978	-1.782	1.585	0.232	-1.784	-0.318	-0.71	-1.793	0.649	1.127	0.396	0.798	0.611	-1.338	0.702	0.275	-0.022	0.535	-0.237	-1.47	-0.477	1.306	2.106	-0.07	-1.127	1.705
t138	1.177	-1.052	0.222	-0.54	-0.827	-1.912	1.354	0.188	-1.817	-0.261	-0.712	-1.445	0.654	1.421	0.492	0.6	0.729	-1.208	0.766	0.236	0.029	0.617	-0.156	-1.329	-0.359	1.091	1.455	-0.04	-1.007	1.628
t7	0.775	-0.618	-0.022	-0.583	-0.309	-2.063	1.168	0.113	-1.925	-0.111	-0.379	-1.071	0.946	1.509	0.532	0.259	0.874	-0.987	0.736	0.032	-0.088	0.675	0.081	-1.272	-0.231	0.746	1.206	-0.085	-1.09	1.175
t194	1.254	-1.337	0.16	-0.516	-1.09	-1.811	1.207	0.185	-1.764	-0.319	-0.967	-1.174	0.498	1.537	0.576	0.616	0.576	-1.314	0.909	0.537	0.193	0.604	-0.242	-1.328	-0.363	1.28	0.956	0.029	-0.794	1.895
t28	1.049	-0.942	0.032	-0.547	-0.6	-1.979	1.133	0.125	-1.862	-0.187	-0.678	-1.072	0.757	1.575	0.55	0.356	0.759	-1.102	0.81	0.245	0.03	0.659	-0.039	-1.261	-0.248	0.924	1.002	-0.029	-0.935	1.468
t133	1.004	-0.805	0.114	-0.56	-0.535	-2.023	1.26	0.147	-1.88	-0.173	-0.56	-1.278	0.792	1.503	0.498	0.408	0.842	-1.058	0.726	0.085	-0.044	0.659	-0.014	-1.274	-0.269	0.836	1.361	-0.062	-1.076	1.369
t169	1.028	-0.865	0.007	-0.555	-0.548	-1.931	1.191	0.127	-1.866	-0.206	-0.615	-1.134	0.807	1.478	0.533	0.382	0.729	-1.131	0.804	0.26	0.005	0.634	-0.045	-1.316	-0.289	0.98	1.109	-0.046	-0.979	1.445
t49	0.459	-0.63	-0.083	-0.58	-0.16	-2.337	0.993	0.07	-1.997	-0.009	-0.346	-0.715	0.994	1.911	0.554	-0.03	1.12	-0.732	0.73	-0.174	-0.092	0.793	0.218	-1.064	-0.034	0.39	0.744	-0.076	-0.937	1.014
t173	1.164	-0.893	0.155	-0.549	-0.744	-1.816	1.4	0.181	-1.824	-0.262	-0.625	-1.474	0.77	1.251	0.443	0.595	0.661	-1.237	0.742	0.28	-0.03	0.574	-0.136	-1.42	-0.384	1.184	1.581	-0.065	-1.069	1.545
t25	1.154	-1.099	0.174	-0.533	-0.898	-1.871	1.306	0.182	-1.81	-0.26	-0.762	-1.32	0.659	1.421	0.49	0.569	0.665	-1.228	0.794	0.324	0.052	0.601	-0.161	-1.348	-0.343	1.192	1.344	-0.027	-0.937	1.668
t185	1.162	-0.905	0.183	-0.555	-0.656	-1.918	1.393	0.177	-1.846	-0.261	-0.643	-1.496	0.715	1.37	0.471	0.574	0.755	-1.174	0.727	0.179	-0.025	0.608	-0.118	-1.353	-0.357	1.028	1.598	-0.065	-1.094	1.518
t170	0.634	-0.251	-0.081	-0.605	-0.026	-2.127	1.247	0.089	-1.992	-0.039	-0.127	-1.146	1.159	1.392	0.437	0.155	0.968	-0.87	0.618	-0.182	-0.252	0.672	0.2	-1.303	-0.19	0.618	1.544	-0.149	-1.275	0.879
t175	0.083	-0.302	-0.324	-0.619	0.332	-2.55	0.75	-0.012	-2.1	0.117	-0.128	-0.249	1.168	2.18	0.662	-0.388	1.317	-0.497	0.756	-0.358	-0.135	0.895	0.428	-0.924	0.118	-0.055	0.224	-0.09	-0.951	0.644
t14	0.84	-0.507	0.006	-0.591	-0.194	-2.12	1.235	0.108	-1.944	-0.105	-0.339	-1.213	0.956	1.5	0.502	0.25	0.959	-0.939	0.687	-0.087	-0.14	0.697	0.11	-1.247	-0.227	0.593	1.397	-0.105	-1.183	1.096
t131	1.248	-0.743	0.105	-0.555	-0.728	-1.717	1.455	0.173	-1.818	-0.274	-0.58	-1.546	0.819	1.061	0.41	0.634	0.558	-1.312	0.738	0.345	-0.063	0.528	-0.146	-1.52	-0.44	1.304	1.788	-0.084	-1.173	1.529
t121	1.205	-1.034	0.19	-0.539	-0.852	-1.839	1.365	0.19	-1.811	-0.29	-0.727	-1.42	0.674	1.346	0.48	0.623	0.655	-1.249	0.774	0.319	0.032	0.589	-0.178	-1.384	-0.377	1.189	1.466	-0.044	-1.018	1.662
t61	1.494	-1.85	0.228	-0.469	-1.492	-1.731	1.115	0.207	-1.681	-0.426	-1.364	-1.061	0.223	1.722	0.652	0.726	0.447	-1.459	1.047	0.825	0.394	0.603	-0.413	-1.279	-0.377	1.519	0.475	0.114	-0.521	2.321
t102	0.88	-0.637	0.148	-0.578	-0.389	-2.079	1.403	0.153	-1.928	-0.154	-0.393	-1.423	0.934	1.399	0.396	0.382	0.927	-0.98	0.617	-0.102	-0.172	0.65	0.034	-1.304	-0.247	0.794	1.775	-0.122	-1.182	1.196
t24	0.973	-0.661	0.015	-0.573	-0.377	-2.009	1.247	0.118	-1.907	-0.172	-0.5	-1.203	0.877	1.456	0.491	0.331	0.829	-1.047	0.734	0.094	-0.078	0.656	0.019	-1.304	-0.253	0.82	1.33	-0.084	-1.108	1.279
t115	0.607	-0.585	-0.157	-0.576	-0.176	-2.193	0.949	0.062	-1.964	-0.028	-0.4	-0.692	0.976	1.792	0.58	0.009	0.985	-0.836	0.779	-0.008	-0.063	0.747	0.198	-1.137	-0.089	0.532	0.645	-0.053	-0.973	1.063
t45	1.547	-1.357	0.296	-0.501	-1.317	-1.646	1.392	0.229	-1.696	-0.353	-1.007	-1.563	0.455	1.228	0.49	0.841	0.417	-1.499	0.863	0.616	0.164	0.521	-0.338	-1.464	-0.496	1.546	1.494	0.022	-0.926	2.032
t54	1.031	-1.026	0.188	-0.541	-0.683	-2.121	1.216	0.158	-1.869	-0.195	-0.715	-1.221	0.631	1.718	0.537	0.418	0.907	-1.029	0.759	0.069	0.038	0.706	-0.061	-1.173	-0.224	0.79	1.164	-0.031	-0.967	1.518
t64	1.014	-1.223	0.122	-0.535	-0.787	-2.063	1.14	0.148	-1.853	-0.241	-0.845	-1.017	0.605	1.778	0.573	0.385	0.817	-1.08	0.846	0.254	0.118	0.698	-0.111	-1.18	-0.209	0.914	0.866	-0.003	-0.78	1.644
t32	1.464	-1.509	0.227	-0.502	-1.313	-1.692	1.278	0.212	-1.706	-0.388	-1.1	-1.33	0.387	1.42	0.574	0.778	0.444	-1.464	0.944	0.686	0.249	0.556	-0.355	-1.394	-0.455	1.5	1.099	0.05	-0.772	2.103
t29	1.548	-1.498	0.503	-0.513	-1.375	-1.745	1.623	0.282	-1.716	-0.44	-1.041	-1.857	0.377	1.245	0.422	0.981	0.542	-1.451	0.766	0.439	0.127	0.532	-0.419	-1.44	-0.499	1.49	1.996	-0.017	-0.961	2.088
t119	0.533	-0.703	0.02	-0.584	-0.207	-2.368	1.12	0.094	-1.998	-0.058	-0.391	-0.909	0.935	1.896	0.517	0.058	1.157	-0.74	0.69	-0.239	-0.105	0.791	0.164	-1.063	-0.053	0.386	1.039	-0.092	-0.966	1.07
t165	1.646	-1.526	0.512	-0.501	-1.451	-1.701	1.588	0.284	-1.68	-0.418	-1.091	-1.901	0.315	1.229	0.447	1.017	0.5	-1.507	0.793	0.499	0.159	0.52	-0.421	-1.439	-0.545	1.523	1.948	0.012	-0.964	2.141
t77	1.517	-1.577	0.342	-0.502	-1.433	-1.638	1.406	0.251	-1.684	-0.423	-1.109	-1.541	0.359	1.31	0.523	0.906	0.416	-1.521	0.907	0.687	0.238	0.52	-0.404	-1.45	-0.511	1.597	1.41	0.04	-0.815	2.169
t16	1.484	-1.089	0.234	-0.53	-1.081	-1.561	1.538	0.227	-1.736	-0.384	-0.794	-1.722	0.646	0.965	0.418	0.876	0.39	-1.497	0.784	0.564	0.037	0.462	-0.314	-1.593	-0.55	1.614	1.881	-0.045	-1.088	1.855
t112	1.564	-1.432	0.264	-0.504	-1.241	-1.68	1.381	0.216	-1.717	-0.418	-1.075	-1.513	0.409	1.327	0.523	0.828	0.459	-1.471	0.891	0.623	0.194	0.545	-0.374	-1.426	-0.469	1.512	1.337	0.019	-0.856	2.074
t146	0.784	-0.583	0.075	-0.577	-0.277	-2.182	1.236	0.122	-1.947	-0.077	-0.366	-1.214	0.934	1.573	0.47	0.244	1.009	-0.888	0.644	-0.166	-0.153	0.704	0.119	-1.202	-0.183	0.608	1.436	-0.099	-1.152	1.102
t191	0.063	-0.237	-0.268	-0.625	0.441	-2.644	0.774	-0.009	-2.131	0.142	-0.066	-0.359	1.181	2.239	0.635	-0.407	1.452	-0.388	0.691	-0.525	-0.183	0.932	0.482	-0.868	0.157	-0.247	0.344	-0.109	-1.008	0.536
t145	2.147	-1.792	0.532	-0.465	-1.944	-1.193	1.719	0.338	-1.534	-0.616	-1.351	-2.158	0.185	0.734	0.419	1.419	-0.008	-1.953	0.907	1.084	0.281	0.326	-0.697	-1.76	-0.794	2.312	2.106	0.05	-0.931	2.619
t106	0.284	-0.492	-0.153	-0.61	0.126	-2.474	0.925	0.042	-2.059	0.02	-0.244	-0.6	1.035	2.077	0.617	-0.158	1.287	-0.587	0.724	-0.332	-0.114	0.859	0.309	-0.97	0.026	0.087	0.588	-0.09	-0.956	0.823
t85	0.797	-0.892	-0.038	-0.557	-0.452	-2.172	0.999	0.094	-1.913	-0.118	-0.609	-0.797	0.777	1.849	0.612	0.162	0.937	-0.936	0.832	0.098	0.041	0.749	0.057	-1.117	-0.137	0.639	0.639	-0.022	-0.872	1.342
t200	1.918	-1.701	0.392	-0.476	-1.71	-1.362	1.562	0.284	-1.602	-0.558	-1.295	-1.828	0.26	0.997	0.467	1.175	0.144	-1.779	0.931	0.974	0.276	0.41	-0.59	-1.631	-0.662	2.039	1.682	0.048	-0.845	2.457
t27	1.029	-0.633	0.165	-0.576	-0.608	-1.835	1.513	0.188	-1.859	-0.21	-0.384	-1.615	0.924	1.074	0.377	0.591	0.698	-1.189	0.647	0.124	-0.15	0.552	-0.061	-1.485	-0.411	1.115	2.042	-0.118	-1.251	1.343
t195	1.175	-1.265	0.237	-0.523	-1.014	-1.944	1.256	0.189	-1.789	-0.254	-0.87	-1.253	0.547	1.577	0.54	0.561	0.699	-1.227	0.832	0.33	0.122	0.64	-0.185	-1.268	-0.319	1.11	1.177	0.006	-0.864	1.772
t44	1.135	-1.149	0.083	-0.531	-0.804	-1.942	1.144	0.146	-1.823	-0.253	-0.83	-1.087	0.615	1.633	0.582	0.452	0.712	-1.174	0.872	0.369	0.125	0.661	-0.134	-1.255	-0.282	1.024	0.858	0.001	-0.829	1.676
t105	1.077	-1.27	0.194	-0.526	-0.982	-1.931	1.23	0.185	-1.805	-0.248	-0.845	-1.171	0.608	1.585	0.519	0.51	0.695	-1.195	0.831	0.347	0.111	0.63	-0.156	-1.281	-0.291	1.139	1.12	0.002	-0.818	1.73
t139	1.543	-1.604	0.307	-0.492	-1.311	-1.784	1.325	0.218	-1.717	-0.414	-1.172	-1.41	0.337	1.519	0.548	0.772	0.525	-1.422	0.913	0.599	0.245	0.594	-0.384	-1.331	-0.406	1.409	1.143	0.039	-0.747	2.151
t19	1.2	-0.873	0.134	-0.545	-0.836	-1.748	1.377	0.181	-1.796	-0.241	-0.622	-1.444	0.773	1.161	0.447	0.608	0.562	-1.314	0.776	0.374	-0.011	0.546	-0.141	-1.473	-0.424	1.286	1.592	-0.053	-1.095	1.591
t97	1.634	-1.412	0.372	-0.502	-1.385	-1.538	1.591	0.266	-1.688	-0.465	-1.043	-1.813	0.443	1.054	0.414	1.014	0.35	-1.576	0.815	0.663	0.135	0.455	-0.441	-1.572	-0.566	1.771	1.861	-0.009	-0.964	2.128
t183	0.783	-0.934	0.149	-0.562	-0.529	-2.245	1.151	0.138	-1.914	-0.097	-0.564	-1.058	0.773	1.8	0.531	0.238	1.019	-0.899	0.727	-0.08	-0.021	0.75	0.061	-1.109	-0.14	0.571	1.142	-0.047	-0.947	1.308
t68	2.024	-1.551	0.398	-0.484	-1.641	-1.294	1.649	0.285	-1.602	-0.559	-1.226	-2.015	0.322	0.804	0.412	1.227	0.096	-1.821	0.884	0.954	0.21	0.372	-0.584	-1.713	-0.706	2.098	2.003	0.017	-0.965	2.391
t197	0.566	-0.61	-0.024	-0.582	-0.136	-2.39	0.999	0.076	-1.991	0.001	-0.372	-0.817	0.913	1.954	0.582	0	1.176	-0.724	0.719	-0.251	-0.082	0.819	0.22	-1.019	-0.043	0.262	0.821	-0.068	-1.019	1.018
t151	0.292	-0.454	-0.267	-0.59	0.157	-2.482	0.755	0.006	-2.055	0.062	-0.277	-0.353	1.033	2.183	0.662	-0.282	1.27	-0.574	0.793	-0.255	-0.07	0.887	0.346	-0.927	0.083	0.069	0.111	-0.063	-0.906	0.834
t159	1.204	-1.483	0.152	-0.508	-1	-2.008	1.048	0.158	-1.796	-0.301	-1.083	-0.962	0.392	1.904	0.665	0.476	0.748	-1.176	0.949	0.433	0.261	0.707	-0.208	-1.137	-0.241	1.005	0.494	0.059	-0.654	1.898
t108	0.931	-1.451	0.139	-0.525	-0.789	-2.266	0.959	0.131	-1.87	-0.214	-1.002	-0.77	0.447	2.195	0.682	0.253	0.985	-0.95	0.91	0.183	0.227	0.803	-0.075	-0.973	-0.097	0.621	0.364	0.049	-0.603	1.697
t99	1.435	-1.926	0.465	-0.476	-1.518	-2.009	1.206	0.242	-1.703	-0.363	-1.343	-1.279	0.11	1.924	0.64	0.733	0.715	-1.31	0.948	0.472	0.363	0.699	-0.377	-1.111	-0.321	1.149	0.837	0.101	-0.575	2.262
t167	0.822	-0.635	0.066	-0.577	-0.376	-2.113	1.254	0.129	-1.922	-0.11	-0.411	-1.213	0.896	1.525	0.485	0.296	0.941	-0.962	0.688	-0.06	-0.113	0.687	0.071	-1.239	-0.23	0.699	1.409	-0.088	-1.117	1.19
t93	1.499	-1.087	0.365	-0.539	-1.129	-1.601	1.677	0.258	-1.736	-0.389	-0.771	-1.96	0.607	0.915	0.373	0.969	0.449	-1.491	0.718	0.441	-0.002	0.462	-0.332	-1.596	-0.577	1.575	2.275	-0.067	-1.156	1.838
t180	0.619	-0.737	-0.098	-0.574	-0.28	-2.219	0.964	0.078	-1.946	-0.058	-0.452	-0.72	0.897	1.852	0.616	0.062	1	-0.86	0.811	0.012	-0.01	0.763	0.149	-1.106	-0.117	0.511	0.621	-0.04	-0.914	1.171
t144	0.779	-0.875	-0.015	-0.551	-0.508	-2.118	1.034	0.107	-1.9	-0.104	-0.594	-0.826	0.827	1.755	0.565	0.176	0.888	-0.967	0.807	0.119	0.012	0.72	0.055	-1.162	-0.148	0.749	0.744	-0.028	-0.88	1.335
t8	0.6	-0.364	-0.029	-0.592	-0.112	-2.206	1.184	0.096	-1.982	-0.009	-0.194	-1.063	1.09	1.552	0.462	0.113	1.037	-0.823	0.63	-0.22	-0.212	0.714	0.213	-1.212	-0.145	0.517	1.354	-0.12	-1.208	0.922
t141	0.168	0.108	-0.152	-0.649	0.376	-2.393	1.186	0.053	-2.103	0.124	0.244	-0.992	1.395	1.549	0.425	-0.113	1.264	-0.567	0.513	-0.568	-0.396	0.765	0.442	-1.18	-0.063	0.12	1.593	-0.203	-1.378	0.424
t79	1.34	-0.809	0.16	-0.549	-0.858	-1.623	1.531	0.2	-1.785	-0.312	-0.607	-1.665	0.798	0.926	0.387	0.751	0.455	-1.41	0.732	0.426	-0.058	0.478	-0.212	-1.595	-0.503	1.482	1.968	-0.084	-1.2	1.63
t111	0.991	-1.137	0.131	-0.545	-0.769	-2.009	1.216	0.157	-1.851	-0.24	-0.778	-1.121	0.66	1.656	0.54	0.427	0.795	-1.106	0.82	0.251	0.077	0.672	-0.108	-1.235	-0.252	0.955	1.051	-0.022	-0.821	1.588
t172	1.107	-0.676	0.158	-0.565	-0.646	-1.806	1.467	0.183	-1.837	-0.203	-0.446	-1.593	0.888	1.085	0.398	0.595	0.658	-1.233	0.676	0.181	-0.122	0.548	-0.076	-1.48	-0.418	1.167	1.917	-0.098	-1.224	1.389
t74	1.274	-1.463	0.205	-0.504	-1.17	-1.845	1.191	0.192	-1.753	-0.321	-1.042	-1.155	0.45	1.624	0.573	0.601	0.597	-1.31	0.925	0.542	0.227	0.626	-0.259	-1.287	-0.336	1.263	0.863	0.043	-0.725	1.968
t41	1.005	-0.69	0.084	-0.574	-0.517	-1.931	1.34	0.151	-1.876	-0.189	-0.488	-1.371	0.848	1.325	0.47	0.462	0.765	-1.121	0.718	0.134	-0.077	0.614	-0.023	-1.369	-0.337	0.942	1.589	-0.083	-1.147	1.341
t149	0.746	-0.685	-0.055	-0.571	-0.271	-2.183	1.082	0.087	-1.952	-0.101	-0.483	-0.888	0.903	1.736	0.542	0.131	0.966	-0.89	0.752	-0.011	-0.061	0.732	0.106	-1.165	-0.121	0.612	0.92	-0.069	-0.991	1.18
t60	1.151	-0.93	0.16	-0.555	-0.716	-1.881	1.336	0.175	-1.834	-0.252	-0.654	-1.412	0.708	1.371	0.497	0.571	0.716	-1.191	0.761	0.247	0.007	0.605	-0.111	-1.361	-0.364	1.041	1.484	-0.048	-1.065	1.537
t42	1.337	-1.007	0.235	-0.534	-0.936	-1.735	1.451	0.208	-1.778	-0.296	-0.714	-1.603	0.684	1.153	0.43	0.719	0.558	-1.347	0.753	0.369	0.006	0.534	-0.208	-1.474	-0.447	1.345	1.74	-0.049	-1.102	1.701
t118	1.032	-1.165	0.082	-0.54	-0.807	-1.983	1.113	0.147	-1.831	-0.226	-0.806	-1.002	0.622	1.685	0.603	0.415	0.745	-1.138	0.874	0.335	0.13	0.674	-0.105	-1.225	-0.266	0.954	0.844	0.008	-0.813	1.639
t127	0.66	-0.264	-0.208	-0.596	-0.072	-2.018	1.113	0.065	-1.961	-0.048	-0.186	-0.94	1.144	1.402	0.511	0.118	0.864	-0.943	0.731	0.025	-0.17	0.673	0.185	-1.322	-0.215	0.703	1.074	-0.114	-1.169	0.956
t129	1.38	-0.822	0.111	-0.544	-0.884	-1.542	1.466	0.194	-1.763	-0.324	-0.641	-1.608	0.778	0.909	0.434	0.775	0.39	-1.462	0.784	0.545	-0.012	0.468	-0.227	-1.619	-0.537	1.544	1.753	-0.063	-1.163	1.673
t75	0.492	-0.559	0.034	-0.594	-0.188	-2.35	1.149	0.103	-1.993	-0.004	-0.273	-0.98	0.991	1.787	0.502	0.069	1.157	-0.743	0.655	-0.293	-0.151	0.78	0.21	-1.096	-0.086	0.352	1.22	-0.101	-1.071	0.973
t72	0.683	-0.421	-0.043	-0.598	-0.195	-2.06	1.248	0.109	-1.954	-0.08	-0.229	-1.143	1.077	1.395	0.458	0.225	0.905	-0.939	0.669	-0.055	-0.182	0.657	0.144	-1.318	-0.23	0.705	1.461	-0.12	-1.194	1.022
t63	0.591	-0.902	-0.004	-0.564	-0.342	-2.35	0.989	0.09	-1.966	-0.081	-0.558	-0.722	0.812	2.041	0.597	0.048	1.114	-0.778	0.783	-0.097	0.008	0.811	0.121	-1.011	-0.039	0.425	0.619	-0.04	-0.827	1.229
