V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t61	1.179	-1.364	2.124	0.269	-0.49	1.804	2.346	-1.866	-0.807	-0.548	-1.183	-2.04	-0.531	-1.183	1.513	-1.765	1.469	0.663	-1.22	-1.158	0.118	-0.03	2.096	-0.019	-1.602	2.789	0.146	-2.639	2.052	-0.132
t171	2.487	-1.026	-0.725	0.302	-0.39	1.223	-2.171	-2.003	0.403	0.127	-0.311	0.414	0.613	-0.746	1.024	-1.182	3.078	-1.822	0.789	0.827	2.398	0.451	-0.405	-0.557	0.787	-0.296	0.03	-2.265	-1.727	0.667
t57	2.198	-1.324	0.431	0.351	-0.267	0.858	1.757	-1.713	-0.286	-0.432	-0.55	0.094	-0.274	-1.509	0.962	-1.872	2.734	-1.053	0.439	0.462	0.724	-0.175	-0.455	0.943	0.651	0.528	0.137	-2.816	-1.273	0.727
t184	2.058	-0.935	0.576	0.631	-0.142	2.133	-0.932	-1.241	0.464	0.268	-1.013	-0.553	-0.335	-1.427	1.547	-3.415	3.119	-0.278	0.05	-0.709	1.616	-0.444	0.961	0.001	-0.893	0.301	0.608	-2.361	0.068	0.271
t20	1.216	-1.094	2.545	0.776	0.047	3.236	-0.312	-0.512	0.141	0.17	-1.937	-2.432	-1.012	-1.596	2.244	-4.788	2.39	1.62	-0.906	-2.707	0.797	-1.155	2.756	0.647	-3.228	2.458	0.996	-2.248	2.582	-0.719
t143	1.541	-0.976	1.023	0.483	-0.297	2.287	-0.4	-1.507	0.686	0.226	-1.213	-1.293	-0.005	-1.056	1.719	-2.292	2.484	0.257	-0.597	-1.659	1.279	-0.437	1.66	-0.129	-1.413	0.799	0.428	-2.223	0.7	-0.079
t22	1.952	-1.575	0.663	0.098	-0.541	0.336	4.14	-2.389	-1.018	-0.917	-0.335	-0.126	-0.461	-1.507	0.598	-0.93	2.037	-1.11	0.315	1.206	0.116	0.003	-0.082	0.77	0.819	0.871	-0.182	-3.026	-0.721	0.991
t67	1.056	-0.94	1.161	0.118	-0.84	2.118	-0.048	-2.417	1.482	-0.2	-1.155	-1.862	0.995	-1.046	1.504	-0.329	1.906	-0.218	-1.157	-1.395	1.224	0.567	1.662	-1.497	-1.208	0.695	-0.084	-2.028	1.657	0.274
t97	1.627	-0.986	2.477	0.704	-0.066	2.814	-0.854	-0.881	-0.847	0.228	-1.397	-2.217	-2.417	-0.963	2.034	-3.315	2.351	1.104	-0.762	-1.79	1.176	-1.148	2.426	-0.149	-2.623	3.073	0.841	-2.408	2.493	-0.539
t141	1.401	-1.295	2.574	0.624	0.038	2.025	1.766	-0.859	-1.321	-0.392	-1.423	-1.981	-1.011	-1.524	1.87	-3.538	1.862	1.417	-1.485	-1.608	-0.33	-0.606	1.57	0.92	-1.982	3.751	0.699	-2.876	1.992	-0.289
t53	2.349	-1.248	0.8	0.397	-0.283	1.617	0.234	-1.615	-1.888	-0.029	-0.499	-0.717	-2.444	0.156	1.39	-4.18	2.702	-0.31	0.228	-0.4	1.796	0.59	1.611	-0.319	-0.175	2.901	0.478	-2.073	-0.949	-0.132
t60	1.735	-1.471	0.632	-0.033	-0.784	1.02	2.34	-2.44	-0.294	-0.813	-0.62	-0.727	0.855	-0.946	0.828	-1.397	2.008	-1.13	-0.066	0.321	0.719	0.588	0.553	-0.214	0.44	1.18	-0.264	-2.432	-0.242	0.652
